,stockVWAP,futureVWAP,basis,stockTopBidVol,stockTopAskVol,stockTopBidPrice,stockTopAskPrice,futureTopBidVol,futureTopAskVol,futureTopBidPrice,futureTopAskPrice,stockNextBidVol,stockNextAskVol,stockNextBidPrice,stockNextAskPrice,futureNextBidVol,futureNextAskVol,futureNextBidPrice,futureNextAskPrice,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,FairValue,benchmark_score
2017-01-13 09:17:00,133.663,134.429,-0.825,2944,500,133.65,133.70,9000,9000,134.45,134.55,1648,138,133.60,133.75,18000,18000,134.40,134.60,16955,15556,63000,126000,133.538,133.850,134.343,134.686,-0.800,0.000
2017-01-13 09:18:00,133.937,134.612,-0.750,1192,13475,133.90,134.00,9000,9000,134.65,134.75,9992,5288,133.85,134.05,18000,18000,134.60,134.80,34785,49398,81000,153000,133.767,134.102,134.511,134.935,-0.815,25.000
2017-01-13 09:19:00,134.607,135.403,-0.900,1000,7195,134.60,134.65,18000,63000,135.45,135.60,2065,10953,134.55,134.70,9000,36000,135.40,135.65,55957,75089,99000,315000,134.447,134.789,135.336,135.723,-0.800,26.280
2017-01-13 09:20:00,134.936,135.746,-0.875,3290,428,134.85,134.95,18000,9000,135.75,135.80,27314,10547,134.80,135.00,27000,45000,135.70,135.90,82126,46814,153000,279000,134.748,135.066,135.635,135.969,-0.785,25.860
2017-01-13 09:21:00,134.609,135.298,-0.800,505,821,134.50,134.60,27000,9000,135.30,135.40,20376,2902,134.45,134.65,9000,36000,135.20,135.45,112467,54946,117000,153000,134.360,134.758,135.146,135.521,-0.790,34.505
2017-01-13 09:22:00,134.357,135.020,-0.675,5,849,134.30,134.35,9000,9000,134.90,135.10,2395,2412,134.25,134.40,36000,9000,134.85,135.15,28504,22847,99000,81000,134.129,134.498,134.800,135.272,-0.815,35.672
2017-01-13 09:23:00,134.399,135.074,-0.825,952,767,134.25,134.30,9000,9000,135.00,135.20,4310,2070,134.20,134.35,9000,9000,134.95,135.25,77927,14588,63000,90000,134.095,134.451,134.871,135.305,-0.810,33.135
2017-01-13 09:24:00,134.336,135.008,-0.825,2157,3714,134.20,134.30,9000,36000,135.00,135.15,4856,2041,134.15,134.35,18000,18000,134.95,135.20,113691,46366,90000,189000,134.048,134.448,134.860,135.255,-0.800,30.735
2017-01-13 09:25:00,134.512,135.192,-0.800,138,5219,134.40,134.50,9000,9000,135.20,135.30,14426,6171,134.35,134.55,18000,9000,135.15,135.35,89439,51100,99000,135000,134.260,134.612,135.041,135.440,-0.795,28.750
2017-01-13 09:26:00,134.642,135.386,-0.825,280,4882,134.60,134.65,9000,45000,135.40,135.50,9772,4722,134.55,134.70,9000,9000,135.35,135.55,87245,71619,117000,225000,134.462,134.784,135.246,135.616,-0.790,27.310
2017-01-13 09:27:00,134.769,135.489,-0.800,4484,14343,134.70,134.75,27000,45000,135.45,135.60,5260,6328,134.65,134.80,36000,36000,135.40,135.65,102958,70023,144000,234000,134.557,134.863,135.356,135.687,-0.795,25.908
2017-01-13 09:28:00,134.954,135.597,-0.800,10506,40589,134.85,135.00,27000,9000,135.70,135.75,14978,16763,134.80,135.05,63000,27000,135.65,135.85,103392,94598,144000,405000,134.738,135.069,135.597,135.956,-0.800,25.428
2017-01-13 09:29:00,135.028,135.717,-0.775,3296,269,135.00,135.05,18000,18000,135.70,135.90,275,2175,134.95,135.10,36000,36000,135.65,135.95,32849,29056,126000,261000,134.860,135.206,135.600,136.019,-0.810,24.516
2017-01-13 09:30:00,135.209,135.937,-0.775,1255,125,135.15,135.20,18000,18000,135.90,136.00,6378,1856,135.10,135.25,18000,36000,135.85,136.10,97791,62202,135000,207000,134.997,135.368,135.773,136.161,-0.820,23.717
2017-01-13 09:31:00,135.365,136.105,-0.800,1115,1146,135.30,135.40,9000,18000,136.10,136.20,15265,17716,135.25,135.45,18000,18000,136.05,136.25,108400,102874,135000,216000,135.158,135.522,135.990,136.323,-0.820,23.811
2017-01-13 09:32:00,135.307,136.061,-0.825,1983,8215,135.25,135.35,9000,18000,136.10,136.15,22196,23863,135.20,135.40,9000,36000,136.05,136.20,121139,114878,81000,207000,135.132,135.463,135.989,136.267,-0.825,24.273
2017-01-13 09:33:00,135.362,136.131,-0.825,12171,1266,135.30,135.40,9000,18000,136.15,136.20,23904,15559,135.25,135.45,18000,9000,136.10,136.25,125680,99950,144000,261000,135.192,135.521,136.019,136.329,-0.835,24.670
2017-01-13 09:34:00,135.352,136.134,-0.825,200,16388,135.30,135.35,9000,81000,136.10,136.20,19003,7530,135.25,135.40,36000,45000,136.05,136.25,126210,99722,252000,306000,135.164,135.468,135.989,136.290,-0.840,25.394
