,stockVWAP,futureVWAP,basis,stockTopBidVol,stockTopAskVol,stockTopBidPrice,stockTopAskPrice,futureTopBidVol,futureTopAskVol,futureTopBidPrice,futureTopAskPrice,stockNextBidVol,stockNextAskVol,stockNextBidPrice,stockNextAskPrice,futureNextBidVol,futureNextAskVol,futureNextBidPrice,futureNextAskPrice,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,FairValue,benchmark_score
2017-01-13 09:17:00,445.059,446.845,-1.775,50,1500,445.05,445.15,1500,3000,446.40,447.35,13,42,445.00,445.45,1500,1500,446.35,447.80,545,2420,7500,9000,444.611,445.336,445.810,447.867,-2.365,0.000
2017-01-13 09:18:00,445.065,447.120,-1.900,15,20,445.05,445.40,1500,1500,446.65,447.60,130,15,445.00,445.45,1500,1500,446.60,447.85,390,275,7500,7500,444.478,445.506,446.210,448.030,-2.465,590.000
2017-01-13 09:19:00,444.365,446.295,-2.025,22,68,444.25,444.70,3000,1500,446.05,446.95,57,19,444.15,444.80,1500,1500,445.70,447.00,468,725,9000,7500,443.985,444.880,445.300,447.310,-2.510,609.039
2017-01-13 09:20:00,444.257,446.481,-2.650,35,10,444.20,444.35,3000,1500,446.45,447.40,42,157,444.15,444.40,1500,1500,446.00,447.45,366,811,9000,10500,444.045,444.792,445.783,448.229,-2.370,609.359
2017-01-13 09:21:00,444.754,447.192,-2.800,42,4,444.30,444.50,3000,3000,447.00,447.40,514,20,444.25,444.85,1500,1500,446.65,447.45,4615,1135,9000,9000,444.107,445.109,446.675,447.708,-2.190,546.297
2017-01-13 09:22:00,444.497,446.892,-2.450,50,68,444.15,444.60,3000,1500,446.30,447.35,150,20,444.10,444.85,1500,1500,446.25,447.40,1610,1124,10500,7500,444.009,444.987,446.079,447.520,-2.130,488.950
2017-01-13 09:23:00,444.536,446.773,-2.400,58,48,444.15,444.65,1500,4500,446.45,447.15,1410,20,444.00,444.75,1500,1500,446.20,447.40,1959,665,9000,10500,443.966,444.872,446.033,447.393,-2.005,456.543
2017-01-13 09:24:00,444.482,446.529,-2.250,785,108,444.20,444.45,1500,3000,446.30,446.85,50,99,444.10,444.50,1500,1500,446.00,447.00,2070,320,9000,9000,444.078,444.518,445.558,447.175,-1.920,457.038
2017-01-13 09:25:00,443.231,445.450,-1.950,200,20,443.20,443.45,1500,1500,445.05,445.50,290,1001,443.10,443.50,3000,1500,445.00,445.95,561,1159,10500,7500,443.119,443.531,444.571,446.000,-1.870,475.695
2017-01-13 09:26:00,443.300,445.100,-1.900,4,41,443.25,443.40,1500,1500,445.00,445.45,100,20,443.20,443.45,1500,3000,444.55,445.50,409,398,9000,9000,443.123,443.515,444.258,445.783,-1.865,478.457
