,stockVWAP,futureVWAP,basis,stockTopBidVol,stockTopAskVol,stockTopBidPrice,stockTopAskPrice,futureTopBidVol,futureTopAskVol,futureTopBidPrice,futureTopAskPrice,stockNextBidVol,stockNextAskVol,stockNextBidPrice,stockNextAskPrice,futureNextBidVol,futureNextAskVol,futureNextBidPrice,futureNextAskPrice,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,FairValue,benchmark_score
2017-01-13 09:17:00,166.623,163.916,2.775,1088,1884,166.55,166.65,7000,49000,163.75,163.90,6755,621,166.50,166.70,21000,7000,163.70,163.95,16506,11375,105000,112000,166.447,166.765,163.580,164.025,2.770,0.000
2017-01-13 09:18:00,166.007,163.512,2.725,1378,2486,166.05,166.25,14000,21000,163.35,163.50,1039,2051,166.00,166.30,7000,14000,163.30,163.60,7327,31555,91000,56000,165.955,166.371,163.238,163.600,2.810,5.000
2017-01-13 09:19:00,166.283,163.559,2.800,356,1365,166.30,166.35,14000,7000,163.50,163.55,15,13765,166.25,166.40,7000,14000,163.45,163.60,11575,29543,119000,77000,166.157,166.449,163.379,163.664,2.825,42.573
2017-01-13 09:20:00,166.260,163.558,2.700,170,296,166.25,166.30,14000,14000,163.55,163.60,9827,1219,166.20,166.35,21000,21000,163.50,163.65,29876,32609,84000,98000,166.119,166.448,163.446,163.718,2.860,48.400
2017-01-13 09:21:00,166.588,163.874,2.750,4,1080,166.60,166.65,7000,7000,163.85,163.90,222,5081,166.55,166.70,35000,28000,163.80,163.95,18143,32945,91000,98000,166.450,166.778,163.762,164.014,2.880,69.152
2017-01-13 09:22:00,166.287,163.403,2.875,10820,1011,166.20,166.25,35000,14000,163.30,163.40,227,4031,166.15,166.30,14000,35000,163.25,163.45,43904,20916,133000,70000,166.067,166.364,163.205,163.470,2.865,84.886
2017-01-13 09:23:00,165.719,162.797,2.925,224,624,165.75,165.80,7000,21000,162.80,162.90,1539,3251,165.70,165.85,42000,21000,162.70,162.95,20608,34331,91000,154000,165.605,165.966,162.650,162.995,2.845,86.653
2017-01-13 09:24:00,165.975,162.985,2.875,972,1572,165.80,165.90,14000,14000,162.90,163.05,976,863,165.75,165.95,21000,21000,162.85,163.10,42504,12067,133000,126000,165.637,166.033,162.782,163.183,2.810,81.309
2017-01-13 09:25:00,165.843,162.960,2.875,2064,1353,165.80,165.85,35000,7000,162.90,163.00,2000,7281,165.75,165.90,7000,28000,162.85,163.05,37969,35551,168000,119000,165.638,165.987,162.804,163.132,2.755,76.242
2017-01-13 09:26:00,165.880,163.084,2.850,2297,1601,165.80,165.90,21000,14000,162.95,163.05,4018,9597,165.75,165.95,42000,14000,162.90,163.10,44370,40887,175000,63000,165.644,166.011,162.838,163.133,2.695,79.950
2017-01-13 09:27:00,165.788,163.090,2.800,50,2329,165.75,165.85,14000,21000,162.95,163.05,3847,6959,165.70,165.90,28000,14000,162.90,163.10,38013,48954,182000,70000,165.606,165.972,162.825,163.130,2.650,95.788
2017-01-13 09:28:00,165.781,163.052,2.825,1118,3065,165.80,165.85,14000,7000,162.95,163.05,4033,11716,165.70,165.90,56000,91000,162.90,163.10,35619,49753,273000,168000,165.614,165.970,162.827,163.146,2.595,111.997
2017-01-13 09:29:00,165.746,163.078,2.700,1373,1663,165.75,165.80,7000,42000,163.05,163.10,13138,9319,165.70,165.85,21000,28000,163.00,163.15,51451,61415,161000,182000,165.632,165.949,162.922,163.206,2.555,129.254
2017-01-13 09:30:00,166.079,163.508,2.600,4682,3143,166.00,166.10,21000,14000,163.40,163.50,1972,3483,165.95,166.15,21000,7000,163.35,163.55,38645,30695,91000,42000,165.864,166.218,163.304,163.583,2.540,142.910
2017-01-13 09:31:00,166.290,163.773,2.550,1052,1508,166.30,166.40,14000,7000,163.75,163.85,1028,2763,166.25,166.45,28000,49000,163.70,163.90,17007,33379,112000,161000,166.173,166.531,163.613,163.961,2.515,149.219
2017-01-13 09:32:00,166.255,163.600,2.575,1764,4360,166.20,166.25,14000,21000,163.60,163.70,366,3768,166.15,166.30,21000,14000,163.55,163.75,27865,29458,98000,154000,166.029,166.352,163.514,163.818,2.485,151.466
2017-01-13 09:33:00,166.167,163.579,2.550,1084,4072,166.10,166.20,14000,28000,163.55,163.65,10416,3236,166.05,166.25,42000,7000,163.50,163.70,47169,35528,98000,119000,165.984,166.332,163.454,163.759,2.470,152.347
2017-01-13 09:34:00,166.251,163.678,2.500,8771,528,166.20,166.25,14000,28000,163.70,163.75,2346,1966,166.15,166.30,21000,21000,163.65,163.80,39974,26131,91000,175000,166.075,166.389,163.585,163.870,2.460,150.875
2017-01-13 09:35:00,166.273,163.745,2.525,5239,1877,166.30,166.35,14000,7000,163.75,163.85,4827,7824,166.25,166.40,28000,21000,163.70,163.90,23592,42833,105000,203000,166.197,166.477,163.633,163.986,2.460,148.324
2017-01-13 09:36:00,166.528,164.094,2.425,1543,139,166.50,166.55,28000,7000,164.05,164.15,5560,4727,166.45,166.60,49000,49000,164.00,164.20,31413,28770,147000,147000,166.374,166.685,163.955,164.257,2.480,145.530
2017-01-13 09:37:00,166.595,164.166,2.425,1169,1625,166.55,166.65,42000,14000,164.15,164.20,12844,10905,166.50,166.70,7000,42000,164.10,164.25,43687,44164,140000,140000,166.437,166.771,164.053,164.315,2.515,142.061
2017-01-13 09:38:00,166.430,164.036,2.475,10636,1577,166.45,166.50,21000,21000,163.95,164.05,3922,2584,166.40,166.55,21000,63000,163.90,164.10,31189,37599,140000,119000,166.369,166.645,163.833,164.118,2.545,138.792
2017-01-13 09:39:00,166.709,164.218,2.450,991,1247,166.70,166.75,7000,7000,164.25,164.30,4441,4260,166.65,166.80,7000,7000,164.20,164.35,34123,41196,70000,161000,166.561,166.890,164.115,164.426,2.590,136.540
2017-01-13 09:40:00,166.670,164.253,2.525,444,1692,166.75,166.80,7000,21000,164.20,164.30,1710,1719,166.70,166.85,21000,14000,164.15,164.35,20132,57600,161000,140000,166.623,166.970,164.052,164.417,2.610,136.263
2017-01-13 09:41:00,166.694,164.248,2.525,683,350,166.75,166.80,7000,21000,164.20,164.30,11340,2521,166.70,166.85,21000,49000,164.15,164.35,33700,58460,168000,168000,166.644,166.978,164.050,164.406,2.645,136.863
2017-01-13 09:42:00,166.557,164.036,2.600,5,96,166.55,166.60,14000,14000,163.95,164.00,1587,2781,166.50,166.65,7000,7000,163.90,164.05,23554,28303,147000,77000,166.403,166.752,163.810,164.114,2.665,138.098
2017-01-13 09:43:00,166.486,163.811,2.625,3369,160,166.45,166.50,77000,14000,163.80,163.90,13652,386,166.40,166.55,14000,21000,163.75,163.95,38277,21580,133000,196000,166.355,166.657,163.742,164.005,2.665,138.575
2017-01-13 09:44:00,166.309,163.698,2.675,1843,357,166.30,166.35,21000,28000,163.60,163.70,5985,2083,166.25,166.40,28000,7000,163.55,163.75,26735,26188,126000,63000,166.186,166.499,163.514,163.778,2.655,137.932
2017-01-13 09:45:00,166.187,163.539,2.625,390,1688,166.15,166.20,42000,14000,163.50,163.60,1260,1428,166.10,166.25,7000,42000,163.45,163.65,36722,31318,98000,119000,166.016,166.335,163.407,163.741,2.670,136.002
2017-01-13 09:46:00,166.059,163.370,2.700,5850,4516,166.05,166.10,7000,7000,163.35,163.40,14891,8246,166.00,166.15,7000,14000,163.30,163.45,34102,38698,77000,84000,165.964,166.202,163.209,163.537,2.670,134.100
2017-01-13 09:47:00,166.154,163.424,2.700,2060,808,166.15,166.20,14000,21000,163.45,163.50,537,2823,166.10,166.25,7000,7000,163.40,163.55,24924,29847,91000,140000,166.018,166.344,163.285,163.630,2.665,131.925
