,stockVWAP,futureVWAP,basis,stockTopBidVol,stockTopAskVol,stockTopBidPrice,stockTopAskPrice,futureTopBidVol,futureTopAskVol,futureTopBidPrice,futureTopAskPrice,stockNextBidVol,stockNextAskVol,stockNextBidPrice,stockNextAskPrice,futureNextBidVol,futureNextAskVol,futureNextBidPrice,futureNextAskPrice,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,FairValue,benchmark_score
2017-01-13 09:17:00,137.530,138.052,-0.550,1650,1238,137.50,137.55,30000,30000,138.05,138.10,9844,10372,137.45,137.60,50000,60000,138.00,138.15,63658,60635,140000,170000,137.357,137.690,137.939,138.188,-0.570,0.000
2017-01-13 09:18:00,137.540,138.092,-0.625,4517,351,137.45,137.55,10000,10000,138.10,138.15,27869,16968,137.40,137.60,20000,20000,138.05,138.20,121487,66090,80000,110000,137.339,137.681,137.975,138.273,-0.535,20.000
2017-01-13 09:19:00,137.579,138.173,-0.650,10006,8049,137.50,137.55,30000,70000,138.15,138.20,47572,12106,137.45,137.60,10000,50000,138.10,138.25,138695,58390,140000,210000,137.388,137.668,138.039,138.269,-0.510,39.726
2017-01-13 09:20:00,138.417,138.887,-0.525,690,1284,138.35,138.45,20000,40000,138.85,139.00,3304,5848,138.30,138.50,10000,20000,138.80,139.10,41312,40425,80000,150000,138.201,138.569,138.744,139.137,-0.515,65.385
2017-01-13 09:21:00,138.267,138.763,-0.500,1017,4522,138.25,138.30,30000,10000,138.75,138.80,3229,8606,138.20,138.35,20000,10000,138.70,138.85,70146,87697,140000,120000,138.097,138.432,138.643,138.954,-0.515,67.235
2017-01-13 09:22:00,138.486,138.955,-0.550,2214,5318,138.45,138.50,50000,10000,139.00,139.05,3442,19326,138.40,138.55,30000,20000,138.90,139.10,85916,80245,150000,180000,138.313,138.626,138.890,139.192,-0.510,64.972
2017-01-13 09:23:00,138.289,138.729,-0.450,5099,3828,138.25,138.35,20000,10000,138.70,138.80,8776,25742,138.20,138.40,40000,20000,138.65,138.85,64069,82352,150000,160000,138.107,138.470,138.583,138.947,-0.510,64.170
2017-01-13 09:24:00,138.282,138.708,-0.525,1900,4148,138.20,138.25,40000,30000,138.70,138.80,4507,7736,138.15,138.30,10000,10000,138.65,138.85,95672,55245,190000,260000,138.044,138.381,138.587,138.942,-0.490,60.157
2017-01-13 09:25:00,138.227,138.746,-0.550,953,3428,138.15,138.20,30000,30000,138.70,138.75,9240,1427,138.10,138.25,10000,30000,138.65,138.80,112101,60015,180000,160000,138.006,138.342,138.567,138.859,-0.460,56.714
2017-01-13 09:26:00,137.852,138.309,-0.500,7697,3072,137.80,137.85,10000,30000,138.30,138.35,2390,8576,137.75,137.90,30000,20000,138.25,138.40,79420,64336,100000,130000,137.657,137.972,138.200,138.450,-0.460,56.526
2017-01-13 09:27:00,137.651,138.171,-0.525,2693,13234,137.60,137.70,30000,40000,138.10,138.25,2310,1617,137.55,137.75,20000,60000,138.05,138.30,56664,62062,160000,180000,137.463,137.818,138.009,138.331,-0.435,56.375
2017-01-13 09:28:00,137.702,138.129,-0.450,440,7372,137.65,137.75,10000,10000,138.10,138.20,1614,23216,137.60,137.80,10000,20000,138.05,138.25,44329,65057,130000,160000,137.478,137.849,137.992,138.316,-0.430,58.315
2017-01-13 09:29:00,137.587,137.993,-0.425,4124,8976,137.60,137.65,70000,80000,138.00,138.10,4951,23019,137.55,137.70,10000,10000,137.95,138.15,33062,71914,140000,230000,137.480,137.748,137.932,138.213,-0.440,60.420
2017-01-13 09:30:00,137.732,138.152,-0.400,1732,23213,137.70,137.80,30000,30000,138.10,138.20,3317,8402,137.65,137.85,50000,10000,138.05,138.25,48102,80302,170000,150000,137.550,137.898,138.012,138.287,-0.450,59.683
2017-01-13 09:31:00,137.627,138.060,-0.500,12305,242,137.60,137.65,20000,40000,138.05,138.20,7601,8247,137.55,137.70,70000,10000,138.00,138.25,63381,54133,140000,210000,137.482,137.787,137.961,138.293,-0.445,57.574
2017-01-13 09:32:00,137.583,137.989,-0.400,21600,12683,137.60,137.65,70000,10000,138.00,138.05,3273,15975,137.55,137.70,40000,20000,137.90,138.10,65156,96839,150000,120000,137.509,137.773,137.917,138.162,-0.465,55.757
2017-01-13 09:33:00,137.611,137.946,-0.425,7068,37,137.60,137.65,70000,20000,138.00,138.10,4095,16815,137.55,137.70,30000,30000,137.90,138.15,53565,62497,160000,260000,137.485,137.772,137.906,138.242,-0.475,54.505
2017-01-13 09:34:00,137.557,137.987,-0.475,3522,385,137.55,137.60,60000,30000,138.00,138.10,19500,1826,137.50,137.65,20000,30000,137.95,138.15,59754,57788,160000,260000,137.436,137.754,137.922,138.231,-0.475,53.992
2017-01-13 09:35:00,137.410,137.835,-0.450,10678,5659,137.35,137.40,30000,30000,137.75,137.90,3620,7168,137.30,137.45,40000,20000,137.70,137.95,64098,43244,130000,110000,137.223,137.515,137.669,137.986,-0.485,53.115
2017-01-13 09:36:00,137.195,137.663,-0.475,739,344,137.15,137.20,20000,30000,137.60,137.70,15661,1255,137.10,137.25,10000,20000,137.55,137.75,67824,50163,140000,120000,137.017,137.341,137.486,137.812,-0.485,52.318
2017-01-13 09:37:00,137.273,137.797,-0.500,9000,7594,137.20,137.30,20000,50000,137.70,137.80,2047,6641,137.15,137.35,20000,10000,137.65,137.85,77507,63240,200000,150000,137.066,137.425,137.560,137.893,-0.490,51.772
2017-01-13 09:38:00,137.398,137.802,-0.475,3011,2139,137.35,137.40,20000,10000,137.80,137.90,1499,6392,137.30,137.45,20000,10000,137.75,137.95,53828,43916,130000,190000,137.204,137.534,137.685,138.045,-0.490,50.818
2017-01-13 09:39:00,137.446,137.851,-0.475,2843,1894,137.40,137.45,20000,10000,137.85,137.95,5029,4964,137.35,137.50,20000,40000,137.80,138.00,49640,40942,140000,230000,137.265,137.573,137.739,138.091,-0.480,49.753
2017-01-13 09:40:00,137.473,137.903,-0.500,4150,18007,137.40,137.50,10000,30000,137.90,138.00,8797,1281,137.35,137.55,20000,20000,137.85,138.05,66011,59554,130000,240000,137.271,137.600,137.773,138.119,-0.465,48.670
2017-01-13 09:41:00,137.481,137.901,-0.475,2,16113,137.45,137.50,20000,40000,137.90,138.00,4886,1281,137.40,137.55,20000,20000,137.85,138.05,44610,57685,130000,250000,137.295,137.603,137.777,138.114,-0.465,47.820
2017-01-13 09:42:00,137.472,137.887,-0.525,2989,1046,137.40,137.45,20000,30000,137.90,138.00,5518,9054,137.35,137.50,20000,20000,137.85,138.05,85810,51435,120000,260000,137.263,137.570,137.783,138.119,-0.455,47.024
2017-01-13 09:43:00,137.356,137.844,-0.475,10946,2130,137.30,137.40,10000,10000,137.80,137.85,7598,13286,137.25,137.45,30000,10000,137.75,137.90,78627,73975,140000,100000,137.172,137.526,137.686,137.975,-0.455,46.619
2017-01-13 09:44:00,137.256,137.702,-0.425,3256,10494,137.20,137.30,10000,20000,137.65,137.70,6413,13206,137.15,137.35,30000,10000,137.60,137.75,81579,92165,190000,130000,137.051,137.415,137.524,137.831,-0.450,46.241
2017-01-13 09:45:00,137.012,137.532,-0.425,100,2574,137.05,137.15,20000,20000,137.45,137.60,6962,13196,137.00,137.20,30000,10000,137.40,137.65,19267,60974,120000,100000,136.936,137.267,137.354,137.715,-0.465,45.760
2017-01-13 09:46:00,137.047,137.506,-0.475,1533,50,137.05,137.10,10000,10000,137.50,137.60,9260,45,137.00,137.15,30000,30000,137.40,137.65,44206,51940,120000,130000,136.916,137.263,137.350,137.731,-0.465,44.964
2017-01-13 09:47:00,137.106,137.578,-0.475,3451,2000,137.05,137.15,40000,10000,137.50,137.65,10279,14237,137.00,137.20,10000,20000,137.45,137.70,46518,44494,150000,120000,136.925,137.271,137.413,137.771,-0.460,44.209
