,stockVWAP,futureVWAP,basis,stockTopBidVol,stockTopAskVol,stockTopBidPrice,stockTopAskPrice,futureTopBidVol,futureTopAskVol,futureTopBidPrice,futureTopAskPrice,stockNextBidVol,stockNextAskVol,stockNextBidPrice,stockNextAskPrice,futureNextBidVol,futureNextAskVol,futureNextBidPrice,futureNextAskPrice,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,FairValue,benchmark_score
2017-01-13 09:17:00,237.319,238.377,-1.125,882,568,237.25,237.40,3500,3500,238.40,238.50,2373,1223,237.20,237.45,3500,24500,238.30,238.55,21584,19599,24500,45500,237.122,237.560,238.207,238.592,-1.110,0.000
2017-01-13 09:18:00,237.161,238.238,-1.100,2175,667,237.10,237.20,10500,3500,238.20,238.30,2595,1972,237.05,237.25,3500,3500,238.15,238.35,25668,20561,45500,45500,236.971,237.348,238.069,238.454,-1.125,15.000
2017-01-13 09:19:00,237.341,238.470,-1.200,1657,529,237.25,237.30,7000,14000,238.45,238.50,4821,384,237.20,237.35,7000,3500,238.40,238.55,45388,19819,38500,42000,237.103,237.452,238.345,238.604,-1.125,13.807
2017-01-13 09:20:00,237.898,238.897,-1.100,995,1914,237.85,237.90,7000,7000,238.95,239.00,122,360,237.80,237.95,3500,3500,238.90,239.10,23038,22473,21000,31500,237.683,238.024,238.792,239.139,-1.115,14.821
2017-01-13 09:21:00,237.827,238.898,-1.100,2934,540,237.80,237.85,3500,3500,238.90,238.95,9792,1773,237.75,237.90,3500,38500,238.85,239.00,34356,30059,31500,63000,237.669,237.999,238.739,239.031,-1.110,15.191
2017-01-13 09:22:00,237.979,239.040,-1.050,100,855,238.00,238.10,14000,3500,239.05,239.15,1781,2642,237.95,238.15,3500,28000,239.00,239.20,12512,27416,31500,56000,237.868,238.237,238.950,239.244,-1.140,15.153
2017-01-13 09:23:00,238.318,239.326,-1.175,2317,359,238.20,238.25,3500,17500,239.35,239.45,1158,1015,238.15,238.30,24500,84000,239.30,239.50,42905,12383,45500,150500,238.056,238.395,239.242,239.526,-1.115,18.476
2017-01-13 09:24:00,238.429,239.529,-1.200,4900,90,238.30,238.35,7000,7000,239.50,239.55,6781,1006,238.25,238.40,7000,14000,239.45,239.60,66109,12576,56000,59500,238.169,238.493,239.372,239.662,-1.090,17.518
2017-01-13 09:25:00,238.501,239.431,-1.050,4131,3472,238.45,238.50,7000,10500,239.45,239.60,3770,317,238.40,238.60,7000,3500,239.40,239.65,28135,21687,45500,77000,238.336,238.693,239.319,239.734,-1.120,20.534
2017-01-13 09:26:00,238.602,239.536,-1.075,68,1108,238.55,238.60,3500,10500,239.60,239.70,6796,508,238.50,238.70,7000,17500,239.50,239.75,24622,18370,42000,122500,238.436,238.811,239.400,239.810,-1.160,19.431
2017-01-13 09:27:00,238.913,239.975,-1.200,1169,86,238.85,238.90,10500,3500,240.05,240.10,2887,2000,238.80,238.95,7000,10500,239.95,240.15,54477,40288,52500,129500,238.706,239.015,239.890,240.214,-1.165,24.286
2017-01-13 09:28:00,239.199,240.246,-1.050,30,260,239.25,239.35,7000,7000,240.30,240.40,1031,9753,239.20,239.40,10500,3500,240.25,240.45,15145,61164,38500,147000,239.099,239.475,240.200,240.520,-1.180,24.352
2017-01-13 09:29:00,238.957,240.008,-1.075,301,12683,238.95,239.00,21000,3500,240.00,240.10,1081,1362,238.90,239.05,7000,3500,239.90,240.15,15806,30265,56000,56000,238.802,239.092,239.884,240.222,-1.210,29.928
2017-01-13 09:30:00,239.230,240.357,-1.200,4546,1722,239.20,239.30,3500,143500,240.40,240.50,3560,695,239.15,239.35,14000,14000,240.35,240.55,49445,51767,42000,297500,239.074,239.457,240.254,240.569,-1.205,43.983
2017-01-13 09:31:00,239.656,240.723,-1.275,19756,452,239.55,239.65,3500,84000,240.85,240.90,7551,1771,239.50,239.70,52500,28000,240.75,240.95,71491,26418,77000,458500,239.449,239.799,240.702,240.987,-1.160,48.087
2017-01-13 09:32:00,239.652,240.672,-1.225,8604,191,239.50,239.65,14000,7000,240.75,240.85,5640,2598,239.45,239.70,7000,21000,240.70,240.90,74576,30051,56000,273000,239.378,239.796,240.647,240.986,-1.150,46.456
2017-01-13 09:33:00,240.084,241.089,-1.125,14398,547,240.00,240.10,3500,17500,241.15,241.20,4994,1982,239.95,240.15,3500,3500,241.10,241.25,57310,28890,31500,122500,239.904,240.237,241.039,241.370,-1.160,45.137
2017-01-13 09:34:00,240.135,241.171,-1.225,11238,924,240.00,240.10,3500,14000,241.25,241.30,12056,1888,239.95,240.15,21000,24500,241.20,241.35,73715,21321,38500,175000,239.886,240.236,241.173,241.424,-1.150,44.058
2017-01-13 09:35:00,240.159,241.278,-1.175,3287,250,240.05,240.10,17500,3500,241.20,241.30,10874,1864,240.00,240.15,7000,17500,241.10,241.35,48768,10196,73500,38500,239.939,240.243,241.071,241.391,-1.150,45.091
2017-01-13 09:36:00,240.149,241.121,-1.050,11777,6400,240.10,240.20,3500,7000,241.15,241.25,2439,5656,240.05,240.25,14000,21000,241.10,241.30,36556,33965,56000,101500,240.012,240.301,241.041,241.386,-1.160,45.666
2017-01-13 09:37:00,240.179,241.283,-1.175,16030,899,240.10,240.15,17500,3500,241.25,241.35,10722,633,240.05,240.20,3500,7000,241.20,241.40,65421,14609,56000,59500,240.020,240.300,241.150,241.474,-1.160,44.510
2017-01-13 09:38:00,240.184,241.261,-1.175,2290,2540,240.05,240.20,3500,7000,241.25,241.35,11954,1863,240.00,240.25,7000,10500,241.20,241.40,52787,27958,52500,70000,239.922,240.339,241.077,241.468,-1.155,43.492
