,stockVWAP,futureVWAP,basis,stockTopBidVol,stockTopAskVol,stockTopBidPrice,stockTopAskPrice,futureTopBidVol,futureTopAskVol,futureTopBidPrice,futureTopAskPrice,stockNextBidVol,stockNextAskVol,stockNextBidPrice,stockNextAskPrice,futureNextBidVol,futureNextAskVol,futureNextBidPrice,futureNextAskPrice,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,FairValue,benchmark_score
2017-01-13 09:17:00,195.678,196.552,-1.050,1022,475,195.60,195.65,3500,17500,196.65,196.70,4259,750,195.55,195.70,3500,17500,196.55,196.75,13784,5661,17500,66500,195.481,195.793,196.430,196.771,-1.055,0.000
2017-01-13 09:18:00,195.487,196.385,-1.100,709,1522,195.40,195.45,10500,3500,196.35,196.70,220,756,195.35,195.55,3500,3500,196.30,196.75,9338,8630,28000,66500,195.241,195.585,196.275,196.861,-1.015,5.000
2017-01-13 09:19:00,195.437,196.340,-1.050,934,320,195.30,195.45,3500,3500,196.35,196.50,1383,2527,195.25,195.50,3500,14000,196.30,196.60,23286,14124,24500,66500,195.148,195.584,196.229,196.726,-0.975,42.573
2017-01-13 09:20:00,195.574,196.432,-1.075,235,4353,195.45,195.60,7000,3500,196.50,196.70,1947,1580,195.40,195.65,3500,3500,196.40,196.75,21325,16193,21000,56000,195.299,195.710,196.367,196.859,-0.925,63.319
2017-01-13 09:21:00,195.557,196.444,-1.075,223,2019,195.40,195.50,7000,3500,196.50,196.55,551,1275,195.35,195.55,7000,3500,196.40,196.60,48972,17594,28000,35000,195.246,195.613,196.350,196.675,-0.880,90.404
2017-01-13 09:22:00,195.462,196.315,-0.975,4824,1670,195.40,195.50,3500,7000,196.35,196.50,456,1370,195.30,195.55,3500,7000,196.30,196.55,24255,18064,17500,42000,195.230,195.618,196.240,196.629,-0.850,117.296
2017-01-13 09:23:00,195.005,195.806,-0.900,934,170,194.90,195.00,3500,3500,195.75,195.95,2275,133,194.85,195.05,7000,14000,195.70,196.00,11744,5754,35000,59500,194.774,195.141,195.610,196.241,-0.835,135.902
2017-01-13 09:24:00,195.096,196.039,-0.850,108,342,195.05,195.15,7000,3500,195.85,196.05,675,2114,195.00,195.20,3500,14000,195.80,196.20,5841,8893,42000,35000,194.884,195.248,195.688,196.225,-0.840,143.037
2017-01-13 09:25:00,195.231,196.136,-0.825,820,3142,195.25,195.40,3500,14000,196.05,196.25,1013,4698,195.20,195.45,10500,3500,196.00,196.30,8823,25236,35000,38500,195.106,195.529,195.910,196.364,-0.830,142.057
2017-01-13 09:26:00,195.263,196.126,-0.850,373,1272,195.25,195.30,3500,3500,196.05,196.20,1917,325,195.20,195.35,10500,7000,196.00,196.25,7880,10673,31500,28000,195.111,195.417,195.950,196.319,-0.830,137.625
