,stockVWAP,futureVWAP,basis,stockTopBidVol,stockTopAskVol,stockTopBidPrice,stockTopAskPrice,futureTopBidVol,futureTopAskVol,futureTopBidPrice,futureTopAskPrice,stockNextBidVol,stockNextAskVol,stockNextBidPrice,stockNextAskPrice,futureNextBidVol,futureNextAskVol,futureNextBidPrice,futureNextAskPrice,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,FairValue,benchmark_score
2017-01-13 09:17:00,132.918,133.225,-0.475,2619,2966,132.85,132.95,18000,9000,133.30,133.45,6224,2263,132.80,133.00,9000,27000,133.15,133.50,26225,18705,54000,90000,132.746,133.072,133.083,133.695,-0.465,0.000
2017-01-13 09:18:00,132.787,133.271,-0.525,1561,824,132.75,132.80,9000,9000,133.25,133.35,7114,2040,132.70,132.85,9000,9000,133.20,133.45,25392,18507,54000,54000,132.638,132.935,133.017,133.525,-0.460,10.000
2017-01-13 09:19:00,132.794,133.242,-0.425,6451,1073,132.80,132.85,18000,9000,133.20,133.30,4256,4220,132.75,132.90,9000,9000,133.15,133.40,34394,42409,54000,63000,132.693,132.988,133.117,133.464,-0.480,29.155
2017-01-13 09:20:00,132.878,133.321,-0.450,6446,3764,132.80,132.95,9000,9000,133.25,133.40,3696,8163,132.75,133.00,9000,9000,133.20,133.45,40868,40125,54000,54000,132.680,133.067,133.142,133.500,-0.485,23.979
2017-01-13 09:21:00,132.880,133.272,-0.425,118,1799,132.85,132.90,9000,9000,133.25,133.35,6414,11402,132.80,132.95,9000,18000,133.20,133.40,46312,46543,63000,99000,132.715,133.025,133.121,133.459,-0.470,22.299
2017-01-13 09:22:00,132.978,133.514,-0.500,2134,2033,132.95,133.00,18000,18000,133.45,133.50,16650,2855,132.90,133.05,9000,18000,133.40,133.60,51038,37129,81000,81000,132.840,133.154,133.333,133.661,-0.455,20.440
2017-01-13 09:23:00,133.059,133.489,-0.500,7942,35,132.95,133.05,9000,9000,133.45,133.55,5735,240,132.90,133.10,9000,9000,133.40,133.60,46661,18866,54000,72000,132.838,133.196,133.350,133.694,-0.435,19.101
2017-01-13 09:24:00,133.031,133.500,-0.525,6448,1561,132.95,133.00,18000,9000,133.45,133.55,13820,169,132.90,133.05,9000,9000,133.40,133.60,49515,14907,72000,63000,132.849,133.153,133.350,133.671,-0.405,20.050
2017-01-13 09:25:00,132.950,133.440,-0.475,1198,3582,132.90,133.00,18000,27000,133.35,133.50,4859,5130,132.85,133.05,9000,18000,133.30,133.60,47828,44286,81000,108000,132.772,133.142,133.233,133.662,-0.390,32.479
2017-01-13 09:26:00,133.341,133.665,-0.350,1826,2938,133.30,133.40,36000,9000,133.65,133.75,3072,10075,133.25,133.45,9000,18000,133.60,133.80,38352,48901,90000,90000,133.149,133.524,133.545,133.865,-0.395,44.051
