,stockVWAP,futureVWAP,basis,stockTopBidVol,stockTopAskVol,stockTopBidPrice,stockTopAskPrice,futureTopBidVol,futureTopAskVol,futureTopBidPrice,futureTopAskPrice,stockNextBidVol,stockNextAskVol,stockNextBidPrice,stockNextAskPrice,futureNextBidVol,futureNextAskVol,futureNextBidPrice,futureNextAskPrice,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,FairValue,benchmark_score
2017-01-13 09:17:00,717.330,720.241,-3.175,25,134,717.00,717.15,700,700,720.10,720.40,40,25,716.95,717.40,700,700,720.05,720.50,1947,860,3500,4200,716.833,717.510,719.860,720.792,-3.315,0.000
2017-01-13 09:18:00,717.135,720.312,-3.150,1048,300,717.10,717.15,700,700,720.15,720.40,80,25,717.00,717.40,700,700,720.10,720.50,1660,1254,4200,4200,717.006,717.417,719.917,720.750,-3.320,140.000
2017-01-13 09:19:00,717.115,720.239,-3.425,1030,248,716.60,717.00,700,1400,720.05,720.40,332,50,716.55,717.15,2100,700,720.00,720.50,4819,525,4900,4900,716.478,717.131,719.900,720.636,-3.225,149.007
2017-01-13 09:20:00,717.625,721.055,-3.575,30,52,717.50,717.70,700,700,721.05,721.30,129,360,717.45,717.90,700,1400,720.75,721.35,1383,2136,3500,4200,717.332,717.974,720.710,721.442,-3.075,122.517
2017-01-13 09:21:00,717.719,720.791,-3.200,200,53,717.50,717.70,700,700,720.60,721.00,1,41,717.45,717.75,1400,700,720.55,721.05,823,304,4200,3500,717.376,717.843,720.425,721.130,-3.020,166.355
2017-01-13 09:22:00,716.917,719.920,-3.225,101,307,716.40,716.90,700,700,719.70,720.05,517,122,716.35,716.95,700,700,719.65,720.20,4306,911,3500,3500,716.251,717.006,719.540,720.300,-3.015,195.919
2017-01-13 09:23:00,716.705,719.711,-3.175,25,155,716.40,716.65,1400,1400,719.50,719.90,38,79,716.35,716.70,700,1400,719.45,720.00,1019,356,4200,5600,716.216,716.712,719.383,720.200,-3.000,216.764
2017-01-13 09:24:00,717.373,720.518,-2.950,25,5,717.35,717.75,1400,1400,720.40,720.60,331,25,717.30,717.85,1400,700,720.35,720.90,1140,2938,4900,4900,717.249,717.981,720.200,720.893,-3.070,234.314
2017-01-13 09:25:00,717.867,720.715,-2.825,497,740,717.65,718.10,700,700,720.55,720.85,63,72,717.60,718.15,700,700,720.50,720.90,2475,2400,3500,3500,717.487,718.219,720.390,721.040,-3.165,225.927
2017-01-13 09:26:00,718.273,720.968,-2.925,500,72,718.05,718.30,1400,1400,721.00,721.20,712,44,718.00,718.40,700,1400,720.80,721.30,2505,1039,4200,7700,717.959,718.502,720.817,721.341,-3.290,215.109
2017-01-13 09:27:00,718.416,721.233,-3.200,320,251,718.15,718.25,2100,700,721.30,721.50,180,52,718.10,718.35,700,700,721.00,721.60,3012,546,4900,5600,718.010,718.371,721.057,721.663,-3.320,221.212
2017-01-13 09:28:00,718.043,721.165,-3.100,190,1,717.90,718.25,700,700,721.05,721.30,141,25,717.85,718.30,700,700,721.00,721.40,1669,2105,4200,4900,717.747,718.392,720.925,721.457,-3.405,230.093
2017-01-13 09:29:00,717.536,720.757,-3.300,45,145,717.30,717.45,1400,1400,720.55,720.80,301,440,717.25,717.50,700,700,720.50,720.95,2707,1461,6300,4200,717.160,717.645,720.317,720.967,-3.450,249.398
2017-01-13 09:30:00,717.745,720.913,-3.300,307,119,717.55,717.70,700,700,720.80,721.05,44,100,717.45,717.75,1400,2100,720.75,721.10,1350,479,4900,5600,717.377,717.827,720.650,721.188,-3.540,261.768
2017-01-13 09:31:00,716.934,720.557,-3.550,743,182,716.70,716.95,700,700,720.25,720.50,342,4,716.65,717.00,1400,700,720.20,720.55,2817,900,6300,3500,716.593,717.098,720.100,720.760,-3.605,271.427
