,stockVWAP,futureVWAP,basis,stockTopBidVol,stockTopAskVol,stockTopBidPrice,stockTopAskPrice,futureTopBidVol,futureTopAskVol,futureTopBidPrice,futureTopAskPrice,stockNextBidVol,stockNextAskVol,stockNextBidPrice,stockNextAskPrice,futureNextBidVol,futureNextAskVol,futureNextBidPrice,futureNextAskPrice,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,FairValue,benchmark_score
2017-01-13 09:17:00,555.641,558.138,-2.800,13,64,555.45,555.55,2100,2100,558.10,558.50,134,148,555.20,555.70,2100,2100,558.05,558.55,3605,1086,14700,18900,555.099,555.794,557.729,558.678,-2.340,0.000
2017-01-13 09:18:00,555.828,558.046,-2.200,25,671,555.80,556.00,2100,2100,557.90,558.30,12,329,555.75,556.10,2100,2100,557.60,558.35,816,2058,14700,12600,555.555,556.118,557.507,558.450,-2.410,460.000
2017-01-13 09:19:00,555.895,558.332,-2.425,36,109,555.75,555.95,2100,4200,558.15,558.40,492,150,555.70,556.00,4200,4200,558.00,558.45,1545,1012,27300,14700,555.610,556.104,557.450,558.514,-2.470,331.436
2017-01-13 09:20:00,555.807,558.317,-2.400,838,776,555.80,555.95,2100,2100,558.15,558.40,2,11,555.60,556.00,2100,2100,558.05,558.65,2503,2894,16800,14700,555.584,556.121,557.719,558.736,-2.545,270.632
2017-01-13 09:21:00,555.694,558.042,-2.375,54,154,555.50,555.65,2100,4200,557.75,558.15,473,50,555.15,555.70,4200,2100,557.70,558.40,4227,1091,14700,12600,555.052,555.826,557.550,558.400,-2.620,238.538
2017-01-13 09:22:00,554.879,557.472,-2.300,76,119,555.00,555.15,2100,2100,557.20,557.55,30,211,554.90,555.20,2100,2100,557.10,557.60,331,1611,21000,12600,554.793,555.268,556.995,557.783,-2.755,228.036
2017-01-13 09:23:00,555.254,557.827,-2.550,150,68,555.10,555.30,2100,2100,557.65,557.85,612,23,555.05,555.40,4200,2100,557.55,558.00,1910,1210,12600,10500,555.006,555.557,557.442,558.200,-2.850,268.399
2017-01-13 09:24:00,555.304,557.967,-2.725,100,1,554.95,555.15,2100,4200,557.60,557.95,135,19,554.90,555.25,2100,4200,557.55,558.00,3563,632,27300,16800,554.740,555.422,557.123,558.069,-2.905,299.005
2017-01-13 09:25:00,555.891,558.537,-2.775,178,1,555.65,555.70,2100,2100,558.30,558.60,175,45,555.60,556.05,2100,2100,558.25,558.75,2545,1202,25200,14700,555.544,556.168,558.038,558.800,-3.010,319.189
2017-01-13 09:26:00,555.087,557.538,-2.750,135,54,554.70,554.90,2100,2100,557.35,557.75,656,357,554.65,555.35,2100,2100,557.30,557.80,3180,2203,12600,12600,554.555,555.395,557.233,557.892,-3.170,338.506
