,stockVWAP,futureVWAP,basis,stockTopBidVol,stockTopAskVol,stockTopBidPrice,stockTopAskPrice,futureTopBidVol,futureTopAskVol,futureTopBidPrice,futureTopAskPrice,stockNextBidVol,stockNextAskVol,stockNextBidPrice,stockNextAskPrice,futureNextBidVol,futureNextAskVol,futureNextBidPrice,futureNextAskPrice,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,FairValue,benchmark_score
2017-01-13 09:17:00,398.697,400.825,-2.200,169,581,398.65,398.90,3000,6000,400.80,401.15,494,337,398.60,398.95,6000,3000,400.60,401.20,1164,2255,21000,21000,398.554,398.992,400.379,401.250,-2.185,0.000
2017-01-13 09:18:00,398.932,401.260,-2.325,66,824,398.80,398.90,6000,3000,401.10,401.25,391,410,398.50,398.95,6000,3000,401.05,401.40,5516,2085,27000,18000,398.394,398.952,401.006,401.483,-2.170,15.000
2017-01-13 09:19:00,398.679,400.763,-2.225,311,211,398.50,398.70,6000,3000,400.70,400.95,374,25,398.45,398.75,3000,15000,400.60,401.00,3397,1383,18000,27000,398.350,398.840,400.558,401.050,-2.140,66.262
2017-01-13 09:20:00,399.625,401.886,-2.125,222,400,399.55,399.90,3000,3000,401.75,401.95,325,1457,399.50,399.95,6000,12000,401.70,402.00,2924,7109,18000,24000,399.411,399.995,401.650,402.137,-2.125,83.429
2017-01-13 09:21:00,399.893,401.988,-2.175,450,25,399.90,399.95,6000,3000,402.00,402.20,698,96,399.80,400.00,3000,6000,401.95,402.25,3397,2937,18000,21000,399.702,400.151,401.783,402.350,-2.105,86.125
2017-01-13 09:22:00,399.556,401.806,-2.075,35,187,399.50,399.65,3000,3000,401.55,401.75,576,299,399.40,399.70,3000,3000,401.35,401.80,3097,3599,39000,15000,399.295,399.796,401.123,401.890,-2.135,90.217
2017-01-13 09:23:00,399.264,401.600,-2.250,789,225,399.05,399.30,3000,3000,401.35,401.50,2185,360,399.00,399.35,9000,6000,401.30,401.70,6587,2890,30000,18000,398.943,399.411,401.180,401.767,-2.075,84.848
2017-01-13 09:24:00,399.559,401.850,-2.075,270,637,399.55,399.80,3000,3000,401.60,401.90,139,134,399.50,399.85,3000,3000,401.55,402.10,1942,4257,21000,18000,399.433,399.955,401.486,402.167,-2.090,86.372
2017-01-13 09:25:00,399.290,401.531,-2.050,6,447,399.40,399.50,3000,6000,401.35,401.65,196,279,399.25,399.55,6000,3000,401.30,401.70,704,2520,21000,18000,399.177,399.621,401.229,401.758,-2.115,82.705
2017-01-13 09:26:00,399.081,401.305,-2.075,1826,359,399.00,399.30,3000,3000,401.15,401.30,50,304,398.95,399.35,6000,3000,401.10,401.45,4666,6348,18000,15000,398.897,399.456,401.050,401.540,-2.140,78.046
2017-01-13 09:27:00,399.188,401.305,-2.225,351,10,399.05,399.20,3000,3000,401.25,401.45,3963,585,399.00,399.25,6000,3000,401.00,401.50,5663,2193,18000,15000,398.969,399.369,400.925,401.660,-2.155,74.863
2017-01-13 09:28:00,398.741,400.911,-1.950,500,551,398.80,398.95,6000,3000,400.65,401.00,10,719,398.75,399.00,6000,3000,400.60,401.05,1946,8046,27000,15000,398.674,399.141,400.494,401.140,-2.210,71.634
2017-01-13 09:29:00,398.321,400.643,-2.150,68,152,398.40,398.60,3000,6000,400.55,400.75,50,454,398.30,398.65,3000,3000,400.50,400.80,1316,4642,21000,21000,398.205,398.751,400.300,400.914,-2.185,78.883
2017-01-13 09:30:00,398.916,401.262,-2.175,318,197,398.90,399.20,3000,3000,401.10,401.35,188,412,398.85,399.25,3000,3000,401.05,401.40,2000,4780,18000,21000,398.788,399.350,400.950,401.564,-2.180,80.238
2017-01-13 09:31:00,399.666,401.788,-2.200,606,222,399.45,399.75,6000,3000,401.70,401.90,945,167,399.40,399.80,3000,9000,401.55,402.00,6771,3328,18000,21000,399.231,399.907,401.525,402.114,-2.200,79.247
2017-01-13 09:32:00,399.589,401.700,-2.300,168,570,399.30,399.50,3000,3000,401.60,401.80,320,50,399.25,399.55,3000,3000,401.55,401.85,7294,1369,18000,18000,399.092,399.604,401.483,401.917,-2.170,78.111
2017-01-13 09:33:00,399.381,401.731,-2.225,142,99,399.45,399.65,3000,6000,401.65,401.90,370,392,399.40,399.70,6000,9000,401.60,402.00,707,3375,18000,30000,399.381,399.789,401.533,402.115,-2.155,75.724
2017-01-13 09:34:00,399.183,401.443,-2.025,157,582,399.30,399.50,3000,6000,401.35,401.50,237,45,399.25,399.55,3000,9000,401.30,401.75,661,6972,15000,30000,399.223,399.654,401.190,401.815,-2.190,74.664
2017-01-13 09:35:00,399.243,401.468,-2.150,120,162,399.30,399.35,3000,6000,401.35,401.60,100,137,399.25,399.40,3000,3000,401.30,401.70,830,1352,15000,18000,399.104,399.470,401.190,401.742,-2.190,72.570
2017-01-13 09:36:00,400.078,402.264,-2.300,50,431,399.90,400.15,3000,3000,402.20,402.45,142,160,399.85,400.20,3000,3000,402.15,402.50,4009,2630,15000,18000,399.758,400.299,402.020,402.592,-2.180,70.672
2017-01-13 09:37:00,399.350,401.750,-2.150,900,157,399.50,399.65,3000,3000,401.60,401.85,50,318,399.30,399.70,9000,3000,401.55,402.00,2572,6366,21000,21000,399.309,399.813,401.500,402.171,-2.185,69.027
2017-01-13 09:38:00,399.697,401.586,-2.150,996,50,399.50,399.75,3000,3000,401.65,401.90,50,290,399.45,399.80,3000,3000,401.55,401.95,3891,1963,15000,27000,399.326,399.890,401.390,402.006,-2.195,67.443
2017-01-13 09:39:00,399.595,401.500,-2.200,329,575,399.40,399.60,3000,3000,401.60,401.80,473,20,399.35,399.65,3000,3000,401.50,401.90,3064,1466,15000,36000,399.257,399.714,401.340,402.050,-2.240,66.442
2017-01-13 09:40:00,399.188,401.400,-2.150,237,900,399.10,399.25,12000,3000,401.20,401.45,164,192,399.05,399.35,6000,3000,401.10,401.70,6136,5805,36000,30000,398.986,399.442,401.004,401.755,-2.285,65.813
2017-01-13 09:41:00,399.101,401.372,-2.250,5073,1226,399.00,399.15,9000,3000,401.25,401.40,525,50,398.95,399.30,6000,3000,401.20,401.50,9981,6909,33000,21000,398.929,399.376,401.118,401.636,-2.305,67.282
2017-01-13 09:42:00,398.708,400.886,-2.175,359,50,398.55,398.80,3000,3000,400.75,400.95,969,222,398.50,398.85,3000,3000,400.70,401.00,3916,2366,18000,15000,398.447,398.965,400.550,401.140,-2.330,70.504
2017-01-13 09:43:00,398.814,400.971,-2.200,50,100,398.80,398.85,6000,3000,400.90,401.15,500,315,398.70,398.90,3000,3000,400.85,401.20,760,608,24000,27000,398.680,398.931,400.712,401.272,-2.365,74.755
2017-01-13 09:44:00,398.838,401.050,-2.425,202,222,398.55,398.80,3000,3000,400.95,401.25,3764,181,398.50,398.85,3000,9000,400.90,401.35,7165,1048,15000,33000,398.457,398.886,400.840,401.514,-2.320,80.322
2017-01-13 09:45:00,398.481,400.764,-2.375,281,50,398.40,398.50,3000,3000,400.75,400.90,45,222,398.30,398.60,3000,3000,400.70,400.95,5111,3224,18000,24000,398.241,398.701,400.575,401.056,-2.260,80.311
2017-01-13 09:46:00,398.028,400.457,-2.350,5,832,397.95,398.00,9000,3000,400.25,400.40,20,162,397.90,398.05,3000,6000,400.20,400.65,3343,2749,42000,24000,397.755,398.126,400.050,400.681,-2.180,79.050
2017-01-13 09:47:00,398.051,400.485,-2.300,50,551,398.00,398.20,9000,6000,400.30,400.50,199,525,397.95,398.25,3000,3000,400.25,400.60,2499,4115,36000,24000,397.848,398.332,400.117,400.694,-2.095,81.003
2017-01-13 09:48:00,398.240,400.588,-2.375,537,364,398.10,398.35,9000,6000,400.50,400.70,3427,678,398.05,398.40,3000,3000,400.35,400.75,6147,4096,21000,18000,398.018,398.497,400.371,400.808,-1.985,90.174
2017-01-13 09:49:00,398.097,400.500,-2.200,250,637,398.05,398.25,3000,3000,400.25,400.45,2876,769,398.00,398.30,3000,3000,400.20,400.55,5148,6789,30000,15000,397.954,398.392,400.065,400.620,-1.910,111.309
2017-01-13 09:50:00,398.182,400.450,-2.075,22,89,398.30,398.45,3000,3000,400.35,400.55,250,814,398.25,398.50,6000,6000,400.30,400.60,1334,6278,21000,24000,398.103,398.616,400.250,400.681,-1.860,130.798
2017-01-13 09:51:00,398.120,400.303,-1.950,1,3137,398.15,398.25,3000,6000,400.05,400.25,444,764,398.05,398.30,15000,3000,400.00,400.30,4019,9001,39000,18000,397.988,398.356,399.931,400.425,-1.830,145.983
2017-01-13 09:52:00,398.425,400.304,-1.875,329,389,398.30,398.55,3000,3000,400.20,400.40,978,142,398.25,398.60,3000,3000,400.15,400.60,4776,4441,15000,21000,398.183,398.686,400.040,400.714,-1.795,155.570
2017-01-13 09:53:00,399.159,401.150,-1.825,303,1270,399.10,399.40,6000,3000,400.95,401.20,217,535,399.05,399.45,3000,3000,400.90,401.25,5560,10470,24000,18000,398.922,399.521,400.850,401.392,-1.775,161.337
2017-01-13 09:54:00,398.732,400.692,-1.825,22,36,398.85,398.90,3000,3000,400.60,400.80,3,50,398.80,399.00,3000,3000,400.50,400.85,1097,6716,18000,21000,398.711,399.155,400.408,401.000,-1.725,162.844
2017-01-13 09:55:00,398.850,400.803,-1.825,150,10,398.95,399.05,3000,3000,400.70,400.95,130,136,398.90,399.20,3000,6000,400.65,401.00,885,8372,27000,21000,398.822,399.293,400.417,401.071,-1.700,163.465
