,stockVWAP,futureVWAP,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,stockTopBidPrice,stockTopAskPrice,futureTopBidPrice,futureTopAskPrice,stockNextBidPrice,stockNextAskPrice,futureNextBidPrice,futureNextAskPrice,stockTopBidVol,stockTopAskVol,futureTopBidVol,futureTopAskVol,stockNextBidVol,stockNextAskVol,futureNextBidVol,futureNextAskVol,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockTotalTradedVolume,futureTotalTradedVolume,stockTotalTradedValue,futureTotalTradedValue,market,Y
2017-01-02 09:17:00,195.754,195.688,195.520,195.868,195.344,195.820,195.650,195.750,195.600,195.700,195.600,195.800,195.450,195.750,347,103,4000,4000,1960,1398,4000,4000,10874,6189,32000,20000,3180,40000,58432495,734960000,1196.740,0
2017-01-02 09:18:00,195.672,195.612,195.563,195.887,195.350,195.775,195.700,195.750,195.500,195.650,195.650,195.800,195.450,195.700,1027,571,12000,4000,550,1371,8000,4000,4858,9563,44000,24000,8483,64000,155870405,1175640000,1183.760,0
2017-01-02 09:19:00,195.774,195.744,195.639,195.996,195.567,195.983,195.750,195.850,195.700,195.750,195.700,195.900,195.600,195.800,888,104,12000,4000,3700,2373,4000,4000,17195,18953,36000,36000,11028,80000,202636835,1469500000,1190.160,0
2017-01-02 09:20:00,195.973,195.873,195.766,196.117,195.675,196.086,195.900,196.000,195.850,195.950,195.850,196.050,195.800,196.000,10,4106,8000,4000,1345,320,12000,12000,15676,13222,32000,28000,17382,88000,319480055,1616520000,1188.360,0
2017-01-02 09:21:00,195.948,195.816,195.670,196.048,195.700,196.017,195.800,195.900,195.750,195.900,195.750,195.950,195.700,195.950,569,104,24000,4000,2473,323,4000,4000,17417,4838,40000,36000,21497,92000,395176745,1690060000,1178.360,0
2017-01-02 09:22:00,196.049,196.056,195.817,196.127,195.887,196.344,195.950,196.000,196.000,196.100,195.900,196.100,195.950,196.200,653,4730,8000,4000,5813,50,4000,4000,18720,12643,32000,36000,43311,120000,796527400,2205140000,1183.810,0
2017-01-02 09:23:00,195.738,195.761,195.572,196.003,195.585,195.992,195.700,195.850,195.750,195.900,195.650,195.900,195.600,195.950,40,344,4000,12000,3387,510,24000,4000,12758,16022,40000,48000,44594,148000,820103110,2720260000,1178.180,0
2017-01-02 09:24:00,195.711,195.710,195.526,195.944,195.600,195.960,195.650,195.800,195.700,195.850,195.600,195.850,195.650,195.900,246,50,4000,4000,5125,2007,4000,8000,14756,15311,20000,40000,47487,160000,873261485,2940780000,1180.080,0
2017-01-02 09:25:00,195.670,195.625,195.501,195.826,195.480,195.850,195.650,195.700,195.600,195.700,195.600,195.750,195.550,195.800,238,1065,4000,4000,240,1596,4000,4000,9692,11831,20000,28000,48881,164000,898863855,3014240000,1179.970,0
2017-01-02 09:26:00,195.515,195.589,195.347,195.741,195.327,195.762,195.500,195.600,195.450,195.650,195.400,195.650,195.400,195.700,1743,50,8000,4000,512,722,8000,4000,11214,10636,44000,32000,51683,192000,950312935,3528440000,1180.120,1
2017-01-02 09:27:00,195.376,195.493,195.130,195.392,195.175,195.672,195.250,195.300,195.300,195.550,195.200,195.350,195.250,195.600,526,580,4000,8000,615,13,12000,8000,8306,1694,48000,36000,54979,216000,1010760100,3968780000,1179.040,1
