,stockVWAP,futureVWAP,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,stockTopBidPrice,stockTopAskPrice,futureTopBidPrice,futureTopAskPrice,stockNextBidPrice,stockNextAskPrice,futureNextBidPrice,futureNextAskPrice,stockTopBidVol,stockTopAskVol,futureTopBidVol,futureTopAskVol,stockNextBidVol,stockNextAskVol,futureNextBidVol,futureNextAskVol,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockTotalTradedVolume,futureTotalTradedVolume,stockTotalTradedValue,futureTotalTradedValue,market,Y
2017-01-02 09:17:00,128.065,128.272,128.004,128.265,128.069,128.487,128.100,128.150,128.150,128.400,128.050,128.200,128.100,128.450,4683,5754,27000,18000,687,567,9000,9000,16435,36952,72000,72000,97259,423000,859945205,3752955000,1196.740,0
2017-01-02 09:18:00,128.016,128.233,127.863,128.239,128.138,128.460,128.000,128.100,128.250,128.350,127.950,128.150,128.100,128.400,1088,3282,36000,9000,1105,1240,9000,36000,32222,45639,72000,90000,139263,531000,1229442460,4705650000,1183.760,0
2017-01-02 09:19:00,127.962,128.169,127.771,128.164,128.042,128.429,127.900,128.000,128.150,128.300,127.850,128.050,128.100,128.350,1222,340,18000,9000,4075,2947,9000,9000,25674,18982,54000,63000,174416,756000,1539099675,6694830000,1190.160,0
2017-01-02 09:20:00,127.854,128.069,127.747,128.033,127.938,128.365,127.850,127.900,128.050,128.250,127.800,127.950,128.000,128.300,4311,800,18000,18000,2650,786,27000,9000,18820,20458,72000,90000,209661,855000,1849222280,7568145000,1188.360,1
2017-01-02 09:21:00,127.630,127.911,127.527,127.816,127.650,128.093,127.650,127.700,127.800,127.900,127.600,127.750,127.700,128.000,1100,25,18000,9000,5636,10094,18000,9000,23466,47075,99000,63000,232951,936000,2053599570,8280855000,1178.360,1
2017-01-02 09:22:00,128.098,128.393,127.950,128.268,128.145,128.550,128.100,128.150,128.250,128.450,128.050,128.200,128.200,128.500,600,4500,27000,9000,1694,8300,18000,9000,17932,31458,90000,45000,264633,1026000,2332247700,9073305000,1183.810,0
2017-01-02 09:23:00,128.023,128.353,127.874,128.227,128.068,128.529,128.000,128.100,128.200,128.400,127.950,128.150,128.100,128.500,1187,4791,18000,9000,3766,6895,27000,27000,24774,33242,99000,63000,276796,1116000,2439350520,9868050000,1178.180,0
2017-01-02 09:24:00,128.214,128.485,128.021,128.369,128.269,128.650,128.150,128.250,128.350,128.550,128.100,128.300,128.300,128.600,994,4219,18000,9000,4566,2261,18000,9000,28820,25917,72000,45000,306927,1215000,2705177865,10744245000,1180.080,0
2017-01-02 09:25:00,128.306,128.523,128.131,128.452,128.328,128.762,128.250,128.300,128.500,128.650,128.200,128.350,128.400,128.700,6441,1300,9000,18000,694,868,9000,18000,35782,19513,81000,117000,314096,1224000,2768378500,10823805000,1179.970,0
2017-01-02 09:26:00,128.174,128.450,128.050,128.347,128.333,128.625,128.150,128.200,128.450,128.500,128.100,128.250,128.400,128.550,3039,349,18000,9000,17272,6390,9000,18000,46951,34420,81000,108000,325443,1242000,2868498965,10983105000,1180.120,0
2017-01-02 09:27:00,128.195,128.428,128.021,128.342,128.268,128.658,128.150,128.200,128.350,128.550,128.100,128.250,128.300,128.600,400,49,36000,9000,5536,6489,18000,27000,29300,21024,99000,108000,344190,1296000,3033662650,11460330000,1179.040,0
2017-01-02 09:28:00,128.032,128.327,127.872,128.193,128.092,128.533,128.000,128.050,128.200,128.300,127.950,128.100,128.150,128.400,7085,39,27000,9000,1299,4856,18000,9000,35130,29066,117000,81000,350831,1323000,3092183755,11698965000,1175.980,0
2017-01-02 09:29:00,128.016,128.318,127.908,128.252,128.092,128.510,128.000,128.100,128.200,128.400,127.950,128.150,128.150,128.450,11928,2614,27000,18000,1732,1475,18000,9000,34016,35584,108000,90000,354624,1377000,3125583350,12175650000,1170.140,0
2017-01-02 09:30:00,127.820,128.213,127.668,128.030,127.975,128.335,127.800,127.900,128.100,128.150,127.750,127.950,128.050,128.300,1100,4754,18000,9000,9812,7278,9000,18000,39814,56008,126000,90000,373040,1404000,3287484020,12413790000,1166.750,1
2017-01-02 09:31:00,127.729,128.040,127.566,127.954,127.895,128.200,127.700,127.800,128.000,128.100,127.650,127.850,127.950,128.150,2563,2794,18000,27000,3974,2184,9000,18000,44403,50052,99000,117000,395430,1449000,3484058860,12810105000,1163.430,1
2017-01-02 09:32:00,127.518,127.838,127.430,127.757,127.639,127.986,127.550,127.600,127.800,127.900,127.500,127.650,127.750,127.950,96,400,9000,27000,5487,1855,9000,18000,24396,39227,81000,99000,407171,1530000,3586983145,13522680000,1158.920,1
2017-01-02 09:33:00,127.808,128.070,127.651,127.989,127.907,128.306,127.800,127.850,128.050,128.150,127.750,127.900,127.950,128.200,85,110,9000,9000,2733,4609,18000,9000,26849,34633,63000,72000,444924,1647000,3917943135,14551695000,1163.070,1
2017-01-02 09:34:00,127.776,128.123,127.678,128.044,127.910,128.320,127.800,127.900,128.000,128.200,127.750,127.950,127.950,128.300,3188,3403,18000,27000,4175,4600,27000,9000,22170,45543,90000,90000,451728,1674000,3977721150,14789520000,1166.950,1
2017-01-02 09:35:00,128.004,128.321,127.913,128.257,128.143,128.517,128.000,128.100,128.300,128.400,127.950,128.150,128.200,128.500,5127,1694,9000,36000,13211,1698,9000,18000,34317,39038,63000,108000,460778,1692000,4057352135,14948370000,1172.100,1
