,stockVWAP,futureVWAP,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,stockTopBidPrice,stockTopAskPrice,futureTopBidPrice,futureTopAskPrice,stockNextBidPrice,stockNextAskPrice,futureNextBidPrice,futureNextAskPrice,stockTopBidVol,stockTopAskVol,futureTopBidVol,futureTopAskVol,stockNextBidVol,stockNextAskVol,futureNextBidVol,futureNextAskVol,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockTotalTradedVolume,futureTotalTradedVolume,stockTotalTradedValue,futureTotalTradedValue,market,Y
2017-01-02 09:17:00,63.362,63.397,63.150,63.437,63.269,63.538,63.300,63.350,63.350,63.450,63.250,63.400,63.300,63.500,2498,10237,36000,24000,10623,24998,12000,24000,79061,73686,96000,96000,11143,108000,46038395,447300000,1196.740,1
2017-01-02 09:18:00,63.287,63.391,63.085,63.410,63.256,63.493,63.200,63.300,63.350,63.400,63.150,63.350,63.300,63.450,17121,9139,24000,12000,21153,12695,12000,24000,132183,86327,108000,84000,38902,168000,160615175,695640000,1183.760,1
2017-01-02 09:19:00,63.188,63.372,63.039,63.315,63.095,63.529,63.150,63.200,63.300,63.450,63.100,63.250,63.250,63.500,9620,559,12000,36000,5930,12662,24000,48000,55694,44634,132000,144000,64827,252000,267409445,1043220000,1190.160,1
2017-01-02 09:20:00,63.274,63.400,63.119,63.404,63.269,63.550,63.250,63.300,63.350,63.450,63.200,63.350,63.300,63.500,5,12558,12000,12000,9812,11882,48000,12000,44112,54246,96000,84000,86892,288000,358451155,1192440000,1188.360,1
2017-01-02 09:21:00,63.188,63.295,63.001,63.324,63.200,63.515,63.100,63.200,63.300,63.400,63.050,63.250,63.250,63.450,11633,8555,12000,12000,19010,9773,24000,36000,110369,57805,84000,156000,117903,312000,486128795,1291740000,1178.360,1
2017-01-02 09:22:00,63.282,63.454,63.105,63.388,63.323,63.605,63.200,63.250,63.400,63.500,63.150,63.300,63.350,63.550,10867,165,60000,12000,57952,3529,12000,48000,125527,35414,156000,120000,129639,324000,534476000,1341360000,1183.810,1
2017-01-02 09:23:00,63.239,63.388,63.078,63.355,63.268,63.535,63.150,63.250,63.350,63.450,63.100,63.300,63.300,63.500,20565,9766,36000,24000,61523,6283,36000,60000,122121,52382,132000,156000,145096,360000,598241590,1490580000,1178.180,1
2017-01-02 09:24:00,63.271,63.452,63.135,63.431,63.314,63.582,63.250,63.300,63.400,63.500,63.200,63.350,63.350,63.550,1444,8581,36000,24000,9570,2517,24000,60000,55428,52485,132000,132000,157271,384000,648579270,1590060000,1180.080,1
2017-01-02 09:25:00,63.375,63.600,63.271,63.559,63.483,63.755,63.350,63.400,63.550,63.600,63.300,63.450,63.500,63.700,2321,1924,36000,12000,60102,4481,96000,24000,96059,54116,180000,120000,159186,456000,656487770,1888860000,1179.970,1
2017-01-02 09:26:00,63.396,63.525,63.194,63.478,63.381,63.692,63.300,63.350,63.500,63.550,63.250,63.400,63.450,63.650,2348,1875,12000,24000,24106,5563,12000,36000,120607,31940,96000,144000,166738,588000,687700810,2437680000,1180.120,0
