,stockVWAP,futureVWAP,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,stockTopBidPrice,stockTopAskPrice,futureTopBidPrice,futureTopAskPrice,stockNextBidPrice,stockNextAskPrice,futureNextBidPrice,futureNextAskPrice,stockTopBidVol,stockTopAskVol,futureTopBidVol,futureTopAskVol,stockNextBidVol,stockNextAskVol,futureNextBidVol,futureNextAskVol,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockTotalTradedVolume,futureTotalTradedVolume,stockTotalTradedValue,futureTotalTradedValue,market,Y
2017-02-06 09:17:00,588.705,587.566,588.428,588.901,587.656,588.490,588.500,588.800,588.000,588.250,588.450,588.850,587.800,588.350,326,145,1200,1200,1200,481,4800,1200,2585,1419,9600,43200,362610,556800,18347043715,28137882000,1485.080,0
2017-02-06 09:18:00,589.917,589.176,589.917,590.263,588.931,589.506,590.000,590.150,589.000,589.350,589.950,590.200,588.800,589.400,72,1400,14400,2400,709,523,1200,1200,1161,12063,19200,10800,440359,750000,22283065640,37905450000,1482.510,0
2017-02-06 09:19:00,589.285,588.637,589.221,589.706,588.525,589.033,589.350,589.500,588.600,588.850,589.300,589.650,588.550,588.900,201,851,3600,1200,97,1496,2400,2400,1174,10146,9600,18000,492798,921600,24940063560,46587822000,1485.640,0
2017-02-06 09:20:00,588.655,588.179,588.673,589.131,587.940,588.439,588.750,589.000,588.050,588.250,588.700,589.050,588.000,588.400,458,750,2400,2400,210,1969,4800,1200,1086,12589,12000,10800,532843,1058400,26965827825,53500290000,1482.340,0
2017-02-06 09:21:00,588.141,587.819,588.011,588.578,587.372,587.937,588.300,588.450,587.500,587.700,588.100,588.500,587.450,587.900,22,1198,3600,2400,646,2677,2400,6000,4810,17354,38400,18000,560155,1101600,28347579975,55682250000,1480.170,0
2017-02-06 09:22:00,588.410,587.785,588.434,588.780,587.600,587.992,588.500,588.650,587.700,587.900,588.450,588.700,587.650,587.950,807,34,4800,3600,181,2675,1200,1200,1871,14166,13200,14400,589262,1155600,29818977085,58408152000,1477.600,0
2017-02-06 09:23:00,588.087,587.596,588.007,588.403,587.324,587.700,588.150,588.300,587.400,587.500,588.100,588.350,587.350,587.650,917,3269,2400,1200,6,1833,28800,1200,4826,19841,39600,7200,616623,1196400,31202007885,60467502000,1476.250,0
2017-02-06 09:24:00,588.001,587.366,587.980,588.261,587.100,587.585,588.100,588.150,587.250,587.400,588.050,588.200,587.200,587.500,564,3610,1200,2400,279,3556,1200,1200,1570,22921,10800,12000,638696,1268400,32316919070,64098624000,1474.220,0
2017-02-06 09:25:00,588.496,587.693,588.510,588.778,587.550,588.000,588.600,588.650,587.700,587.900,588.550,588.700,587.650,587.950,241,611,1200,2400,489,3536,1200,2400,1696,17387,8400,25200,663294,1324800,33560214165,66945186000,1480.850,0
2017-02-06 09:26:00,587.798,587.272,587.703,588.302,587.060,587.569,587.850,588.000,587.200,587.450,587.750,588.150,587.100,587.500,1108,28,1200,3600,849,1050,4800,3600,4469,12013,12000,15600,695234,1365600,35174463430,69003882000,1475.840,0
