,stockVWAP,futureVWAP,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,stockTopBidPrice,stockTopAskPrice,futureTopBidPrice,futureTopAskPrice,stockNextBidPrice,stockNextAskPrice,futureNextBidPrice,futureNextAskPrice,stockTopBidVol,stockTopAskVol,futureTopBidVol,futureTopAskVol,stockNextBidVol,stockNextAskVol,futureNextBidVol,futureNextAskVol,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockTotalTradedVolume,futureTotalTradedVolume,stockTotalTradedValue,futureTotalTradedValue,market,Y
2017-02-06 09:17:00,168.496,168.371,168.291,168.721,168.033,168.658,168.450,168.550,168.400,168.550,168.400,168.600,168.150,168.600,100,969,8000,16000,2293,124,16000,8000,11999,11818,48000,48000,133996,200000,1352477565,2014800000,1485.080,0
2017-02-06 09:18:00,167.673,167.479,167.354,167.835,167.192,167.767,167.500,167.650,167.400,167.650,167.450,167.700,167.300,167.700,1664,24,8000,8000,323,2508,8000,8000,15772,8108,48000,48000,183253,344000,1844137425,3452480000,1482.510,0
2017-02-06 09:19:00,167.534,167.331,167.240,167.602,167.150,167.600,167.400,167.500,167.300,167.450,167.300,167.550,167.150,167.500,3995,100,24000,8000,1506,2412,8000,8000,23429,6873,64000,64000,218158,504000,2191605830,5044520000,1485.640,0
2017-02-06 09:20:00,166.841,166.814,166.589,167.020,166.650,167.114,166.750,166.900,166.750,166.950,166.700,167.000,166.700,167.000,2299,1347,8000,8000,768,20517,8000,16000,17670,28320,56000,88000,243090,552000,2438544315,5519960000,1482.340,0
2017-02-06 09:21:00,166.589,166.560,166.459,166.769,166.381,167.015,166.550,166.650,166.500,166.700,166.500,166.700,166.450,166.800,110,627,16000,16000,3906,107,16000,16000,12700,12260,64000,104000,262993,640000,2635228860,6388920000,1480.170,0
2017-02-06 09:22:00,166.273,166.555,166.115,166.570,166.130,166.980,166.350,166.450,166.250,166.750,166.250,166.500,166.200,166.950,125,508,8000,8000,480,1462,8000,8000,2260,6069,40000,40000,300864,816000,3007660085,8122240000,1477.600,1
2017-02-06 09:23:00,166.671,166.754,166.458,166.774,166.550,167.043,166.600,166.650,166.650,166.900,166.550,166.700,166.600,167.000,499,303,8000,8000,2356,2049,8000,16000,8480,5898,40000,56000,307054,824000,3068607925,8201080000,1476.250,0
2017-02-06 09:24:00,166.567,166.677,166.329,166.712,166.433,166.986,166.450,166.600,166.550,166.800,166.400,166.650,166.500,166.850,1458,1693,8000,8000,786,656,8000,8000,9116,6091,48000,56000,308742,824000,3085255280,8201080000,1474.220,0
2017-02-06 09:25:00,166.770,166.929,166.650,167.040,166.672,167.213,166.800,166.900,166.900,167.050,166.750,166.950,166.700,167.100,2292,1641,8000,8000,600,789,32000,16000,12168,30763,72000,64000,345684,848000,3449349940,8438160000,1480.850,0
2017-02-06 09:26:00,166.606,166.891,166.598,166.952,166.628,167.057,166.700,166.800,166.750,166.950,166.650,166.850,166.700,167.000,200,1147,8000,8000,3679,415,24000,24000,6765,33928,72000,56000,353942,848000,3530938070,8438160000,1475.840,0
