,stockVWAP,futureVWAP,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,stockTopBidPrice,stockTopAskPrice,futureTopBidPrice,futureTopAskPrice,stockNextBidPrice,stockNextAskPrice,futureNextBidPrice,futureNextAskPrice,stockTopBidVol,stockTopAskVol,futureTopBidVol,futureTopAskVol,stockNextBidVol,stockNextAskVol,futureNextBidVol,futureNextAskVol,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockTotalTradedVolume,futureTotalTradedVolume,stockTotalTradedValue,futureTotalTradedValue,market,Y
2017-02-06 09:17:00,254.097,253.719,253.949,254.325,253.406,253.925,254.100,254.200,253.650,253.800,254.050,254.250,253.500,253.850,1075,1435,4000,12000,443,2834,4000,8000,9086,18870,32000,40000,80949,160000,1293047680,2551980000,1485.080,0
2017-02-06 09:18:00,253.866,253.418,253.786,254.111,253.205,253.650,253.900,254.000,253.400,253.550,253.850,254.050,253.350,253.600,839,713,8000,8000,954,7650,12000,4000,5704,18563,40000,28000,97847,204000,1563384075,3253800000,1482.510,0
2017-02-06 09:19:00,253.803,253.559,253.750,254.075,253.306,253.650,253.850,253.950,253.400,253.550,253.800,254.000,253.350,253.600,629,1,4000,4000,1116,6002,28000,4000,5177,16286,68000,20000,140767,268000,2249796435,4274840000,1485.640,0
2017-02-06 09:20:00,253.775,253.430,253.516,253.938,253.231,253.544,253.750,253.800,253.300,253.450,253.650,253.850,253.250,253.500,366,708,24000,12000,1427,4000,24000,8000,18316,14333,72000,36000,148469,288000,2372932315,4593680000,1482.340,0
2017-02-06 09:21:00,253.647,253.569,253.520,253.853,253.228,253.613,253.650,253.750,253.350,253.450,253.600,253.800,253.300,253.500,126,4051,4000,12000,5194,3199,4000,4000,12346,19188,64000,32000,162807,304000,2601930160,4848780000,1480.170,0
2017-02-06 09:22:00,253.914,253.690,253.655,254.122,253.460,253.955,253.900,254.000,253.600,253.800,253.850,254.050,253.550,253.850,1209,3135,16000,4000,564,257,8000,4000,13469,13348,60000,40000,186304,336000,2977387555,5359360000,1477.600,0
2017-02-06 09:23:00,254.097,254.048,253.950,254.283,253.725,254.139,254.100,254.150,253.850,254.000,254.050,254.200,253.800,254.100,979,42,12000,8000,172,2411,4000,12000,7815,12216,64000,36000,194772,424000,3112922050,6766320000,1476.250,0
2017-02-06 09:24:00,253.900,253.810,253.734,254.168,253.584,253.950,253.950,254.050,253.700,253.800,253.900,254.100,253.650,253.850,136,2146,4000,8000,110,3696,8000,4000,7555,22871,76000,48000,214516,432000,3428870345,6894160000,1474.220,0
2017-02-06 09:25:00,254.119,254.005,253.925,254.291,253.855,254.144,254.100,254.150,253.900,254.050,254.050,254.200,253.850,254.100,15,132,40000,8000,724,4539,24000,8000,11099,14281,80000,36000,218666,464000,3495308180,7405920000,1480.850,0
2017-02-06 09:26:00,253.913,253.905,253.784,254.149,253.689,254.096,253.950,254.000,253.800,254.000,253.900,254.050,253.750,254.100,69,605,8000,20000,11,2,4000,16000,4430,5129,36000,52000,224807,508000,3593602875,8109520000,1475.840,0
2017-02-06 09:27:00,253.870,253.850,253.800,254.179,253.723,254.044,254.000,254.050,253.800,253.950,253.850,254.100,253.750,254.000,121,1717,12000,8000,1132,1192,20000,24000,4821,13413,52000,64000,228338,512000,3650091065,8173460000,1476.600,0
2017-02-06 09:28:00,253.917,253.840,253.677,254.054,253.668,253.975,253.900,253.950,253.800,253.850,253.850,254.000,253.750,253.900,81,1311,4000,8000,278,4655,8000,4000,9271,11671,56000,48000,232067,528000,3709752685,8429240000,1477.170,0
2017-02-06 09:29:00,253.759,253.713,253.564,253.973,253.525,253.971,253.700,253.750,253.700,253.850,253.650,253.800,253.650,253.900,1894,52,8000,8000,2280,100,4000,8000,14034,6342,40000,56000,235408,560000,3763130385,8940400000,1473.600,0
2017-02-06 09:30:00,253.784,253.707,253.644,253.992,253.588,253.919,253.800,253.850,253.700,253.800,253.750,253.900,253.650,253.850,612,1097,4000,8000,63,1285,8000,8000,8034,14211,32000,52000,238431,560000,3811428975,8940400000,1472.950,0
2017-02-06 09:31:00,253.767,253.734,253.761,254.005,253.642,253.967,253.850,253.900,253.700,253.850,253.800,253.950,253.650,253.900,337,1270,28000,8000,159,1432,4000,12000,1122,11555,52000,60000,244084,572000,3901803950,9132160000,1474.310,0
2017-02-06 09:32:00,253.787,253.705,253.661,253.965,253.573,253.956,253.800,253.850,253.650,253.850,253.750,253.900,253.600,253.900,1040,1545,8000,16000,63,2000,24000,8000,4973,9755,52000,72000,246539,584000,3941046405,9323840000,1475.620,0
2017-02-06 09:33:00,253.606,253.523,253.524,253.893,253.333,253.765,253.700,253.750,253.450,253.600,253.600,253.800,253.400,253.650,16,2650,8000,4000,2298,561,24000,8000,6094,17995,60000,52000,255787,596000,4088777745,9515400000,1472.930,0
2017-02-06 09:34:00,253.729,253.665,253.621,253.937,253.430,253.863,253.700,253.800,253.550,253.700,253.650,253.850,253.500,253.750,1276,624,12000,4000,6086,105,4000,8000,12648,11413,60000,48000,262484,620000,4195726650,9898380000,1474.170,0
2017-02-06 09:35:00,253.809,253.622,253.681,254.069,253.467,253.953,253.850,253.950,253.600,253.800,253.800,254.000,253.550,253.850,152,1666,4000,4000,73,5293,4000,4000,4807,19146,36000,64000,272806,660000,4360806990,10537400000,1472.770,0
2017-02-06 09:36:00,253.488,253.535,253.427,253.815,253.277,253.657,253.550,253.650,253.400,253.500,253.500,253.750,253.350,253.600,500,2416,4000,4000,576,4159,12000,4000,3801,20978,52000,28000,286017,696000,4571689880,11111480000,1466.560,0
2017-02-06 09:37:00,253.363,253.255,253.257,253.539,253.038,253.454,253.400,253.450,253.150,253.350,253.350,253.500,253.050,253.400,369,2465,24000,12000,141,4182,8000,4000,2501,11139,68000,48000,289811,712000,4632199225,11366260000,1468.990,0
2017-02-06 09:38:00,253.389,253.378,253.348,253.693,253.129,253.536,253.450,253.500,253.250,253.400,253.400,253.600,253.200,253.450,10,1633,4000,8000,2402,3159,8000,8000,6119,18792,56000,44000,295858,732000,4728602475,11684820000,1470.380,0
2017-02-06 09:39:00,253.477,253.411,253.425,253.739,253.214,253.646,253.550,253.600,253.350,253.500,253.500,253.650,253.300,253.550,672,52,8000,4000,294,1250,4000,12000,3162,11981,44000,48000,309405,740000,4944691370,11812340000,1471.230,0
