,stockVWAP,futureVWAP,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,stockTopBidPrice,stockTopAskPrice,futureTopBidPrice,futureTopAskPrice,stockNextBidPrice,stockNextAskPrice,futureNextBidPrice,futureNextAskPrice,stockTopBidVol,stockTopAskVol,futureTopBidVol,futureTopAskVol,stockNextBidVol,stockNextAskVol,futureNextBidVol,futureNextAskVol,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockTotalTradedVolume,futureTotalTradedVolume,stockTotalTradedValue,futureTotalTradedValue,market,Y
2017-02-06 09:17:00,100.601,100.604,100.446,100.716,100.479,100.755,100.550,100.600,100.550,100.650,100.500,100.650,100.500,100.700,223023,70690,136000,68000,158047,131021,612000,272000,1366824,847617,952000,748000,241001,204000,303275815,256360000,1485.080,0
2017-02-06 09:18:00,100.605,100.551,100.470,100.762,100.493,100.737,100.600,100.650,100.550,100.650,100.550,100.700,100.500,100.700,14500,77332,408000,272000,236993,522811,340000,680000,1209587,1813500,952000,1768000,451191,204000,568461715,256360000,1482.510,0
2017-02-06 09:19:00,100.518,100.570,100.469,100.729,100.513,100.737,100.550,100.600,100.600,100.650,100.500,100.650,100.550,100.700,316344,6598,136000,136000,469778,445317,544000,1224000,1499775,2529675,1292000,2788000,772540,612000,974008415,771800000,1485.640,1
2017-02-06 09:20:00,100.767,100.764,100.583,100.834,100.629,100.821,100.700,100.750,100.700,100.750,100.650,100.800,100.650,100.800,10901,208189,748000,476000,263561,412253,748000,136000,1790396,1174039,2720000,1292000,1208231,884000,1525685075,1116900000,1482.340,0
2017-02-06 09:21:00,100.694,100.848,100.578,100.828,100.636,100.955,100.650,100.700,100.700,100.800,100.600,100.750,100.650,100.850,547706,66394,952000,544000,966323,214648,952000,340000,2676602,1210673,3060000,1292000,1540868,1292000,1949282315,1637100000,1480.170,0
2017-02-06 09:22:00,100.684,100.747,100.565,100.813,100.638,100.806,100.650,100.700,100.700,100.750,100.600,100.750,100.650,100.800,622558,77703,952000,1088000,1002523,462950,1564000,1496000,3300023,2269958,3672000,3264000,1976974,1360000,2503492750,1723800000,1477.600,0
2017-02-06 09:23:00,100.619,100.736,100.557,100.799,100.627,100.796,100.650,100.700,100.700,100.750,100.600,100.750,100.650,100.800,118631,392506,748000,1088000,355983,706895,204000,1836000,1198556,3068641,1904000,3128000,2110267,1564000,2672147985,1982880000,1476.250,0
2017-02-06 09:24:00,100.616,100.673,100.555,100.796,100.585,100.822,100.650,100.700,100.700,100.750,100.600,100.750,100.650,100.800,50668,479400,136000,1428000,439200,699560,136000,1904000,1129211,3225854,1156000,4896000,2382950,2108000,3016997600,2673760000,1474.220,0
2017-02-06 09:25:00,100.557,100.553,100.496,100.777,100.512,100.783,100.600,100.650,100.600,100.700,100.550,100.700,100.550,100.750,223001,146960,272000,680000,202992,428802,612000,1972000,1303775,3062600,1360000,5168000,2515463,2244000,3184607370,2846140000,1480.850,1
2017-02-06 09:26:00,100.622,100.678,100.544,100.800,100.590,100.818,100.650,100.700,100.700,100.750,100.600,100.750,100.650,100.800,52617,425768,136000,1700000,431456,642791,204000,2108000,1260028,3200504,1360000,5372000,2595514,2380000,3285896550,3018860000,1475.840,1
2017-02-06 09:27:00,100.625,100.597,100.533,100.796,100.572,100.797,100.650,100.700,100.650,100.700,100.600,100.750,100.600,100.750,43808,425755,272000,68000,244956,874116,544000,1700000,1189523,3213506,1360000,4760000,2617725,2448000,3314044470,3105220000,1476.600,1
2017-02-06 09:28:00,100.624,100.680,100.559,100.799,100.602,100.817,100.650,100.700,100.700,100.750,100.600,100.750,100.650,100.800,200913,395745,272000,1768000,514356,725413,204000,2040000,1406948,3185396,1496000,5372000,2708836,2516000,3429417440,3191580000,1477.170,1
2017-02-06 09:29:00,100.625,100.678,100.547,100.797,100.600,100.819,100.650,100.700,100.700,100.750,100.600,100.750,100.650,100.800,36363,475656,272000,1768000,526556,713246,204000,2040000,1324708,3256539,1496000,5440000,2735488,2516000,3463199230,3191580000,1473.600,1
2017-02-06 09:30:00,100.624,100.678,100.550,100.796,100.600,100.819,100.650,100.700,100.700,100.750,100.600,100.750,100.650,100.800,42193,526056,272000,1768000,538986,697046,204000,2040000,1317092,3293539,1496000,5440000,2754451,2516000,3487198175,3191580000,1472.950,1
2017-02-06 09:31:00,100.627,100.678,100.550,100.795,100.600,100.819,100.650,100.700,100.700,100.750,100.600,100.750,100.650,100.800,40474,554751,272000,1768000,546463,728890,204000,2040000,1379150,3332479,1496000,5440000,2759371,2516000,3493430475,3191580000,1474.310,1
2017-02-06 09:32:00,100.631,100.680,100.556,100.795,100.602,100.816,100.650,100.700,100.700,100.750,100.600,100.750,100.650,100.800,130160,548781,272000,1972000,571863,718390,204000,2108000,1552220,3326853,1564000,5712000,2866340,2516000,3628788760,3191580000,1475.620,1
2017-02-06 09:33:00,100.635,100.677,100.561,100.794,100.609,100.816,100.650,100.700,100.700,100.750,100.600,100.750,100.650,100.800,246537,557917,204000,1972000,532888,788390,544000,2108000,1708673,3324709,1496000,5712000,2880314,2584000,3646500870,3277940000,1472.930,1
