,stockVWAP,futureVWAP,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,stockTopBidPrice,stockTopAskPrice,futureTopBidPrice,futureTopAskPrice,stockNextBidPrice,stockNextAskPrice,futureNextBidPrice,futureNextAskPrice,stockTopBidVol,stockTopAskVol,futureTopBidVol,futureTopAskVol,stockNextBidVol,stockNextAskVol,futureNextBidVol,futureNextAskVol,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockTotalTradedVolume,futureTotalTradedVolume,stockTotalTradedValue,futureTotalTradedValue,market,Y
2017-02-06 09:17:00,1196.648,1197.115,1196.273,1197.643,1196.300,1197.930,1196.900,1197.150,1197.000,1197.650,1196.400,1197.200,1196.350,1197.700,27,49,750,750,32,1,750,750,275,562,3750,3750,24757,74250,2799921020,8393745000,1485.080,0
2017-02-06 09:18:00,1199.519,1201.511,1198.227,1199.972,1199.046,1201.210,1199.050,1199.100,1199.350,1200.000,1198.800,1199.700,1199.150,1200.050,65,18,750,750,86,25,750,750,1118,290,10500,3750,29850,100500,3374426910,11355956250,1482.510,0
2017-02-06 09:19:00,1198.477,1199.175,1197.015,1198.823,1198.737,1200.171,1197.600,1198.250,1199.000,1199.800,1197.500,1198.700,1198.700,1199.850,58,53,2250,1500,193,133,1500,750,2640,560,6000,9000,39093,155250,4415318565,17528186250,1485.640,0
2017-02-06 09:20:00,1192.904,1194.887,1191.932,1193.751,1193.868,1195.279,1193.000,1193.050,1194.200,1195.000,1192.500,1193.150,1194.050,1195.300,38,29,750,5250,2,77,750,750,287,334,14250,9000,46925,176250,5295446370,19892130000,1482.340,0
2017-02-06 09:21:00,1188.014,1190.503,1187.291,1187.927,1189.606,1191.028,1187.600,1187.850,1190.450,1190.850,1187.450,1188.250,1190.000,1190.900,200,228,1500,2250,1,5,750,2250,709,272,6000,6750,54510,233250,6144241330,26284526250,1480.170,0
2017-02-06 09:22:00,1182.745,1184.796,1181.955,1183.646,1184.110,1186.656,1182.400,1182.950,1184.550,1185.750,1182.350,1183.000,1184.500,1185.800,580,46,750,750,88,1,750,750,1078,402,3750,6750,61888,271500,6964955375,30547140000,1477.600,0
2017-02-06 09:23:00,1184.862,1186.955,1183.934,1185.203,1185.592,1187.980,1184.350,1184.950,1186.100,1187.300,1184.250,1185.000,1186.050,1187.600,25,176,750,750,38,100,750,750,518,556,4500,3750,70356,284250,7907613440,31969912500,1476.250,0
2017-02-06 09:24:00,1184.437,1186.137,1183.710,1184.579,1185.007,1187.625,1183.950,1184.450,1185.800,1186.650,1183.900,1184.500,1185.300,1187.250,5,25,1500,1500,16,18,750,750,764,228,5250,6000,72964,297750,8198025010,33476351250,1474.220,0
2017-02-06 09:25:00,1187.654,1190.290,1186.907,1188.157,1188.311,1191.233,1187.000,1187.600,1189.200,1190.450,1186.750,1188.250,1188.200,1190.500,3803,58,1500,1500,14,134,750,750,4269,250,6750,4500,78113,321750,8772418290,36158677500,1480.850,0
2017-02-06 09:26:00,1185.568,1187.327,1184.755,1185.983,1186.100,1188.992,1185.050,1185.300,1187.050,1188.450,1185.000,1185.500,1187.000,1188.500,570,16,750,750,81,11,750,750,1026,142,3750,4500,84968,325500,9537126155,36577665000,1475.840,0
2017-02-06 09:27:00,1185.780,1187.171,1184.718,1185.978,1186.340,1188.614,1185.250,1185.750,1187.050,1188.300,1185.050,1185.800,1187.000,1188.350,97,62,750,750,401,1,750,750,939,141,3750,5250,86634,330750,9722876690,37164225000,1476.600,0
2017-02-06 09:28:00,1185.330,1186.613,1183.555,1185.170,1185.521,1188.356,1185.000,1185.050,1186.300,1187.850,1184.000,1185.100,1186.250,1187.900,59,56,1500,750,376,3,750,750,2193,88,5250,6000,89292,337500,10019164190,37918218750,1477.170,0
2017-02-06 09:29:00,1183.398,1186.725,1183.052,1185.177,1185.045,1187.450,1183.800,1184.150,1185.250,1186.800,1183.100,1184.800,1185.150,1187.550,33,1,750,2250,25,31,750,750,170,456,8250,5250,90670,341250,10172541500,38336531250,1473.600,0
2017-02-06 09:30:00,1180.839,1183.409,1180.027,1181.455,1181.994,1184.143,1180.650,1181.000,1183.050,1183.650,1180.400,1181.150,1182.500,1184.000,5,12,1500,1500,1,25,1500,750,411,271,6750,5250,93906,351750,10532242040,39506321250,1472.950,1
2017-02-06 09:31:00,1183.892,1186.554,1183.268,1185.965,1185.121,1188.042,1184.250,1184.750,1186.000,1187.100,1183.750,1185.900,1185.100,1188.200,31,67,2250,1500,27,225,750,750,512,2244,5250,4500,97200,369000,10897801960,41426520000,1474.310,0
2017-02-06 09:32:00,1180.130,1183.181,1180.417,1182.391,1181.375,1184.320,1180.500,1180.700,1182.050,1183.750,1180.450,1181.050,1182.000,1183.950,23,1,750,750,17,1,1500,750,47,259,6000,3750,101111,398250,11332495835,44681790000,1475.620,1
2017-02-06 09:33:00,1182.846,1184.700,1181.332,1183.206,1183.557,1185.710,1182.000,1182.400,1184.200,1185.100,1181.550,1183.050,1183.900,1185.500,53,20,1500,750,68,25,750,750,1177,275,5250,3750,104122,411750,11667012730,46185243750,1472.930,0
2017-02-06 09:34:00,1184.271,1186.128,1182.945,1184.017,1184.950,1187.030,1183.300,1183.650,1185.750,1186.700,1183.250,1183.700,1185.700,1186.750,33,2,750,750,16,21,750,3750,1803,50,4500,7500,105412,420750,11810344420,47188091250,1474.170,0
2017-02-06 09:35:00,1184.829,1185.829,1182.474,1184.772,1184.733,1186.975,1183.650,1183.800,1185.050,1186.750,1183.200,1183.850,1185.000,1186.800,21,26,3750,2250,30,42,750,750,2574,249,6750,6000,106466,427500,11927654755,47940892500,1472.770,0
2017-02-06 09:36:00,1180.702,1182.918,1180.823,1181.939,1181.942,1183.940,1181.100,1181.350,1182.600,1183.350,1180.100,1181.400,1182.500,1183.650,250,1,1500,750,25,88,750,750,341,345,4500,3750,109754,435000,12292955300,48775822500,1466.560,1
2017-02-06 09:37:00,1183.388,1185.150,1182.317,1184.174,1183.657,1186.643,1182.700,1183.000,1185.000,1185.400,1182.600,1183.400,1184.300,1186.750,20,22,750,750,32,1,750,750,457,327,5250,5250,111053,444000,12437271080,49778220000,1468.990,0
2017-02-06 09:38:00,1182.805,1185.435,1182.552,1184.796,1184.342,1186.779,1183.350,1183.750,1184.800,1186.450,1183.100,1183.800,1184.750,1186.800,13,52,1500,1500,49,2,750,750,497,1477,4500,5250,112119,449250,12555864850,50363385000,1470.380,0
2017-02-06 09:39:00,1184.761,1186.214,1184.481,1185.330,1185.530,1186.933,1184.800,1184.850,1186.050,1186.800,1184.550,1185.600,1186.000,1186.900,443,1477,750,750,244,44,750,1500,1197,2765,3750,4500,113053,450000,12659838735,50447062500,1471.230,0
2017-02-06 09:40:00,1184.566,1186.555,1184.340,1185.848,1185.492,1187.680,1185.050,1185.100,1186.300,1187.050,1184.950,1185.300,1186.250,1187.350,1,5,1500,750,12,11,750,750,462,1062,4500,3750,115509,457500,12933439455,51284028750,1470.460,0
2017-02-06 09:41:00,1184.537,1186.304,1184.153,1185.699,1185.275,1187.333,1184.400,1184.800,1185.800,1186.850,1184.350,1185.450,1185.750,1187.100,4,63,1500,1500,2,50,750,750,421,1232,4500,4500,116490,461250,13042694485,51702502500,1471.800,0
2017-02-06 09:42:00,1184.631,1186.150,1184.333,1184.938,1185.290,1187.010,1184.550,1184.800,1185.700,1186.300,1184.500,1184.900,1185.650,1186.700,5,251,750,750,24,17,750,750,224,446,3750,3750,118205,463500,13233628305,51953321250,1468.330,0
2017-02-06 09:43:00,1184.794,1186.405,1184.450,1185.914,1185.460,1187.350,1184.800,1185.000,1185.750,1186.950,1184.600,1185.050,1185.650,1187.000,20,61,750,750,83,1,750,750,709,1580,3750,3750,119770,470250,13407941880,52705841250,1470.450,0
2017-02-06 09:44:00,1184.201,1185.227,1184.042,1184.826,1184.420,1186.233,1184.300,1184.550,1185.200,1185.750,1184.250,1184.600,1184.850,1185.800,201,72,750,750,120,2,750,750,770,1361,3750,4500,120306,473250,13467639280,53040108750,1472.230,0
2017-02-06 09:45:00,1182.666,1184.013,1182.281,1183.388,1183.250,1185.025,1182.600,1183.000,1183.850,1184.300,1182.300,1183.300,1183.400,1184.350,222,193,750,750,134,10,1500,750,762,984,4500,4500,121127,477000,13559016345,53457836250,1474.490,0
2017-02-06 09:46:00,1183.751,1185.092,1183.521,1184.751,1184.175,1185.867,1183.800,1184.450,1184.700,1185.500,1183.550,1184.500,1184.650,1185.550,156,45,750,750,45,58,750,750,409,918,4500,4500,122402,477750,13700874640,53541427500,1476.370,0
2017-02-06 09:47:00,1184.563,1186.115,1184.075,1185.862,1185.360,1186.870,1184.800,1185.250,1186.000,1186.650,1184.500,1185.500,1185.550,1186.700,4,22,750,750,49,267,750,750,423,1191,3750,3750,125300,499500,14023625815,55966642500,1477.480,0
2017-02-06 09:48:00,1185.147,1186.821,1185.143,1185.857,1186.042,1187.800,1185.250,1185.500,1186.650,1187.500,1185.200,1185.900,1186.000,1187.750,1,346,1500,750,10,2,750,750,119,1206,4500,4500,125658,506250,14063515765,56719860000,1476.590,0
2017-02-06 09:49:00,1184.164,1185.244,1182.700,1184.099,1184.272,1186.164,1183.550,1183.850,1184.850,1185.950,1183.450,1183.900,1184.350,1186.050,45,3,1500,1500,81,11,3000,750,1130,162,6750,5250,126681,510000,14177461290,57138033750,1472.450,0
