,stockVWAP,futureVWAP,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,stockTopBidPrice,stockTopAskPrice,futureTopBidPrice,futureTopAskPrice,stockNextBidPrice,stockNextAskPrice,futureNextBidPrice,futureNextAskPrice,stockTopBidVol,stockTopAskVol,futureTopBidVol,futureTopAskVol,stockNextBidVol,stockNextAskVol,futureNextBidVol,futureNextAskVol,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockTotalTradedVolume,futureTotalTradedVolume,stockTotalTradedValue,futureTotalTradedValue,market,Y
2017-02-06 09:17:00,1607.658,1605.158,1607.123,1608.259,1604.796,1605.977,1607.350,1607.950,1605.050,1605.650,1606.800,1608.000,1605.000,1605.700,491,27,500,500,140,21,2000,500,779,312,6000,6500,14717,165000,2302775765,25771075000,1485.080,1
2017-02-06 09:18:00,1606.815,1605.282,1606.211,1607.079,1604.417,1605.570,1606.350,1607.000,1604.800,1605.250,1606.300,1607.200,1604.600,1605.450,20,486,500,500,95,194,500,500,430,708,6000,2500,15663,189500,2450756795,29597815000,1482.510,1
2017-02-06 09:19:00,1607.350,1605.764,1606.213,1607.743,1605.079,1606.017,1606.500,1607.350,1605.300,1605.750,1606.450,1607.400,1605.250,1605.950,44,1,1500,500,31,23,1500,1500,378,99,9500,4500,19339,211000,3025762430,32956757500,1485.640,1
2017-02-06 09:20:00,1608.374,1607.145,1607.532,1608.818,1606.892,1607.738,1607.850,1608.000,1607.350,1607.450,1607.550,1608.750,1607.300,1607.600,163,20,500,500,1000,93,1000,3000,1321,360,3000,6500,21362,248500,3342280225,38820865000,1482.340,1
2017-02-06 09:21:00,1611.559,1611.000,1610.296,1611.923,1610.032,1611.350,1611.150,1611.700,1610.350,1611.000,1610.500,1611.750,1610.300,1611.200,414,44,1000,500,20,31,500,500,1575,370,5500,2500,24888,330500,3894688125,51660157500,1480.170,1
2017-02-06 09:22:00,1611.954,1611.035,1611.390,1612.005,1610.455,1611.400,1611.700,1611.900,1611.000,1611.200,1611.500,1612.000,1610.700,1611.450,250,99,2000,1500,6,475,500,500,1076,614,5000,3500,26456,355500,4140625375,55580395000,1477.600,1
2017-02-06 09:23:00,1611.261,1610.167,1610.181,1611.413,1609.481,1610.650,1610.550,1611.000,1610.150,1610.300,1610.500,1611.450,1609.850,1610.600,19,100,500,1000,100,20,1000,500,1380,409,4000,3500,27810,377500,4352987850,59028855000,1476.250,1
2017-02-06 09:24:00,1611.443,1610.300,1611.272,1611.948,1609.780,1611.175,1611.500,1611.850,1610.450,1610.950,1611.400,1611.900,1610.300,1611.000,92,50,500,500,100,520,500,1000,355,1344,2500,4000,29180,387000,4567901745,60517957500,1474.220,1
2017-02-06 09:25:00,1611.648,1610.869,1610.777,1612.015,1610.150,1611.200,1611.700,1611.950,1610.600,1610.950,1611.100,1612.000,1610.300,1611.000,7,12,500,1000,144,1000,500,500,1064,1115,3500,3000,32639,418000,5110449110,65380135000,1480.850,1
2017-02-06 09:26:00,1609.996,1609.547,1609.218,1610.543,1608.970,1610.033,1609.400,1610.300,1609.050,1609.650,1609.250,1610.350,1609.000,1609.700,43,20,500,500,393,44,15500,500,1005,561,17500,4500,35405,448000,5543942495,70079035000,1475.840,1
2017-02-06 09:27:00,1610.797,1610.250,1610.231,1611.368,1609.841,1610.562,1610.400,1611.150,1610.000,1610.400,1610.300,1611.200,1609.750,1610.450,42,44,8000,1000,20,20,500,1000,1074,922,11000,4000,36189,460000,5666815815,71959285000,1476.600,1
2017-02-06 09:28:00,1611.328,1610.536,1610.323,1611.484,1609.986,1610.683,1610.600,1610.700,1610.100,1610.450,1610.450,1611.450,1610.050,1610.500,17,25,2000,500,38,393,500,500,1560,580,14500,3000,36640,491500,5737518245,76895497500,1477.170,1
2017-02-06 09:29:00,1611.319,1610.320,1610.478,1611.546,1610.136,1610.848,1610.600,1611.450,1610.300,1610.500,1610.550,1611.500,1610.250,1610.650,44,1,500,3000,20,271,500,1000,1107,423,3500,12500,37764,523500,5913767515,81912607500,1473.600,1
2017-02-06 09:30:00,1610.823,1610.070,1610.113,1611.462,1609.522,1610.818,1610.250,1611.200,1609.950,1610.400,1610.150,1611.350,1609.900,1610.450,15,44,500,1000,400,20,1000,500,985,665,4500,5500,38319,547000,6000784470,85595630000,1472.950,1
2017-02-06 09:31:00,1610.645,1609.968,1610.540,1611.264,1609.085,1610.143,1610.850,1611.000,1609.300,1609.700,1610.800,1611.200,1609.200,1610.000,57,46,500,1500,37,47,1000,500,196,333,5000,3500,39242,573000,6145477855,89668840000,1474.310,1
2017-02-06 09:32:00,1609.951,1608.961,1609.540,1610.974,1608.800,1609.463,1610.300,1610.850,1609.000,1609.150,1609.650,1610.900,1608.750,1609.450,1,44,1500,2000,20,50,1000,500,300,952,4000,9500,40107,593000,6281055515,92801452500,1475.620,1
2017-02-06 09:33:00,1609.851,1608.789,1609.929,1610.818,1608.141,1608.995,1610.000,1610.500,1608.300,1608.850,1609.650,1610.700,1608.250,1608.900,577,162,1000,500,20,88,500,500,696,1819,8500,5500,40658,604500,6367441620,94602182500,1472.930,1
2017-02-06 09:34:00,1609.472,1608.482,1608.781,1609.946,1608.158,1608.780,1609.000,1609.750,1608.300,1608.650,1608.950,1609.800,1608.250,1608.700,1,64,500,500,33,100,1000,500,551,485,3000,2500,42650,637500,6679449065,99766840000,1474.170,1
2017-02-06 09:35:00,1608.811,1607.828,1608.232,1608.795,1607.792,1608.350,1608.550,1608.600,1608.050,1608.200,1608.500,1608.700,1608.000,1608.250,10,547,500,500,50,81,1000,500,1590,1088,3000,5000,42938,657500,6724559995,102897385000,1472.770,1
2017-02-06 09:36:00,1608.300,1607.992,1607.968,1608.517,1607.850,1608.232,1608.250,1608.400,1608.000,1608.100,1608.100,1608.500,1607.850,1608.200,36,372,1000,2000,500,394,1000,500,1095,1379,3500,5500,48529,683000,7599689335,106888240000,1466.560,1
2017-02-06 09:37:00,1608.371,1608.057,1607.999,1608.848,1607.769,1608.333,1608.300,1608.600,1608.000,1608.200,1608.100,1608.700,1607.900,1608.250,11,411,1000,500,150,81,1000,500,1089,1270,4000,3000,59037,714500,9244282355,111818172500,1468.990,1
2017-02-06 09:38:00,1607.922,1608.083,1608.164,1608.996,1607.779,1608.388,1608.600,1608.650,1608.000,1608.300,1608.400,1608.850,1607.900,1608.350,33,1,1000,1500,41,20,500,500,156,834,3500,4000,60927,732500,9540164615,114635710000,1470.380,1
