,stockVWAP,futureVWAP,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,stockTopBidPrice,stockTopAskPrice,futureTopBidPrice,futureTopAskPrice,stockNextBidPrice,stockNextAskPrice,futureNextBidPrice,futureNextAskPrice,stockTopBidVol,stockTopAskVol,futureTopBidVol,futureTopAskVol,stockNextBidVol,stockNextAskVol,futureNextBidVol,futureNextAskVol,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockTotalTradedVolume,futureTotalTradedVolume,stockTotalTradedValue,futureTotalTradedValue,market,Y
2017-02-06 09:17:00,149.502,149.581,149.394,149.807,149.338,149.763,149.550,149.650,149.450,149.600,149.500,149.700,149.400,149.650,68,2316,8000,8000,222,5054,16000,16000,17346,48611,64000,64000,137105,400000,1680908445,4905520000,1485.080,0
2017-02-06 09:18:00,149.226,149.185,149.088,149.459,148.917,149.525,149.250,149.300,149.100,149.350,149.200,149.350,148.950,149.450,1102,122,24000,16000,265,3708,16000,8000,10791,18904,72000,64000,158760,480000,1946293385,5885360000,1482.510,0
2017-02-06 09:19:00,149.526,149.492,149.326,149.675,149.286,149.733,149.450,149.550,149.400,149.550,149.400,149.600,149.350,149.600,424,400,8000,8000,2546,1284,8000,8000,11273,8279,56000,48000,215971,544000,2646947680,6668880000,1485.640,0
2017-02-06 09:20:00,148.827,148.803,148.522,148.921,148.607,149.037,148.650,148.750,148.700,148.900,148.600,148.850,148.650,148.950,3808,290,8000,8000,3089,1448,16000,8000,25313,7905,56000,64000,264497,648000,3239221080,7937840000,1482.340,1
2017-02-06 09:21:00,148.746,148.809,148.629,149.060,148.594,148.971,148.750,148.900,148.700,148.850,148.700,148.950,148.650,148.900,316,4183,8000,16000,3519,2716,16000,8000,10143,24761,72000,56000,289554,704000,3544340935,8619760000,1480.170,1
2017-02-06 09:22:00,148.727,148.858,148.511,148.843,148.550,149.037,148.650,148.750,148.700,148.850,148.600,148.800,148.650,148.900,10,1484,8000,16000,2292,4816,8000,8000,15514,14750,80000,64000,331410,888000,4054207245,10863000000,1477.600,1
2017-02-06 09:23:00,148.756,148.850,148.562,148.910,148.633,149.081,148.700,148.800,148.750,148.900,148.650,148.850,148.700,148.950,475,3765,8000,8000,3837,2877,16000,8000,14410,15792,72000,64000,354470,1000000,4335109545,12227800000,1476.250,1
2017-02-06 09:24:00,148.751,148.950,148.566,148.877,148.635,149.080,148.700,148.750,148.750,148.950,148.650,148.800,148.700,149.000,59,175,8000,8000,3637,623,16000,8000,11659,8676,80000,40000,364238,1080000,4454055850,13202680000,1474.220,1
2017-02-06 09:25:00,149.104,149.131,148.887,149.201,149.014,149.418,149.000,149.100,149.100,149.250,148.950,149.150,149.050,149.350,100,11,8000,16000,5901,4086,24000,8000,15801,8400,56000,88000,376619,1088000,4605102435,13300360000,1480.850,0
2017-02-06 09:26:00,149.035,149.092,148.738,149.128,149.000,149.294,148.900,149.000,149.100,149.150,148.850,149.050,149.050,149.200,1479,643,8000,8000,2399,5152,8000,8000,32151,15577,40000,64000,387845,1120000,4742024780,13691320000,1475.840,0
2017-02-06 09:27:00,149.149,149.282,149.152,149.319,149.044,149.463,149.200,149.250,149.200,149.350,149.150,149.300,149.150,149.400,848,2978,8000,8000,135,4037,8000,16000,1434,11296,72000,64000,401401,1152000,4907653860,14082360000,1476.600,0
