,stockVWAP,futureVWAP,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,stockTopBidPrice,stockTopAskPrice,futureTopBidPrice,futureTopAskPrice,stockNextBidPrice,stockNextAskPrice,futureNextBidPrice,futureNextAskPrice,stockTopBidVol,stockTopAskVol,futureTopBidVol,futureTopAskVol,stockNextBidVol,stockNextAskVol,futureNextBidVol,futureNextAskVol,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockTotalTradedVolume,futureTotalTradedVolume,stockTotalTradedValue,futureTotalTradedValue,market,Y
2017-02-06 09:17:00,681.749,682.457,681.656,682.181,681.914,682.943,681.700,681.800,682.150,682.650,681.600,682.000,682.100,682.900,790,2,700,700,200,1,700,2100,1115,513,4900,4900,66661,74200,3974629420,4428431000,1485.080,0
2017-02-06 09:18:00,681.189,681.840,680.625,681.503,681.280,682.400,681.000,681.050,681.650,681.950,680.750,681.150,681.600,682.000,200,3,700,700,15,9,700,700,932,345,3500,3500,78586,102200,4685331445,6099415000,1482.510,0
2017-02-06 09:19:00,680.704,681.215,680.030,680.898,680.730,681.700,680.150,680.350,680.850,681.350,680.100,680.750,680.800,681.400,81,1,700,700,200,20,700,700,1368,193,3500,3500,90586,133700,5399927465,7978414500,1485.640,0
2017-02-06 09:20:00,679.851,680.489,679.409,680.213,679.839,680.950,679.650,680.050,680.350,680.600,679.550,680.100,680.000,680.700,11,25,700,700,2,126,2800,700,547,557,6300,3500,99620,148400,5937556095,8854622000,1482.340,0
2017-02-06 09:21:00,679.123,679.609,678.885,679.813,679.013,680.072,679.000,679.200,679.200,679.800,678.850,679.500,679.150,679.850,1156,16,700,2100,5,105,700,700,1571,701,5600,6300,103778,171500,6184833775,10229145500,1480.170,0
2017-02-06 09:22:00,679.000,679.054,678.735,679.450,678.457,679.525,678.850,679.350,678.900,679.200,678.800,679.400,678.550,679.250,258,6,700,700,103,727,700,700,1148,2074,4900,4200,120993,201600,7206433515,12015538500,1477.600,0
2017-02-06 09:23:00,679.071,679.677,678.679,679.161,679.067,680.280,679.000,679.050,679.400,680.050,678.800,679.200,679.350,680.100,849,616,1400,700,332,370,700,700,2699,1498,4200,3500,133760,238000,7964597660,14178892000,1476.250,0
2017-02-06 09:24:00,679.396,680.335,678.934,679.663,679.980,680.690,679.350,679.500,680.150,680.450,679.000,679.600,680.100,680.500,5,239,700,700,797,20,700,700,1439,847,3500,3500,142771,255500,8500241245,15220495500,1474.220,0
2017-02-06 09:25:00,680.869,682.017,680.486,680.856,681.700,682.771,680.750,680.800,681.950,682.300,680.650,680.900,681.900,682.350,3,588,700,700,556,1,700,700,2077,824,3500,4900,153751,280700,9153772390,16723395500,1480.850,0
2017-02-06 09:26:00,681.404,682.746,680.924,681.427,682.057,683.257,681.100,681.350,682.450,682.900,681.050,681.450,682.250,683.000,7,823,1400,700,38,20,700,2100,2923,1475,4900,4900,162694,308700,9686961265,18396371000,1475.840,0
2017-02-06 09:27:00,680.936,682.233,680.705,681.276,681.880,682.729,681.000,681.050,682.100,682.450,680.700,681.200,682.000,682.500,480,22,700,700,20,418,700,700,1841,1767,3500,4900,179410,332500,10683267135,19818186500,1476.600,0
2017-02-06 09:28:00,681.129,682.781,680.912,681.297,682.060,683.117,681.050,681.200,682.400,682.900,681.000,681.250,682.100,682.950,4,205,700,700,199,30,1400,1400,742,617,7000,4200,184225,345800,10970300555,20613078500,1477.170,0
2017-02-06 09:29:00,681.206,682.671,680.885,681.338,682.283,683.058,681.000,681.100,682.450,682.900,680.950,681.200,682.400,682.950,126,2,700,700,703,8,700,700,1620,227,4200,4200,189016,352100,11255851370,20989493000,1473.600,0
2017-02-06 09:30:00,681.152,682.675,680.915,681.463,682.086,682.830,681.000,681.050,682.450,682.700,680.950,681.150,682.350,682.750,715,2,700,700,703,12,700,700,2261,651,7700,3500,190992,357700,11373642390,21324103500,1472.950,0
2017-02-06 09:31:00,680.859,682.086,680.365,680.804,681.868,682.905,680.600,680.650,682.000,682.550,680.500,680.750,681.950,682.600,569,42,4900,700,100,2,700,700,1621,86,7700,7700,200217,377300,11923447420,22495193000,1474.310,0
2017-02-06 09:32:00,680.965,682.316,680.619,681.218,682.007,682.933,680.750,681.000,682.150,682.600,680.700,681.100,682.050,682.900,157,11,1400,1400,45,208,700,700,696,599,4900,8400,208184,395500,12398174205,23582212500,1475.620,0
2017-02-06 09:33:00,680.743,682.230,680.413,680.914,681.775,682.575,680.550,680.700,682.000,682.350,680.500,680.850,681.950,682.550,255,86,4900,700,660,28,700,700,1521,579,9800,4200,212401,410200,12649336325,24459928500,1472.930,0
2017-02-06 09:34:00,680.524,682.194,680.045,680.614,681.920,682.612,680.150,680.300,682.000,682.300,680.100,680.350,681.950,682.650,700,6,4200,1400,1255,13,700,700,5045,67,7000,5600,216732,430500,12907219130,25672069500,1474.170,0
2017-02-06 09:35:00,680.428,682.081,680.100,680.715,681.736,682.627,680.200,680.250,681.950,682.300,680.150,680.600,681.800,682.500,2644,102,1400,1400,335,27,700,2100,6508,1182,4900,7700,219707,465500,13084305645,27761699000,1472.770,0
2017-02-06 09:36:00,680.340,681.938,680.071,680.563,681.620,682.513,680.200,680.250,681.800,682.250,680.150,680.400,681.650,682.350,328,30,700,700,300,3,700,700,1508,407,3500,5600,242028,493500,14412998250,29433775000,1466.560,0
2017-02-06 09:37:00,680.075,681.800,679.829,680.461,681.570,682.200,680.000,680.050,681.700,682.000,679.800,680.100,681.650,682.150,1319,20,700,700,732,145,700,700,3584,1403,3500,5600,243826,495600,14519993740,29559131000,1468.990,0
2017-02-06 09:38:00,679.755,680.919,679.056,679.719,680.760,681.829,679.500,679.550,681.000,681.600,679.150,679.600,680.850,681.750,360,192,700,2100,1,187,700,700,3887,696,3500,16800,249682,501900,14868239795,29935041500,1470.380,0
2017-02-06 09:39:00,679.645,681.223,679.495,679.950,680.970,681.685,679.550,679.850,681.250,681.450,679.500,679.900,681.050,681.500,39,110,700,2100,1249,190,700,700,1383,1812,3500,7000,259227,513800,15435696765,30644540500,1471.230,0
2017-02-06 09:40:00,679.546,681.318,679.499,679.950,680.950,681.708,679.550,679.600,681.300,681.600,679.500,679.650,680.950,681.650,131,5,2100,700,1475,2,700,700,1701,1361,5600,4200,260482,521500,15510332120,31103870000,1470.460,0
2017-02-06 09:41:00,679.553,681.212,679.500,679.807,680.993,681.642,679.600,679.650,681.300,681.400,679.500,679.700,680.950,681.550,701,2,2100,700,532,245,700,700,1628,1735,4900,4200,264583,525700,15754220175,31354400000,1471.800,0
2017-02-06 09:42:00,679.780,681.098,679.564,680.075,680.891,681.881,679.650,679.950,681.100,681.550,679.600,680.000,681.000,681.600,156,471,700,700,922,28,3500,700,1705,1409,7700,12600,269118,532700,16023938675,31771876500,1468.330,0
2017-02-06 09:43:00,679.524,680.892,679.541,679.799,680.779,681.713,679.600,679.650,681.000,681.350,679.500,679.700,680.750,681.400,663,2,1400,700,582,321,1400,700,1352,1745,4900,13300,271057,537600,16139262420,32064014500,1470.450,0
2017-02-06 09:44:00,679.687,680.973,679.521,679.929,680.767,681.417,679.650,679.750,681.050,681.300,679.600,679.850,680.850,681.350,88,1,700,1400,34,105,1400,700,486,466,4200,6300,280984,578200,16729576380,34484824500,1472.230,0
2017-02-06 09:45:00,680.358,681.762,679.918,680.516,681.417,682.143,680.300,680.400,681.650,682.000,680.150,680.450,681.500,682.100,38,97,1400,1400,1,118,700,1400,774,610,4200,4900,283264,588700,16865203085,35111478500,1474.490,0
2017-02-06 09:46:00,679.263,680.713,679.231,679.819,680.364,681.233,679.300,679.700,680.650,680.950,679.250,679.750,680.600,681.000,61,183,1400,2100,5,82,700,2100,110,679,4900,8400,286186,595700,17038944770,35528776500,1476.370,0
2017-02-06 09:47:00,679.463,680.518,678.914,679.634,680.190,680.942,679.050,679.500,680.350,680.750,679.000,679.550,680.250,680.800,423,267,700,700,3225,85,700,700,5225,1037,3500,4200,290610,602700,17301986755,35945738500,1477.480,0
2017-02-06 09:48:00,679.337,680.450,678.911,679.643,680.180,680.817,679.050,679.500,680.300,680.700,679.000,679.550,680.250,680.750,826,252,700,700,166,20,700,700,1837,941,3500,4200,296972,608300,17679971380,36279264000,1476.590,0
2017-02-06 09:49:00,677.875,679.216,677.573,678.152,678.557,679.350,677.700,678.000,678.900,679.200,677.650,678.050,678.850,679.250,47,50,700,700,163,98,700,700,845,650,9800,3500,301528,628600,17950390410,37486050000,1472.450,0
2017-02-06 09:50:00,677.996,679.417,677.835,678.313,678.587,679.480,678.000,678.200,678.900,679.200,677.850,678.250,678.850,679.300,180,208,700,700,162,609,1400,700,972,1325,11200,3500,304891,638400,18149701140,38068215500,1470.670,0
2017-02-06 09:51:00,677.208,678.372,676.990,677.278,677.775,678.755,677.050,677.200,678.300,678.500,677.000,677.250,678.000,678.750,36,27,700,2100,2441,436,2100,1400,2708,596,8400,7700,311354,660800,18532750960,39398051000,1469.900,0
2017-02-06 09:52:00,676.283,677.427,675.996,676.529,677.043,677.700,676.100,676.150,677.350,677.600,676.050,676.250,677.100,677.700,29,23,700,2100,10,12,700,1400,2616,1196,4900,5600,318415,680400,18950707770,40560492000,1471.150,0
2017-02-06 09:53:00,676.200,677.282,676.056,676.652,676.956,677.772,676.350,676.450,677.250,677.500,676.100,676.500,677.100,677.650,173,27,700,1400,20,136,1400,700,959,2315,5600,6300,330314,734300,19653656380,43750997500,1470.990,0
2017-02-06 09:54:00,675.865,676.957,675.814,676.293,676.819,677.727,676.000,676.050,677.000,677.350,675.950,676.100,676.950,677.400,218,1,700,700,2,10,2100,700,484,1607,5600,10500,334058,749700,19875031110,44663227000,1469.980,0
2017-02-06 09:55:00,676.867,677.986,676.564,677.398,677.610,678.450,676.700,677.150,677.850,678.150,676.650,677.250,677.650,678.400,338,90,700,700,82,20,700,700,1704,2624,3500,4200,337050,763000,20051958620,45451231000,1468.090,0
2017-02-06 09:56:00,676.536,677.711,676.250,676.802,677.117,677.950,676.350,676.700,677.450,677.650,676.300,676.750,677.200,677.900,99,23,700,700,276,630,1400,700,1550,1395,6300,3500,339610,768600,20203426425,45783136000,1464.890,0
2017-02-06 09:57:00,676.227,677.280,676.006,676.530,676.917,677.633,676.100,676.250,677.050,677.450,676.050,676.500,677.000,677.500,117,404,1400,700,100,147,2100,700,1816,1811,6300,4200,342074,785400,20349124845,46778095000,1461.160,0
2017-02-06 09:58:00,676.319,677.303,676.001,676.587,676.965,677.500,676.100,676.150,677.100,677.400,676.050,676.500,677.050,677.450,204,11,700,700,127,120,1400,700,2625,1323,7000,4200,343991,786800,20462458855,46860982000,1464.250,0
2017-02-06 09:59:00,676.377,677.436,676.022,676.557,676.989,677.630,676.400,676.450,677.150,677.500,676.100,676.500,677.100,677.550,50,1009,700,700,165,194,700,700,2440,2373,6300,3500,344648,802900,20501310845,47814466000,1466.410,0
2017-02-06 10:00:00,676.981,678.172,676.773,677.405,677.805,678.400,677.000,677.250,678.000,678.300,676.850,677.300,677.850,678.350,5,82,3500,700,27,588,700,700,679,1485,7700,3500,350186,813400,20828954550,48436678500,1468.450,0
2017-02-06 10:01:00,676.872,677.857,676.592,677.092,677.472,678.217,676.700,676.900,677.600,678.000,676.650,677.050,677.500,678.150,187,981,2100,700,90,1,2100,700,2216,2317,6300,4200,352830,825300,20985414170,49142138500,1465.470,0
2017-02-06 10:02:00,677.204,678.312,676.623,677.297,677.929,678.640,676.800,676.850,678.050,678.500,676.700,677.250,678.000,678.600,553,12,1400,700,113,50,1400,700,3745,709,4900,3500,354858,840000,21105455270,50013943000,1469.720,0
2017-02-06 10:03:00,677.071,678.345,676.596,677.284,677.917,678.670,676.750,676.850,678.150,678.550,676.700,677.150,678.100,678.600,484,16,700,700,82,13,700,700,3204,745,4200,3500,357335,858900,21252056400,51134863500,1470.670,0
2017-02-06 10:04:00,676.546,677.643,676.512,677.131,677.520,678.167,676.600,676.650,677.650,677.950,676.500,677.000,677.600,678.000,1212,7,700,700,406,52,700,3500,2016,1751,3500,12600,358049,866600,21294305040,51591337000,1469.820,0
2017-02-06 10:05:00,676.385,677.304,676.036,676.561,676.900,677.610,676.150,676.400,677.050,677.450,676.100,676.450,677.000,677.500,607,109,1400,700,255,454,700,700,3320,1414,4900,3500,362706,877100,21569733680,52213255500,1465.650,0
2017-02-06 10:06:00,676.371,677.207,676.011,676.661,676.908,677.456,676.150,676.250,677.100,677.400,676.100,676.500,677.050,677.450,42,12,700,3500,255,25,700,700,3065,1603,4200,6300,365960,885500,21762182975,52710780500,1463.990,0
2017-02-06 10:07:00,676.474,677.305,676.208,676.859,677.114,677.925,676.300,676.700,677.300,677.650,676.250,676.750,677.200,677.750,287,4,1400,700,527,47,700,700,1375,1309,4900,8400,367183,905100,21834514090,53871800500,1464.990,0
2017-02-06 10:08:00,676.581,677.243,676.023,676.785,677.283,677.945,676.300,676.450,677.450,677.600,676.100,676.650,677.400,677.650,5,16,700,700,895,20,700,700,4950,1170,4200,15400,369557,912800,21974914505,54328032500,1466.290,0
2017-02-06 10:09:00,676.396,677.470,676.020,676.636,677.097,677.568,676.300,676.450,677.300,677.400,676.100,676.550,677.150,677.600,83,95,700,3500,335,20,1400,1400,3566,2223,11200,7700,371125,915600,22067628290,54493946500,1464.240,0
2017-02-06 10:10:00,675.627,676.292,675.013,675.632,676.180,677.057,675.300,675.500,676.300,676.800,675.100,675.550,676.250,676.850,100,21,700,1400,538,45,700,700,9790,190,3500,14700,378496,943600,22503044350,56151840500,1462.670,0
2017-02-06 10:11:00,675.098,675.929,674.969,675.700,675.467,676.594,675.000,675.200,675.600,676.350,674.950,675.600,675.550,676.400,1025,1,1400,1400,20,20,700,700,1256,998,4200,5600,397770,977900,23640295645,58178823500,1466.690,0
2017-02-06 10:12:00,675.641,676.379,675.522,675.978,676.042,676.717,675.600,675.650,676.150,676.600,675.550,675.700,676.100,676.650,150,9,700,700,70,9,1400,1400,566,552,4200,4200,403692,984900,23989936365,58592698500,1467.200,0
