,stockVWAP,futureVWAP,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,stockTopBidPrice,stockTopAskPrice,futureTopBidPrice,futureTopAskPrice,stockNextBidPrice,stockNextAskPrice,futureNextBidPrice,futureNextAskPrice,stockTopBidVol,stockTopAskVol,futureTopBidVol,futureTopAskVol,stockNextBidVol,stockNextAskVol,futureNextBidVol,futureNextAskVol,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,Y
2017-02-07 09:28:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,628,2334,9600,6400,60,504,3200,3200,3461,4791,25600,19200,0
2017-02-07 09:29:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1355,1584,3200,6400,204,691,3200,3200,5137,7066,16000,22400,0
2017-02-07 09:30:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3223,307,3200,3200,1574,597,3200,3200,10730,6226,25600,16000,0
2017-02-07 09:31:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,365,51,6400,3200,1372,300,3200,3200,8696,3993,25600,16000,0
2017-02-07 09:32:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100,500,9600,3200,216,50,3200,3200,4326,5299,22400,16000,0
2017-02-07 09:33:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,500,796,3200,3200,100,737,3200,3200,5141,6282,28800,16000,0
2017-02-07 09:34:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,45,347,3200,3200,949,1903,3200,3200,2107,4231,19200,22400,0
2017-02-07 09:35:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,337,547,3200,3200,100,529,3200,3200,3774,6219,19200,19200,0
2017-02-07 09:36:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,313,347,3200,3200,687,714,3200,3200,8271,6368,19200,22400,0
2017-02-07 09:37:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,952,772,3200,6400,204,560,3200,6400,3409,5296,25600,25600,0
2017-02-07 09:38:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5,185,3200,3200,15,937,3200,3200,5505,5808,25600,22400,0
2017-02-07 09:39:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,39,297,3200,9600,687,301,25600,12800,3780,3275,67200,32000,0
2017-02-07 09:40:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,297,987,22400,9600,687,1090,3200,6400,4283,6977,35200,35200,0
2017-02-07 09:41:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,700,56,6400,16000,412,720,22400,6400,4514,9810,38400,54400,0
2017-02-07 09:42:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,806,350,9600,3200,2059,130,3200,6400,9654,3986,22400,51200,1
2017-02-07 09:43:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,443,50,6400,6400,50,6350,3200,3200,5395,14727,19200,32000,0
2017-02-07 09:44:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,4,16000,9600,819,387,3200,3200,2836,7026,60800,28800,0
2017-02-07 09:45:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3356,50,3200,25600,2174,426,3200,12800,15385,1452,16000,147200,0
2017-02-07 09:46:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,300,1354,3200,6400,132,4597,19200,19200,32718,7301,51200,38400,0
2017-02-07 09:47:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,614,150,3200,3200,1476,732,6400,25600,10635,4264,57600,44800,0
2017-02-07 09:48:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1185,754,6400,19200,842,25060,22400,16000,7091,102198,60800,57600,0
2017-02-07 09:49:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,247,40,16000,35200,354,25000,25600,3200,13006,100741,80000,54400,0
2017-02-07 09:50:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5,986,3200,3200,50,381,3200,3200,4218,6698,28800,22400,0
2017-02-07 09:51:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,655,1935,3200,3200,2306,50,3200,3200,9995,3862,22400,22400,0
2017-02-07 09:52:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,253,100,3200,6400,1153,497,3200,3200,7416,1612,19200,25600,0
2017-02-07 09:53:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25,347,3200,3200,90,784,3200,3200,3698,4141,19200,22400,0
2017-02-07 09:54:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,150,148,3200,3200,50,691,9600,3200,5765,3866,32000,25600,0
2017-02-07 09:55:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,470,100,3200,3200,285,954,3200,9600,6193,3369,22400,32000,0
2017-02-07 09:56:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,210,498,3200,3200,819,1564,3200,3200,9624,5837,22400,28800,0
2017-02-07 09:57:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25,397,3200,9600,289,2493,3200,3200,6918,6563,22400,25600,0
2017-02-07 09:58:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,287,347,3200,3200,827,433,3200,3200,8485,7204,22400,16000,0
2017-02-07 09:59:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,140,624,3200,3200,499,347,3200,6400,8300,4095,19200,25600,0
2017-02-07 10:00:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,633,50,3200,3200,375,380,3200,3200,5433,3909,16000,16000,0
2017-02-07 10:01:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,601,182,3200,3200,350,687,3200,3200,5401,4149,19200,19200,0
2017-02-07 10:02:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18,819,3200,3200,100,946,3200,12800,1809,4243,16000,25600,0
2017-02-07 10:03:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,232,841,3200,3200,1263,984,3200,3200,7590,4969,19200,25600,0
2017-02-07 10:04:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,107,585,3200,6400,1244,864,3200,12800,4633,3223,19200,28800,0
2017-02-07 10:05:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1000,350,3200,6400,1209,1125,3200,3200,10586,2614,19200,28800,0
2017-02-07 10:06:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,910,78,3200,6400,1053,1075,3200,3200,10596,2342,19200,28800,0
2017-02-07 10:07:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2784,805,3200,3200,2848,386,3200,3200,14929,5354,19200,28800,0
2017-02-07 10:08:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2784,1085,6400,3200,2000,316,3200,3200,14919,5449,22400,28800,0
2017-02-07 10:09:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,266,1310,3200,9600,116,351,3200,3200,6525,5794,16000,41600,0
2017-02-07 10:10:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,850,479,3200,3200,1157,1797,3200,3200,8257,4866,35200,19200,0
2017-02-07 10:11:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,397,167,3200,3200,432,525,3200,3200,5639,5109,35200,22400,0
2017-02-07 10:12:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,457,3200,3200,407,287,3200,3200,5223,4889,35200,22400,0
2017-02-07 10:13:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,301,1149,6400,3200,453,198,3200,6400,3154,6491,19200,25600,0
2017-02-07 10:14:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,369,850,3200,3200,687,132,6400,3200,4393,4800,19200,28800,0
2017-02-07 10:15:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,897,587,3200,3200,50,2538,3200,3200,5306,6039,16000,25600,0
2017-02-07 10:16:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,329,42,6400,3200,1877,351,3200,3200,6263,4104,19200,22400,0
2017-02-07 10:17:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,282,42,6400,3200,1692,351,3200,3200,5531,4526,19200,22400,0
2017-02-07 10:18:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25,347,3200,3200,859,480,3200,3200,8205,4418,16000,25600,0
2017-02-07 10:19:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100,633,3200,6400,15,1002,3200,6400,5559,5015,16000,35200,0
2017-02-07 10:20:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,275,476,3200,3200,4315,50,3200,6400,11856,2717,35200,22400,0
2017-02-07 10:21:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1021,687,3200,6400,50,429,3200,6400,2997,4257,35200,25600,0
2017-02-07 10:22:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,49,25,3200,3200,1218,429,3200,3200,2303,2229,35200,19200,0
2017-02-07 10:23:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,48,182,6400,3200,50,636,6400,3200,2549,4093,54400,19200,1
2017-02-07 10:24:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,347,1482,9600,3200,1123,1592,3200,3200,3023,8423,41600,19200,1
2017-02-07 10:25:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,751,100,9600,3200,1066,247,3200,3200,5528,5452,51200,19200,0
2017-02-07 10:26:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,50,317,9600,3200,598,271,3200,3200,3959,3942,25600,16000,0
2017-02-07 10:27:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,132,412,6400,3200,1140,552,3200,3200,4758,8598,19200,19200,0
2017-02-07 10:28:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,478,50,3200,6400,297,317,3200,3200,3564,1536,16000,25600,0
2017-02-07 10:29:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,696,446,3200,3200,50,102,3200,3200,4099,3177,16000,22400,0
2017-02-07 10:30:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,50,1116,3200,6400,659,873,3200,6400,6097,3036,19200,32000,0
2017-02-07 10:31:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,890,129,3200,3200,50,687,3200,3200,4203,6280,22400,22400,0
2017-02-07 10:32:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,767,429,12800,6400,940,1177,3200,6400,2607,2538,28800,25600,0
2017-02-07 10:33:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,350,300,6400,3200,940,182,6400,6400,4263,2401,25600,19200,0
2017-02-07 10:34:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,64,687,3200,3200,840,414,3200,3200,2950,4374,19200,22400,0
2017-02-07 10:35:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,400,290,6400,9600,894,970,3200,6400,1507,3395,22400,28800,0
2017-02-07 10:36:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,479,550,3200,3200,697,631,3200,6400,4133,3933,19200,22400,0
2017-02-07 10:37:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,132,28,3200,3200,450,1003,3200,6400,3539,4111,19200,25600,0
2017-02-07 10:38:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,87,1276,3200,3200,1080,761,3200,6400,6853,7029,19200,22400,0
2017-02-07 10:39:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,50,696,3200,3200,1142,482,6400,6400,3925,4401,22400,25600,0
2017-02-07 10:40:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,50,664,6400,6400,322,133,3200,6400,7594,6501,22400,28800,0
2017-02-07 10:41:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,310,60,3200,3200,1914,61,3200,3200,10419,5767,22400,19200,0
2017-02-07 10:42:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,35,437,3200,3200,1346,980,3200,6400,7867,6931,22400,22400,0
2017-02-07 10:43:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,320,182,6400,3200,50,491,3200,3200,3968,5500,25600,19200,0
2017-02-07 10:44:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,667,441,6400,3200,687,869,3200,3200,4710,6471,22400,19200,0
2017-02-07 10:45:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,295,75,3200,6400,50,733,3200,3200,3701,6454,19200,25600,0
2017-02-07 10:46:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,77,537,3200,3200,50,568,3200,3200,3483,6751,19200,22400,0
2017-02-07 10:47:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,320,412,6400,3200,1361,297,3200,3200,9846,4041,25600,22400,0
2017-02-07 10:48:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,564,132,6400,3200,352,264,3200,3200,3078,2465,25600,22400,0
2017-02-07 10:49:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,642,479,3200,6400,866,297,3200,3200,9447,2020,19200,22400,0
2017-02-07 10:50:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1086,747,3200,3200,66,616,3200,3200,13327,4299,35200,19200,0
2017-02-07 10:51:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,505,277,3200,3200,81,182,3200,3200,6733,3395,35200,19200,1
2017-02-07 10:52:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,285,984,3200,3200,132,659,3200,3200,6136,8552,35200,16000,1
2017-02-07 10:53:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,230,896,3200,3200,132,659,3200,3200,6281,8464,38400,16000,1
2017-02-07 10:54:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,50,50,6400,3200,15,255,25600,3200,3050,3496,48000,16000,1
2017-02-07 10:55:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,132,736,3200,6400,625,554,6400,3200,6113,4825,51200,25600,1
2017-02-07 10:56:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,479,182,3200,3200,911,297,3200,3200,6746,4014,38400,16000,1
2017-02-07 10:57:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,107,736,3200,3200,347,1264,3200,3200,7801,4848,38400,19200,0
2017-02-07 10:58:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25,347,3200,3200,112,1376,3200,3200,5469,6908,41600,19200,1
2017-02-07 10:59:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,352,50,6400,3200,1663,182,3200,3200,8679,2262,41600,19200,0
2017-02-07 11:00:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,202,479,3200,3200,1663,966,3200,3200,5871,7077,38400,25600,0
2017-02-07 11:01:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,50,479,3200,3200,819,845,25600,3200,3246,2842,41600,22400,1
2017-02-07 11:02:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,516,479,3200,3200,266,2330,6400,3200,12675,6999,41600,16000,1
2017-02-07 11:03:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17,50,3200,6400,555,564,6400,3200,6974,4936,41600,22400,1
2017-02-07 11:04:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,500,40,3200,3200,550,182,9600,9600,10695,2813,48000,22400,1
2017-02-07 11:05:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1585,132,3200,3200,468,812,9600,6400,7999,6121,44800,19200,1
2017-02-07 11:06:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,420,665,3200,3200,600,564,3200,3200,10877,4732,41600,22400,0
2017-02-07 11:07:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,580,27,9600,6400,297,132,3200,3200,2535,3979,22400,25600,0
2017-02-07 11:08:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,429,50,6400,3200,786,500,3200,3200,4772,4104,19200,22400,0
2017-02-07 11:09:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,182,345,3200,3200,687,866,6400,6400,8014,7866,22400,22400,0
2017-02-07 11:10:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,179,614,6400,3200,827,387,3200,3200,5162,3731,44800,16000,0
2017-02-07 11:11:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,306,746,6400,6400,758,170,3200,3200,7150,2165,41600,19200,0
2017-02-07 11:12:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,180,470,3200,3200,50,256,3200,3200,3977,6810,38400,19200,0
2017-02-07 11:13:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24,158,3200,3200,1,777,3200,3200,3326,6446,16000,22400,0
2017-02-07 11:14:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,347,24,6400,3200,865,90,3200,3200,4263,1276,19200,16000,0
2017-02-07 11:15:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,317,20,3200,6400,753,182,3200,3200,15812,3463,35200,22400,0
2017-02-07 11:16:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,347,182,3200,3200,564,711,3200,6400,6692,7492,35200,22400,0
2017-02-07 11:17:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,179,479,3200,3200,30,812,3200,3200,12698,5876,35200,22400,0
2017-02-07 11:18:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,54,450,3200,3200,140,688,3200,3200,8023,5902,35200,22400,0
2017-02-07 11:19:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,397,176,6400,3200,564,600,3200,3200,4853,4977,22400,19200,0
2017-02-07 11:20:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,415,173,6400,3200,132,257,6400,3200,4668,3993,25600,16000,0
2017-02-07 11:21:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,688,3200,3200,350,738,6400,3200,4816,7863,19200,16000,0
2017-02-07 11:22:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100,739,3200,3200,348,779,3200,3200,4226,7955,35200,16000,0
2017-02-07 11:23:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,355,987,3200,3200,115,298,3200,3200,8289,5001,16000,22400,0
2017-02-07 11:24:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,115,14,3200,3200,132,100,3200,6400,12171,3221,16000,22400,0
2017-02-07 11:25:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,832,36,3200,6400,364,689,3200,3200,15111,4386,16000,22400,0
2017-02-07 11:26:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,50,121,3200,6400,364,333,3200,3200,12338,4431,16000,22400,0
2017-02-07 11:27:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,317,1,3200,3200,429,724,3200,3200,9352,4644,16000,16000,0
2017-02-07 11:28:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,979,729,3200,3200,564,396,3200,3200,9702,10431,16000,19200,0
2017-02-07 11:29:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,643,1213,3200,3200,132,325,3200,3200,9061,5473,19200,19200,0
2017-02-07 11:30:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,132,344,3200,3200,632,326,3200,3200,4631,4737,19200,16000,0
2017-02-07 11:31:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,437,47,3200,3200,564,298,3200,3200,8943,6741,19200,16000,0
2017-02-07 11:32:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,249,50,3200,3200,272,298,3200,3200,8463,6744,19200,16000,0
2017-02-07 11:33:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,255,462,3200,3200,297,820,3200,3200,8272,7546,19200,16000,0
2017-02-07 11:34:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,294,464,3200,3200,297,1478,3200,3200,8539,8275,19200,16000,0
2017-02-07 11:35:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,55,737,3200,6400,33,694,3200,3200,3502,7814,16000,19200,0
2017-02-07 11:36:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,830,530,3200,3200,986,687,3200,3200,14971,2017,16000,19200,0
2017-02-07 11:37:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,986,219,3200,6400,66,687,3200,3200,13921,1706,16000,22400,0
2017-02-07 11:38:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,494,695,3200,3200,33,50,3200,6400,11062,4795,16000,22400,0
2017-02-07 11:39:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,811,169,3200,6400,2095,737,3200,3200,9829,7555,16000,22400,0
