,stockVWAP,futureVWAP,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,stockTopBidPrice,stockTopAskPrice,futureTopBidPrice,futureTopAskPrice,stockNextBidPrice,stockNextAskPrice,futureNextBidPrice,futureNextAskPrice,stockTopBidVol,stockTopAskVol,futureTopBidVol,futureTopAskVol,stockNextBidVol,stockNextAskVol,futureNextBidVol,futureNextAskVol,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockTotalTradedVolume,futureTotalTradedVolume,stockTotalTradedValue,futureTotalTradedValue,market,Y
2017-02-06 09:17:00,96.758,96.829,96.625,96.934,96.715,96.953,96.750,96.800,96.800,96.850,96.700,96.850,96.750,96.900,15125,16068,48000,12000,53429,24586,72000,72000,238672,278907,240000,192000,105885,228000,325439825,701700000,1485.080,0
2017-02-06 09:18:00,96.710,96.764,96.584,96.898,96.664,96.895,96.700,96.750,96.750,96.800,96.650,96.800,96.700,96.850,32974,11351,12000,24000,37284,36931,108000,72000,268300,267172,216000,240000,166904,324000,512947490,997380000,1482.510,0
2017-02-06 09:19:00,96.714,96.766,96.585,96.892,96.677,96.881,96.700,96.750,96.750,96.800,96.650,96.800,96.700,96.850,46172,19793,36000,48000,39778,31818,144000,108000,269461,261901,264000,288000,190055,360000,584068185,1108140000,1485.640,0
2017-02-06 09:20:00,96.712,96.769,96.589,96.882,96.680,96.871,96.700,96.750,96.750,96.800,96.650,96.800,96.700,96.850,64600,26637,72000,84000,24082,48397,132000,120000,278709,288760,300000,336000,218915,384000,672714235,1181940000,1482.340,0
2017-02-06 09:21:00,96.658,96.692,96.536,96.812,96.571,96.850,96.650,96.700,96.650,96.750,96.600,96.750,96.600,96.800,14,25490,60000,12000,33776,39582,132000,120000,138269,179433,312000,300000,362402,600000,1112963690,1845780000,1480.170,0
2017-02-06 09:22:00,96.631,96.742,96.523,96.814,96.603,96.833,96.600,96.700,96.700,96.750,96.550,96.750,96.650,96.800,44101,13483,48000,36000,46912,48461,84000,120000,179345,180074,372000,312000,452522,840000,1388919275,2582220000,1477.600,0
2017-02-06 09:23:00,96.621,96.661,96.495,96.751,96.552,96.798,96.600,96.650,96.650,96.700,96.550,96.700,96.600,96.750,9598,19357,36000,36000,49273,36367,60000,108000,142163,155554,288000,360000,558060,900000,1712365455,2766420000,1476.250,0
2017-02-06 09:24:00,96.659,96.729,96.526,96.804,96.593,96.845,96.650,96.700,96.700,96.750,96.600,96.750,96.650,96.800,10,30753,24000,24000,19861,31064,96000,144000,116294,169622,336000,348000,691956,1032000,2121891435,3171420000,1474.220,0
2017-02-06 09:25:00,96.613,96.690,96.481,96.760,96.565,96.827,96.600,96.650,96.650,96.750,96.550,96.700,96.600,96.800,9133,20802,72000,108000,22336,28981,48000,96000,118418,149359,288000,360000,722955,1092000,2216979700,3355620000,1480.850,0
2017-02-06 09:26:00,96.620,96.656,96.485,96.754,96.554,96.810,96.600,96.650,96.650,96.700,96.550,96.700,96.600,96.750,16599,12260,48000,24000,22836,54022,60000,84000,139384,164963,300000,360000,738311,1092000,2264015860,3355620000,1475.840,0
2017-02-06 09:27:00,96.617,96.662,96.486,96.753,96.546,96.804,96.600,96.650,96.650,96.700,96.550,96.700,96.600,96.750,11016,9019,48000,48000,27436,54972,48000,72000,134811,165673,336000,408000,753844,1116000,2311581955,3429180000,1476.600,0
2017-02-06 09:28:00,96.598,96.672,96.489,96.753,96.545,96.786,96.600,96.650,96.650,96.700,96.550,96.700,96.600,96.750,15249,25680,12000,108000,26511,54473,120000,108000,133179,215651,360000,444000,765794,1128000,2348191505,3465960000,1477.170,0
2017-02-06 09:29:00,96.604,96.681,96.493,96.755,96.561,96.784,96.600,96.650,96.650,96.700,96.550,96.700,96.600,96.750,17612,22399,72000,108000,29311,54633,132000,96000,150705,211992,444000,420000,766826,1140000,2351352345,3502740000,1473.600,0
2017-02-06 09:30:00,96.609,96.628,96.469,96.744,96.504,96.759,96.600,96.650,96.600,96.650,96.550,96.700,96.550,96.700,1845,54256,72000,36000,31605,48100,96000,72000,140191,233711,444000,384000,808906,1284000,2480202970,3944160000,1472.950,0
2017-02-06 09:31:00,96.601,96.691,96.494,96.758,96.550,96.795,96.600,96.650,96.650,96.700,96.550,96.700,96.600,96.750,15104,31452,48000,60000,43529,51407,144000,120000,164165,232973,492000,396000,834919,1296000,2559815480,3980940000,1474.310,0
2017-02-06 09:32:00,96.654,96.749,96.558,96.816,96.599,96.833,96.650,96.700,96.700,96.750,96.600,96.750,96.650,96.800,14160,24066,48000,72000,82015,29370,144000,144000,201576,232565,492000,384000,863163,1332000,2646379970,4091460000,1475.620,0
2017-02-06 09:33:00,96.651,96.734,96.562,96.823,96.603,96.837,96.650,96.700,96.700,96.750,96.600,96.750,96.650,96.800,44058,10805,24000,96000,34000,26704,180000,72000,184065,204840,432000,408000,896599,1788000,2748924925,5491380000,1472.930,0
2017-02-06 09:34:00,96.614,96.675,96.490,96.765,96.556,96.815,96.600,96.650,96.650,96.700,96.550,96.700,96.600,96.750,21170,14166,60000,24000,31664,48463,132000,84000,180050,204386,432000,372000,940476,1800000,2883382940,5528220000,1474.170,0
2017-02-06 09:35:00,96.612,96.675,96.493,96.764,96.544,96.801,96.600,96.650,96.650,96.700,96.550,96.700,96.600,96.750,23513,8894,24000,60000,35151,50845,120000,96000,176313,202296,420000,432000,988332,1872000,3030134060,5749320000,1472.770,0
2017-02-06 09:36:00,96.612,96.680,96.490,96.758,96.541,96.796,96.600,96.650,96.650,96.700,96.550,96.700,96.600,96.750,19102,21210,24000,48000,32765,50845,108000,156000,172962,214612,420000,432000,994719,1872000,3049693950,5749320000,1466.560,0
2017-02-06 09:37:00,96.612,96.675,96.491,96.755,96.550,96.793,96.600,96.650,96.650,96.700,96.550,96.700,96.600,96.750,20252,28540,48000,60000,32765,47957,108000,168000,173187,219054,432000,456000,1000458,1896000,3067283985,5822880000,1468.990,0
2017-02-06 09:38:00,96.477,96.534,96.348,96.625,96.397,96.664,96.450,96.500,96.500,96.550,96.400,96.550,96.450,96.600,20829,12399,60000,48000,41202,16348,72000,36000,153965,126329,420000,336000,1121913,2352000,3438043465,7216860000,1470.380,0
2017-02-06 09:39:00,96.445,96.490,96.284,96.562,96.344,96.602,96.400,96.450,96.450,96.500,96.350,96.500,96.400,96.550,15932,1,60000,60000,32033,49127,72000,24000,166285,127223,408000,336000,1214375,2688000,3719142605,8239380000,1471.230,0
2017-02-06 09:40:00,96.412,96.472,96.298,96.561,96.345,96.593,96.400,96.450,96.450,96.500,96.350,96.500,96.400,96.550,38801,17885,24000,72000,37433,61721,108000,108000,203260,230881,360000,420000,1222487,2736000,3743834185,8385540000,1470.460,0
2017-02-06 09:41:00,96.415,96.477,96.290,96.554,96.337,96.586,96.400,96.450,96.450,96.500,96.350,96.500,96.400,96.550,36381,34720,12000,84000,32833,59671,108000,144000,201841,246096,360000,432000,1249705,2760000,3826678305,8458620000,1471.800,0
2017-02-06 09:42:00,96.331,96.336,96.159,96.432,96.186,96.477,96.300,96.350,96.300,96.350,96.250,96.400,96.250,96.400,428,86838,48000,36000,15378,47960,84000,24000,200474,285905,456000,360000,1393797,2964000,4263633325,9078060000,1468.330,1
2017-02-06 09:43:00,96.416,96.433,96.266,96.534,96.308,96.559,96.400,96.450,96.400,96.450,96.350,96.500,96.350,96.500,2099,79584,48000,48000,27114,61404,216000,60000,166167,278466,528000,408000,1464336,3096000,4477842525,9479160000,1470.450,0
2017-02-06 09:44:00,96.469,96.534,96.342,96.605,96.385,96.643,96.450,96.500,96.500,96.550,96.400,96.550,96.450,96.600,27827,23936,24000,84000,28577,38265,108000,96000,142800,160531,408000,420000,1560255,3264000,4770283095,9991260000,1472.230,0
2017-02-06 09:45:00,96.385,96.481,96.271,96.596,96.329,96.588,96.400,96.450,96.450,96.500,96.350,96.500,96.400,96.550,11518,8940,12000,96000,20129,32671,60000,96000,175081,257276,396000,468000,1613250,3324000,4931620280,10174140000,1474.490,0
2017-02-06 09:46:00,96.388,96.445,96.234,96.511,96.296,96.548,96.350,96.400,96.400,96.450,96.300,96.450,96.350,96.500,15105,9501,48000,48000,49042,49562,132000,72000,207330,178175,504000,384000,1646634,3384000,5033106265,10356840000,1476.370,0
