,stockVWAP,futureVWAP,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,stockTopBidPrice,stockTopAskPrice,futureTopBidPrice,futureTopAskPrice,stockNextBidPrice,stockNextAskPrice,futureNextBidPrice,futureNextAskPrice,stockTopBidVol,stockTopAskVol,futureTopBidVol,futureTopAskVol,stockNextBidVol,stockNextAskVol,futureNextBidVol,futureNextAskVol,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,Y
2017-02-07 09:27:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1080,22,3000,3000,323,5,3000,3000,2718,1074,21000,33000,0
2017-02-07 09:28:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,534,476,6000,3000,230,189,3000,3000,1581,3274,27000,18000,0
2017-02-07 09:29:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,253,103,6000,3000,100,361,3000,3000,1334,1402,27000,18000,0
2017-02-07 09:30:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,50,4304,3000,3000,1346,50,3000,3000,2871,7033,18000,15000,0
2017-02-07 09:31:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,610,172,3000,3000,50,1453,15000,6000,2204,3452,36000,18000,0
2017-02-07 09:32:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,570,90,3000,3000,300,745,3000,3000,2070,2667,33000,18000,0
2017-02-07 09:33:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,513,688,3000,3000,872,284,3000,6000,2498,4335,36000,21000,0
2017-02-07 09:34:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,200,660,6000,3000,100,365,3000,3000,1392,2293,30000,18000,0
2017-02-07 09:35:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,513,571,3000,3000,1055,152,18000,3000,3356,1427,39000,18000,0
2017-02-07 09:36:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,325,3,3000,3000,334,15,6000,3000,2923,598,42000,15000,0
2017-02-07 09:37:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20,523,6000,3000,284,515,3000,3000,3076,2494,30000,18000,0
2017-02-07 09:38:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,149,57,3000,9000,50,15,18000,3000,1530,3136,33000,21000,0
2017-02-07 09:39:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,275,58,3000,3000,50,92,15000,3000,1011,678,33000,15000,0
2017-02-07 09:40:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,250,805,6000,3000,553,683,3000,3000,2950,2669,33000,18000,0
2017-02-07 09:41:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,490,16,3000,9000,373,321,3000,3000,1999,4605,18000,21000,1
2017-02-07 09:42:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,252,57,3000,3000,192,20,6000,3000,1550,1089,24000,24000,0
2017-02-07 09:43:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,195,92,3000,3000,60,142,3000,3000,1796,1004,15000,21000,0
2017-02-07 09:44:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,129,2,3000,6000,273,31,3000,6000,2790,403,21000,33000,0
2017-02-07 09:45:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,411,193,6000,3000,1505,200,3000,3000,2742,748,21000,15000,1
2017-02-07 09:46:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,152,427,3000,3000,365,611,3000,6000,2251,2587,24000,21000,0
2017-02-07 09:47:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,109,585,6000,12000,568,670,6000,3000,2152,1861,27000,24000,1
2017-02-07 09:48:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,200,104,3000,6000,264,262,3000,3000,2951,881,18000,18000,1
2017-02-07 09:49:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,246,3000,3000,554,361,6000,3000,4166,2419,27000,18000,1
2017-02-07 09:50:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,15,179,3000,9000,1556,288,3000,3000,2705,1253,15000,21000,1
2017-02-07 09:51:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,361,109,3000,3000,568,50,27000,3000,2304,413,42000,15000,1
2017-02-07 09:52:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,54,16,3000,12000,572,208,27000,6000,1836,1967,42000,30000,1
2017-02-07 09:53:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,142,26,18000,3000,142,346,6000,3000,4004,2484,57000,18000,1
2017-02-07 09:54:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,152,38,3000,3000,25,25,3000,3000,598,4552,36000,18000,1
2017-02-07 09:55:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,306,100,3000,3000,305,50,3000,3000,1992,1428,18000,33000,1
2017-02-07 09:56:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,77,306,3000,3000,6,361,3000,9000,1682,2060,15000,24000,1
2017-02-07 09:57:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,234,503,3000,9000,129,152,3000,3000,1865,1000,21000,21000,1
2017-02-07 09:58:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,103,154,3000,3000,129,540,3000,3000,2243,2813,18000,27000,1
2017-02-07 09:59:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,206,387,6000,3000,267,361,9000,9000,1443,1684,27000,24000,1
2017-02-07 10:00:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25,51,3000,9000,20,129,6000,3000,1712,2618,21000,24000,1
2017-02-07 10:01:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20,21,3000,3000,171,248,9000,9000,2466,2682,21000,24000,1
2017-02-07 10:02:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,297,122,3000,3000,822,1139,3000,3000,4890,1776,30000,18000,1
2017-02-07 10:03:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25,130,6000,3000,613,125,18000,3000,2485,1106,33000,18000,1
2017-02-07 10:04:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5,279,3000,3000,402,345,3000,6000,1444,1531,21000,21000,1
2017-02-07 10:05:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,44,129,3000,6000,552,877,6000,3000,1554,1989,27000,72000,1
2017-02-07 10:06:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,23,129,3000,3000,306,2297,3000,3000,1558,3581,15000,21000,0
2017-02-07 10:07:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,15,100,3000,3000,515,228,3000,3000,3002,4837,15000,21000,1
2017-02-07 10:08:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,228,52,3000,3000,373,198,3000,12000,2321,706,18000,36000,1
2017-02-07 10:09:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25,136,3000,3000,361,25,3000,3000,2815,1358,15000,30000,1
2017-02-07 10:10:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,301,281,6000,3000,361,538,3000,3000,4148,1802,18000,30000,1
2017-02-07 10:11:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,58,25,3000,3000,109,29,3000,3000,748,1111,21000,27000,1
2017-02-07 10:12:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,242,26,3000,3000,404,26,3000,3000,5407,817,15000,30000,1
2017-02-07 10:13:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,278,50,3000,3000,215,50,3000,3000,4834,410,21000,15000,1
2017-02-07 10:14:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1915,75,3000,6000,200,129,3000,3000,3835,252,27000,24000,1
2017-02-07 10:15:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,129,25,3000,3000,366,344,3000,3000,1408,1764,15000,27000,1
2017-02-07 10:16:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,177,23,3000,3000,152,329,3000,3000,1634,3367,15000,18000,0
2017-02-07 10:17:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,225,200,3000,3000,129,10,3000,9000,1377,2074,18000,21000,0
2017-02-07 10:18:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3000,21,12000,3000,1970,129,3000,12000,8994,2746,24000,27000,0
2017-02-07 10:19:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100,926,3000,6000,2058,881,9000,3000,6017,6224,21000,33000,0
2017-02-07 10:20:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25,10,6000,3000,1002,130,3000,3000,4756,2585,18000,24000,0
2017-02-07 10:21:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2975,60,3000,3000,1100,309,3000,3000,7884,6512,18000,18000,0
2017-02-07 10:22:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,77,128,6000,3000,1032,2555,3000,3000,6660,6608,21000,18000,0
2017-02-07 10:23:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1310,792,3000,6000,129,1160,3000,3000,5315,5307,15000,21000,0
2017-02-07 10:24:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,85,65,3000,6000,3000,8827,12000,6000,3115,19184,24000,27000,1
2017-02-07 10:25:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,154,333,3000,3000,461,456,6000,3000,4198,2253,27000,27000,1
2017-02-07 10:26:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25,266,3000,9000,129,288,15000,3000,3553,2009,27000,21000,1
2017-02-07 10:27:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3184,475,21000,3000,20,1078,3000,3000,4081,5355,36000,15000,1
2017-02-07 10:28:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,78,5,3000,3000,129,97,3000,3000,4266,2365,27000,15000,1
2017-02-07 10:29:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3025,284,6000,3000,10,953,3000,3000,3918,1909,30000,15000,1
2017-02-07 10:30:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18,10,12000,3000,3359,102,3000,3000,7725,2812,27000,15000,1
2017-02-07 10:31:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,129,30,3000,3000,505,5,3000,3000,4341,404,21000,15000,1
2017-02-07 10:32:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,675,103,3000,3000,25,50,3000,3000,1406,1040,18000,27000,1
2017-02-07 10:33:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,207,15,3000,3000,300,301,6000,3000,8593,961,18000,15000,1
2017-02-07 10:34:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,129,207,3000,3000,1400,513,3000,3000,5762,1774,15000,15000,1
2017-02-07 10:35:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,190,22,3000,3000,1373,25,3000,3000,5592,587,15000,30000,1
2017-02-07 10:36:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,174,386,3000,3000,3618,271,3000,3000,8114,5770,15000,30000,1
2017-02-07 10:37:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3107,80,6000,3000,3134,525,3000,3000,9228,2234,18000,15000,1
