,stockVWAP,futureVWAP,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,stockTopBidPrice,stockTopAskPrice,futureTopBidPrice,futureTopAskPrice,stockNextBidPrice,stockNextAskPrice,futureNextBidPrice,futureNextAskPrice,stockTopBidVol,stockTopAskVol,futureTopBidVol,futureTopAskVol,stockNextBidVol,stockNextAskVol,futureNextBidVol,futureNextAskVol,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,Y
2017-02-07 09:17:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1483,1510,3750,11250,1500,1000,3750,22500,4925,6635,18750,127500,0
2017-02-07 09:18:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1483,1510,3750,26250,1500,1000,3750,3750,4925,6635,30000,56250,0
2017-02-07 09:19:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1483,1510,11250,7500,1500,1000,11250,7500,4925,6635,60000,30000,0
2017-02-07 09:20:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1483,1510,11250,15000,1500,1000,37500,11250,4925,6635,150000,41250,0
2017-02-07 09:21:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1483,1510,3750,3750,1500,1000,3750,7500,4925,6635,105000,37500,0
2017-02-07 09:22:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1483,1510,3750,3750,1500,1000,41250,11250,4925,6635,135000,30000,0
2017-02-07 09:23:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1483,1510,3750,3750,1500,1000,18750,26250,4925,6635,112500,67500,0
2017-02-07 09:24:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1483,1510,18750,3750,1500,1000,48750,22500,4925,6635,112500,52500,0
2017-02-07 09:25:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1483,1510,3750,7500,1500,1000,3750,11250,4925,6635,67500,41250,0
2017-02-07 09:26:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1483,1510,26250,7500,1500,1000,3750,7500,4925,6635,60000,45000,0
