,stockVWAP,futureVWAP,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,stockTopBidPrice,stockTopAskPrice,futureTopBidPrice,futureTopAskPrice,stockNextBidPrice,stockNextAskPrice,futureNextBidPrice,futureNextAskPrice,stockTopBidVol,stockTopAskVol,futureTopBidVol,futureTopAskVol,stockNextBidVol,stockNextAskVol,futureNextBidVol,futureNextAskVol,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,Y
2017-02-07 09:24:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,401,9386,2750,74250,2215,1800,16500,8250,7143,12316,35750,137500,0
2017-02-07 09:25:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,401,9386,8250,8250,2215,1800,5500,8250,7143,12316,41250,88000,0
2017-02-07 09:26:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,401,9386,16500,19250,2215,1800,5500,5500,7143,12316,38500,104500,0
2017-02-07 09:27:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,401,9386,8250,5500,2215,1800,2750,27500,7143,12316,38500,90750,0
2017-02-07 09:28:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20,2340,11000,11000,977,3188,5500,5500,7846,15086,35750,71500,0
2017-02-07 09:29:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,80,4342,2750,8250,137,3927,11000,11000,3966,19501,38500,30250,0
2017-02-07 09:30:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,160,2775,8250,11000,2363,6466,8250,11000,8822,27023,79750,63250,0
2017-02-07 09:31:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1749,265,8250,27500,46,4242,13750,16500,6450,24117,33000,68750,0
2017-02-07 09:32:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2909,653,2750,13750,1766,276,11000,2750,14195,13500,35750,52250,0
2017-02-07 09:33:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,593,50,5500,8250,2,1131,5500,19250,17825,25227,52250,74250,0
2017-02-07 09:34:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,198,902,27500,5500,58,1650,5500,22000,4893,24095,82500,96250,0
2017-02-07 09:35:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,394,10,5500,8250,2230,3795,11000,5500,20980,14030,68750,68750,0
2017-02-07 09:36:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,222,78,11000,11000,1215,1547,11000,2750,7521,15046,85250,63250,0
2017-02-07 09:37:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,75,116,13750,8250,1925,5674,8250,5500,7418,31268,41250,57750,0
2017-02-07 09:38:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26,200,57750,13750,1340,6886,16500,11000,14044,21790,134750,38500,0
2017-02-07 09:39:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1501,229,66000,13750,1201,1030,13750,16500,8736,24821,112750,107250,0
2017-02-07 09:40:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2981,2730,5500,5500,752,1960,22000,2750,16647,33093,63250,35750,0
2017-02-07 09:41:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,87,1659,2750,22000,643,4196,19250,5500,13648,25395,63250,60500,0
2017-02-07 09:42:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,421,5500,22000,4578,1,8250,2750,19542,21600,57750,66000,0
2017-02-07 09:43:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,280,4082,11000,2750,2734,2259,8250,33000,7416,19606,55000,66000,0
2017-02-07 09:44:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,21,1960,2750,2750,713,2739,8250,2750,7314,34793,49500,27500,0
2017-02-07 09:45:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1035,3263,13750,2750,2142,1088,41250,19250,15534,33417,82500,38500,0
2017-02-07 09:46:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1796,1462,16500,5500,9196,2717,11000,35750,20323,27301,63250,79750,0
2017-02-07 09:47:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6,5492,22000,2750,2309,4335,11000,13750,10649,39953,68750,99000,0
2017-02-07 09:48:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,95,2199,16500,30250,298,7014,11000,13750,5744,30143,57750,79750,0
