,stockVWAP,futureVWAP,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,stockTopBidPrice,stockTopAskPrice,futureTopBidPrice,futureTopAskPrice,stockNextBidPrice,stockNextAskPrice,futureNextBidPrice,futureNextAskPrice,stockTopBidVol,stockTopAskVol,futureTopBidVol,futureTopAskVol,stockNextBidVol,stockNextAskVol,futureNextBidVol,futureNextAskVol,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,Y
2017-02-07 09:24:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1780,1,5100,1700,230,1,1700,1700,2487,293,15300,8500,0
2017-02-07 09:25:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1780,1,1700,1700,230,1,1700,1700,2487,293,8500,10200,0
2017-02-07 09:26:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1780,1,1700,1700,230,1,3400,1700,2487,293,10200,11900,0
2017-02-07 09:27:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1780,1,3400,1700,230,1,1700,3400,2487,293,13600,10200,0
2017-02-07 09:28:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,307,238,1700,1700,161,100,1700,3400,1564,385,10200,11900,1
2017-02-07 09:29:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,563,30,3400,1700,69,12,1700,1700,1463,3386,10200,10200,1
2017-02-07 09:30:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,547,63,1700,1700,181,12,1700,1700,2268,2808,10200,10200,1
2017-02-07 09:31:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,940,266,1700,1700,23,686,5100,3400,3354,4027,11900,15300,0
2017-02-07 09:32:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,22,5100,6800,458,704,1700,6800,5020,2216,13600,22100,0
2017-02-07 09:33:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,68,216,3400,1700,110,338,1700,1700,2265,717,11900,18700,0
2017-02-07 09:34:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1052,31,5100,1700,856,1000,3400,1700,5331,2339,13600,13600,0
2017-02-07 09:35:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1388,57,5100,1700,171,225,1700,1700,5902,406,11900,8500,0
2017-02-07 09:36:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,522,14,1700,1700,649,74,1700,3400,3379,852,8500,18700,0
2017-02-07 09:37:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,344,8,1700,3400,451,146,1700,3400,4698,2044,10200,28900,0
2017-02-07 09:38:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,815,73,1700,1700,25,300,1700,1700,4944,3336,8500,18700,0
2017-02-07 09:39:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,612,184,3400,1700,732,63,3400,1700,3908,1263,15300,15300,0
2017-02-07 09:40:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,408,673,1700,3400,825,36,1700,1700,3835,3119,10200,20400,0
2017-02-07 09:41:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,54,79,1700,1700,240,379,1700,1700,2050,1899,10200,8500,0
2017-02-07 09:42:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,200,14,1700,1700,140,31,1700,1700,1459,1186,10200,10200,0
2017-02-07 09:43:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,115,257,1700,1700,76,31,1700,1700,2795,1733,8500,10200,0
2017-02-07 09:44:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1418,478,1700,1700,23,525,1700,1700,1969,4953,13600,10200,0
2017-02-07 09:45:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,677,119,1700,1700,562,75,1700,1700,5047,1235,8500,20400,0
2017-02-07 09:46:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,359,131,1700,1700,1294,1255,3400,1700,8277,4092,10200,11900,0
2017-02-07 09:47:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,388,196,1700,1700,25,524,1700,1700,1787,2834,11900,23800,0
2017-02-07 09:48:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,324,933,1700,1700,81,745,1700,5100,905,6084,11900,20400,0
2017-02-07 09:49:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,299,445,1700,3400,60,565,1700,5100,1465,3521,10200,13600,1
2017-02-07 09:50:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,125,104,1700,5100,118,100,3400,3400,2209,1211,11900,15300,0
2017-02-07 09:51:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,77,100,1700,5100,116,939,1700,1700,466,2337,10200,15300,0
2017-02-07 09:52:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,125,321,1700,3400,143,193,1700,1700,928,2237,11900,11900,0
2017-02-07 09:53:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1038,224,1700,1700,1312,25,1700,3400,4434,1603,11900,11900,0
2017-02-07 09:54:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,113,424,3400,6800,435,48,1700,1700,1594,1981,13600,15300,0
2017-02-07 09:55:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,714,55,1700,1700,1616,568,1700,1700,4311,1800,8500,10200,0
2017-02-07 09:56:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,501,395,3400,3400,62,368,5100,3400,921,2067,15300,13600,1
2017-02-07 09:57:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,233,1,1700,6800,328,18,3400,3400,1866,578,15300,18700,0
2017-02-07 09:58:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6,51,3400,5100,234,18,1700,5100,707,3370,11900,15300,1
2017-02-07 09:59:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,423,1315,1700,5100,1,718,1700,1700,1192,7511,10200,17000,1
2017-02-07 10:00:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,229,92,3400,6800,573,102,1700,1700,3694,970,10200,15300,0
2017-02-07 10:01:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,107,33,5100,5100,51,9,1700,1700,2323,539,11900,13600,0
2017-02-07 10:02:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,214,4014,1700,3400,51,20,3400,1700,3458,7990,11900,11900,0
2017-02-07 10:03:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,223,4173,1700,1700,683,145,1700,5100,5468,10339,10200,17000,0
2017-02-07 10:04:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,219,3953,1700,3400,944,149,1700,3400,6397,11656,10200,20400,0
2017-02-07 10:05:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,297,309,1700,3400,560,3500,1700,3400,3590,7207,10200,18700,0
2017-02-07 10:06:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,302,299,1700,3400,560,3484,1700,1700,4247,7274,10200,15300,0
2017-02-07 10:07:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18,444,5100,6800,3256,606,1700,1700,3969,9458,11900,17000,0
2017-02-07 10:08:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,75,3280,5100,1700,227,2,1700,5100,3609,10152,15300,17000,0
2017-02-07 10:09:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,432,777,6800,3400,22,3,1700,1700,1052,6485,13600,20400,0
2017-02-07 10:10:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17,1465,1700,3400,353,1862,1700,8500,1796,8685,10200,18700,0
2017-02-07 10:11:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,344,261,1700,5100,466,11,1700,1700,2247,3977,15300,17000,0
2017-02-07 10:12:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,773,1702,3400,1700,24,2347,3400,1700,1105,9421,11900,13600,0
2017-02-07 10:13:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,661,14,1700,3400,220,1719,1700,3400,3124,9353,8500,17000,0
2017-02-07 10:14:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,220,1314,3400,1700,229,5,1700,5100,2921,5263,13600,20400,0
2017-02-07 10:15:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,199,1,3400,1700,803,120,1700,5100,2791,3651,15300,18700,0
2017-02-07 10:16:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,117,290,3400,5100,335,135,1700,1700,1262,7749,13600,17000,0
2017-02-07 10:17:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,264,19,1700,5100,142,15,1700,1700,2314,1719,10200,20400,0
2017-02-07 10:18:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,211,101,1700,5100,30,1183,1700,3400,1619,5230,15300,17000,0
2017-02-07 10:19:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,444,144,1700,3400,250,10,3400,1700,5909,5880,15300,17000,0
2017-02-07 10:20:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,152,119,1700,5100,139,70,1700,1700,4783,6269,15300,15300,0
2017-02-07 10:21:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,153,54,1700,5100,401,68,1700,1700,5151,2989,17000,13600,0
2017-02-07 10:22:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3075,696,3400,8500,23,134,1700,3400,5306,4613,10200,17000,0
2017-02-07 10:23:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2775,2300,1700,3400,24,134,1700,3400,4165,9513,10200,13600,0
2017-02-07 10:24:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,958,1700,5100,366,69,1700,1700,2243,6498,11900,15300,0
2017-02-07 10:25:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,318,1227,1700,3400,5,121,1700,3400,1333,2285,10200,17000,0
2017-02-07 10:26:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,479,1700,3400,169,1727,3400,3400,2612,5781,13600,15300,0
2017-02-07 10:27:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,328,665,1700,3400,189,602,1700,5100,1109,7327,15300,15300,0
2017-02-07 10:28:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9,329,1700,1700,22,18,5100,1700,614,4940,17000,11900,0
2017-02-07 10:29:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,1080,1700,1700,52,18,5100,1700,441,5685,17000,17000,0
2017-02-07 10:30:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,223,721,1700,3400,36,2706,1700,1700,652,8570,13600,17000,0
2017-02-07 10:31:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,509,1,1700,1700,141,1348,1700,3400,2576,7629,10200,10200,0
2017-02-07 10:32:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,249,310,1700,5100,466,500,1700,1700,1699,7215,10200,15300,0
2017-02-07 10:33:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,256,191,1700,5100,25,745,1700,1700,1598,8375,10200,13600,0
2017-02-07 10:34:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,251,640,1700,1700,27,874,1700,5100,1457,8319,10200,15300,0
2017-02-07 10:35:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,130,487,1700,1700,29,1700,1700,1700,552,7346,10200,13600,0
