,stockVWAP,futureVWAP,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,stockTopBidPrice,stockTopAskPrice,futureTopBidPrice,futureTopAskPrice,stockNextBidPrice,stockNextAskPrice,futureNextBidPrice,futureNextAskPrice,stockTopBidVol,stockTopAskVol,futureTopBidVol,futureTopAskVol,stockNextBidVol,stockNextAskVol,futureNextBidVol,futureNextAskVol,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockTotalTradedVolume,futureTotalTradedVolume,stockTotalTradedValue,futureTotalTradedValue,market,Y
2017-02-06 09:17:00,864.221,865.857,864.042,865.270,864.337,866.583,864.300,864.900,865.050,865.850,864.200,864.950,865.000,865.900,130,73,2000,2000,73,101,1000,1000,439,1072,8000,6000,50552,146000,4389200610,12678645000,1485.080,0
2017-02-06 09:18:00,860.582,861.370,859.420,860.768,860.440,862.300,859.800,860.250,860.950,861.850,859.500,860.300,860.500,861.900,61,73,1000,1000,12,62,1000,1000,855,335,5000,5000,66827,201000,5790279495,17420800000,1482.510,0
2017-02-06 09:19:00,863.622,864.518,863.072,864.507,863.972,865.200,863.800,864.350,864.150,864.800,863.500,864.400,864.100,864.950,22,90,1000,1000,5,66,5000,1000,515,921,9000,8000,80298,246000,6952288640,21305120000,1485.640,0
2017-02-06 09:20:00,859.026,860.500,858.896,861.172,859.230,861.770,859.250,860.450,859.600,861.150,859.200,860.950,859.550,861.200,73,138,1000,1000,62,35,1000,1000,290,1774,5000,5000,91084,308000,7881659735,26649245000,1482.340,1
2017-02-06 09:21:00,859.338,859.715,858.807,859.692,858.758,860.643,859.000,859.250,859.300,860.300,858.950,859.350,859.100,860.350,73,3,1000,3000,106,25,2000,1000,632,263,6000,7000,98001,341000,8476567140,29489460000,1480.170,0
2017-02-06 09:22:00,862.843,863.205,862.733,863.586,862.440,864.067,862.850,863.300,862.800,863.800,862.800,863.350,862.500,863.850,73,39,1000,1000,62,62,1000,2000,333,1273,5000,6000,118907,377000,10276797340,32591035000,1477.600,0
2017-02-06 09:23:00,862.897,863.300,862.443,863.545,862.570,864.142,863.000,863.350,862.750,863.850,862.650,863.400,862.700,863.900,21,118,1000,1000,745,133,1000,1000,1227,1429,5000,6000,128703,402000,11122918465,34751200000,1476.250,0
2017-02-06 09:24:00,861.493,862.681,861.229,862.004,861.300,863.150,861.550,861.900,861.850,862.850,861.250,861.950,861.800,862.900,100,274,1000,1000,50,59,2000,1000,350,940,10000,6000,134905,414000,11657265915,35785745000,1474.220,0
2017-02-06 09:25:00,862.720,863.223,862.051,863.156,862.292,864.343,862.400,862.950,862.500,863.950,862.350,863.000,862.450,864.000,73,61,2000,1000,62,456,1000,2000,1086,1216,6000,7000,139228,427000,12030094805,36907745000,1480.850,0
2017-02-06 09:26:00,861.179,861.720,860.850,861.478,860.973,862.809,861.000,861.300,861.150,862.300,860.800,861.400,861.100,862.350,845,2,1000,1000,5,250,1000,1000,1142,492,11000,11000,145189,441000,12543624730,38114965000,1475.840,0
2017-02-06 09:27:00,860.790,861.369,860.034,860.786,860.100,861.630,860.200,860.450,860.300,861.350,860.150,860.750,860.250,861.400,118,50,1000,1000,203,30,2000,1000,2771,291,11000,5000,150509,460000,13001493220,39750835000,1476.600,0
2017-02-06 09:28:00,858.960,859.250,858.476,859.163,858.710,859.979,858.600,859.150,859.050,859.800,858.500,859.250,859.000,859.850,172,1000,1000,1000,825,3,1000,2000,1319,1058,5000,7000,159431,492000,13768997195,42504990000,1477.170,0
2017-02-06 09:29:00,859.434,860.716,858.822,859.849,859.870,861.550,859.000,859.500,860.300,860.600,858.950,859.750,860.250,861.000,92,20,1000,1000,16,93,1000,1000,1298,961,10000,6000,173277,524000,14957453825,45253665000,1473.600,0
2017-02-06 09:30:00,856.344,858.030,855.523,856.317,857.310,858.750,855.800,856.250,857.600,858.300,855.750,856.300,857.550,858.350,1125,258,1000,1000,130,118,1000,1000,2737,439,5000,5000,191969,551000,16559733595,47573190000,1472.950,0
2017-02-06 09:31:00,851.418,852.905,851.406,852.176,852.315,853.700,851.600,851.800,852.600,853.300,851.150,851.950,852.050,853.350,500,10,9000,1000,50,80,1000,1000,799,923,13000,6000,224943,655000,19367862185,56450945000,1474.310,0
2017-02-06 09:32:00,851.381,852.988,850.859,851.488,852.340,853.393,851.050,851.350,852.650,853.000,851.000,851.400,852.600,853.350,130,45,1000,2000,39,73,4000,1000,1158,252,10000,7000,235883,690000,20299372100,59436770000,1475.620,0
2017-02-06 09:33:00,844.644,846.268,844.661,846.742,845.275,848.013,844.750,845.350,845.550,847.700,844.700,845.700,845.500,847.850,144,99,1000,1000,181,90,2000,1000,441,1769,6000,8000,259100,776000,22266888040,66739755000,1472.930,0
2017-02-06 09:34:00,846.732,848.627,846.080,847.118,847.721,849.342,846.300,846.550,848.000,849.050,846.250,846.950,847.950,849.100,31,10,2000,2000,62,35,1000,1000,452,397,7000,6000,282766,863000,24267702970,74111145000,1474.170,0
2017-02-06 09:35:00,839.002,841.091,838.753,840.077,840.005,841.542,839.050,839.450,840.250,841.200,838.800,839.950,840.200,841.250,23,4,1000,1000,178,228,1000,1000,392,1424,10000,6000,313761,1005000,26880613810,86094805000,1472.770,0
2017-02-06 09:36:00,834.752,836.131,834.569,835.119,835.400,836.968,834.950,835.000,835.700,836.750,834.550,835.050,835.650,836.800,100,608,2000,1000,555,50,1000,1000,773,1427,10000,11000,337976,1117000,28906739345,95479415000,1466.560,1
2017-02-06 09:37:00,841.819,842.723,841.228,843.066,841.783,844.236,841.750,842.700,842.300,843.300,841.700,842.850,841.750,843.350,73,103,2000,1000,42,62,1000,1000,1332,2628,6000,7000,365484,1234000,31213070705,105300275000,1468.990,1
2017-02-06 09:38:00,845.964,846.825,846.003,846.881,846.070,847.580,846.300,846.700,846.200,847.150,846.250,846.750,846.150,847.200,62,126,1000,1000,90,73,1000,1000,571,2633,5000,5000,390356,1318000,33314191230,112395645000,1470.380,0
2017-02-06 09:39:00,842.948,843.727,842.438,843.294,843.042,844.317,842.550,843.150,843.250,843.950,842.500,843.200,843.200,844.000,73,48,1000,1000,80,73,1000,5000,398,300,6000,9000,410309,1359000,35001655750,115866585000,1471.230,1
2017-02-06 09:40:00,842.172,843.725,841.803,842.841,842.462,844.367,842.000,842.400,843.000,843.800,841.900,842.450,842.650,844.050,412,118,1000,1000,80,130,1000,2000,801,904,8000,6000,419067,1390000,35740292405,118483215000,1470.460,1
2017-02-06 09:41:00,842.389,843.021,842.088,842.939,842.175,843.983,842.250,842.750,842.750,843.700,842.200,842.800,842.650,843.750,73,73,1000,1000,62,62,1000,1000,312,465,6000,6000,425016,1414000,36241490210,120507340000,1471.800,1
2017-02-06 09:42:00,841.246,841.973,841.246,842.225,841.040,842.908,841.450,841.900,841.600,842.550,841.400,842.000,841.150,842.800,81,157,1000,2000,2,200,1000,1000,306,2407,5000,6000,428687,1430000,36550396375,121854600000,1468.330,1
2017-02-06 09:43:00,842.548,843.355,842.476,843.660,842.670,844.258,842.550,843.250,842.800,843.950,842.500,843.500,842.750,844.000,62,42,1000,1000,73,94,1000,1000,266,1465,5000,6000,435087,1447000,37090273405,123289025000,1470.450,1
2017-02-06 09:44:00,842.899,843.334,842.767,843.982,843.010,844.929,843.400,843.500,843.500,844.450,842.800,843.850,843.450,844.500,1,7,1000,1000,178,10,1000,1000,297,1271,5000,14000,438748,1475000,37398798555,125650380000,1472.230,1
2017-02-06 09:45:00,844.749,846.068,844.854,846.112,845.230,847.025,845.100,845.500,845.500,846.450,845.050,845.850,845.450,847.000,73,25,1000,1000,24,99,1000,2000,309,1948,5000,6000,445487,1497000,37968039485,127509885000,1474.490,0
2017-02-06 09:46:00,845.255,846.163,844.828,845.664,845.421,847.017,845.050,845.500,845.800,846.550,845.000,845.550,845.750,846.900,73,62,1000,1000,100,73,1000,1000,373,375,7000,9000,449591,1510000,38314753095,128609625000,1476.370,0
2017-02-06 09:47:00,845.433,846.254,845.419,846.372,845.800,846.950,845.600,845.900,845.950,846.750,845.450,846.000,845.900,846.800,200,77,1000,1000,150,100,1000,1000,513,1335,5000,7000,456796,1523000,38924344350,129710030000,1477.480,0
2017-02-06 09:48:00,847.065,847.608,847.160,848.187,846.675,848.814,847.300,847.950,847.500,848.500,847.250,848.000,846.750,848.550,116,73,1000,1000,118,122,1000,1000,360,3195,6000,7000,462449,1546000,39403203720,131659270000,1476.590,0
2017-02-06 09:49:00,843.127,844.114,843.117,843.980,843.317,844.730,843.200,843.450,844.000,844.250,843.150,843.500,843.450,844.300,118,1,1000,1000,78,50,1000,1000,428,4267,6000,5000,468678,1567000,39930013395,133434630000,1472.450,0
2017-02-06 09:50:00,841.073,842.373,840.465,841.349,841.475,843.050,840.550,841.200,841.800,842.500,840.500,841.250,841.750,842.950,90,62,1000,1000,279,73,3000,1000,677,286,8000,7000,477249,1604000,40650962310,136549915000,1470.670,1
2017-02-06 09:51:00,843.777,844.115,842.700,844.017,843.210,845.020,843.500,843.900,843.500,844.650,843.100,843.950,843.450,844.700,35,38,1000,1000,128,40,1000,1000,1394,678,5000,5000,482821,1625000,41119721465,138318635000,1469.900,0
2017-02-06 09:52:00,842.615,843.841,842.443,843.577,843.025,844.630,842.600,843.000,843.350,844.300,842.550,843.250,843.250,844.350,166,73,2000,1000,118,90,1000,1000,440,812,6000,5000,486829,1661000,41458173190,141360195000,1471.150,0
2017-02-06 09:53:00,840.998,842.381,840.653,841.561,841.579,842.833,840.800,841.050,842.200,842.400,840.750,841.450,842.000,842.650,127,105,1000,2000,85,593,2000,1000,962,1750,7000,6000,490714,1667000,41785401065,141866280000,1470.990,1
2017-02-06 09:54:00,842.061,843.355,842.025,842.905,842.890,843.820,842.150,842.500,843.100,843.600,842.100,842.600,843.050,843.650,62,1,1000,1000,73,50,1000,1000,267,661,5000,5000,491800,1685000,41876846055,143384490000,1469.980,0
2017-02-06 09:55:00,840.657,841.209,840.024,840.658,840.530,842.167,840.250,840.600,840.850,841.600,840.100,840.650,840.700,841.850,25,475,1000,1000,1336,962,1000,1000,5817,1610,5000,6000,498090,1709000,42405633775,145403965000,1468.090,1
2017-02-06 09:56:00,840.049,841.130,839.931,840.533,840.167,841.608,840.000,840.250,840.400,841.000,839.850,840.350,840.350,841.550,1455,500,2000,1000,178,100,1000,1000,2036,2401,9000,6000,508293,1723000,43263007080,146581250000,1464.890,1
2017-02-06 09:57:00,840.535,841.545,839.861,840.922,841.020,842.200,840.200,840.500,841.200,841.600,840.050,840.850,841.150,841.850,10,17,1000,1000,71,23,1000,1000,464,302,5000,6000,516146,1738000,43922349100,147842655000,1461.160,1
2017-02-06 09:58:00,839.791,841.033,839.570,840.361,840.129,841.640,839.700,840.000,840.600,841.300,839.650,840.200,840.550,841.550,182,30,1000,1000,56,470,1000,1000,461,915,7000,5000,519512,1770000,44204879685,150531855000,1464.250,1
2017-02-06 09:59:00,840.759,841.645,840.380,841.407,840.770,842.520,840.500,840.900,841.050,842.000,840.450,841.000,841.000,842.300,50,3,1000,1000,186,1,1000,1000,574,415,5000,5000,526008,1796000,44750320970,152717865000,1466.410,1
2017-02-06 10:00:00,841.805,842.304,841.197,842.032,841.560,843.386,841.500,841.600,841.900,843.000,841.250,841.900,841.650,843.350,51,18,1000,1000,91,100,1000,2000,1227,417,5000,7000,529388,1806000,45034813785,153560605000,1468.450,1
2017-02-06 10:01:00,842.015,842.660,841.355,842.127,841.880,843.440,841.600,841.950,842.250,843.200,841.350,842.000,842.200,843.350,1000,3,1000,1000,28,100,1000,1000,2499,266,5000,5000,532413,1812000,45289335550,154066165000,1465.470,0
2017-02-06 10:02:00,842.960,844.010,842.514,843.359,843.340,844.680,842.700,843.150,843.500,844.500,842.650,843.200,843.400,844.550,42,73,1000,1000,35,62,1000,1000,264,273,5000,5000,535761,1831000,45571571660,155669515000,1469.720,0
2017-02-06 10:03:00,841.649,842.786,841.237,841.811,842.090,843.533,841.500,841.650,842.350,843.350,841.200,841.800,842.300,843.400,434,217,1000,2000,985,50,1000,1000,1681,493,5000,6000,540101,1839000,45936859870,156344320000,1470.670,1
