,stockVWAP,futureVWAP,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,stockTopBidPrice,stockTopAskPrice,futureTopBidPrice,futureTopAskPrice,stockNextBidPrice,stockNextAskPrice,futureNextBidPrice,futureNextAskPrice,stockTopBidVol,stockTopAskVol,futureTopBidVol,futureTopAskVol,stockNextBidVol,stockNextAskVol,futureNextBidVol,futureNextAskVol,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,Y
2017-02-06 09:17:00,191.761,191.931,191.499,191.891,191.631,192.080,191.65,191.75,191.80,191.95,191.60,191.80,191.75,192.00,50,50,3000,3000,1208,1075,6000,3000,10348,5692,24000,15000,0
2017-02-06 09:18:00,191.651,191.872,191.438,191.878,191.706,192.050,191.60,191.70,191.80,191.95,191.55,191.75,191.75,192.00,108,547,3000,3000,1055,835,9000,9000,11896,11027,24000,24000,0
2017-02-06 09:19:00,191.626,191.773,191.441,191.859,191.700,192.160,191.60,191.70,191.80,191.90,191.55,191.75,191.75,192.05,301,159,6000,3000,50,624,3000,3000,9499,12034,21000,45000,0
2017-02-06 09:20:00,191.201,191.550,191.139,191.506,191.311,191.713,191.25,191.35,191.40,191.65,191.20,191.40,191.35,191.70,1864,534,9000,12000,27,50,3000,3000,5765,13956,27000,24000,0
2017-02-06 09:21:00,191.019,191.300,190.864,191.245,191.017,191.406,190.90,191.10,191.15,191.30,190.85,191.15,191.10,191.35,37481,146,6000,6000,816,1089,3000,3000,47930,21121,78000,51000,0
2017-02-06 09:22:00,190.907,191.123,190.810,191.302,190.850,191.260,191.00,191.20,190.95,191.15,190.90,191.25,190.90,191.20,20,4523,9000,3000,97,4020,3000,3000,3016,26159,30000,15000,0
2017-02-06 09:23:00,190.941,191.140,190.885,191.246,190.975,191.350,191.00,191.10,191.10,191.20,190.95,191.15,191.00,191.25,1445,1381,6000,3000,985,984,6000,3000,6733,21010,24000,21000,0
2017-02-06 09:24:00,190.835,191.038,190.661,191.045,190.850,191.239,190.80,190.90,191.00,191.10,190.75,190.95,190.90,191.15,554,50,6000,6000,1765,1553,3000,3000,13493,15290,24000,27000,1
2017-02-06 09:25:00,191.456,191.822,191.339,191.761,191.564,191.972,191.50,191.60,191.70,191.90,191.45,191.65,191.65,191.95,300,589,6000,9000,360,1152,3000,6000,4379,11390,33000,27000,0
2017-02-06 09:26:00,190.883,191.170,190.741,191.068,191.007,191.375,190.85,190.90,191.15,191.25,190.80,191.00,191.05,191.30,100,780,3000,3000,1856,450,3000,6000,5347,5890,21000,24000,0
