,stockVWAP,futureVWAP,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,stockTopBidPrice,stockTopAskPrice,futureTopBidPrice,futureTopAskPrice,stockNextBidPrice,stockNextAskPrice,futureNextBidPrice,futureNextAskPrice,stockTopBidVol,stockTopAskVol,futureTopBidVol,futureTopAskVol,stockNextBidVol,stockNextAskVol,futureNextBidVol,futureNextAskVol,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,Y
2017-02-06 09:17:00,104.254,104.309,104.143,104.488,104.154,104.625,104.25,104.40,104.25,104.40,104.20,104.45,104.10,104.45,2408,17212,72000,27000,5912,11174,9000,18000,23359,64099,117000,90000,0
2017-02-06 09:18:00,104.240,104.273,104.078,104.415,104.162,104.467,104.25,104.30,104.25,104.35,104.15,104.35,104.10,104.40,4892,7631,72000,18000,5912,10100,9000,18000,49214,61760,117000,81000,0
2017-02-06 09:19:00,104.252,104.206,104.105,104.403,104.086,104.390,104.25,104.30,104.25,104.30,104.20,104.35,104.10,104.35,1273,20881,18000,27000,1000,1373,9000,18000,29727,54551,63000,90000,0
2017-02-06 09:20:00,104.020,104.080,103.893,104.280,103.843,104.269,104.00,104.10,104.00,104.15,103.95,104.15,103.95,104.20,13261,1319,9000,18000,4314,1275,9000,9000,40562,38184,63000,72000,0
2017-02-06 09:21:00,104.026,104.109,103.964,104.285,103.957,104.315,104.05,104.15,104.05,104.15,104.00,104.20,104.00,104.30,300,735,18000,18000,7849,829,9000,27000,12546,23835,63000,90000,0
2017-02-06 09:22:00,103.961,103.971,103.784,104.007,103.750,104.169,103.90,103.95,103.90,104.05,103.85,104.00,103.80,104.10,1393,5100,9000,18000,2585,1351,18000,9000,11269,9952,81000,72000,0
2017-02-06 09:23:00,103.796,103.940,103.744,104.034,103.739,104.125,103.85,103.90,103.90,104.00,103.80,103.95,103.80,104.10,1474,324,9000,27000,3015,1516,9000,36000,12357,32290,81000,108000,1
2017-02-06 09:24:00,103.934,103.985,103.785,104.020,103.769,104.156,103.90,103.95,103.90,104.00,103.85,104.00,103.85,104.10,719,1249,9000,9000,2299,16848,9000,27000,18364,23390,72000,81000,0
2017-02-06 09:25:00,103.925,104.039,103.812,104.086,103.850,104.161,103.90,104.00,104.00,104.05,103.85,104.05,103.95,104.10,4061,16222,9000,9000,5502,2879,18000,27000,22953,34000,90000,81000,1
2017-02-06 09:26:00,103.896,103.953,103.776,104.023,103.756,104.156,103.85,103.95,103.90,104.00,103.80,104.00,103.80,104.10,2408,931,9000,9000,11672,16111,18000,27000,20442,21903,81000,81000,1
2017-02-06 09:27:00,103.897,103.962,103.778,104.021,103.756,104.162,103.85,103.95,103.90,104.00,103.80,104.00,103.80,104.10,3034,1097,9000,9000,11672,16036,18000,18000,21068,22263,81000,72000,1
2017-02-06 09:28:00,103.991,104.018,103.831,104.065,103.769,104.244,103.95,104.00,104.00,104.10,103.90,104.05,103.80,104.15,150,12428,18000,9000,4154,2309,27000,18000,18640,22281,117000,81000,0
2017-02-06 09:29:00,103.958,104.035,103.806,104.036,103.821,104.192,103.90,103.95,103.95,104.05,103.85,104.00,103.90,104.10,3084,887,9000,9000,3434,5798,9000,9000,20542,12141,63000,54000,0
2017-02-06 09:30:00,103.883,104.047,103.771,104.002,103.839,104.263,103.85,103.90,103.95,104.10,103.80,103.95,103.90,104.15,1858,732,18000,9000,9252,1399,9000,9000,17400,12360,81000,72000,1
2017-02-06 09:31:00,103.864,104.025,103.774,104.003,103.789,104.250,103.85,103.90,103.95,104.15,103.80,103.95,103.90,104.20,2581,309,9000,27000,7452,2630,9000,18000,15147,14682,81000,99000,1
