,stockVWAP,futureVWAP,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,stockTopBidPrice,stockTopAskPrice,futureTopBidPrice,futureTopAskPrice,stockNextBidPrice,stockNextAskPrice,futureNextBidPrice,futureNextAskPrice,stockTopBidVol,stockTopAskVol,futureTopBidVol,futureTopAskVol,stockNextBidVol,stockNextAskVol,futureNextBidVol,futureNextAskVol,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,Y
2017-02-06 09:17:00,158.148,158.358,158.128,158.392,157.942,158.725,158.20,158.30,158.15,158.35,158.15,158.35,158.05,158.70,99,605,4500,4500,500,805,4500,9000,943,5980,27000,27000,0
2017-02-06 09:18:00,158.123,158.277,157.884,158.233,158.025,158.493,158.00,158.15,158.15,158.40,157.95,158.20,158.10,158.45,834,1012,9000,9000,724,430,4500,4500,4986,3444,36000,31500,0
2017-02-06 09:19:00,157.871,158.064,157.719,158.078,157.883,158.210,157.90,157.95,158.00,158.10,157.80,158.00,157.95,158.15,1000,878,13500,4500,50,999,9000,4500,7397,11077,40500,22500,0
2017-02-06 09:20:00,157.228,157.463,157.164,157.552,157.287,157.675,157.25,157.40,157.40,157.55,157.20,157.45,157.35,157.60,1454,36,13500,4500,854,798,4500,9000,5028,9970,36000,36000,0
2017-02-06 09:21:00,157.707,157.508,157.346,157.738,157.320,157.867,157.55,157.65,157.40,157.70,157.50,157.70,157.35,157.75,377,649,13500,22500,377,834,9000,4500,7875,3470,45000,67500,0
2017-02-06 09:22:00,157.249,157.256,156.984,157.357,157.000,157.371,157.10,157.25,157.10,157.30,157.05,157.30,157.05,157.35,5257,377,13500,13500,1311,7265,4500,4500,31829,14588,49500,31500,0
2017-02-06 09:23:00,157.382,157.213,157.034,157.479,157.000,157.500,157.20,157.35,157.10,157.35,157.15,157.40,157.05,157.40,2042,964,9000,4500,477,507,4500,9000,18588,7992,36000,36000,0
2017-02-06 09:24:00,156.982,156.979,156.946,157.253,156.683,157.175,157.00,157.10,156.85,157.05,156.95,157.15,156.80,157.10,5899,1555,4500,9000,4359,377,4500,4500,13291,16987,27000,27000,1
2017-02-06 09:25:00,157.263,157.179,157.142,157.476,157.040,157.478,157.25,157.35,157.15,157.35,157.20,157.40,157.10,157.40,493,377,4500,4500,1409,1857,4500,9000,5402,7602,22500,40500,0
2017-02-06 09:26:00,157.144,157.148,156.972,157.223,156.828,157.243,157.05,157.15,156.95,157.05,157.00,157.20,156.90,157.15,600,456,4500,4500,7135,4723,4500,4500,14435,7250,103500,31500,1
2017-02-06 09:27:00,156.750,156.763,156.521,156.955,156.550,156.929,156.70,156.80,156.65,156.75,156.65,156.85,156.60,156.80,162,1482,9000,4500,788,377,4500,9000,15646,17487,36000,31500,1
2017-02-06 09:28:00,156.833,156.808,156.631,157.042,156.569,156.900,156.80,156.90,156.65,156.80,156.75,156.95,156.60,156.85,494,454,9000,13500,1306,1687,40500,4500,14209,19284,108000,36000,1
2017-02-06 09:29:00,156.801,156.823,156.708,157.048,156.484,156.917,156.80,156.95,156.60,156.80,156.75,157.00,156.55,156.85,518,2393,4500,4500,2353,1177,9000,4500,5026,12343,99000,27000,1
2017-02-06 09:30:00,156.808,156.845,156.712,157.113,156.483,156.956,156.85,156.95,156.60,156.85,156.80,157.00,156.55,156.90,150,2673,4500,9000,299,2028,9000,4500,5052,19872,103500,36000,1
2017-02-06 09:31:00,157.369,157.226,157.120,157.520,157.012,157.367,157.25,157.40,157.10,157.25,157.20,157.45,157.05,157.30,299,1353,4500,4500,1650,1356,36000,4500,11880,7992,58500,27000,0
2017-02-06 09:32:00,157.493,157.420,157.243,157.598,157.150,157.539,157.40,157.50,157.30,157.40,157.35,157.55,157.25,157.45,477,4500,4500,4500,1422,2007,9000,9000,15797,13605,58500,40500,0
2017-02-06 09:33:00,156.925,156.948,156.863,157.278,156.729,157.111,157.00,157.10,156.80,157.00,156.95,157.15,156.75,157.10,303,507,4500,13500,1270,1262,36000,4500,5376,16241,54000,40500,1
2017-02-06 09:34:00,157.312,157.178,157.133,157.536,157.000,157.422,157.25,157.40,157.15,157.30,157.20,157.45,157.05,157.35,1663,130,9000,4500,392,1113,9000,4500,11590,12064,40500,40500,0
2017-02-06 09:35:00,157.176,157.196,157.040,157.450,156.918,157.375,157.15,157.30,157.05,157.20,157.10,157.35,157.00,157.30,1211,941,4500,4500,1677,2080,4500,13500,9343,12530,63000,45000,1
2017-02-06 09:36:00,157.183,157.176,157.042,157.375,156.858,157.242,157.15,157.25,157.05,157.15,157.10,157.30,156.95,157.20,377,515,4500,4500,2024,2577,4500,9000,7471,8306,58500,27000,1
2017-02-06 09:37:00,157.147,157.066,156.850,157.224,156.793,157.138,157.00,157.10,156.90,157.05,156.95,157.15,156.85,157.10,539,416,13500,13500,1314,2175,4500,4500,20295,7680,94500,36000,1
2017-02-06 09:38:00,157.277,157.250,157.149,157.569,157.053,157.442,157.30,157.40,157.15,157.25,157.25,157.45,157.10,157.35,1337,507,9000,4500,507,2411,9000,9000,11086,27017,81000,58500,0
2017-02-06 09:39:00,157.329,157.417,157.246,157.627,157.103,157.478,157.35,157.50,157.25,157.40,157.30,157.55,157.20,157.45,2185,6407,9000,13500,816,1319,4500,4500,11366,29451,76500,40500,0
2017-02-06 09:40:00,157.548,157.700,157.445,157.792,157.359,157.693,157.55,157.65,157.50,157.60,157.50,157.70,157.45,157.65,439,383,4500,13500,4676,2446,4500,4500,13862,20392,99000,31500,0
2017-02-06 09:41:00,157.498,157.439,157.227,157.657,157.237,157.556,157.40,157.50,157.30,157.45,157.35,157.55,157.25,157.50,25,810,31500,9000,1482,1456,31500,9000,23349,15923,90000,36000,0
2017-02-06 09:42:00,157.235,157.216,156.943,157.352,156.855,157.375,157.10,157.20,156.95,157.20,157.05,157.25,156.90,157.30,507,320,13500,9000,1397,355,31500,4500,12555,5383,94500,36000,0
2017-02-06 09:43:00,157.352,157.445,157.225,157.646,157.150,157.483,157.35,157.50,157.30,157.40,157.30,157.55,157.25,157.45,130,1032,4500,9000,2427,1737,4500,4500,11959,22224,58500,27000,0
2017-02-06 09:44:00,157.516,157.616,157.351,157.766,157.317,157.664,157.50,157.65,157.45,157.55,157.45,157.70,157.40,157.65,130,2410,4500,9000,2373,4682,4500,9000,9909,21208,67500,31500,0
2017-02-06 09:45:00,157.530,157.520,157.344,157.775,157.282,157.590,157.50,157.65,157.45,157.50,157.45,157.70,157.35,157.55,834,2119,4500,9000,2373,3906,9000,13500,15243,27219,90000,45000,0
2017-02-06 09:46:00,157.469,157.505,157.323,157.741,157.282,157.562,157.45,157.60,157.40,157.50,157.40,157.65,157.35,157.55,2513,1438,4500,22500,1983,1611,9000,13500,16904,27371,85500,58500,0
