,stockVWAP,futureVWAP,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,stockTopBidPrice,stockTopAskPrice,futureTopBidPrice,futureTopAskPrice,stockNextBidPrice,stockNextAskPrice,futureNextBidPrice,futureNextAskPrice,stockTopBidVol,stockTopAskVol,futureTopBidVol,futureTopAskVol,stockNextBidVol,stockNextAskVol,futureNextBidVol,futureNextAskVol,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockTotalTradedVolume,futureTotalTradedVolume,stockTotalTradedValue,futureTotalTradedValue,market,Y
2017-01-25 09:17:00,65.296,65.447,65.136,65.414,65.312,65.564,65.25,65.30,65.40,65.45,65.20,65.35,65.35,65.50,8794,14572,176000,22000,52596,29352,66000,44000,216815,160402,550000,308000,82453,418000,241271130,1229140000,941.36,0
2017-01-25 09:18:00,65.335,65.522,65.166,65.463,65.332,65.631,65.30,65.35,65.45,65.55,65.25,65.40,65.40,65.60,1926,25314,44000,88000,48818,39672,88000,154000,217540,218835,484000,462000,102190,572000,299115290,1683110000,940.90,0
2017-01-25 09:19:00,65.329,65.512,65.174,65.467,65.339,65.624,65.30,65.35,65.45,65.55,65.25,65.40,65.40,65.60,12931,25127,88000,132000,44799,25433,88000,176000,214494,214300,506000,550000,110297,704000,322891650,2072180000,932.70,0
2017-01-25 09:20:00,65.323,65.468,65.178,65.468,65.338,65.598,65.30,65.35,65.45,65.50,65.25,65.40,65.40,65.55,14435,27424,66000,66000,51975,32917,88000,154000,226848,239793,462000,572000,118878,770000,348051245,2266990000,934.19,0
2017-01-25 09:21:00,65.273,65.447,65.143,65.419,65.293,65.579,65.25,65.30,65.40,65.50,65.20,65.35,65.35,65.55,22096,11324,110000,154000,47275,34552,66000,154000,196514,186420,506000,638000,156661,902000,458751415,2655730000,937.82,0
2017-01-25 09:22:00,65.241,65.368,65.076,65.369,65.208,65.517,65.20,65.25,65.35,65.40,65.15,65.30,65.30,65.45,13452,12348,22000,44000,43983,41870,22000,44000,220664,184883,396000,506000,206519,1144000,604590765,3367210000,936.65,0
2017-01-25 09:23:00,65.296,65.373,65.102,65.395,65.235,65.559,65.25,65.30,65.35,65.45,65.20,65.35,65.30,65.50,1500,42637,44000,66000,31108,65188,66000,132000,227937,244540,440000,638000,215221,1232000,630038870,3625820000,936.43,0
2017-01-25 09:24:00,65.188,65.337,65.032,65.315,65.190,65.496,65.15,65.20,65.30,65.40,65.10,65.25,65.25,65.45,18871,15002,44000,88000,51593,52900,88000,176000,270328,229315,440000,572000,282294,1254000,825931660,3690390000,935.42,1
2017-01-25 09:25:00,65.246,65.391,65.084,65.354,65.218,65.541,65.20,65.25,65.35,65.45,65.15,65.30,65.30,65.50,6603,46753,22000,110000,92078,42088,66000,176000,286938,230857,440000,638000,309896,1364000,906433555,4013680000,935.38,0
2017-01-25 09:26:00,65.189,65.312,65.048,65.324,65.184,65.476,65.15,65.20,65.30,65.35,65.10,65.25,65.25,65.40,29854,9742,22000,22000,94100,54595,88000,66000,317395,217972,418000,462000,348796,1408000,1020051555,4142820000,934.48,1
2017-01-25 09:27:00,65.243,65.362,65.096,65.360,65.240,65.530,65.20,65.25,65.35,65.40,65.15,65.30,65.30,65.45,43678,33611,66000,22000,78744,47074,66000,44000,324380,233095,462000,484000,370641,1452000,1083814135,4271960000,937.18,0
2017-01-25 09:28:00,65.305,65.384,65.134,65.401,65.248,65.571,65.25,65.30,65.35,65.45,65.20,65.35,65.30,65.50,56499,45477,66000,44000,55900,44693,110000,66000,334628,237273,484000,528000,408126,1474000,1193472380,4336640000,933.42,0
2017-01-25 09:29:00,65.306,65.420,65.146,65.399,65.276,65.560,65.25,65.30,65.40,65.45,65.20,65.35,65.35,65.50,53495,50403,44000,66000,104797,44493,44000,88000,382261,241299,462000,550000,416330,1474000,1217487580,4336640000,931.26,0
2017-01-25 09:30:00,65.312,65.419,65.146,65.404,65.276,65.552,65.25,65.30,65.40,65.45,65.20,65.35,65.35,65.50,55167,39977,44000,110000,119797,45290,44000,88000,420933,233374,462000,594000,421332,1474000,1232126300,4336640000,937.40,0
2017-01-25 09:31:00,65.310,65.420,65.143,65.410,65.287,65.556,65.25,65.30,65.40,65.45,65.20,65.35,65.35,65.50,60550,13267,88000,88000,85971,71403,44000,88000,409753,234890,506000,572000,468294,1474000,1369680455,4336640000,941.45,0
2017-01-25 09:32:00,65.315,65.434,65.140,65.416,65.277,65.556,65.25,65.30,65.40,65.45,65.20,65.35,65.35,65.50,28967,3000,88000,88000,122611,69606,44000,88000,426139,222936,572000,572000,521240,1474000,1524770655,4336640000,951.12,0
2017-01-25 09:33:00,65.301,65.475,65.139,65.407,65.292,65.600,65.25,65.30,65.40,65.50,65.20,65.35,65.35,65.55,32973,6620,154000,66000,93900,93228,88000,154000,347641,242470,726000,550000,564436,1562000,1651269920,4595800000,970.05,0
2017-01-25 09:34:00,65.254,65.385,65.074,65.360,65.233,65.493,65.20,65.25,65.35,65.40,65.15,65.30,65.30,65.45,20333,20401,44000,176000,71054,54081,154000,88000,375744,278642,638000,660000,660969,1782000,1933836955,5242710000,967.08,0
2017-01-25 09:35:00,65.186,65.344,65.031,65.318,65.202,65.459,65.15,65.20,65.30,65.35,65.10,65.25,65.25,65.40,21407,24715,154000,88000,75606,69518,88000,44000,376635,327805,704000,484000,684201,1870000,2001665405,5500990000,970.50,1
2017-01-25 09:36:00,65.246,65.394,65.073,65.348,65.243,65.517,65.20,65.25,65.35,65.40,65.15,65.30,65.30,65.45,15186,53451,88000,22000,67119,59681,176000,132000,352564,318097,748000,528000,725960,1958000,2123637685,5759270000,974.16,0
2017-01-25 09:37:00,65.194,65.338,65.035,65.319,65.202,65.454,65.15,65.20,65.30,65.35,65.10,65.25,65.25,65.40,21147,21504,132000,88000,100060,70071,88000,66000,430516,318764,682000,528000,747995,2112000,2188004645,6211480000,965.85,1
2017-01-25 09:38:00,65.196,65.334,65.042,65.311,65.198,65.452,65.15,65.20,65.30,65.35,65.10,65.25,65.25,65.40,35577,31380,110000,88000,127330,82777,88000,88000,473034,334366,638000,550000,762996,2156000,2231777315,6340510000,963.59,0
2017-01-25 09:39:00,65.204,65.365,65.043,65.328,65.192,65.506,65.15,65.20,65.30,65.40,65.10,65.25,65.25,65.45,53222,3509,88000,66000,97781,45361,88000,132000,463225,262885,660000,550000,772468,2222000,2259434840,6534220000,965.74,0
2017-01-25 09:40:00,65.202,65.362,65.045,65.314,65.194,65.487,65.15,65.20,65.30,65.40,65.10,65.25,65.25,65.45,52304,19665,88000,154000,119909,75891,88000,154000,490556,305059,682000,660000,791968,2266000,2316364840,6663360000,960.27,0
2017-01-25 09:41:00,65.260,65.391,65.076,65.342,65.238,65.508,65.20,65.25,65.35,65.40,65.15,65.30,65.30,65.45,6000,73402,88000,66000,101727,67980,154000,110000,446731,336394,704000,572000,809084,2266000,2366343335,6663360000,961.80,0
2017-01-25 09:42:00,65.257,65.387,65.081,65.344,65.245,65.508,65.20,65.25,65.35,65.40,65.15,65.30,65.30,65.45,24204,66434,88000,66000,107425,71093,176000,110000,443710,332633,704000,572000,818661,2266000,2394312500,6663360000,962.12,0
