,stockVWAP,futureVWAP,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,stockTopBidPrice,stockTopAskPrice,futureTopBidPrice,futureTopAskPrice,stockNextBidPrice,stockNextAskPrice,futureNextBidPrice,futureNextAskPrice,stockTopBidVol,stockTopAskVol,futureTopBidVol,futureTopAskVol,stockNextBidVol,stockNextAskVol,futureNextBidVol,futureNextAskVol,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,Y
2017-02-06 09:17:00,1341.876,1342.240,1341.914,1342.590,1341.080,1342.200,1342.00,1342.35,1341.35,1341.80,1341.85,1342.40,1341.25,1341.85,258,25,500,1000,1,609,500,500,398,1731,7500,3000,1
2017-02-06 09:18:00,1344.273,1343.479,1343.822,1344.714,1342.900,1344.007,1344.25,1344.40,1343.20,1343.85,1344.20,1344.45,1343.05,1343.95,45,6,500,1000,85,20,500,500,467,444,3500,3500,0
2017-02-06 09:19:00,1348.577,1348.146,1348.447,1349.037,1347.600,1348.692,1348.55,1348.75,1348.00,1348.20,1348.50,1348.85,1347.70,1348.70,112,136,500,500,173,50,500,500,372,492,3000,3000,0
2017-02-06 09:20:00,1347.461,1347.582,1346.864,1347.793,1347.307,1348.465,1347.05,1347.35,1347.50,1348.00,1347.00,1347.70,1347.45,1348.25,55,50,500,1000,308,81,1500,500,932,490,3500,5000,0
2017-02-06 09:21:00,1346.151,1346.476,1346.353,1346.941,1346.056,1346.985,1346.50,1346.75,1346.30,1346.75,1346.20,1346.80,1346.25,1346.80,421,66,500,500,1,350,500,500,532,1532,4500,5000,0
2017-02-06 09:22:00,1345.367,1345.527,1344.921,1345.486,1344.944,1345.992,1345.00,1345.25,1345.15,1345.85,1344.90,1345.60,1345.10,1345.90,656,54,500,500,2,2,500,500,970,85,4500,3000,0
2017-02-06 09:23:00,1344.964,1345.377,1344.434,1345.372,1345.117,1345.900,1345.00,1345.05,1345.25,1345.60,1344.90,1345.20,1345.20,1345.90,109,49,500,2500,2,188,500,1000,1161,1252,3000,9000,0
2017-02-06 09:24:00,1345.033,1344.955,1344.754,1345.232,1344.783,1345.846,1344.90,1345.00,1345.20,1345.70,1344.85,1345.30,1345.00,1345.80,28,529,1000,5000,251,5,500,1500,878,1170,3000,12500,0
2017-02-06 09:25:00,1344.145,1344.729,1343.757,1344.696,1344.183,1345.142,1344.00,1344.55,1344.40,1345.00,1343.80,1344.60,1344.35,1345.05,327,64,500,1000,25,475,500,500,1027,1478,3000,3000,0
2017-02-06 09:26:00,1344.693,1344.774,1344.514,1345.013,1344.557,1345.521,1344.60,1344.75,1344.80,1345.00,1344.55,1345.00,1344.65,1345.50,83,166,1000,1500,2,587,500,500,588,1296,3500,7000,0
2017-02-06 09:27:00,1344.085,1344.725,1343.688,1344.176,1344.310,1345.140,1343.85,1344.00,1344.55,1344.80,1343.80,1344.20,1344.50,1345.00,80,632,500,500,103,106,500,500,1032,1203,2500,2500,0
2017-02-06 09:28:00,1343.034,1343.879,1342.629,1343.405,1343.383,1344.412,1342.85,1343.00,1343.55,1344.20,1342.80,1343.35,1343.50,1344.45,2,25,500,1500,16,383,500,500,576,816,3000,4000,0
2017-02-06 09:29:00,1339.497,1340.437,1339.074,1339.518,1339.979,1341.056,1339.45,1339.50,1340.30,1340.85,1339.25,1339.60,1340.25,1340.90,66,1192,500,500,26,59,500,500,499,1323,3500,4000,0
2017-02-06 09:30:00,1342.451,1343.971,1342.287,1343.042,1343.425,1344.517,1342.40,1342.95,1343.65,1344.20,1342.35,1343.00,1343.50,1344.55,91,209,1000,1000,55,353,500,500,200,782,3000,3000,0
2017-02-06 09:31:00,1343.478,1344.289,1343.169,1343.627,1343.100,1344.417,1343.40,1343.45,1343.65,1344.00,1343.35,1343.65,1343.50,1344.10,20,223,1000,1000,6,64,500,500,250,608,8500,3000,0
2017-02-06 09:32:00,1341.895,1342.412,1341.120,1342.052,1342.067,1342.857,1341.30,1341.70,1342.30,1342.65,1341.25,1342.00,1342.25,1342.70,493,41,500,500,616,2,500,500,2681,327,3000,3500,0
2017-02-06 09:33:00,1342.374,1343.361,1342.067,1342.832,1343.031,1343.583,1342.30,1342.45,1343.25,1343.40,1342.20,1342.50,1343.15,1343.50,85,265,1000,500,14,3,500,500,458,902,4000,3000,0
2017-02-06 09:34:00,1341.222,1342.315,1340.472,1341.166,1341.936,1342.717,1340.85,1341.00,1342.10,1342.50,1340.60,1341.25,1342.05,1342.55,53,155,1000,500,80,18,500,500,838,264,3500,3000,0
2017-02-06 09:35:00,1341.566,1342.650,1341.059,1341.877,1342.225,1343.286,1341.20,1341.70,1342.60,1342.90,1341.15,1341.75,1342.50,1342.95,48,246,500,500,121,200,500,500,1408,1050,3000,3500,0
2017-02-06 09:36:00,1341.849,1343.054,1341.375,1341.954,1342.557,1343.340,1341.60,1341.75,1342.75,1343.00,1341.55,1341.85,1342.70,1343.35,21,117,500,500,55,1,500,500,1096,595,3500,2500,0
2017-02-06 09:37:00,1342.870,1343.865,1342.474,1343.154,1343.440,1344.290,1342.60,1343.00,1343.65,1344.10,1342.50,1343.15,1343.60,1344.25,50,280,500,500,797,25,500,500,1044,809,2500,2500,0
2017-02-06 09:38:00,1342.120,1343.211,1342.171,1342.619,1342.531,1343.608,1342.25,1342.45,1343.05,1343.45,1342.20,1342.50,1342.55,1343.50,124,16,500,500,2,537,500,1000,159,1376,4000,3000,0
2017-02-06 09:39:00,1341.641,1342.900,1341.530,1341.752,1342.550,1343.336,1341.55,1341.70,1342.65,1343.00,1341.50,1341.75,1342.60,1343.25,487,23,500,500,5,236,500,1500,519,267,2500,3500,0
