,stockVWAP,futureVWAP,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,stockTopBidPrice,stockTopAskPrice,futureTopBidPrice,futureTopAskPrice,stockNextBidPrice,stockNextAskPrice,futureNextBidPrice,futureNextAskPrice,stockTopBidVol,stockTopAskVol,futureTopBidVol,futureTopAskVol,stockNextBidVol,stockNextAskVol,futureNextBidVol,futureNextAskVol,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,Y
2017-02-06 09:17:00,306.401,306.056,306.131,306.545,305.933,306.345,306.30,306.40,306.05,306.20,306.25,306.45,306.00,306.25,677,177,1700,1700,153,281,3400,5100,7094,6288,10200,18700,0
2017-02-06 09:18:00,306.113,305.907,305.926,306.217,305.757,306.062,306.05,306.10,305.85,305.95,306.00,306.15,305.80,306.00,82,890,1700,1700,2987,2543,3400,5100,11694,7156,11900,13600,0
2017-02-06 09:19:00,306.056,305.878,305.861,306.265,305.706,306.122,305.95,306.10,305.85,306.00,305.90,306.20,305.80,306.05,100,1813,1700,1700,6520,381,6800,1700,10053,7890,15300,15300,0
2017-02-06 09:20:00,306.093,305.919,305.820,306.075,305.757,306.139,305.95,306.00,305.90,306.00,305.90,306.05,305.80,306.10,102,197,3400,5100,2338,238,1700,1700,6589,1139,11900,15300,0
2017-02-06 09:21:00,305.945,305.924,305.818,306.101,305.750,306.210,305.90,305.95,305.85,306.05,305.85,306.00,305.80,306.15,2068,854,3400,1700,10,228,3400,8500,4368,3019,11900,17000,0
2017-02-06 09:22:00,305.847,305.636,305.657,306.008,305.506,305.919,305.80,305.90,305.65,305.85,305.75,305.95,305.60,305.90,40,722,3400,1700,287,2846,1700,44200,5493,6950,13600,57800,0
2017-02-06 09:23:00,305.730,305.400,305.643,305.982,305.442,305.883,305.80,305.85,305.55,305.70,305.70,305.90,305.50,305.75,11,1705,1700,1700,10,955,3400,1700,5711,12385,10200,51000,0
2017-02-06 09:24:00,305.833,305.649,305.632,305.956,305.529,305.911,305.75,305.80,305.65,305.75,305.70,305.85,305.60,305.90,13,150,1700,1700,1013,139,1700,45900,8495,3020,11900,56100,0
2017-02-06 09:25:00,305.860,305.690,305.637,306.034,305.571,305.911,305.75,305.90,305.70,305.85,305.70,305.95,305.65,305.90,191,270,1700,1700,379,340,3400,45900,7114,4458,11900,54400,0
2017-02-06 09:26:00,305.824,305.714,305.634,305.976,305.590,305.916,305.80,305.85,305.70,305.85,305.70,305.90,305.65,305.90,96,383,1700,3400,146,1503,5100,45900,7383,5351,17000,57800,0
2017-02-06 09:27:00,305.815,305.623,305.529,305.931,305.539,305.903,305.65,305.80,305.65,305.80,305.60,305.85,305.60,305.85,4254,28,3400,1700,618,883,1700,5100,14084,5050,15300,57800,0
2017-02-06 09:28:00,305.537,305.263,305.375,305.537,305.262,305.843,305.45,305.50,305.35,305.55,305.40,305.55,305.30,305.60,3329,1438,3400,1700,200,322,1700,3400,7287,2255,13600,59500,0
2017-02-06 09:29:00,305.418,305.372,305.316,305.717,305.243,305.606,305.45,305.50,305.35,305.45,305.40,305.60,305.30,305.50,181,260,1700,1700,760,438,3400,1700,3627,6946,11900,15300,0
2017-02-06 09:30:00,304.796,304.613,304.579,305.012,304.469,304.869,304.75,304.85,304.60,304.75,304.70,304.90,304.55,304.80,1,957,1700,6800,30,503,1700,1700,4959,6622,13600,30600,0
2017-02-06 09:31:00,304.968,304.853,304.587,304.976,304.625,304.947,304.75,304.90,304.75,304.90,304.70,304.95,304.70,304.95,78,781,3400,20400,651,549,1700,3400,7532,2453,20400,30600,0
2017-02-06 09:32:00,304.907,304.805,304.670,304.944,304.625,304.984,304.80,304.85,304.75,304.90,304.75,304.90,304.70,304.95,95,173,1700,8500,630,542,1700,5100,4843,1757,20400,32300,0
2017-02-06 09:33:00,304.868,304.900,304.793,305.133,304.696,305.065,304.85,305.00,304.80,304.95,304.80,305.05,304.75,305.00,2195,181,3400,1700,377,500,6800,5100,4437,5582,20400,17000,0
2017-02-06 09:34:00,305.077,304.990,304.895,305.164,304.779,305.131,305.00,305.05,304.90,305.05,304.95,305.10,304.80,305.10,1395,218,5100,1700,50,457,5100,6800,3901,1597,20400,13600,0
2017-02-06 09:35:00,305.065,304.968,304.821,305.178,304.790,305.133,304.95,305.05,304.90,305.00,304.90,305.10,304.85,305.05,450,229,1700,1700,673,150,3400,3400,5608,2615,17000,15300,0
2017-02-06 09:36:00,304.705,304.682,304.627,305.000,304.535,304.905,304.75,304.85,304.60,304.70,304.70,304.90,304.55,304.80,1000,483,11900,1700,147,484,5100,3400,3974,10111,28900,18700,0
2017-02-06 09:37:00,305.010,304.874,304.730,305.003,304.743,305.033,304.90,304.95,304.85,304.95,304.85,305.00,304.80,305.00,23,1068,1700,3400,88,2551,1700,8500,6314,4259,11900,20400,0
2017-02-06 09:38:00,304.872,304.835,304.725,305.044,304.691,305.025,304.85,304.95,304.80,304.90,304.80,305.00,304.75,304.95,2,50,3400,1700,500,5728,1700,1700,4860,8534,18700,20400,0
2017-02-06 09:39:00,304.928,304.927,304.734,305.060,304.815,305.104,304.85,304.95,304.90,305.00,304.80,305.00,304.85,305.05,78,74,3400,6800,1999,3740,5100,3400,9221,6782,17000,23800,0
2017-02-06 09:40:00,305.005,304.980,304.774,305.167,304.804,305.170,305.00,305.05,304.95,305.00,304.90,305.10,304.85,305.10,7,908,1700,1700,86,386,6800,1700,5165,6914,20400,17000,0
2017-02-06 09:41:00,304.827,304.802,304.633,304.991,304.596,304.975,304.75,304.85,304.75,304.85,304.70,304.90,304.65,304.90,2305,13,3400,1700,849,279,3400,1700,8609,5564,23800,17000,0
2017-02-06 09:42:00,304.730,304.733,304.635,304.945,304.554,304.909,304.75,304.80,304.65,304.80,304.70,304.85,304.60,304.85,1000,67,1700,1700,423,550,8500,5100,3911,5800,22100,18700,0
2017-02-06 09:43:00,304.851,304.872,304.619,305.095,304.655,305.029,304.75,304.95,304.75,304.90,304.70,305.00,304.70,304.95,1032,595,5100,1700,1534,740,1700,1700,7818,7324,18700,11900,0
2017-02-06 09:44:00,304.937,304.855,304.726,305.003,304.640,305.010,304.85,304.90,304.75,304.90,304.80,304.95,304.70,304.95,230,558,1700,5100,299,278,3400,3400,6568,2967,17000,17000,0
2017-02-06 09:45:00,304.906,304.968,304.890,305.243,304.617,305.029,305.00,305.10,304.75,304.95,304.95,305.15,304.70,305.00,195,1054,1700,3400,249,380,1700,3400,1606,9901,30600,11900,0
2017-02-06 09:46:00,305.127,305.075,304.958,305.322,304.812,305.211,305.10,305.20,304.95,305.10,305.05,305.25,304.90,305.15,34,678,3400,3400,78,496,1700,1700,2328,3343,22100,15300,0
