,stockVWAP,futureVWAP,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,stockTopBidPrice,stockTopAskPrice,futureTopBidPrice,futureTopAskPrice,stockNextBidPrice,stockNextAskPrice,futureNextBidPrice,futureNextAskPrice,stockTopBidVol,stockTopAskVol,futureTopBidVol,futureTopAskVol,stockNextBidVol,stockNextAskVol,futureNextBidVol,futureNextAskVol,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockTotalTradedVolume,futureTotalTradedVolume,stockTotalTradedValue,futureTotalTradedValue,market,Y
2017-01-25 09:17:00,371.649,372.699,371.473,371.739,372.541,372.832,371.55,371.60,372.65,372.70,371.50,371.65,372.60,372.75,6782,50,2500,2500,2077,587,22500,5000,15630,1847,67500,35000,171042,900000,4755224245,25129137500,941.36,1
2017-01-25 09:18:00,371.477,372.502,371.429,371.684,372.303,372.689,371.50,371.55,372.40,372.50,371.45,371.60,372.35,372.55,7745,210,2500,2500,245,2487,20000,5000,14591,18942,37500,22500,235327,1122500,6546954410,31352575000,940.90,1
2017-01-25 09:19:00,371.119,372.154,371.031,371.415,371.979,372.380,371.20,371.25,372.05,372.25,371.10,371.30,372.00,372.30,1982,528,20000,12500,106,123,20000,5000,10113,19807,52500,37500,331565,1387500,9225764890,38754950000,932.70,1
2017-01-25 09:20:00,371.115,372.132,371.056,371.355,372.012,372.375,371.15,371.20,372.10,372.25,371.10,371.25,372.05,372.30,3516,779,2500,17500,1,100,15000,10000,8219,12340,40000,60000,396703,1485000,11036816055,41474837500,934.19,1
2017-01-25 09:21:00,372.083,373.076,372.032,372.358,372.969,373.221,372.15,372.20,373.00,373.10,372.10,372.25,372.95,373.15,1079,1056,97500,2500,3580,455,5000,7500,10816,28047,125000,35000,486487,1810000,13539076655,50567575000,937.82,1
2017-01-25 09:22:00,372.595,373.385,372.411,372.738,373.271,373.638,372.55,372.60,373.40,373.50,372.50,372.65,373.35,373.55,1545,2592,5000,22500,2276,235,2500,5000,20668,16124,42500,130000,648426,2135000,18064650855,59677937500,936.65,0
2017-01-25 09:23:00,372.500,373.399,372.451,372.727,373.237,373.602,372.55,372.60,373.35,373.50,372.50,372.65,373.30,373.55,77,3512,5000,2500,7888,4575,10000,5000,13059,33797,47500,67500,691045,2387500,19256378845,66760325000,936.43,0
2017-01-25 09:24:00,372.751,373.570,372.539,372.916,373.438,373.784,372.70,372.75,373.55,373.70,372.65,372.80,373.50,373.75,393,403,2500,12500,1774,1229,7500,20000,24651,18200,30000,70000,750663,2570000,20923235350,71879675000,935.42,0
2017-01-25 09:25:00,372.925,373.806,372.874,373.197,373.733,374.006,373.00,373.05,373.80,373.90,372.95,373.10,373.75,373.95,1607,1042,22500,2500,1144,5750,2500,2500,12247,42719,45000,65000,883893,2872500,24653159365,80374462500,935.38,0
2017-01-25 09:26:00,373.161,374.062,373.036,373.432,373.937,374.311,373.20,373.25,374.05,374.15,373.15,373.30,374.00,374.20,988,456,7500,2500,612,1535,5000,5000,15540,27505,47500,55000,1012327,3742500,28252965260,104840375000,934.48,0
