,stockVWAP,futureVWAP,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,stockTopBidPrice,stockTopAskPrice,futureTopBidPrice,futureTopAskPrice,stockNextBidPrice,stockNextAskPrice,futureNextBidPrice,futureNextAskPrice,stockTopBidVol,stockTopAskVol,futureTopBidVol,futureTopAskVol,stockNextBidVol,stockNextAskVol,futureNextBidVol,futureNextAskVol,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockTotalTradedVolume,futureTotalTradedVolume,stockTotalTradedValue,futureTotalTradedValue,market,Y
2017-01-25 09:17:00,615.877,616.036,615.674,616.005,615.790,616.342,615.90,615.95,616.00,616.20,615.85,616.00,615.95,616.30,1,25,2100,2100,1,12326,2100,2100,1139,12657,10500,12600,251271,518700,13127826500,27147435000,941.36,0
2017-01-25 09:18:00,616.024,616.177,615.977,616.429,615.839,616.467,616.00,616.30,616.00,616.35,615.90,616.35,615.80,616.40,3073,1430,8400,4200,196,25,4200,2100,3528,5448,18900,12600,366270,720300,19171015640,37746408000,940.90,0
2017-01-25 09:19:00,613.419,613.338,613.042,613.649,613.005,613.895,613.20,613.50,613.25,613.70,613.15,613.65,613.05,613.75,312,1252,4200,4200,150,72,4200,2100,2828,2997,23100,21000,414143,959700,21679815435,50292637500,932.70,0
2017-01-25 09:20:00,613.215,613.989,612.924,613.444,613.660,614.333,613.30,613.35,613.80,614.00,613.00,613.40,613.70,614.45,460,1000,2100,8400,787,312,2100,2100,3578,4043,10500,18900,464052,1127700,24285440350,59070207000,934.19,0
2017-01-25 09:21:00,612.976,613.623,612.969,613.232,613.367,613.907,613.10,613.15,613.60,613.80,613.00,613.20,613.40,613.85,249,181,2100,2100,15,2170,2100,2100,489,3424,12600,14700,492516,1285200,25772897125,67311636000,937.82,0
2017-01-25 09:22:00,611.670,612.827,611.327,611.958,612.100,613.030,611.50,611.70,612.55,612.85,611.40,611.85,612.20,612.95,347,102,2100,2100,50,25,2100,2100,3009,1954,21000,10500,533086,1392300,27889700220,72909238500,936.65,0
2017-01-25 09:23:00,611.986,612.841,611.704,612.253,612.379,613.167,611.95,612.15,612.60,612.85,611.80,612.20,612.55,613.30,100,192,2100,8400,25,288,2100,2100,1026,1451,14700,18900,579941,1530900,30327371400,80134582500,936.43,0
2017-01-25 09:24:00,612.647,613.771,612.327,612.710,613.375,614.167,612.40,612.60,613.65,613.95,612.35,612.70,613.50,614.00,3425,4,2100,2100,100,800,4200,4200,6047,932,12600,12600,614984,1623300,32154554795,84959374500,935.42,0
2017-01-25 09:25:00,611.879,613.029,611.472,611.972,612.664,613.400,611.60,611.80,613.00,613.25,611.55,611.95,612.95,613.30,575,364,2100,2100,385,25,2100,2100,4127,1480,14700,14700,633654,1684200,33127808090,88141525500,935.38,0
2017-01-25 09:26:00,611.873,613.000,611.703,612.002,612.636,613.413,611.80,611.90,612.80,613.25,611.75,612.00,612.75,613.30,212,73,2100,2100,767,1870,2100,2100,1550,2049,14700,16800,648959,1705200,33925096490,89237946000,934.48,0
2017-01-25 09:27:00,611.875,613.069,611.608,612.115,612.725,613.464,611.80,612.00,613.00,613.30,611.75,612.05,612.80,613.35,37,937,2100,2100,174,35,2100,2100,2796,3373,12600,14700,671037,1732500,35074723750,90662817000,937.18,0
2017-01-25 09:28:00,612.155,613.425,611.840,612.310,613.117,613.825,611.95,612.20,613.25,613.65,611.90,612.25,613.20,613.85,66,205,4200,6300,288,20,2100,2100,1159,570,12600,16800,690275,1761900,36076676235,92197717500,933.42,0
2017-01-25 09:29:00,612.304,613.796,612.192,612.598,613.400,614.130,612.25,612.50,613.60,613.85,612.20,612.65,613.55,614.00,1149,3212,4200,2100,198,50,2100,2100,1980,5160,14700,10500,708982,1797600,37051665090,94062958500,931.26,0
2017-01-25 09:30:00,612.538,613.950,612.169,612.458,613.660,614.388,612.35,612.40,614.00,614.25,612.25,612.50,613.65,614.35,10,526,2100,4200,148,200,2100,2100,5143,884,10500,16800,731029,1839600,38201181365,96259726500,937.40,0
2017-01-25 09:31:00,612.043,613.542,611.605,612.120,613.200,613.786,611.85,612.00,613.35,613.65,611.80,612.05,613.30,613.70,48,319,2100,6300,10,60,2100,2100,4762,1281,12600,14700,751015,1890000,39242597345,98895184500,941.45,0
2017-01-25 09:32:00,611.561,613.321,611.224,611.903,612.957,613.610,611.30,611.50,613.10,613.45,611.25,611.75,613.05,613.50,2536,90,2100,2100,138,120,2100,2100,5802,1999,14700,10500,790213,1927800,41282290320,100868344500,951.12,0
2017-01-25 09:33:00,611.772,613.508,611.550,611.968,613.258,613.843,611.70,611.85,613.40,613.65,611.60,611.90,613.30,613.75,657,220,4200,2100,2183,547,2100,2100,6552,5047,12600,14700,802059,1967700,41899016440,102953193000,970.05,0
2017-01-25 09:34:00,610.191,611.895,610.023,610.489,611.570,612.233,610.10,610.15,611.70,612.10,610.05,610.40,611.65,612.15,625,52,2100,4200,365,348,2100,2100,2925,2416,10500,12600,838400,2064300,43787058485,107989801500,967.08,0
2017-01-25 09:35:00,609.400,611.105,608.971,609.497,610.730,611.480,609.10,609.25,611.00,611.25,609.05,609.40,610.80,611.30,733,141,2100,2100,422,152,2100,2100,6485,1265,10500,10500,896298,2211300,46790925555,115642726500,970.50,0
2017-01-25 09:36:00,608.242,609.958,607.978,608.523,609.600,610.200,608.05,608.30,609.75,610.10,608.00,608.40,609.70,610.15,25,45,2100,2100,3145,110,2100,2100,3879,1608,14700,10500,951053,2354100,49625738755,123061669500,974.16,0
2017-01-25 09:37:00,608.449,609.850,608.354,609.013,609.650,610.337,608.50,608.80,609.85,610.05,608.45,608.95,609.75,610.20,427,325,2100,2100,60,1184,2100,2100,1621,9700,12600,31500,991940,2457000,51740559075,128401066500,965.85,0
2017-01-25 09:38:00,608.503,610.223,608.500,608.997,609.957,610.575,608.60,608.85,610.10,610.40,608.55,608.90,610.00,610.50,92,20,6300,2100,310,873,2100,2100,1750,16699,14700,12600,1009393,2536800,52644177960,132543348000,963.59,0
2017-01-25 09:39:00,608.903,610.642,608.559,609.023,610.342,610.942,608.85,609.00,610.45,610.80,608.65,609.15,610.40,610.85,100,9715,2100,2100,429,60,2100,2100,2586,10816,12600,12600,1030646,2604000,53744718535,136034671500,965.74,0
2017-01-25 09:40:00,609.376,611.154,609.123,609.521,610.858,611.533,609.20,609.45,611.10,611.40,609.15,609.50,611.00,611.45,2498,585,4200,2100,25,519,2100,2100,3911,1945,12600,12600,1048162,2641800,54651997965,137999253000,960.27,0
2017-01-25 09:41:00,609.547,611.432,609.459,609.691,611.300,611.946,609.50,609.60,611.40,611.75,609.45,609.65,611.35,611.80,2747,500,2100,2100,360,20,2100,2100,4155,2823,10500,25200,1062045,2702700,55371908985,141169371000,961.80,0
2017-01-25 09:42:00,609.404,611.582,609.173,609.724,611.004,611.800,609.50,609.60,611.40,611.60,609.25,609.65,611.20,611.75,462,23,2100,2100,121,154,2100,2100,2986,4660,29400,12600,1080824,2751000,56345378175,143682651000,962.12,0
2017-01-25 09:43:00,609.536,611.318,609.499,609.775,611.110,611.900,609.60,609.65,611.30,611.65,609.55,609.70,611.25,611.70,100,282,2100,2100,100,67,2100,2100,536,1439,10500,18900,1101591,2811900,57422372300,146853672000,961.02,0
2017-01-25 09:44:00,609.661,611.581,609.586,610.037,611.310,612.006,609.80,609.90,611.65,611.80,609.65,609.95,611.40,611.95,44,177,2100,2100,670,16,2100,4200,1565,7212,10500,16800,1121251,2832900,58441853295,147946858500,964.38,0
2017-01-25 09:45:00,609.931,611.846,609.712,610.018,611.610,612.371,609.85,610.00,611.90,612.10,609.80,610.05,611.70,612.25,20,4326,2100,2100,100,41,2100,2100,2352,4955,10500,14700,1128666,2860200,58826579230,149369062500,962.80,0
2017-01-25 09:46:00,610.554,612.807,610.565,610.991,612.375,613.100,610.65,610.80,612.60,612.95,610.60,610.85,612.55,613.00,250,100,2100,2100,370,57,4200,4200,1669,5864,16800,12600,1152551,2925300,60067455280,152764920000,965.87,0
2017-01-25 09:47:00,610.481,612.419,610.263,610.712,612.128,612.806,610.35,610.55,612.30,612.70,610.30,610.60,612.25,612.75,342,77,6300,2100,35,12,4200,2100,1722,921,18900,18900,1160341,2956800,60472248410,154408170000,967.15,0
2017-01-25 09:48:00,610.411,612.258,610.039,610.558,612.014,612.823,610.20,610.45,612.25,612.55,610.15,610.50,612.05,612.75,150,311,4200,2100,147,139,2100,2100,2572,1610,14700,23100,1168544,2977800,60898385590,155503477500,970.23,0
2017-01-25 09:49:00,609.853,611.945,609.709,610.094,611.625,612.220,609.80,610.00,611.75,612.05,609.75,610.05,611.70,612.10,20,159,2100,2100,92,126,2100,2100,234,493,12600,10500,1177128,3003000,61343996050,156816586500,968.67,0
2017-01-25 09:50:00,609.593,611.721,609.210,609.837,611.358,612.017,609.40,609.70,611.55,611.80,609.30,609.75,611.40,611.95,165,239,2100,4200,208,60,2100,2100,2440,1384,12600,12600,1184808,3032400,61742230315,158347381500,965.89,0
2017-01-25 09:51:00,609.450,611.432,609.015,609.621,611.150,611.775,609.15,609.30,611.25,611.55,609.10,609.50,611.20,611.75,165,14,2100,2100,215,95,2100,2100,4020,1551,10500,12600,1190576,3061800,62041328695,159878208000,963.50,0
2017-01-25 09:52:00,608.711,610.911,608.708,608.969,610.600,611.090,608.80,608.85,610.70,610.90,608.70,608.90,610.65,610.95,328,24,4200,2100,200,289,2100,2100,824,2092,18900,10500,1206162,3082800,62848978205,160970670000,963.08,0
2017-01-25 09:53:00,609.282,611.161,608.893,609.402,610.930,611.539,609.00,609.20,611.10,611.35,608.95,609.25,611.00,611.45,1126,19,2100,4200,535,50,2100,6300,3857,464,10500,18900,1216163,3108000,63367311150,162281574000,960.37,0
2017-01-25 09:54:00,608.759,611.025,608.692,609.012,610.622,611.250,608.80,608.85,610.80,611.10,608.75,608.95,610.65,611.20,75,193,4200,2100,60,335,2100,2100,471,1942,18900,10500,1225512,3139500,63851639240,163920172500,960.35,0
2017-01-25 09:55:00,609.167,611.208,608.951,609.404,610.836,611.508,609.05,609.20,610.95,611.30,609.00,609.30,610.90,611.45,60,56,2100,2100,2125,35,4200,4200,3499,1915,14700,12600,1234710,3177300,64328065405,165886014000,960.51,0
2017-01-25 09:56:00,609.237,611.525,609.065,609.493,611.371,611.850,609.25,609.30,611.50,611.60,609.20,609.40,611.35,611.80,170,125,6300,2100,50,385,2100,2100,1930,2783,14700,14700,1243335,3206700,64774878710,167415769500,962.02,0
2017-01-25 09:57:00,609.555,611.538,609.292,609.679,611.283,611.817,609.45,609.50,611.40,611.70,609.40,609.55,611.35,611.75,10,5,2100,2100,265,56,2100,2100,1817,660,12600,12600,1250571,3229800,65149955625,168618103500,962.02,0
2017-01-25 09:58:00,609.801,611.915,609.382,609.842,611.575,612.179,609.55,609.60,611.70,612.00,609.50,609.70,611.65,612.20,141,3,2100,6300,234,13,2100,2100,2941,433,12600,14700,1255795,3255000,65420813540,169930288500,962.14,0
2017-01-25 09:59:00,609.322,611.353,608.993,609.480,611.078,611.569,609.20,609.30,611.30,611.40,609.10,609.40,611.25,611.45,52,24,2100,2100,136,640,4200,4200,3150,1932,18900,16800,1262032,3278100,65744209875,171132822000,960.16,0
2017-01-25 10:00:00,608.276,609.932,607.999,608.418,609.750,610.256,608.05,608.25,609.85,610.10,608.00,608.30,609.80,610.20,275,124,2100,2100,14610,258,2100,2100,15152,1255,10500,18900,1284088,3347400,66885691535,174733818000,957.26,0
2017-01-25 10:01:00,608.500,610.143,608.008,608.446,609.880,610.500,608.20,608.30,610.10,610.40,608.15,608.40,610.00,610.45,225,6,2100,4200,294,879,2100,6300,15429,1606,10500,18900,1295421,3395700,67471802175,177241711500,958.42,0
2017-01-25 10:02:00,608.429,610.350,608.217,608.529,610.050,610.650,608.30,608.35,610.30,610.55,608.25,608.40,610.15,610.60,100,2,2100,2100,5638,15,2100,2100,7637,512,10500,10500,1303026,3410400,67865241180,178005376500,960.80,0
2017-01-25 10:03:00,608.493,610.286,608.181,608.446,610.030,610.608,608.30,608.35,610.15,610.50,608.25,608.50,610.10,610.55,126,786,2100,2100,2424,368,2100,2100,4609,1396,10500,12600,1320492,3435600,68768672610,179313813000,962.10,0
2017-01-25 10:04:00,608.052,609.663,607.900,608.149,609.172,609.867,608.00,608.05,609.30,609.70,607.95,608.10,609.25,609.75,906,381,2100,4200,305,91,2100,2100,2505,1632,18900,12600,1347580,3475500,70169290765,181383867000,959.19,0
2017-01-25 10:05:00,608.106,609.845,607.818,608.210,609.510,610.158,608.00,608.05,609.75,609.95,607.85,608.10,609.60,610.00,409,12,2100,4200,100,45,2100,2100,1424,282,10500,12600,1378034,3549000,71742749270,185193214500,958.55,0
2017-01-25 10:06:00,607.593,609.525,607.237,607.650,609.044,609.750,607.40,607.50,609.25,609.55,607.30,607.60,609.15,609.70,16,365,2100,2100,634,135,2100,2100,4661,1200,18900,10500,1391034,3580500,72414511970,186827004000,957.86,0
2017-01-25 10:07:00,607.703,609.735,607.335,607.845,609.450,610.020,607.50,607.70,609.65,609.90,607.45,607.75,609.50,609.95,77,25,2100,2100,258,293,2100,2100,2706,1264,10500,10500,1402659,3628800,73014900550,189331264500,957.52,0
2017-01-25 10:08:00,607.601,609.550,607.299,607.521,609.250,609.850,607.45,607.50,609.40,609.75,607.40,607.55,609.30,609.80,1,1302,2100,2100,1348,3,2100,2100,5207,1500,10500,10500,1415474,3656100,73676756380,190746906000,956.00,0
2017-01-25 10:09:00,606.306,608.631,605.987,606.395,608.190,608.875,606.10,606.15,608.50,608.70,606.05,606.20,608.25,608.75,5,6,4200,2100,47,53,2100,2100,4443,690,21000,12600,1478218,3767400,76911468435,196508707500,956.59,0
2017-01-25 10:10:00,606.579,608.565,606.453,606.801,608.317,608.957,606.60,606.65,608.50,608.85,606.50,606.70,608.45,608.90,18,4,4200,2100,1031,50,2100,2100,1816,1496,12600,14700,1496375,3836700,77847027955,200094972000,954.43,0
2017-01-25 10:11:00,607.465,609.400,607.232,607.668,609.079,609.656,607.35,607.40,609.25,609.55,607.30,607.45,609.15,609.60,22,1,2100,4200,479,6,2100,2100,1155,431,14700,16800,1517051,3901800,78913703080,203467131000,954.70,0
2017-01-25 10:12:00,608.001,610.050,607.639,608.001,609.740,610.360,607.85,607.90,609.90,610.20,607.75,608.00,609.80,610.25,121,50,2100,2100,189,1000,2100,2100,2646,1160,10500,10500,1539458,3973200,80072045030,207172665000,956.52,0
2017-01-25 10:13:00,608.191,610.265,608.070,608.431,610.080,610.631,608.20,608.25,610.30,610.45,608.10,608.35,610.10,610.50,790,89,2100,2100,200,651,2100,4200,3670,4032,10500,16800,1555244,4011000,80888333155,209136501000,958.32,0
2017-01-25 10:14:00,607.921,610.015,607.700,608.003,609.593,610.350,607.80,607.90,609.85,610.20,607.75,607.95,609.65,610.25,9,35,2100,2100,10,500,2100,2100,3919,1381,14700,12600,1566557,4063500,81473202695,211862532000,958.15,0
2017-01-25 10:15:00,607.420,609.561,607.202,607.525,609.171,609.900,607.35,607.40,609.50,609.75,607.30,607.45,609.25,609.80,195,342,2100,2100,60,104,2100,2100,2880,1316,14700,14700,1575170,4092900,81918140660,213387888000,961.03,0
2017-01-25 10:16:00,607.075,609.300,606.920,607.222,609.033,609.683,607.00,607.05,609.30,609.45,606.95,607.10,609.15,609.65,4568,142,2100,2100,1,182,2100,2100,6889,1049,12600,18900,1586502,4107600,82503343335,214150272000,962.75,0
2017-01-25 10:17:00,606.635,608.900,606.457,606.845,608.544,609.186,606.55,606.60,608.65,609.00,606.50,606.65,608.60,609.15,204,2,4200,2100,1510,52,2100,2100,2551,848,18900,14700,1601872,4151700,83296094730,216434242500,963.84,0
2017-01-25 10:18:00,607.047,609.023,606.542,607.037,608.842,609.393,606.70,606.85,609.00,609.15,606.65,606.95,608.95,609.25,603,18,2100,2100,518,2,4200,2100,13363,239,12600,14700,1614540,4174800,83949401575,217630434000,963.06,0
2017-01-25 10:19:00,606.785,608.723,606.764,607.174,608.500,608.925,606.85,606.90,608.60,608.85,606.80,607.00,608.55,608.90,25,4,2100,6300,538,18,2100,2100,990,2448,14700,16800,1628614,4189500,84675405665,218391810000,962.63,0
2017-01-25 10:20:00,607.064,609.084,606.881,607.201,608.585,609.283,607.00,607.05,608.80,609.00,606.95,607.10,608.75,609.15,160,4,2100,2100,160,18,2100,2100,1696,607,21000,12600,1634465,4218900,84977259520,219914289000,962.28,0
2017-01-25 10:21:00,605.695,607.753,605.408,605.707,607.500,608.061,605.50,605.55,607.75,607.90,605.45,605.65,607.55,607.95,1071,15,2100,2100,370,146,4200,4200,3207,329,14700,18900,1693698,4311300,88027345140,224692219500,962.50,0
2017-01-25 10:22:00,605.818,608.138,605.671,605.957,607.840,608.529,605.80,605.85,608.15,608.30,605.75,605.90,607.95,608.45,55,2,2100,2100,89,89,2100,4200,2671,3426,10500,14700,1708452,4365900,88786965030,227515134000,960.63,0
2017-01-25 10:23:00,605.570,608.083,605.496,605.820,607.639,608.342,605.60,605.75,607.85,608.20,605.50,605.80,607.80,608.25,715,167,2100,2100,1336,7329,4200,2100,3339,9175,18900,12600,1734919,4407900,90148758940,229686145500,961.73,0
