,stockVWAP,futureVWAP,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,stockTopBidPrice,stockTopAskPrice,futureTopBidPrice,futureTopAskPrice,stockNextBidPrice,stockNextAskPrice,futureNextBidPrice,futureNextAskPrice,stockTopBidVol,stockTopAskVol,futureTopBidVol,futureTopAskVol,stockNextBidVol,stockNextAskVol,futureNextBidVol,futureNextAskVol,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,Y
2017-02-06 09:17:00,121.900,121.913,121.750,122.051,121.810,122.086,121.90,121.95,121.90,122.00,121.85,122.00,121.85,122.05,690,8584,24000,40000,10213,19014,24000,16000,41203,81352,80000,112000,0
2017-02-06 09:18:00,121.766,121.862,121.623,121.996,121.761,122.058,121.75,121.85,121.85,121.95,121.70,121.90,121.80,122.00,10139,3902,8000,40000,2841,10183,24000,40000,63207,82581,72000,152000,0
2017-02-06 09:19:00,121.730,121.769,121.574,121.884,121.643,121.957,121.70,121.75,121.75,121.85,121.65,121.80,121.70,121.90,9695,463,24000,24000,3308,12142,16000,40000,56040,49712,112000,168000,0
2017-02-06 09:20:00,121.672,121.680,121.506,121.835,121.489,121.898,121.65,121.70,121.65,121.80,121.60,121.75,121.60,121.85,2092,6339,40000,64000,5165,6807,56000,32000,52910,57880,176000,192000,0
2017-02-06 09:21:00,121.602,121.644,121.509,121.739,121.577,121.806,121.60,121.65,121.65,121.70,121.55,121.70,121.60,121.75,5891,9432,8000,16000,7541,11215,72000,40000,30181,46421,104000,144000,0
2017-02-06 09:22:00,121.689,121.649,121.538,121.807,121.606,121.890,121.65,121.70,121.70,121.75,121.60,121.75,121.65,121.80,2734,5115,16000,24000,13649,9377,8000,80000,48908,41257,64000,240000,0
2017-02-06 09:23:00,121.639,121.694,121.502,121.745,121.571,121.850,121.60,121.65,121.65,121.75,121.55,121.70,121.60,121.80,9405,10886,32000,32000,11588,6608,40000,16000,54155,43633,136000,128000,0
2017-02-06 09:24:00,121.512,121.621,121.390,121.638,121.503,121.765,121.50,121.55,121.60,121.65,121.45,121.60,121.55,121.70,9272,6473,32000,24000,2626,10382,8000,24000,41060,60791,128000,136000,0
2017-02-06 09:25:00,121.573,121.649,121.484,121.701,121.543,121.826,121.55,121.60,121.65,121.70,121.50,121.65,121.60,121.75,15057,3439,16000,8000,11156,8031,24000,16000,44804,33579,120000,152000,0
2017-02-06 09:26:00,121.565,121.674,121.472,121.714,121.541,121.854,121.55,121.60,121.65,121.75,121.50,121.65,121.60,121.80,7373,3696,16000,24000,13744,9134,24000,32000,39808,34823,128000,184000,0
2017-02-06 09:27:00,121.641,121.685,121.536,121.760,121.597,121.924,121.60,121.65,121.70,121.80,121.55,121.70,121.65,121.85,18882,7296,24000,24000,15004,2185,16000,40000,62394,30165,144000,288000,0
2017-02-06 09:28:00,121.634,121.646,121.517,121.750,121.589,121.865,121.60,121.65,121.65,121.75,121.55,121.70,121.60,121.80,11243,8866,72000,24000,14994,3319,56000,72000,56510,41635,184000,272000,0
2017-02-06 09:29:00,121.412,121.569,121.314,121.589,121.375,121.655,121.40,121.45,121.50,121.55,121.35,121.50,121.45,121.60,8779,1753,16000,8000,14826,8634,16000,8000,58690,48242,144000,88000,0
2017-02-06 09:30:00,121.443,121.514,121.307,121.575,121.405,121.699,121.40,121.45,121.50,121.60,121.35,121.50,121.45,121.65,8488,1874,48000,24000,11194,7505,24000,96000,65151,38870,168000,272000,0
2017-02-06 09:31:00,121.522,121.550,121.327,121.584,121.445,121.712,121.45,121.50,121.55,121.60,121.40,121.55,121.50,121.65,2881,9867,8000,8000,9853,4581,64000,64000,64326,41586,168000,232000,0
2017-02-06 09:32:00,121.553,121.646,121.372,121.655,121.502,121.794,121.50,121.55,121.60,121.70,121.45,121.60,121.55,121.75,5033,1339,24000,40000,5328,13022,32000,32000,45494,36192,176000,192000,0
2017-02-06 09:33:00,121.507,121.503,121.321,121.585,121.411,121.723,121.45,121.50,121.50,121.60,121.40,121.55,121.45,121.65,6019,8149,56000,32000,8526,11015,8000,24000,60021,51678,152000,224000,0
2017-02-06 09:34:00,121.456,121.487,121.282,121.546,121.358,121.568,121.40,121.45,121.45,121.50,121.35,121.50,121.40,121.55,2061,6010,24000,80000,10189,16137,40000,8000,59124,43838,160000,160000,0
2017-02-06 09:35:00,121.390,121.459,121.270,121.503,121.290,121.558,121.35,121.40,121.40,121.45,121.30,121.45,121.35,121.50,13780,2179,16000,8000,27892,20140,32000,16000,72992,46497,160000,96000,0
