,stockVWAP,futureVWAP,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,stockTopBidPrice,stockTopAskPrice,futureTopBidPrice,futureTopAskPrice,stockNextBidPrice,stockNextAskPrice,futureNextBidPrice,futureNextAskPrice,stockTopBidVol,stockTopAskVol,futureTopBidVol,futureTopAskVol,stockNextBidVol,stockNextAskVol,futureNextBidVol,futureNextAskVol,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,Y
2017-02-06 09:17:00,185.556,185.768,185.419,185.792,185.622,185.963,185.55,185.65,185.70,185.85,185.50,185.70,185.65,185.90,302,1680,11250,3750,3443,9,7500,7500,13543,20428,33750,30000,0
2017-02-06 09:18:00,185.572,185.829,185.453,185.838,185.600,186.005,185.65,185.70,185.75,185.90,185.60,185.75,185.70,185.95,625,867,3750,7500,1071,6768,3750,11250,14265,39892,26250,37500,0
2017-02-06 09:19:00,185.513,185.794,185.411,185.792,185.688,185.990,185.60,185.65,185.75,185.90,185.50,185.70,185.70,185.95,290,780,15000,7500,665,1825,3750,7500,8299,22429,30000,37500,0
2017-02-06 09:20:00,185.372,185.625,185.228,185.600,185.467,185.817,185.40,185.45,185.55,185.70,185.35,185.50,185.50,185.75,112,19,7500,7500,797,5837,11250,3750,11823,24175,33750,33750,0
2017-02-06 09:21:00,185.236,185.444,185.057,185.437,185.281,185.595,185.20,185.25,185.40,185.50,185.15,185.30,185.35,185.55,3833,95,3750,7500,213,2038,7500,11250,24701,27751,30000,37500,1
2017-02-06 09:22:00,185.455,185.691,185.207,185.581,185.517,185.830,185.35,185.40,185.60,185.75,185.30,185.45,185.55,185.80,868,300,11250,11250,729,1,15000,7500,16820,5142,45000,37500,0
2017-02-06 09:23:00,185.384,185.757,185.324,185.581,185.637,185.833,185.40,185.45,185.70,185.75,185.35,185.50,185.65,185.80,6770,436,7500,7500,4956,5986,37500,3750,19876,24521,56250,22500,0
2017-02-06 09:24:00,185.564,185.914,185.458,185.768,185.728,186.044,185.55,185.60,185.85,185.95,185.50,185.65,185.80,186.00,940,39,3750,3750,6482,25,7500,15000,15527,10866,33750,33750,0
2017-02-06 09:25:00,185.518,185.811,185.487,185.769,185.639,185.925,185.60,185.65,185.75,185.85,185.55,185.70,185.70,185.90,949,3761,7500,15000,492,2847,3750,7500,5874,39706,33750,37500,0
2017-02-06 09:26:00,185.156,185.417,185.097,185.419,185.294,185.725,185.25,185.30,185.40,185.55,185.20,185.35,185.35,185.60,105,4683,7500,7500,19,5380,11250,7500,2914,34807,33750,52500,1
2017-02-06 09:27:00,185.062,185.340,184.983,185.264,185.144,185.467,185.10,185.15,185.25,185.35,185.05,185.20,185.20,185.40,200,3664,7500,7500,689,2807,15000,3750,14213,37753,60000,33750,1
2017-02-06 09:28:00,185.054,185.355,184.976,185.306,185.134,185.455,185.10,185.15,185.25,185.35,185.05,185.25,185.20,185.40,747,269,3750,3750,1218,12509,11250,11250,7379,32309,71250,37500,1
