,stockVWAP,futureVWAP,basis,stockTopBidVol,stockTopAskVol,stockTopBidPrice,stockTopAskPrice,futureTopBidVol,futureTopAskVol,futureTopBidPrice,futureTopAskPrice,stockNextBidVol,stockNextAskVol,stockNextBidPrice,stockNextAskPrice,futureNextBidVol,futureNextAskVol,futureNextBidPrice,futureNextAskPrice,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,FairValue
2017-01-06 09:17:00,80.582,81.025,-0.425,21651.000,17281.000,80.55,80.65,32000.000,8000.000,81.00,81.05,8146.000,15741.000,80.50,80.70,8000.000,16000.000,80.95,81.10,63691.000,76106.000,80000.000,80000.000,80.458,80.752,80.925,81.185,-0.390
2017-01-06 09:18:00,80.643,81.004,-0.400,6640.000,2753.000,80.60,80.65,16000.000,8000.000,80.95,81.10,3256.000,9154.000,80.55,80.70,24000.000,24000.000,80.90,81.15,64262.000,51766.000,96000.000,104000.000,80.467,80.781,80.837,81.215,-0.380
2017-01-06 09:19:00,80.605,80.944,-0.375,7243.000,9722.000,80.55,80.65,16000.000,8000.000,80.90,81.05,7660.000,7809.000,80.50,80.70,24000.000,24000.000,80.85,81.10,72252.000,70456.000,104000.000,112000.000,80.417,80.778,80.781,81.171,-0.395
2017-01-06 09:20:00,80.549,80.928,-0.400,10693.000,5654.000,80.55,80.60,24000.000,16000.000,80.90,81.05,6830.000,8592.000,80.50,80.65,24000.000,32000.000,80.85,81.10,53636.000,62718.000,128000.000,160000.000,80.439,80.740,80.791,81.167,-0.390
2017-01-06 09:21:00,80.490,80.876,-0.400,3210.000,803.000,80.45,80.50,32000.000,24000.000,80.80,80.95,7715.000,6653.000,80.40,80.55,8000.000,24000.000,80.75,81.00,77611.000,59015.000,136000.000,136000.000,80.326,80.636,80.691,81.056,-0.385
2017-01-06 09:22:00,80.606,80.938,-0.375,3403.000,3615.000,80.60,80.65,8000.000,8000.000,80.95,81.05,1143.000,7294.000,80.55,80.70,8000.000,16000.000,80.90,81.10,70224.000,87306.000,80000.000,120000.000,80.466,80.788,80.790,81.177,-0.375
2017-01-06 09:23:00,80.548,80.908,-0.350,1.000,12520.000,80.60,80.65,24000.000,24000.000,80.90,81.05,8654.000,30960.000,80.55,80.70,8000.000,48000.000,80.85,81.10,57475.000,194539.000,96000.000,200000.000,80.454,80.776,80.800,81.158,-0.360
2017-01-06 09:24:00,80.799,81.183,-0.450,5751.000,1933.000,80.70,80.75,32000.000,32000.000,81.10,81.25,20435.000,4180.000,80.65,80.80,32000.000,48000.000,81.05,81.30,197186.000,77116.000,176000.000,176000.000,80.558,80.888,80.993,81.341,-0.330
2017-01-06 09:25:00,80.778,81.129,-0.375,6936.000,162.000,80.70,80.75,32000.000,8000.000,81.05,81.15,9679.000,13334.000,80.65,80.80,56000.000,8000.000,81.00,81.20,172798.000,93770.000,208000.000,120000.000,80.557,80.882,80.956,81.270,-0.310
2017-01-06 09:26:00,80.552,80.983,-0.375,8007.000,4333.000,80.60,80.65,8000.000,40000.000,80.95,81.05,5199.000,11139.000,80.55,80.70,32000.000,8000.000,80.90,81.10,78948.000,161993.000,104000.000,136000.000,80.475,80.806,80.842,81.150,-0.290
2017-01-06 09:27:00,80.833,81.095,-0.325,13574.000,15480.000,80.70,80.80,8000.000,8000.000,81.05,81.10,40188.000,23789.000,80.65,80.85,56000.000,72000.000,81.00,81.15,292025.000,117418.000,232000.000,208000.000,80.569,80.911,80.924,81.200,-0.290
