,stockVWAP,futureVWAP,basis,stockTopBidVol,stockTopAskVol,stockTopBidPrice,stockTopAskPrice,futureTopBidVol,futureTopAskVol,futureTopBidPrice,futureTopAskPrice,stockNextBidVol,stockNextAskVol,stockNextBidPrice,stockNextAskPrice,futureNextBidVol,futureNextAskVol,futureNextBidPrice,futureNextAskPrice,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,FairValue
2017-01-06 09:17:00,1146.354,1151.282,-4.850,208.000,27.000,1146.95,1147.00,750.000,1500.000,1151.00,1152.65,59.000,19.000,1146.90,1147.15,750.000,750.000,1149.00,1153.20,464.000,1399.000,3750.000,4500.000,1146.588,1148.353,1148.510,1153.867,-3.860
2017-01-06 09:18:00,1150.405,1154.891,-4.625,42.000,79.000,1149.95,1150.00,1500.000,750.000,1153.75,1155.45,96.000,25.000,1149.80,1150.95,750.000,750.000,1153.55,1155.50,431.000,529.000,4500.000,3750.000,1149.638,1151.396,1153.433,1156.300,-3.700
2017-01-06 09:19:00,1150.218,1154.286,-4.200,140.000,37.000,1150.05,1150.50,750.000,750.000,1154.05,1154.90,183.000,25.000,1150.00,1150.70,750.000,750.000,1154.00,1155.00,395.000,567.000,3750.000,4500.000,1149.981,1150.954,1153.470,1155.458,-3.530
2017-01-06 09:20:00,1151.163,1153.707,-3.350,89.000,1506.000,1151.30,1151.50,750.000,750.000,1154.50,1155.00,1.000,550.000,1151.25,1151.60,750.000,750.000,1154.40,1155.45,152.000,4486.000,3750.000,6750.000,1151.159,1151.648,1153.410,1155.717,-3.560
2017-01-06 09:21:00,1153.583,1157.432,-3.375,13.000,853.000,1153.70,1154.30,1500.000,750.000,1156.85,1157.90,26.000,37.000,1153.65,1154.35,750.000,750.000,1156.80,1157.95,534.000,4678.000,4500.000,3750.000,1153.532,1154.575,1156.592,1158.230,-3.630
2017-01-06 09:22:00,1155.193,1158.640,-3.750,176.000,9.000,1155.25,1155.70,750.000,1500.000,1159.00,1159.45,25.000,750.000,1155.20,1156.20,750.000,750.000,1158.40,1160.15,475.000,4647.000,3750.000,7500.000,1155.128,1156.281,1157.960,1160.465,-3.695
2017-01-06 09:23:00,1158.554,1161.977,-3.825,36.000,5.000,1158.10,1158.45,750.000,750.000,1161.70,1162.50,46.000,10.000,1158.05,1158.50,1500.000,750.000,1161.20,1162.55,570.000,334.000,4500.000,3750.000,1157.944,1158.930,1161.058,1162.810,-3.800
2017-01-06 09:24:00,1156.980,1160.950,-3.350,276.000,714.000,1157.15,1157.65,750.000,1500.000,1160.45,1161.05,52.000,38.000,1157.10,1157.70,750.000,750.000,1160.25,1161.60,539.000,3820.000,4500.000,4500.000,1156.993,1157.809,1159.658,1161.708,-3.955
2017-01-06 09:25:00,1158.858,1162.100,-3.500,45.000,105.000,1158.75,1159.05,750.000,750.000,1161.80,1163.00,59.000,5.000,1158.70,1159.10,750.000,750.000,1161.65,1163.05,155.000,152.000,3750.000,3750.000,1158.602,1159.112,1160.820,1163.380,-4.210
2017-01-06 09:26:00,1162.134,1165.500,-3.725,100.000,67.000,1162.00,1162.40,750.000,750.000,1165.45,1166.40,60.000,25.000,1161.95,1162.45,750.000,750.000,1165.40,1166.80,259.000,326.000,3750.000,5250.000,1161.867,1162.819,1164.750,1166.950,-4.255
2017-01-06 09:27:00,1161.387,1165.662,-4.075,133.000,455.000,1161.40,1161.70,1500.000,1500.000,1165.45,1165.80,134.000,33.000,1161.30,1161.75,750.000,750.000,1164.95,1165.90,314.000,992.000,5250.000,4500.000,1161.330,1161.849,1165.014,1166.142,-4.235
2017-01-06 09:28:00,1161.332,1165.268,-4.350,85.000,3.000,1160.80,1161.00,1500.000,750.000,1165.00,1165.50,24.000,1.000,1160.75,1161.20,750.000,750.000,1164.15,1165.70,324.000,42.000,4500.000,3750.000,1160.444,1161.294,1164.317,1166.310,-4.120
2017-01-06 09:29:00,1162.737,1166.286,-4.125,101.000,112.000,1162.45,1162.75,750.000,750.000,1166.50,1166.95,202.000,2.000,1161.95,1162.80,750.000,750.000,1166.25,1167.00,1075.000,246.000,3750.000,4500.000,1161.877,1162.817,1165.510,1167.450,-4.080
2017-01-06 09:30:00,1158.801,1163.317,-4.775,158.000,66.000,1158.50,1159.05,750.000,750.000,1163.40,1163.70,74.000,1.000,1158.30,1159.10,2250.000,750.000,1162.05,1164.25,706.000,517.000,5250.000,3750.000,1158.143,1159.519,1162.007,1164.270,-3.825
2017-01-06 09:31:00,1157.873,1161.550,-3.950,58.000,172.000,1157.75,1158.00,750.000,750.000,1161.50,1162.15,238.000,81.000,1157.50,1158.05,750.000,750.000,1161.30,1162.45,703.000,438.000,3750.000,7500.000,1157.294,1158.176,1161.060,1162.570,-3.745
2017-01-06 09:32:00,1156.394,1160.629,-3.975,11.000,18.000,1156.00,1156.55,750.000,1500.000,1159.70,1160.80,93.000,143.000,1155.65,1156.60,750.000,750.000,1159.65,1161.10,504.000,184.000,4500.000,4500.000,1155.560,1156.610,1159.442,1161.492,-3.565
2017-01-06 09:33:00,1157.278,1160.960,-3.775,107.000,46.000,1157.40,1157.65,3000.000,750.000,1161.00,1161.60,40.000,1.000,1157.20,1157.80,750.000,750.000,1160.20,1161.70,369.000,1004.000,6000.000,5250.000,1157.149,1158.167,1160.469,1161.793,-3.555
2017-01-06 09:34:00,1155.222,1158.625,-3.925,124.000,70.000,1154.60,1155.15,750.000,750.000,1158.25,1159.35,69.000,14.000,1154.30,1155.20,750.000,750.000,1158.05,1159.50,1234.000,304.000,3750.000,3750.000,1154.122,1155.430,1157.670,1159.580,-3.425
2017-01-06 09:35:00,1155.584,1159.309,-3.500,91.000,179.000,1155.50,1156.30,750.000,750.000,1158.80,1160.00,18.000,107.000,1155.45,1156.35,750.000,1500.000,1158.75,1160.05,558.000,1117.000,3750.000,4500.000,1155.121,1156.463,1158.550,1160.158,-3.440
2017-01-06 09:36:00,1155.576,1159.409,-3.550,101.000,252.000,1155.75,1155.85,750.000,1500.000,1159.15,1159.55,308.000,586.000,1155.60,1156.05,750.000,750.000,1158.85,1160.05,967.000,3088.000,3750.000,4500.000,1155.432,1156.240,1158.580,1160.167,-3.520
2017-01-06 09:37:00,1158.112,1161.593,-3.075,95.000,750.000,1158.10,1158.70,1500.000,750.000,1161.05,1161.90,179.000,746.000,1158.05,1158.75,750.000,750.000,1160.85,1161.95,584.000,3642.000,6750.000,3750.000,1158.012,1158.826,1160.522,1162.090,-3.650
2017-01-06 09:38:00,1160.194,1163.783,-3.725,185.000,251.000,1160.05,1160.40,750.000,1500.000,1163.90,1164.00,528.000,684.000,1160.00,1160.85,750.000,750.000,1162.80,1164.95,1183.000,2767.000,4500.000,4500.000,1159.901,1160.855,1162.367,1164.700,-3.825
2017-01-06 09:39:00,1161.239,1164.632,-3.275,179.000,761.000,1161.20,1161.80,1500.000,750.000,1164.55,1165.00,95.000,712.000,1161.15,1161.90,1500.000,750.000,1163.85,1165.50,751.000,3743.000,5250.000,5250.000,1161.070,1162.016,1163.929,1165.764,-4.045
2017-01-06 09:40:00,1160.228,1164.004,-3.575,95.000,9.000,1160.20,1160.65,750.000,1500.000,1163.50,1164.50,71.000,10.000,1160.15,1160.75,750.000,1500.000,1163.35,1164.75,282.000,849.000,3750.000,5250.000,1160.132,1161.278,1163.300,1164.850,-4.410
2017-01-06 09:41:00,1161.917,1166.025,-3.950,314.000,48.000,1161.95,1162.00,750.000,1500.000,1165.75,1166.10,189.000,21.000,1161.80,1162.50,750.000,750.000,1165.10,1166.50,717.000,1313.000,4500.000,4500.000,1161.813,1162.765,1165.017,1166.642,-4.715
2017-01-06 09:42:00,1161.570,1165.417,-3.725,19.000,108.000,1161.50,1162.00,750.000,1500.000,1164.85,1166.10,218.000,69.000,1161.35,1162.45,1500.000,750.000,1164.80,1166.20,331.000,882.000,4500.000,4500.000,1161.319,1162.559,1164.567,1166.242,-5.090
2017-01-06 09:43:00,1154.385,1159.055,-4.600,218.000,5.000,1154.00,1154.65,750.000,750.000,1158.30,1159.55,60.000,14.000,1153.55,1154.70,750.000,750.000,1158.25,1159.60,567.000,277.000,3750.000,3750.000,1153.581,1155.142,1157.940,1160.170,-5.490
2017-01-06 09:44:00,1153.024,1157.700,-4.375,181.000,230.000,1153.00,1153.45,1500.000,750.000,1156.90,1158.30,128.000,137.000,1152.05,1153.50,750.000,750.000,1156.85,1158.55,1272.000,910.000,4500.000,3750.000,1152.119,1153.811,1156.700,1158.620,-5.930
2017-01-06 09:45:00,1152.886,1158.617,-5.400,77.000,1.000,1152.80,1153.15,1500.000,750.000,1157.90,1158.85,1.000,7.000,1152.75,1153.20,750.000,750.000,1157.50,1158.90,150.000,199.000,5250.000,3750.000,1152.688,1153.480,1157.464,1159.470,-6.205
2017-01-06 09:46:00,1149.912,1155.279,-5.475,95.000,4.000,1149.45,1149.95,1500.000,750.000,1154.55,1155.80,137.000,5.000,1149.40,1150.00,750.000,750.000,1154.50,1155.85,833.000,327.000,4500.000,4500.000,1149.357,1150.282,1154.425,1156.217,-6.445
2017-01-06 09:47:00,1149.818,1155.893,-5.600,71.000,148.000,1150.10,1150.50,750.000,750.000,1155.55,1156.25,15.000,49.000,1150.00,1150.55,750.000,750.000,1155.05,1156.40,348.000,553.000,6000.000,4500.000,1149.087,1150.784,1155.025,1156.617,-6.660
2017-01-06 09:48:00,1146.699,1152.486,-6.600,95.000,16.000,1146.05,1146.40,750.000,750.000,1152.20,1153.45,331.000,19.000,1146.00,1146.45,750.000,750.000,1152.00,1153.50,1763.000,65.000,3750.000,4500.000,1145.772,1146.734,1151.700,1153.583,-6.620
2017-01-06 09:49:00,1146.795,1153.326,-6.575,49.000,14.000,1146.60,1146.70,750.000,750.000,1152.75,1153.70,65.000,37.000,1146.10,1146.75,1500.000,3000.000,1152.65,1153.95,961.000,200.000,6000.000,6750.000,1145.843,1146.907,1152.469,1154.072,-6.655
2017-01-06 09:50:00,1145.813,1152.597,-6.775,45.000,2.000,1145.55,1145.85,750.000,750.000,1152.00,1152.95,74.000,56.000,1145.50,1146.25,1500.000,1500.000,1151.90,1153.00,180.000,194.000,6750.000,5250.000,1145.438,1146.482,1151.600,1153.321,-6.625
2017-01-06 09:51:00,1146.100,1152.420,-6.675,15.000,61.000,1145.50,1145.60,1500.000,1500.000,1151.95,1152.50,796.000,10.000,1145.45,1145.70,750.000,750.000,1151.90,1152.70,3041.000,189.000,6000.000,5250.000,1145.138,1145.948,1151.675,1152.950,-6.615
2017-01-06 09:52:00,1144.982,1151.270,-6.675,23.000,32.000,1144.65,1144.70,3000.000,750.000,1151.00,1151.70,795.000,136.000,1144.30,1145.10,2250.000,750.000,1150.30,1151.80,1889.000,448.000,7500.000,3750.000,1144.150,1145.137,1150.445,1151.900,-6.625
2017-01-06 09:53:00,1145.670,1151.569,-6.400,24.000,53.000,1145.35,1145.75,750.000,750.000,1151.55,1152.35,4.000,104.000,1145.30,1145.95,750.000,750.000,1151.50,1152.60,346.000,315.000,3750.000,6000.000,1145.132,1146.008,1150.910,1153.412,-6.805
2017-01-06 09:54:00,1143.867,1150.489,-6.750,644.000,103.000,1143.50,1143.95,750.000,750.000,1150.05,1150.90,4.000,77.000,1143.40,1144.00,750.000,750.000,1150.00,1151.00,957.000,261.000,6000.000,4500.000,1143.336,1144.060,1149.287,1151.292,-6.810
2017-01-06 09:55:00,1143.805,1150.258,-6.625,24.000,112.000,1143.45,1144.05,750.000,1500.000,1149.90,1150.85,813.000,10.000,1143.05,1144.10,750.000,750.000,1149.85,1150.90,937.000,404.000,3750.000,5250.000,1143.030,1144.288,1149.640,1151.079,-6.905
2017-01-06 09:56:00,1144.125,1150.796,-6.625,373.000,33.000,1144.10,1144.60,750.000,750.000,1150.95,1151.00,53.000,90.000,1144.00,1144.65,750.000,750.000,1150.00,1151.50,484.000,610.000,3750.000,5250.000,1144.047,1144.848,1150.100,1151.893,-6.960
2017-01-06 09:57:00,1143.780,1150.854,-6.725,276.000,135.000,1143.60,1143.95,750.000,750.000,1149.85,1151.15,28.000,60.000,1143.10,1144.00,750.000,1500.000,1149.80,1151.35,669.000,302.000,6000.000,4500.000,1143.230,1144.031,1149.456,1151.675,-7.000
2017-01-06 09:58:00,1144.142,1151.295,-7.300,76.000,81.000,1143.65,1143.90,4500.000,750.000,1150.75,1151.40,265.000,45.000,1143.50,1143.95,3000.000,1500.000,1150.65,1151.60,3945.000,250.000,10500.000,4500.000,1143.365,1144.024,1150.557,1151.858,-6.895
