,stockVWAP,futureVWAP,basis,stockTopBidVol,stockTopAskVol,stockTopBidPrice,stockTopAskPrice,futureTopBidVol,futureTopAskVol,futureTopBidPrice,futureTopAskPrice,stockNextBidVol,stockNextAskVol,stockNextBidPrice,stockNextAskPrice,futureNextBidVol,futureNextAskVol,futureNextBidPrice,futureNextAskPrice,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,FairValue
2017-01-06 09:17:00,164.938,164.268,0.675,1012.000,938.000,164.90,164.95,21000.000,3500.000,164.20,164.30,8585.000,15418.000,164.85,165.00,3500.000,3500.000,164.15,164.35,29666.000,30480.000,80500.000,56000.000,164.775,165.045,164.089,164.438,0.790
2017-01-06 09:18:00,164.984,164.498,0.550,4600.000,367.000,165.00,165.05,3500.000,28000.000,164.45,164.50,2940.000,2979.000,164.95,165.10,3500.000,3500.000,164.40,164.55,17092.000,22155.000,31500.000,49000.000,164.907,165.188,164.328,164.564,0.965
2017-01-06 09:19:00,165.211,164.466,0.825,25.000,988.000,165.20,165.30,3500.000,56000.000,164.35,164.50,1380.000,2930.000,165.15,165.35,17500.000,3500.000,164.30,164.55,22417.000,33825.000,119000.000,84000.000,165.041,165.453,164.196,164.554,1.130
2017-01-06 09:20:00,164.973,164.086,0.750,377.000,1531.000,164.90,164.95,7000.000,17500.000,164.10,164.25,3996.000,13979.000,164.85,165.00,7000.000,10500.000,164.05,164.30,29303.000,23107.000,73500.000,105000.000,164.750,165.038,163.981,164.417,1.300
2017-01-06 09:21:00,164.882,163.973,0.850,294.000,568.000,164.85,164.95,17500.000,7000.000,164.00,164.10,5347.000,36431.000,164.80,165.00,3500.000,7000.000,163.95,164.15,34802.000,56455.000,31500.000,73500.000,164.716,165.042,163.944,164.252,1.460
2017-01-06 09:22:00,165.538,164.518,0.975,57.000,530.000,165.55,165.60,7000.000,7000.000,164.55,164.65,4922.000,3368.000,165.50,165.65,3500.000,10500.000,164.50,164.70,23437.000,31242.000,31500.000,73500.000,165.430,165.749,164.433,164.788,1.580
2017-01-06 09:23:00,166.464,164.964,1.425,12.000,598.000,166.50,166.55,3500.000,3500.000,165.05,165.15,814.000,2028.000,166.45,166.60,10500.000,17500.000,165.00,165.20,8147.000,16790.000,24500.000,91000.000,166.364,166.694,164.950,165.283,1.600
2017-01-06 09:24:00,166.971,165.214,1.650,2846.000,300.000,166.85,166.95,7000.000,10500.000,165.20,165.30,3256.000,2283.000,166.80,167.00,7000.000,14000.000,165.15,165.35,30594.000,12980.000,59500.000,98000.000,166.716,167.096,165.053,165.427,1.590
2017-01-06 09:25:00,167.119,165.518,1.600,808.000,1030.000,167.10,167.15,7000.000,3500.000,165.50,165.55,2068.000,1717.000,167.05,167.20,7000.000,3500.000,165.45,165.60,14824.000,16106.000,31500.000,35000.000,166.979,167.271,165.411,165.770,1.575
2017-01-06 09:26:00,167.158,165.474,1.650,94.000,529.000,167.10,167.15,3500.000,10500.000,165.45,165.50,4071.000,2602.000,167.05,167.20,10500.000,7000.000,165.40,165.55,30373.000,16718.000,63000.000,66500.000,166.988,167.282,165.317,165.611,1.560
2017-01-06 09:27:00,167.399,165.796,1.575,45.000,6185.000,167.35,167.40,7000.000,3500.000,165.75,165.85,2630.000,2547.000,167.30,167.45,17500.000,14000.000,165.70,165.90,22196.000,24605.000,84000.000,77000.000,167.194,167.492,165.646,165.977,1.565
2017-01-06 09:28:00,168.249,166.499,1.525,100.000,1400.000,168.15,168.20,3500.000,7000.000,166.60,166.70,1568.000,618.000,168.10,168.25,14000.000,14000.000,166.55,166.75,20711.000,9234.000,56000.000,231000.000,168.005,168.318,166.491,166.877,1.570
2017-01-06 09:29:00,167.740,166.195,1.600,1072.000,2692.000,167.75,167.85,3500.000,3500.000,166.15,166.25,2083.000,3084.000,167.70,167.90,14000.000,17500.000,166.10,166.30,17819.000,33412.000,73500.000,77000.000,167.604,167.997,166.031,166.361,1.580
2017-01-06 09:30:00,167.742,166.084,1.525,880.000,607.000,167.65,167.70,7000.000,3500.000,166.10,166.20,350.000,1104.000,167.60,167.75,7000.000,3500.000,166.05,166.25,14660.000,8149.000,49000.000,91000.000,167.489,167.821,166.000,166.333,1.595
2017-01-06 09:31:00,167.718,166.172,1.575,1330.000,3174.000,167.70,167.75,7000.000,7000.000,166.10,166.20,250.000,5221.000,167.65,167.80,17500.000,14000.000,166.05,166.25,9660.000,16476.000,56000.000,38500.000,167.556,167.835,166.019,166.286,1.600
2017-01-06 09:32:00,167.618,166.064,1.600,1186.000,2353.000,167.60,167.70,38500.000,7000.000,166.00,166.10,108.000,3185.000,167.55,167.75,3500.000,3500.000,165.95,166.15,28788.000,46080.000,80500.000,52500.000,167.424,167.843,165.911,166.227,1.600
2017-01-06 09:33:00,167.465,165.888,1.550,105.000,1711.000,167.45,167.55,3500.000,7000.000,165.90,166.00,1959.000,4188.000,167.40,167.60,7000.000,14000.000,165.80,166.05,17295.000,25895.000,35000.000,52500.000,167.296,167.695,165.760,166.107,1.605
2017-01-06 09:34:00,167.112,165.450,1.650,19846.000,3133.000,167.00,167.10,24500.000,3500.000,165.35,165.45,6675.000,2185.000,166.95,167.15,21000.000,17500.000,165.30,165.50,47937.000,14653.000,84000.000,38500.000,166.924,167.200,165.285,165.564,1.600
