,stockVWAP,futureVWAP,basis,stockTopBidVol,stockTopAskVol,stockTopBidPrice,stockTopAskPrice,futureTopBidVol,futureTopAskVol,futureTopBidPrice,futureTopAskPrice,stockNextBidVol,stockNextAskVol,stockNextBidPrice,stockNextAskPrice,futureNextBidVol,futureNextAskVol,futureNextBidPrice,futureNextAskPrice,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,FairValue
2017-01-06 09:17:00,134.779,135.357,-0.600,2052.000,11100.000,134.75,134.80,11000.000,22000.000,135.35,135.40,4033.000,1667.000,134.70,134.85,22000.000,11000.000,135.15,135.45,49413.000,59292.000,176000.000,121000.000,134.581,134.930,135.081,135.518,-0.640
2017-01-06 09:18:00,135.166,135.705,-0.725,712.000,10.000,135.05,135.15,11000.000,11000.000,135.80,135.85,49481.000,10707.000,135.00,135.20,55000.000,44000.000,135.70,135.90,108854.000,44122.000,110000.000,231000.000,134.935,135.279,135.635,135.967,-0.615
2017-01-06 09:19:00,135.171,135.599,-0.625,346.000,7333.000,135.05,135.15,44000.000,44000.000,135.65,135.80,200.000,8781.000,135.00,135.20,11000.000,11000.000,135.60,135.85,60969.000,44024.000,99000.000,286000.000,134.856,135.268,135.583,135.944,-0.625
2017-01-06 09:20:00,135.035,135.720,-0.625,2330.000,4684.000,135.00,135.10,11000.000,11000.000,135.65,135.70,1592.000,14631.000,134.95,135.15,22000.000,33000.000,135.60,135.75,54869.000,70976.000,231000.000,132000.000,134.861,135.222,135.462,135.817,-0.645
2017-01-06 09:21:00,135.253,135.845,-0.575,120.000,1632.000,135.30,135.35,44000.000,22000.000,135.85,135.95,1090.000,19120.000,135.25,135.40,33000.000,121000.000,135.80,136.00,26405.000,86873.000,110000.000,231000.000,135.146,135.473,135.790,136.033,-0.665
2017-01-06 09:22:00,135.769,136.386,-0.650,100.000,5213.000,135.75,135.80,44000.000,22000.000,136.35,136.50,1000.000,478.000,135.70,135.85,33000.000,22000.000,136.30,136.55,58178.000,76031.000,143000.000,176000.000,135.563,135.948,136.273,136.619,-0.665
2017-01-06 09:23:00,136.268,136.810,-0.600,60.000,13640.000,136.25,136.30,33000.000,22000.000,136.85,136.90,3701.000,17541.000,136.20,136.35,77000.000,11000.000,136.80,136.95,53032.000,97528.000,154000.000,275000.000,136.076,136.394,136.779,137.030,-0.675
2017-01-06 09:24:00,136.120,136.717,-0.675,6747.000,68.000,136.05,136.15,11000.000,44000.000,136.75,136.80,15117.000,7711.000,136.00,136.20,44000.000,22000.000,136.70,136.85,120995.000,86232.000,176000.000,253000.000,135.931,136.289,136.600,136.935,-0.655
2017-01-06 09:25:00,136.482,137.145,-0.725,333.000,6095.000,136.40,136.50,22000.000,11000.000,137.15,137.20,39289.000,6231.000,136.35,136.55,11000.000,22000.000,137.10,137.25,129216.000,84011.000,132000.000,176000.000,136.266,136.650,137.029,137.338,-0.630
2017-01-06 09:26:00,136.237,136.834,-0.675,3710.000,7034.000,136.15,136.30,11000.000,33000.000,136.85,136.95,7545.000,8094.000,136.10,136.35,22000.000,33000.000,136.80,137.00,92282.000,85922.000,121000.000,264000.000,136.020,136.420,136.736,137.071,-0.620
2017-01-06 09:27:00,136.256,136.874,-0.650,1704.000,4369.000,136.20,136.30,11000.000,44000.000,136.85,136.95,9892.000,6705.000,136.15,136.35,55000.000,44000.000,136.80,137.00,86972.000,85830.000,165000.000,242000.000,136.058,136.433,136.743,137.050,-0.615
2017-01-06 09:28:00,136.449,137.108,-0.650,599.000,2940.000,136.45,136.50,11000.000,11000.000,137.10,137.15,1236.000,9378.000,136.40,136.55,11000.000,33000.000,137.05,137.20,63900.000,93500.000,132000.000,143000.000,136.298,136.641,136.954,137.269,-0.610
2017-01-06 09:29:00,136.227,136.826,-0.575,400.000,100.000,136.20,136.25,22000.000,33000.000,136.75,136.85,1606.000,1123.000,136.15,136.30,66000.000,11000.000,136.70,136.90,53053.000,66457.000,209000.000,165000.000,136.039,136.370,136.632,136.953,-0.615
2017-01-06 09:30:00,136.250,136.816,-0.600,10516.000,6994.000,136.20,136.25,11000.000,11000.000,136.80,136.85,5410.000,6675.000,136.15,136.30,33000.000,22000.000,136.75,136.90,89430.000,82292.000,143000.000,165000.000,136.050,136.364,136.677,136.970,-0.615
2017-01-06 09:31:00,136.238,136.823,-0.625,1047.000,200.000,136.20,136.25,22000.000,33000.000,136.80,136.90,6686.000,3526.000,136.15,136.30,88000.000,33000.000,136.75,136.95,77602.000,76540.000,187000.000,242000.000,136.030,136.398,136.709,137.007,-0.625
2017-01-06 09:32:00,136.081,136.727,-0.625,1605.000,14.000,136.05,136.10,22000.000,22000.000,136.65,136.75,12811.000,946.000,136.00,136.15,33000.000,44000.000,136.60,136.80,75627.000,73255.000,264000.000,198000.000,135.895,136.250,136.537,136.853,-0.630
2017-01-06 09:33:00,135.849,136.456,-0.625,3252.000,3611.000,135.80,135.90,44000.000,44000.000,136.40,136.55,2192.000,2140.000,135.75,135.95,33000.000,33000.000,136.35,136.60,71376.000,81747.000,132000.000,165000.000,135.636,136.039,136.321,136.633,-0.650
2017-01-06 09:34:00,135.388,135.930,-0.600,400.000,693.000,135.35,135.40,33000.000,44000.000,135.95,136.00,9933.000,7178.000,135.30,135.45,66000.000,22000.000,135.90,136.05,95233.000,99171.000,143000.000,220000.000,135.189,135.528,135.885,136.108,-0.670
2017-01-06 09:35:00,135.408,135.975,-0.600,503.000,1140.000,135.40,135.45,11000.000,22000.000,136.00,136.05,2961.000,8511.000,135.35,135.50,11000.000,44000.000,135.95,136.10,70923.000,108150.000,77000.000,165000.000,135.232,135.581,135.886,136.163,-0.695
2017-01-06 09:36:00,135.546,136.162,-0.675,8713.000,921.000,135.55,135.60,11000.000,22000.000,136.20,136.30,6113.000,533.000,135.50,135.65,22000.000,11000.000,136.10,136.35,73298.000,71377.000,132000.000,187000.000,135.425,135.788,135.983,136.444,-0.705
2017-01-06 09:37:00,135.660,136.247,-0.650,8894.000,5963.000,135.60,135.70,55000.000,22000.000,136.25,136.35,15210.000,2378.000,135.55,135.75,33000.000,33000.000,136.20,136.40,111831.000,92633.000,187000.000,187000.000,135.474,135.841,136.115,136.468,-0.735
2017-01-06 09:38:00,135.851,136.504,-0.725,512.000,418.000,135.75,135.80,33000.000,22000.000,136.45,136.55,8165.000,3263.000,135.70,135.85,22000.000,33000.000,136.40,136.60,127568.000,48305.000,143000.000,143000.000,135.606,135.945,136.350,136.642,-0.715
2017-01-06 09:39:00,135.596,136.325,-0.700,1754.000,3164.000,135.55,135.65,11000.000,22000.000,136.25,136.35,15938.000,5985.000,135.50,135.70,11000.000,77000.000,136.20,136.40,103205.000,87719.000,209000.000,187000.000,135.427,135.813,136.055,136.447,-0.705
2017-01-06 09:40:00,135.683,136.324,-0.725,2480.000,2362.000,135.60,135.65,11000.000,33000.000,136.30,136.40,7372.000,2172.000,135.55,135.70,22000.000,22000.000,136.25,136.45,93065.000,41268.000,121000.000,154000.000,135.469,135.789,136.155,136.504,-0.690
2017-01-06 09:41:00,135.897,136.499,-0.725,711.000,3620.000,135.80,135.85,77000.000,22000.000,136.50,136.60,4105.000,9330.000,135.75,135.90,11000.000,33000.000,136.45,136.65,111484.000,53117.000,176000.000,209000.000,135.650,135.971,136.391,136.721,-0.685
2017-01-06 09:42:00,135.883,136.574,-0.800,36076.000,737.000,135.75,135.85,22000.000,22000.000,136.55,136.65,9839.000,6686.000,135.70,135.90,44000.000,44000.000,136.50,136.70,163646.000,48752.000,176000.000,220000.000,135.638,135.981,136.453,136.765,-0.655
2017-01-06 09:43:00,135.724,136.380,-0.625,200.000,2846.000,135.70,135.75,11000.000,22000.000,136.30,136.40,1784.000,5570.000,135.65,135.80,55000.000,11000.000,136.25,136.45,68183.000,84521.000,143000.000,99000.000,135.522,135.890,136.192,136.506,-0.655
2017-01-06 09:44:00,135.562,136.278,-0.650,4982.000,1852.000,135.50,135.60,11000.000,33000.000,136.15,136.25,5844.000,5282.000,135.45,135.65,66000.000,33000.000,136.10,136.30,92754.000,77634.000,275000.000,121000.000,135.365,135.744,136.028,136.336,-0.655
2017-01-06 09:45:00,135.669,136.377,-0.650,663.000,2815.000,135.65,135.75,11000.000,33000.000,136.30,136.40,12110.000,11368.000,135.60,135.80,11000.000,44000.000,136.25,136.45,79343.000,106300.000,165000.000,143000.000,135.514,135.892,136.173,136.496,-0.655
2017-01-06 09:46:00,135.667,136.361,-0.700,1733.000,2081.000,135.60,135.70,11000.000,22000.000,136.30,136.40,7968.000,6433.000,135.55,135.75,44000.000,33000.000,136.25,136.45,117088.000,87278.000,187000.000,165000.000,135.462,135.862,136.185,136.513,-0.645
2017-01-06 09:47:00,135.467,136.169,-0.650,12900.000,5105.000,135.40,135.50,11000.000,55000.000,136.05,136.15,11843.000,8536.000,135.35,135.55,187000.000,22000.000,136.00,136.20,117975.000,98722.000,363000.000,154000.000,135.271,135.628,135.932,136.225,-0.655
2017-01-06 09:48:00,135.321,135.969,-0.625,883.000,659.000,135.30,135.35,11000.000,44000.000,135.90,136.00,1711.000,2358.000,135.25,135.40,22000.000,33000.000,135.85,136.05,71288.000,89295.000,198000.000,176000.000,135.128,135.490,135.786,136.094,-0.685
2017-01-06 09:49:00,135.329,135.992,-0.650,1029.000,253.000,135.30,135.35,33000.000,11000.000,135.95,136.00,6605.000,9235.000,135.25,135.40,22000.000,11000.000,135.90,136.05,101182.000,96742.000,231000.000,165000.000,135.155,135.495,135.836,136.130,-0.695
2017-01-06 09:50:00,135.309,136.001,-0.650,525.000,7985.000,135.30,135.35,33000.000,44000.000,135.95,136.00,660.000,6629.000,135.25,135.40,33000.000,11000.000,135.90,136.05,71325.000,102759.000,220000.000,154000.000,135.148,135.476,135.843,136.100,-0.700
2017-01-06 09:51:00,135.346,136.043,-0.650,653.000,2385.000,135.30,135.40,44000.000,22000.000,135.95,136.05,778.000,8028.000,135.25,135.45,99000.000,33000.000,135.90,136.10,84692.000,97739.000,297000.000,143000.000,135.146,135.535,135.856,136.169,-0.725
2017-01-06 09:52:00,135.269,136.041,-0.700,1324.000,8650.000,135.25,135.35,11000.000,33000.000,135.95,136.05,6468.000,11446.000,135.20,135.40,88000.000,11000.000,135.90,136.10,83365.000,107970.000,286000.000,154000.000,135.116,135.496,135.825,136.171,-0.745
2017-01-06 09:53:00,135.358,136.046,-0.775,2126.000,7874.000,135.20,135.30,33000.000,44000.000,135.95,136.10,39359.000,1644.000,135.15,135.35,66000.000,22000.000,135.90,136.15,148739.000,41213.000,242000.000,187000.000,135.063,135.424,135.855,136.197,-0.735
2017-01-06 09:54:00,135.421,136.157,-0.700,2694.000,1167.000,135.40,135.45,11000.000,66000.000,136.05,136.20,925.000,1217.000,135.35,135.50,22000.000,33000.000,136.00,136.25,54342.000,53669.000,198000.000,187000.000,135.251,135.609,135.914,136.282,-0.735
2017-01-06 09:55:00,135.480,136.190,-0.675,2154.000,4805.000,135.50,135.55,11000.000,22000.000,136.15,136.25,1117.000,7237.000,135.45,135.60,33000.000,66000.000,136.10,136.30,60221.000,101759.000,143000.000,187000.000,135.352,135.699,136.023,136.353,-0.750
2017-01-06 09:56:00,135.503,136.167,-0.775,2102.000,246.000,135.40,135.45,11000.000,22000.000,136.15,136.25,38825.000,1621.000,135.35,135.50,11000.000,44000.000,136.10,136.30,111349.000,33411.000,121000.000,198000.000,135.270,135.603,136.009,136.369,-0.750
2017-01-06 09:57:00,135.440,136.124,-0.800,35140.000,515.000,135.30,135.40,22000.000,11000.000,136.10,136.20,4732.000,1152.000,135.25,135.45,22000.000,55000.000,136.05,136.25,155004.000,37077.000,187000.000,242000.000,135.193,135.544,135.985,136.323,-0.745
2017-01-06 09:58:00,135.416,136.137,-0.725,682.000,3520.000,135.35,135.45,44000.000,33000.000,136.05,136.20,904.000,12304.000,135.30,135.50,66000.000,66000.000,136.00,136.25,95164.000,86783.000,242000.000,209000.000,135.200,135.585,135.952,136.300,-0.760
2017-01-06 09:59:00,135.402,136.124,-0.700,1383.000,5334.000,135.35,135.45,22000.000,11000.000,136.05,136.15,2139.000,10924.000,135.30,135.50,99000.000,33000.000,136.00,136.20,99106.000,95139.000,242000.000,165000.000,135.209,135.594,135.950,136.260,-0.765
2017-01-06 10:00:00,135.617,136.242,-0.750,6375.000,47.000,135.50,135.55,33000.000,33000.000,136.20,136.35,3884.000,2049.000,135.45,135.60,55000.000,44000.000,136.15,136.40,118669.000,36334.000,242000.000,330000.000,135.353,135.693,136.077,136.477,-0.765
2017-01-06 10:01:00,135.479,136.140,-0.775,2737.000,111.000,135.35,135.40,11000.000,22000.000,136.10,136.20,40218.000,3754.000,135.30,135.45,33000.000,33000.000,136.05,136.25,154384.000,32769.000,187000.000,209000.000,135.213,135.543,135.985,136.316,-0.765
2017-01-06 10:02:00,135.419,136.067,-0.775,3524.000,959.000,135.30,135.35,11000.000,22000.000,136.05,136.15,40707.000,1705.000,135.25,135.40,88000.000,44000.000,136.00,136.20,151631.000,33010.000,198000.000,275000.000,135.174,135.496,135.950,136.264,-0.760
