,stockVWAP,futureVWAP,basis,stockTopBidVol,stockTopAskVol,stockTopBidPrice,stockTopAskPrice,futureTopBidVol,futureTopAskVol,futureTopBidPrice,futureTopAskPrice,stockNextBidVol,stockNextAskVol,stockNextBidPrice,stockNextAskPrice,futureNextBidVol,futureNextAskVol,futureNextBidPrice,futureNextAskPrice,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,FairValue
2017-01-06 09:17:00,517.773,512.492,5.425,79.000,79.000,518.00,518.30,4000.000,2000.000,512.60,512.85,127.000,50.000,517.55,518.35,2000.000,2000.000,512.55,512.95,1546.000,2780.000,12000.000,12000.000,517.493,518.654,512.000,513.142,5.410
2017-01-06 09:18:00,515.300,510.682,4.425,40.000,10.000,515.05,515.30,2000.000,4000.000,510.65,510.85,2780.000,232.000,515.00,515.50,2000.000,10000.000,510.50,511.00,4200.000,1756.000,10000.000,24000.000,514.919,515.708,510.340,511.283,5.605
2017-01-06 09:19:00,516.225,511.342,4.950,81.000,1496.000,516.20,516.45,2000.000,2000.000,511.25,511.50,10.000,1309.000,516.15,516.50,2000.000,6000.000,511.20,511.55,500.000,3010.000,10000.000,14000.000,515.986,516.488,511.050,511.650,5.705
2017-01-06 09:20:00,519.792,513.959,5.650,179.000,1940.000,519.65,519.95,2000.000,2000.000,514.05,514.25,58.000,58.000,519.60,520.00,2000.000,2000.000,514.00,514.40,2574.000,3530.000,10000.000,12000.000,519.549,520.079,513.470,514.650,5.610
2017-01-06 09:21:00,520.270,513.819,6.400,68.000,93.000,520.45,520.60,2000.000,6000.000,513.85,514.40,100.000,223.000,520.05,520.70,2000.000,2000.000,513.80,514.45,1179.000,2128.000,12000.000,24000.000,520.022,520.756,513.392,514.775,5.340
2017-01-06 09:22:00,524.792,519.118,5.625,2299.000,4924.000,524.60,525.00,2000.000,2000.000,519.00,519.35,100.000,208.000,524.55,525.20,2000.000,2000.000,518.95,519.40,3855.000,5890.000,10000.000,12000.000,524.558,525.054,518.740,519.592,5.260
2017-01-06 09:23:00,525.152,519.861,5.400,150.000,270.000,525.25,525.30,2000.000,2000.000,519.75,520.00,27.000,4450.000,525.05,525.40,2000.000,2000.000,519.65,520.10,1588.000,5420.000,16000.000,12000.000,525.006,525.411,519.462,520.208,5.315
2017-01-06 09:24:00,525.413,519.880,5.450,100.000,2840.000,525.20,525.50,2000.000,4000.000,519.65,520.15,129.000,55.000,525.15,525.55,2000.000,2000.000,519.60,520.30,3075.000,3507.000,10000.000,20000.000,525.010,525.531,519.490,520.545,5.425
2017-01-06 09:25:00,525.323,519.736,5.175,84.000,1012.000,525.10,525.45,2000.000,4000.000,519.75,520.45,100.000,5.000,525.05,525.50,2000.000,2000.000,519.70,520.50,2123.000,2055.000,12000.000,24000.000,524.998,525.530,519.317,520.808,5.545
2017-01-06 09:26:00,527.516,521.900,5.050,88.000,2000.000,527.35,527.45,2000.000,2000.000,522.20,522.50,1503.000,5.000,527.30,527.55,2000.000,2000.000,522.05,522.55,2901.000,2640.000,30000.000,32000.000,527.270,527.581,521.887,522.913,5.595
