,stockVWAP,futureVWAP,basis,stockTopBidVol,stockTopAskVol,stockTopBidPrice,stockTopAskPrice,futureTopBidVol,futureTopAskVol,futureTopBidPrice,futureTopAskPrice,stockNextBidVol,stockNextAskVol,stockNextBidPrice,stockNextAskPrice,futureNextBidVol,futureNextAskVol,futureNextBidPrice,futureNextAskPrice,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,FairValue
2017-01-06 09:17:00,70.391,70.415,-0.050,1504.000,34536.000,70.35,70.40,40000.000,80000.000,70.40,70.45,30172.000,53343.000,70.30,70.45,20000.000,60000.000,70.35,70.50,175610.000,185894.000,220000.000,300000.000,70.219,70.492,70.286,70.543,-0.075
2017-01-06 09:18:00,70.386,70.424,-0.100,17387.000,26000.000,70.35,70.40,20000.000,60000.000,70.45,70.50,26078.000,35220.000,70.30,70.45,20000.000,20000.000,70.40,70.55,193484.000,199752.000,240000.000,340000.000,70.220,70.503,70.275,70.635,-0.075
2017-01-06 09:19:00,70.495,70.600,-0.075,37697.000,4000.000,70.45,70.50,80000.000,40000.000,70.50,70.60,31333.000,20863.000,70.40,70.55,220000.000,40000.000,70.45,70.65,214082.000,154423.000,620000.000,260000.000,70.330,70.628,70.410,70.715,-0.085
2017-01-06 09:20:00,70.500,70.552,-0.050,32507.000,18840.000,70.45,70.50,20000.000,60000.000,70.50,70.55,28577.000,62434.000,70.40,70.55,180000.000,20000.000,70.45,70.60,227964.000,177762.000,400000.000,200000.000,70.329,70.604,70.385,70.645,-0.090
2017-01-06 09:21:00,70.483,70.532,-0.075,13632.000,24468.000,70.45,70.50,60000.000,40000.000,70.50,70.60,41247.000,17067.000,70.40,70.55,60000.000,60000.000,70.45,70.65,202421.000,191757.000,320000.000,340000.000,70.330,70.612,70.394,70.732,-0.100
2017-01-06 09:22:00,70.659,70.667,-0.075,7743.000,30809.000,70.65,70.70,60000.000,60000.000,70.70,70.80,22484.000,34259.000,70.60,70.75,40000.000,60000.000,70.65,70.85,150497.000,230583.000,200000.000,460000.000,70.514,70.807,70.610,70.930,-0.100
2017-01-06 09:23:00,70.971,70.981,-0.100,34603.000,40620.000,70.90,71.00,60000.000,60000.000,71.00,71.10,16659.000,37589.000,70.85,71.05,40000.000,60000.000,70.95,71.15,229388.000,223062.000,240000.000,480000.000,70.767,71.096,70.896,71.231,-0.105
2017-01-06 09:24:00,71.021,71.113,-0.125,55009.000,1648.000,71.00,71.05,40000.000,100000.000,71.10,71.20,33774.000,46338.000,70.95,71.10,60000.000,100000.000,71.05,71.25,235645.000,216884.000,320000.000,520000.000,70.890,71.180,70.994,71.306,-0.100
2017-01-06 09:25:00,70.971,70.977,-0.075,9111.000,15474.000,70.95,71.00,180000.000,60000.000,71.00,71.10,20406.000,63706.000,70.90,71.05,40000.000,40000.000,70.95,71.15,169922.000,227993.000,340000.000,520000.000,70.811,71.104,70.938,71.244,-0.105
2017-01-06 09:26:00,70.836,70.914,-0.125,12441.000,13573.000,70.80,70.85,60000.000,40000.000,70.90,71.00,38691.000,21902.000,70.75,70.90,60000.000,20000.000,70.85,71.05,241981.000,226297.000,280000.000,380000.000,70.665,70.973,70.800,71.124,-0.105
2017-01-06 09:27:00,70.813,70.838,-0.075,2366.000,52775.000,70.80,70.85,60000.000,60000.000,70.85,70.95,14258.000,45113.000,70.75,70.90,80000.000,40000.000,70.80,71.00,151628.000,242843.000,220000.000,460000.000,70.667,70.943,70.773,71.100,-0.105
2017-01-06 09:28:00,70.949,71.004,-0.125,31552.000,1468.000,70.90,70.95,80000.000,40000.000,71.00,71.10,35149.000,17713.000,70.85,71.00,60000.000,60000.000,70.95,71.15,271861.000,182018.000,340000.000,500000.000,70.777,71.087,70.897,71.232,-0.100
2017-01-06 09:29:00,71.022,71.009,-0.100,12253.000,13136.000,70.95,71.00,60000.000,40000.000,71.05,71.10,83382.000,38029.000,70.90,71.05,80000.000,60000.000,71.00,71.15,345018.000,199795.000,420000.000,780000.000,70.821,71.112,70.950,71.244,-0.100
2017-01-06 09:30:00,71.088,71.139,-0.100,25781.000,3200.000,71.05,71.10,40000.000,60000.000,71.15,71.20,55685.000,21707.000,71.00,71.15,80000.000,120000.000,71.10,71.25,257743.000,207304.000,380000.000,640000.000,70.928,71.228,71.037,71.314,-0.090
2017-01-06 09:31:00,71.060,71.121,-0.125,29084.000,1382.000,71.00,71.05,40000.000,80000.000,71.10,71.20,62736.000,12183.000,70.95,71.10,60000.000,120000.000,71.05,71.25,310145.000,173464.000,360000.000,580000.000,70.873,71.200,70.981,71.302,-0.080
2017-01-06 09:32:00,71.003,70.993,-0.075,11143.000,940.000,70.95,71.00,100000.000,20000.000,71.00,71.10,17189.000,15274.000,70.90,71.05,60000.000,80000.000,70.95,71.15,223009.000,162746.000,360000.000,560000.000,70.811,71.134,70.906,71.236,-0.085
2017-01-06 09:33:00,71.015,71.012,-0.100,11723.000,9342.000,70.95,71.00,20000.000,80000.000,71.05,71.10,44979.000,29337.000,70.90,71.05,60000.000,40000.000,71.00,71.15,286927.000,196647.000,340000.000,760000.000,70.808,71.121,70.926,71.233,-0.085
2017-01-06 09:34:00,70.908,70.942,-0.100,47555.000,2656.000,70.85,70.90,40000.000,60000.000,70.95,71.00,62089.000,14486.000,70.80,70.95,100000.000,60000.000,70.90,71.05,341391.000,187114.000,380000.000,500000.000,70.735,71.039,70.839,71.136,-0.085
2017-01-06 09:35:00,70.932,70.967,-0.050,9446.000,12933.000,70.90,70.95,80000.000,20000.000,70.95,71.00,50414.000,94938.000,70.85,71.00,180000.000,40000.000,70.90,71.05,241620.000,243504.000,560000.000,420000.000,70.782,71.053,70.859,71.148,-0.090
2017-01-06 09:36:00,70.973,70.990,-0.075,28422.000,52507.000,70.90,71.00,40000.000,40000.000,71.00,71.05,71508.000,52569.000,70.85,71.05,80000.000,40000.000,70.95,71.10,311649.000,257162.000,540000.000,660000.000,70.785,71.099,70.885,71.203,-0.095
2017-01-06 09:37:00,70.950,70.959,-0.100,34270.000,14418.000,70.90,70.95,40000.000,60000.000,71.00,71.05,71608.000,53816.000,70.85,71.00,80000.000,20000.000,70.95,71.10,323576.000,224878.000,380000.000,700000.000,70.786,71.063,70.889,71.200,-0.105
2017-01-06 09:38:00,71.013,71.022,-0.100,18528.000,29839.000,70.95,71.00,40000.000,40000.000,71.05,71.10,82931.000,28490.000,70.90,71.05,160000.000,80000.000,71.00,71.15,334811.000,218915.000,500000.000,800000.000,70.823,71.112,70.948,71.240,-0.110
2017-01-06 09:39:00,70.954,70.985,-0.100,61774.000,3157.000,70.90,70.95,40000.000,40000.000,71.00,71.05,69168.000,36795.000,70.85,71.00,180000.000,80000.000,70.95,71.10,338066.000,193192.000,520000.000,680000.000,70.794,71.075,70.902,71.190,-0.120
2017-01-06 09:40:00,70.997,70.987,-0.075,23482.000,40729.000,70.95,71.00,60000.000,60000.000,71.00,71.10,39105.000,29193.000,70.90,71.05,200000.000,100000.000,70.95,71.15,276878.000,231527.000,520000.000,840000.000,70.825,71.106,70.913,71.237,-0.130
2017-01-06 09:41:00,71.185,71.235,-0.100,16997.000,16395.000,71.15,71.20,260000.000,120000.000,71.25,71.30,41689.000,60949.000,71.10,71.25,60000.000,40000.000,71.20,71.35,275111.000,261423.000,560000.000,680000.000,71.014,71.323,71.182,71.425,-0.145
2017-01-06 09:42:00,71.252,71.465,-0.150,28660.000,6086.000,71.25,71.30,100000.000,40000.000,71.40,71.45,21469.000,24258.000,71.20,71.35,360000.000,120000.000,71.35,71.50,224088.000,268387.000,1120000.000,520000.000,71.125,71.442,71.304,71.562,-0.145
2017-01-06 09:43:00,71.349,71.468,-0.125,13271.000,7493.000,71.35,71.40,380000.000,40000.000,71.45,71.55,34929.000,25664.000,71.30,71.45,160000.000,140000.000,71.40,71.60,178322.000,263882.000,680000.000,600000.000,71.220,71.523,71.410,71.670,-0.150
2017-01-06 09:44:00,71.227,71.336,-0.150,23243.000,18120.000,71.20,71.25,40000.000,20000.000,71.35,71.40,36624.000,23552.000,71.15,71.30,60000.000,100000.000,71.30,71.45,247459.000,234852.000,280000.000,460000.000,71.071,71.384,71.243,71.517,-0.145
2017-01-06 09:45:00,71.214,71.286,-0.125,12872.000,17728.000,71.20,71.25,80000.000,40000.000,71.30,71.40,20753.000,23026.000,71.15,71.30,60000.000,120000.000,71.25,71.45,199738.000,248496.000,280000.000,560000.000,71.053,71.384,71.218,71.512,-0.145
2017-01-06 09:46:00,71.193,71.300,-0.175,18709.000,470.000,71.15,71.20,40000.000,80000.000,71.30,71.40,28335.000,17169.000,71.10,71.25,60000.000,120000.000,71.25,71.45,293219.000,216575.000,280000.000,580000.000,71.014,71.350,71.189,71.502,-0.135
2017-01-06 09:47:00,71.225,71.351,-0.150,29700.000,3852.000,71.20,71.25,60000.000,20000.000,71.35,71.40,40965.000,18973.000,71.15,71.30,40000.000,120000.000,71.30,71.45,271767.000,245307.000,360000.000,520000.000,71.076,71.390,71.228,71.517,-0.130
2017-01-06 09:48:00,71.222,71.328,-0.150,12829.000,19305.000,71.20,71.25,20000.000,80000.000,71.35,71.40,45944.000,41855.000,71.15,71.30,40000.000,120000.000,71.30,71.45,263936.000,290755.000,240000.000,580000.000,71.065,71.376,71.229,71.502,-0.140
2017-01-06 09:49:00,71.235,71.333,-0.125,6773.000,13753.000,71.25,71.30,180000.000,160000.000,71.35,71.45,33677.000,67019.000,71.20,71.35,20000.000,340000.000,71.30,71.50,189347.000,330960.000,400000.000,1020000.000,71.118,71.428,71.270,71.544,-0.145
2017-01-06 09:50:00,71.235,71.369,-0.125,14918.000,14285.000,71.25,71.30,40000.000,60000.000,71.35,71.45,26853.000,43713.000,71.20,71.35,80000.000,160000.000,71.30,71.50,195311.000,316139.000,320000.000,520000.000,71.121,71.434,71.238,71.550,-0.155
