,stockVWAP,futureVWAP,basis,stockTopBidVol,stockTopAskVol,stockTopBidPrice,stockTopAskPrice,futureTopBidVol,futureTopAskVol,futureTopBidPrice,futureTopAskPrice,stockNextBidVol,stockNextAskVol,stockNextBidPrice,stockNextAskPrice,futureNextBidVol,futureNextAskVol,futureNextBidPrice,futureNextAskPrice,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,FairValue
2017-01-06 09:17:00,572.432,562.992,9.700,72.000,591.000,572.35,572.80,2000.000,2000.000,562.75,563.00,193.000,653.000,572.30,572.95,4000.000,4000.000,562.70,563.15,1417.000,4082.000,12000.000,12000.000,572.228,573.041,562.517,563.467,10.235
2017-01-06 09:18:00,573.662,564.038,9.725,23.000,494.000,573.80,574.00,4000.000,2000.000,563.95,564.40,40.000,50.000,573.75,574.20,2000.000,2000.000,563.15,564.55,1091.000,5969.000,14000.000,10000.000,573.503,574.489,563.186,564.740,10.240
2017-01-06 09:19:00,574.116,563.868,10.525,26.000,15.000,574.15,574.50,4000.000,2000.000,563.60,564.00,72.000,91.000,574.10,574.60,2000.000,2000.000,563.50,564.05,649.000,1694.000,12000.000,10000.000,574.008,574.780,563.283,564.490,10.085
2017-01-06 09:20:00,574.212,563.883,10.300,81.000,32.000,573.70,574.00,2000.000,2000.000,563.35,563.75,228.000,50.000,573.65,574.15,2000.000,2000.000,563.20,564.00,3769.000,542.000,14000.000,10000.000,573.453,574.215,563.107,564.350,9.880
2017-01-06 09:21:00,572.802,563.029,10.250,5.000,3.000,573.10,573.20,2000.000,2000.000,562.80,563.00,20.000,10.000,573.00,573.25,2000.000,2000.000,562.65,563.25,448.000,1921.000,14000.000,10000.000,572.644,573.393,562.407,563.370,9.625
2017-01-06 09:22:00,573.251,562.803,10.375,232.000,20.000,573.10,573.20,2000.000,2000.000,562.50,563.05,415.000,31.000,572.90,573.25,4000.000,2000.000,562.45,563.20,1407.000,166.000,16000.000,18000.000,572.772,573.352,562.394,563.367,9.370
2017-01-06 09:23:00,572.518,562.753,9.750,100.000,97.000,572.50,572.70,4000.000,4000.000,562.70,563.00,216.000,50.000,572.45,572.75,2000.000,2000.000,562.60,563.20,1384.000,2860.000,16000.000,20000.000,572.399,572.841,562.394,563.325,9.085
2017-01-06 09:24:00,572.709,563.089,9.750,269.000,211.000,572.40,572.75,2000.000,2000.000,562.80,562.85,361.000,173.000,572.35,572.80,2000.000,2000.000,562.70,563.25,2568.000,1121.000,20000.000,18000.000,572.245,572.888,562.505,563.428,8.750
2017-01-06 09:25:00,572.693,563.122,9.275,4.000,326.000,572.40,572.50,2000.000,2000.000,563.00,563.35,361.000,2.000,572.35,572.65,2000.000,4000.000,562.70,563.40,2255.000,484.000,14000.000,18000.000,572.233,572.585,562.593,563.567,8.590
2017-01-06 09:26:00,571.502,562.430,8.975,900.000,2019.000,571.30,571.55,2000.000,2000.000,562.30,562.60,10.000,2.000,571.15,571.60,2000.000,2000.000,562.15,562.65,4060.000,2831.000,14000.000,16000.000,571.074,571.602,562.014,562.919,8.455
2017-01-06 09:27:00,571.414,562.023,9.100,69.000,87.000,571.25,571.40,2000.000,2000.000,562.00,562.45,141.000,2000.000,571.20,571.50,2000.000,2000.000,561.70,562.70,2391.000,4147.000,10000.000,16000.000,571.027,571.741,561.640,562.862,8.295
2017-01-06 09:28:00,570.182,561.764,8.325,50.000,93.000,569.90,570.30,2000.000,2000.000,561.60,561.95,69.000,50.000,569.85,570.35,2000.000,4000.000,561.40,562.00,2424.000,2278.000,10000.000,12000.000,569.634,570.620,561.290,562.258,8.220
2017-01-06 09:29:00,569.920,561.760,8.075,10.000,14.000,569.75,569.95,2000.000,2000.000,561.55,562.00,100.000,635.000,569.65,570.00,2000.000,2000.000,561.50,562.05,1919.000,1018.000,10000.000,10000.000,569.469,570.089,561.300,562.220,8.130
2017-01-06 09:30:00,569.662,561.585,8.475,10.000,196.000,569.80,570.00,2000.000,2000.000,561.35,561.50,275.000,475.000,569.65,570.15,2000.000,2000.000,561.20,562.00,746.000,5511.000,10000.000,10000.000,569.566,570.263,561.170,562.000,7.970
2017-01-06 09:31:00,570.606,562.285,8.300,50.000,239.000,570.45,570.70,4000.000,2000.000,561.95,562.60,462.000,50.000,570.40,570.80,2000.000,2000.000,561.80,562.65,860.000,667.000,14000.000,12000.000,570.318,570.870,561.786,562.758,7.760
2017-01-06 09:32:00,570.288,562.004,8.300,50.000,85.000,570.15,570.40,2000.000,2000.000,561.75,562.20,144.000,33.000,570.10,570.45,2000.000,2000.000,561.70,562.25,1870.000,1452.000,12000.000,12000.000,570.013,570.600,561.533,562.542,7.420
2017-01-06 09:33:00,569.952,562.009,7.950,163.000,50.000,569.55,569.90,2000.000,2000.000,561.55,562.00,440.000,12.000,569.50,569.95,4000.000,2000.000,561.50,562.05,1648.000,223.000,22000.000,12000.000,569.366,570.006,561.186,562.325,7.210
2017-01-06 09:34:00,569.520,561.841,7.625,16.000,56.000,569.30,569.40,4000.000,4000.000,561.50,561.95,824.000,40.000,569.25,569.50,2000.000,2000.000,561.20,562.00,1454.000,239.000,20000.000,14000.000,569.194,569.588,561.140,562.200,7.060
2017-01-06 09:35:00,569.424,562.019,7.675,144.000,200.000,569.30,569.50,2000.000,2000.000,561.55,561.90,96.000,50.000,569.25,569.70,4000.000,2000.000,561.50,562.05,608.000,811.000,24000.000,12000.000,569.192,569.738,561.158,562.325,6.845
2017-01-06 09:36:00,568.930,561.815,7.250,96.000,56.000,568.80,568.95,2000.000,2000.000,561.30,561.95,258.000,3.000,568.75,569.10,2000.000,4000.000,561.25,562.00,544.000,304.000,14000.000,12000.000,568.669,569.234,561.143,562.192,6.595
2017-01-06 09:37:00,568.686,561.860,6.600,90.000,4.000,568.30,568.45,2000.000,2000.000,561.55,562.00,92.000,37.000,568.25,568.60,2000.000,2000.000,561.40,562.05,1129.000,162.000,10000.000,10000.000,568.161,568.773,561.340,562.380,6.455
2017-01-06 09:38:00,568.538,561.842,6.900,150.000,20.000,568.60,568.80,2000.000,2000.000,561.60,562.00,50.000,35.000,568.50,568.85,2000.000,4000.000,561.55,562.05,372.000,1168.000,10000.000,14000.000,568.485,569.004,561.420,562.371,6.305
2017-01-06 09:39:00,568.550,561.779,6.875,199.000,37.000,568.60,568.65,2000.000,2000.000,561.50,562.00,156.000,5.000,568.50,568.75,2000.000,4000.000,561.40,562.05,540.000,720.000,10000.000,14000.000,568.497,568.913,561.340,562.350,6.205
2017-01-06 09:40:00,568.937,562.255,6.600,421.000,30.000,568.80,568.90,2000.000,4000.000,562.00,562.50,1000.000,400.000,568.75,568.95,2000.000,2000.000,561.85,562.70,1722.000,502.000,10000.000,12000.000,568.728,568.991,561.790,562.725,6.095
2017-01-06 09:41:00,568.441,562.280,6.000,200.000,1000.000,568.20,568.40,4000.000,4000.000,562.10,562.50,7.000,2.000,568.05,568.50,2000.000,2000.000,561.90,562.70,5200.000,1604.000,16000.000,14000.000,567.901,568.515,561.688,562.757,6.130
