,stockVWAP,futureVWAP,basis,stockTopBidVol,stockTopAskVol,stockTopBidPrice,stockTopAskPrice,futureTopBidVol,futureTopAskVol,futureTopBidPrice,futureTopAskPrice,stockNextBidVol,stockNextAskVol,stockNextBidPrice,stockNextAskPrice,futureNextBidVol,futureNextAskVol,futureNextBidPrice,futureNextAskPrice,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,FairValue
2017-05-26 09:16:00,520.116,513.135,6.825,773.000,50.000,519.55,520.10,2000.000,2000.000,512.00,514.00,50.000,335.000,519.50,520.80,2000.000,2000.000,511.75,514.90,1286.000,564.000,10000.000,10000.000,519.480,520.762,511.300,514.970,5.370
2017-05-26 09:17:00,520.773,515.492,5.425,79.000,79.000,521.00,521.30,4000.000,2000.000,515.60,515.85,127.000,50.000,520.55,521.35,2000.000,2000.000,515.55,515.95,1546.000,2780.000,12000.000,12000.000,520.493,521.654,515.000,516.142,5.410
2017-05-26 09:18:00,518.300,513.682,4.425,40.000,10.000,518.05,518.30,2000.000,4000.000,513.65,513.85,2780.000,232.000,518.00,518.50,2000.000,10000.000,513.50,514.00,4200.000,1756.000,10000.000,24000.000,517.919,518.708,513.340,514.283,5.605
2017-05-26 09:19:00,519.225,514.342,4.950,81.000,1496.000,519.20,519.45,2000.000,2000.000,514.25,514.50,10.000,1309.000,519.15,519.50,2000.000,6000.000,514.20,514.55,500.000,3010.000,10000.000,14000.000,518.986,519.488,514.050,514.650,5.705
2017-05-26 09:20:00,522.792,516.959,5.650,179.000,1940.000,522.65,522.95,2000.000,2000.000,517.05,517.25,58.000,58.000,522.60,523.00,2000.000,2000.000,517.00,517.40,2574.000,3530.000,10000.000,12000.000,522.549,523.079,516.470,517.650,5.610
2017-05-26 09:21:00,523.270,516.819,6.400,68.000,93.000,523.45,523.60,2000.000,6000.000,516.85,517.40,100.000,223.000,523.05,523.70,2000.000,2000.000,516.80,517.45,1179.000,2128.000,12000.000,24000.000,523.022,523.756,516.392,517.775,5.340
2017-05-26 09:22:00,527.792,522.118,5.625,2299.000,4924.000,527.60,528.00,2000.000,2000.000,522.00,522.35,100.000,208.000,527.55,528.20,2000.000,2000.000,521.95,522.40,3855.000,5890.000,10000.000,12000.000,527.558,528.054,521.740,522.592,5.260
2017-05-26 09:23:00,528.152,522.861,5.400,150.000,270.000,528.25,528.30,2000.000,2000.000,522.75,523.00,27.000,4450.000,528.05,528.40,2000.000,2000.000,522.65,523.10,1588.000,5420.000,16000.000,12000.000,528.006,528.411,522.462,523.208,5.315
2017-05-26 09:24:00,528.413,522.880,5.450,100.000,2840.000,528.20,528.50,2000.000,4000.000,522.65,523.15,129.000,55.000,528.15,528.55,2000.000,2000.000,522.60,523.30,3075.000,3507.000,10000.000,20000.000,528.010,528.531,522.490,523.545,5.425
2017-05-26 09:25:00,528.323,522.736,5.175,84.000,1012.000,528.10,528.45,2000.000,4000.000,522.75,523.45,100.000,5.000,528.05,528.50,2000.000,2000.000,522.70,523.50,2123.000,2055.000,12000.000,24000.000,527.998,528.530,522.317,523.808,5.545
2017-05-26 09:26:00,530.516,524.900,5.050,88.000,2000.000,530.35,530.45,2000.000,2000.000,525.20,525.50,1503.000,5.000,530.30,530.55,2000.000,2000.000,525.05,525.55,2901.000,2640.000,30000.000,32000.000,530.270,530.581,524.887,525.913,5.595
2017-05-26 09:27:00,535.130,530.625,5.225,19.000,418.000,535.55,535.70,4000.000,2000.000,530.20,530.60,15.000,228.000,535.30,535.75,8000.000,2000.000,530.10,530.65,661.000,8606.000,26000.000,10000.000,535.159,535.941,530.038,530.940,5.580
2017-05-26 09:28:00,534.460,528.780,5.675,294.000,1034.000,534.35,534.75,2000.000,4000.000,528.80,528.95,100.000,214.000,534.30,534.80,2000.000,20000.000,528.60,529.00,793.000,1771.000,10000.000,30000.000,534.266,534.800,528.560,529.103,5.440
2017-05-26 09:29:00,536.616,530.770,6.000,1019.000,913.000,536.55,536.90,4000.000,2000.000,530.60,530.85,100.000,308.000,536.45,536.95,10000.000,2000.000,530.50,530.95,1571.000,3149.000,20000.000,10000.000,536.461,536.973,530.435,531.030,5.230
