,stockVWAP,futureVWAP,basis,stockTopBidVol,stockTopAskVol,stockTopBidPrice,stockTopAskPrice,futureTopBidVol,futureTopAskVol,futureTopBidPrice,futureTopAskPrice,stockNextBidVol,stockNextAskVol,stockNextBidPrice,stockNextAskPrice,futureNextBidVol,futureNextAskVol,futureNextBidPrice,futureNextAskPrice,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,FairValue,benchmark_score
2017-01-06 09:17:00,126.771,127.636,-0.700,1321,15,126.80,126.85,9000,9000,127.50,127.55,3427,22453,126.75,126.90,9000,9000,127.40,127.70,26301,60586,72000,54000,126.680,126.965,127.231,127.842,-0.775,0.000
2017-01-06 09:18:00,126.470,127.313,-0.825,2389,2990,126.50,126.60,9000,9000,127.25,127.50,983,1137,126.45,126.65,18000,18000,127.20,127.55,16015,39943,63000,72000,126.372,126.733,127.043,127.612,-0.745,75.000
2017-01-06 09:19:00,126.516,127.132,-0.875,4161,441,126.40,126.50,18000,9000,127.20,127.45,693,1217,126.35,126.55,9000,36000,127.05,127.50,29493,14791,63000,90000,126.246,126.659,126.929,127.570,-0.715,54.458
2017-01-06 09:20:00,126.243,126.938,-0.750,3605,1663,126.25,126.35,9000,9000,126.90,127.20,1384,6087,126.20,126.40,27000,36000,126.85,127.25,12140,20538,72000,108000,126.159,126.474,126.694,127.300,-0.720,66.222
2017-01-06 09:21:00,126.592,127.247,-0.675,623,500,126.60,126.65,27000,9000,127.10,127.50,10160,9030,126.55,126.70,9000,36000,127.05,127.55,21831,26097,72000,90000,126.516,126.776,126.981,127.605,-0.705,66.544
2017-01-06 09:22:00,126.690,127.323,-0.750,53,3888,126.70,126.75,9000,18000,127.35,127.60,1398,554,126.65,126.80,27000,27000,127.20,127.65,24393,39043,72000,144000,126.543,126.895,127.162,127.703,-0.700,65.288
2017-01-06 09:23:00,127.142,127.878,-0.675,4385,1379,127.20,127.25,9000,9000,127.85,127.95,1920,1324,127.15,127.30,9000,18000,127.80,128.00,15818,41083,72000,90000,127.098,127.389,127.606,128.135,-0.710,67.004
2017-01-06 09:24:00,127.414,128.125,-0.725,2268,160,127.40,127.45,9000,27000,128.10,128.20,6911,10436,127.35,127.50,45000,9000,128.00,128.25,36389,45246,81000,81000,127.260,127.577,127.978,128.294,-0.715,63.429
2017-01-06 09:25:00,127.708,128.439,-0.775,7720,5182,127.70,127.80,9000,9000,128.40,128.65,1984,6565,127.65,127.85,18000,36000,128.35,128.70,53879,87769,72000,135000,127.554,127.937,128.269,128.760,-0.715,59.332
2017-01-06 09:26:00,127.419,128.168,-0.600,1099,5177,127.50,127.60,18000,18000,128.00,128.30,1374,2034,127.45,127.65,27000,18000,127.90,128.40,11600,42270,81000,72000,127.380,127.764,127.878,128.419,-0.755,55.964
2017-01-06 09:27:00,127.516,128.211,-0.725,4862,6171,127.50,127.60,9000,9000,128.25,128.30,11531,1799,127.45,127.65,18000,9000,128.20,128.40,41517,52428,54000,108000,127.396,127.733,128.133,128.467,-0.770,55.396
2017-01-06 09:28:00,127.609,128.335,-0.725,6551,4174,127.60,127.65,9000,9000,128.30,128.40,897,18919,127.55,127.70,27000,27000,128.20,128.45,41711,63747,81000,72000,127.465,127.756,128.139,128.550,-0.790,56.879
2017-01-06 09:29:00,127.562,128.323,-0.750,5117,4622,127.55,127.60,9000,9000,128.25,128.40,5165,1939,127.50,127.65,27000,36000,128.20,128.45,44866,49521,81000,99000,127.436,127.725,128.122,128.559,-0.795,59.152
