,stockVWAP,futureVWAP,basis,stockTopBidVol,stockTopAskVol,stockTopBidPrice,stockTopAskPrice,futureTopBidVol,futureTopAskVol,futureTopBidPrice,futureTopAskPrice,stockNextBidVol,stockNextAskVol,stockNextBidPrice,stockNextAskPrice,futureNextBidVol,futureNextAskVol,futureNextBidPrice,futureNextAskPrice,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,FairValue,benchmark_score
2017-01-06 09:17:00,1477.349,1483.396,-6.240,150,2,1477.18,1477.23,350,350,1483.10,1483.80,54,90,1477.04,1477.88,350,350,1483.05,1484.00,996,1260,2450,2450,1476.995,1478.090,1482.757,1484.250,-6.031,0.000
2017-01-06 09:18:00,1478.181,1484.231,-6.845,80,1,1477.73,1477.78,350,700,1484.30,1484.90,80,15,1477.68,1478.18,1050,14000,1484.25,1484.95,443,193,2450,21000,1477.567,1478.666,1484.114,1485.195,-5.563,209.000
2017-01-06 09:19:00,1480.285,1486.961,-6.613,102,50,1480.06,1480.11,2100,350,1486.45,1486.95,68,216,1480.01,1480.16,1050,1050,1486.00,1487.00,798,491,9100,2450,1479.750,1480.386,1485.825,1487.236,-5.120,708.202
2017-01-06 09:20:00,1486.665,1492.951,-6.244,77,1,1486.76,1487.01,3150,350,1493.00,1493.25,125,60,1486.71,1487.06,350,700,1492.50,1493.45,758,2666,7700,5950,1486.495,1487.104,1492.434,1493.547,-4.718,1015.549
2017-01-06 09:21:00,1492.535,1498.150,-5.739,586,104,1492.21,1492.66,350,700,1497.95,1498.40,268,1,1491.87,1492.76,350,350,1497.90,1498.50,1006,273,2100,2450,1492.040,1492.789,1497.750,1498.607,-4.229,1246.803
2017-01-06 09:22:00,1495.301,1499.889,-4.712,35,54,1494.89,1495.54,350,1400,1499.65,1500.20,379,5,1494.84,1495.68,350,350,1499.50,1500.75,677,546,1750,3150,1494.795,1495.812,1499.350,1500.589,-4.144,1460.025
2017-01-06 09:23:00,1494.742,1499.350,-4.508,50,311,1494.59,1495.04,350,350,1499.00,1499.65,10,106,1494.54,1495.39,350,350,1498.95,1499.80,604,1676,2100,2100,1494.399,1495.398,1498.833,1499.883,-4.322,1539.352
2017-01-06 09:24:00,1493.449,1498.050,-4.399,37,414,1493.50,1493.95,700,350,1497.80,1498.45,1286,289,1493.06,1494.00,350,700,1497.75,1498.60,1589,2012,2450,3150,1493.032,1494.081,1497.593,1498.811,-4.258,1500.391
2017-01-06 09:25:00,1494.610,1499.000,-4.233,20,434,1494.49,1495.04,350,350,1498.65,1499.35,48,350,1494.15,1495.09,350,350,1498.50,1499.45,1045,1497,1750,2100,1494.056,1495.146,1498.440,1499.717,-4.489,1436.225
2017-01-06 09:26:00,1499.242,1502.452,-3.295,13,32,1499.31,1499.40,350,350,1502.40,1502.90,141,350,1499.26,1499.50,350,6650,1502.35,1503.00,490,1311,1750,9100,1499.143,1499.735,1502.210,1503.121,-5.026,1356.239
