,stockVWAP,futureVWAP,basis,stockTopBidVol,stockTopAskVol,stockTopBidPrice,stockTopAskPrice,futureTopBidVol,futureTopAskVol,futureTopBidPrice,futureTopAskPrice,stockNextBidVol,stockNextAskVol,stockNextBidPrice,stockNextAskPrice,futureNextBidVol,futureNextAskVol,futureNextBidPrice,futureNextAskPrice,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,FairValue
2017-01-06 09:17:00,168.358,168.980,-0.750,85.000,392.000,168.25,168.30,22500.000,4500.000,168.85,169.20,1217.000,50.000,168.15,168.35,45000.000,4500.000,168.80,169.25,8933.000,3125.000,85500.000,40500.000,168.039,168.444,168.692,169.511,-0.585
2017-01-06 09:18:00,168.457,169.165,-0.775,709.000,48.000,168.30,168.40,4500.000,9000.000,168.85,169.40,276.000,50.000,168.20,168.45,45000.000,4500.000,168.80,169.45,4042.000,949.000,67500.000,36000.000,168.118,168.548,168.710,169.600,-0.540
2017-01-06 09:19:00,168.412,169.170,-0.650,50.000,432.000,168.45,168.55,4500.000,9000.000,169.05,169.25,252.000,1381.000,168.40,168.60,4500.000,9000.000,169.00,169.30,1189.000,5061.000,63000.000,36000.000,168.315,168.692,168.804,169.338,-0.495
2017-01-06 09:20:00,168.762,169.192,-0.525,200.000,204.000,168.75,168.80,4500.000,4500.000,169.10,169.50,17.000,179.000,168.70,168.85,13500.000,4500.000,169.05,169.65,2178.000,2885.000,36000.000,49500.000,168.576,168.949,168.981,169.745,-0.510
2017-01-06 09:21:00,169.017,169.463,-0.500,885.000,148.000,168.95,169.15,4500.000,4500.000,169.40,169.70,885.000,538.000,168.90,169.20,4500.000,9000.000,169.35,169.75,6535.000,6746.000,31500.000,54000.000,168.790,169.286,169.236,169.796,-0.510
2017-01-06 09:22:00,169.331,169.831,-0.475,2201.000,282.000,169.25,169.35,4500.000,4500.000,169.65,169.90,100.000,610.000,169.20,169.40,4500.000,4500.000,169.60,169.95,7251.000,4233.000,31500.000,27000.000,169.128,169.512,169.443,170.100,-0.535
2017-01-06 09:23:00,169.666,170.108,-0.550,615.000,160.000,169.60,169.75,4500.000,9000.000,170.15,170.30,212.000,3126.000,169.55,169.80,4500.000,4500.000,169.85,170.40,7112.000,9188.000,22500.000,31500.000,169.453,169.863,169.800,170.514,-0.535
2017-01-06 09:24:00,170.215,170.573,-0.425,199.000,399.000,170.20,170.35,4500.000,4500.000,170.55,170.85,50.000,2.000,170.15,170.40,4500.000,13500.000,170.40,170.90,3391.000,5825.000,22500.000,36000.000,170.037,170.509,170.310,170.994,-0.575
2017-01-06 09:25:00,170.537,170.931,-0.600,306.000,100.000,170.45,170.55,4500.000,4500.000,171.00,171.20,1207.000,550.000,170.40,170.60,4500.000,4500.000,170.55,171.25,8836.000,4886.000,31500.000,27000.000,170.289,170.712,170.529,171.333,-0.585
2017-01-06 09:26:00,170.388,170.915,-0.500,266.000,1050.000,170.35,170.40,4500.000,4500.000,170.70,171.05,500.000,245.000,170.30,170.45,4500.000,4500.000,170.60,171.15,2051.000,2533.000,31500.000,27000.000,170.217,170.479,170.536,171.267,-0.630
2017-01-06 09:27:00,170.022,170.430,-0.600,566.000,370.000,169.85,170.00,4500.000,4500.000,170.35,170.70,400.000,50.000,169.80,170.05,4500.000,4500.000,170.30,170.75,4918.000,2003.000,22500.000,45000.000,169.703,170.134,170.230,170.930,-0.625
2017-01-06 09:28:00,169.950,170.400,-0.550,907.000,1378.000,169.85,170.00,4500.000,4500.000,170.25,170.70,223.000,40.000,169.80,170.05,9000.000,4500.000,170.20,170.75,2197.000,1842.000,27000.000,45000.000,169.782,170.040,170.142,170.930,-0.665
