,stockVWAP,futureVWAP,basis,stockTopBidVol,stockTopAskVol,stockTopBidPrice,stockTopAskPrice,futureTopBidVol,futureTopAskVol,futureTopBidPrice,futureTopAskPrice,stockNextBidVol,stockNextAskVol,stockNextBidPrice,stockNextAskPrice,futureNextBidVol,futureNextAskVol,futureNextBidPrice,futureNextAskPrice,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,FairValue
2017-01-06 09:17:00,161.832,159.230,2.650,153.000,5200.000,161.85,161.90,12000.000,6000.000,159.15,159.30,2315.000,1390.000,161.80,161.95,6000.000,6000.000,159.10,159.45,13953.000,23609.000,54000.000,36000.000,161.663,162.008,158.983,159.525,2.225
2017-01-06 09:18:00,161.744,159.431,2.250,1.000,35.000,161.75,161.85,12000.000,12000.000,159.45,159.65,1759.000,2403.000,161.70,161.90,6000.000,6000.000,159.40,159.70,6493.000,10856.000,48000.000,108000.000,161.635,161.989,159.269,159.961,2.190
2017-01-06 09:19:00,161.757,159.435,2.250,1439.000,882.000,161.75,161.90,6000.000,6000.000,159.50,159.65,2381.000,2272.000,161.70,161.95,6000.000,6000.000,159.45,159.80,10964.000,22282.000,42000.000,102000.000,161.625,162.068,159.314,159.956,2.115
2017-01-06 09:20:00,161.580,159.230,2.200,600.000,439.000,161.50,161.60,18000.000,12000.000,159.20,159.50,1852.000,200.000,161.45,161.65,6000.000,6000.000,159.15,159.55,8340.000,4840.000,42000.000,108000.000,161.383,161.755,159.086,159.936,1.965
2017-01-06 09:21:00,162.036,159.698,2.275,800.000,1351.000,162.05,162.10,18000.000,12000.000,159.75,159.85,300.000,4559.000,162.00,162.15,6000.000,6000.000,159.70,159.90,13807.000,20810.000,66000.000,108000.000,161.835,162.233,159.509,160.014,1.820
2017-01-06 09:22:00,162.235,160.076,2.150,612.000,1349.000,162.20,162.25,12000.000,6000.000,160.00,160.15,773.000,349.000,162.15,162.30,24000.000,6000.000,159.75,160.20,12598.000,11126.000,72000.000,42000.000,162.045,162.408,159.738,160.350,1.710
2017-01-06 09:23:00,162.703,160.533,2.075,34.000,198.000,162.70,162.75,18000.000,6000.000,160.50,160.80,2829.000,1075.000,162.65,162.80,6000.000,6000.000,160.35,160.85,7266.000,8362.000,54000.000,72000.000,162.591,162.883,160.344,160.942,1.620
2017-01-06 09:24:00,162.671,160.779,1.875,2622.000,300.000,162.60,162.70,6000.000,18000.000,160.65,160.90,1413.000,497.000,162.55,162.75,6000.000,12000.000,160.60,160.95,31074.000,19940.000,60000.000,66000.000,162.472,162.874,160.535,160.977,1.595
2017-01-06 09:25:00,163.179,161.593,1.450,1201.000,2.000,163.10,163.25,18000.000,6000.000,161.55,161.90,2472.000,1915.000,163.00,163.30,6000.000,12000.000,161.35,162.00,20961.000,19604.000,42000.000,42000.000,162.893,163.452,161.307,162.071,1.645
2017-01-06 09:26:00,163.133,161.742,1.550,1.000,1452.000,163.15,163.20,6000.000,6000.000,161.60,161.65,2267.000,2814.000,163.10,163.25,30000.000,6000.000,161.55,161.70,14869.000,26912.000,72000.000,36000.000,162.997,163.339,161.387,161.975,1.670
2017-01-06 09:27:00,163.100,161.533,1.600,539.000,438.000,163.15,163.25,18000.000,12000.000,161.55,161.65,1378.000,3708.000,163.10,163.30,6000.000,6000.000,161.40,161.70,7859.000,22349.000,54000.000,54000.000,163.049,163.389,161.367,161.761,1.650
2017-01-06 09:28:00,163.690,161.985,1.625,856.000,1999.000,163.55,163.65,6000.000,12000.000,161.90,162.05,3423.000,905.000,163.50,163.70,6000.000,12000.000,161.85,162.10,15042.000,6146.000,36000.000,42000.000,163.414,163.746,161.750,162.179,1.615
