,stockVWAP,futureVWAP,basis,stockTopBidVol,stockTopAskVol,stockTopBidPrice,stockTopAskPrice,futureTopBidVol,futureTopAskVol,futureTopBidPrice,futureTopAskPrice,stockNextBidVol,stockNextAskVol,stockNextBidPrice,stockNextAskPrice,futureNextBidVol,futureNextAskVol,futureNextBidPrice,futureNextAskPrice,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,FairValue
2017-01-06 09:17:00,1342.851,1347.087,-4.400,334.000,77.000,1342.30,1343.15,500.000,500.000,1346.85,1347.40,289.000,115.000,1342.25,1343.20,500.000,500.000,1346.65,1347.45,1375.000,976.000,4000.000,3500.000,1342.132,1343.416,1346.525,1347.579,-3.765
2017-01-06 09:18:00,1343.596,1348.711,-4.700,31.000,49.000,1343.75,1343.95,500.000,500.000,1348.35,1348.75,215.000,1780.000,1343.45,1344.00,1000.000,1500.000,1348.25,1348.95,571.000,1875.000,3500.000,3500.000,1343.390,1344.008,1348.179,1349.143,-3.535
2017-01-06 09:19:00,1343.727,1347.524,-3.675,1.000,1477.000,1343.70,1343.90,500.000,500.000,1347.15,1347.80,83.000,315.000,1343.00,1344.20,1000.000,500.000,1347.05,1347.95,1381.000,2232.000,10000.000,9500.000,1342.702,1344.029,1346.940,1348.029,-3.470
2017-01-06 09:20:00,1342.980,1346.509,-3.675,450.000,43.000,1342.50,1342.85,1500.000,1000.000,1346.10,1346.60,1.000,10.000,1342.30,1342.90,500.000,500.000,1346.00,1346.85,4914.000,163.000,7000.000,4000.000,1342.222,1343.064,1345.736,1346.888,-3.435
2017-01-06 09:21:00,1341.518,1344.767,-3.325,64.000,40.000,1341.75,1341.80,1000.000,500.000,1344.90,1345.30,15.000,1638.000,1341.35,1342.00,500.000,1000.000,1344.60,1345.35,785.000,2761.000,4000.000,11000.000,1341.118,1342.145,1344.569,1345.768,-3.525
2017-01-06 09:22:00,1342.352,1345.664,-3.450,430.000,10.000,1342.00,1342.65,500.000,4500.000,1345.55,1346.00,307.000,333.000,1341.80,1342.70,1000.000,500.000,1345.50,1346.30,1202.000,737.000,3000.000,8000.000,1341.822,1342.735,1345.308,1346.297,-3.640
2017-01-06 09:23:00,1343.554,1346.906,-3.550,77.000,394.000,1343.20,1344.00,500.000,500.000,1346.90,1347.40,115.000,500.000,1343.15,1344.10,500.000,1000.000,1346.60,1347.60,1093.000,1770.000,2500.000,5500.000,1343.058,1344.159,1346.570,1347.950,-3.790
2017-01-06 09:24:00,1344.722,1348.017,-3.350,496.000,183.000,1344.35,1344.75,1000.000,1000.000,1347.85,1347.95,323.000,10.000,1344.30,1344.80,1000.000,2500.000,1347.75,1348.00,1660.000,823.000,7000.000,5000.000,1344.234,1345.055,1347.493,1348.150,-3.885
2017-01-06 09:25:00,1344.789,1348.446,-3.500,118.000,10.000,1344.70,1344.80,4000.000,500.000,1348.00,1348.50,489.000,19.000,1344.55,1344.85,3500.000,500.000,1347.95,1348.65,1457.000,669.000,9500.000,2500.000,1344.480,1345.132,1347.897,1348.710,-3.975
2017-01-06 09:26:00,1345.302,1349.219,-3.775,436.000,539.000,1345.05,1345.75,4000.000,500.000,1349.00,1349.35,236.000,136.000,1345.00,1345.80,2500.000,500.000,1348.90,1349.40,2433.000,2988.000,8000.000,2500.000,1344.791,1345.899,1348.838,1349.550,-3.960
2017-01-06 09:27:00,1344.814,1348.808,-4.025,70.000,379.000,1345.00,1345.10,500.000,1000.000,1348.90,1349.25,11.000,438.000,1344.80,1345.20,500.000,500.000,1348.20,1349.30,452.000,1610.000,3000.000,3500.000,1344.574,1345.239,1348.250,1349.350,-3.770
2017-01-06 09:28:00,1346.053,1349.840,-4.300,179.000,1068.000,1345.75,1345.95,500.000,500.000,1349.95,1350.35,61.000,13.000,1345.45,1346.00,500.000,500.000,1349.90,1350.40,2387.000,1309.000,2500.000,12000.000,1345.255,1346.025,1349.760,1350.490,-3.535
2017-01-06 09:29:00,1343.735,1347.682,-3.825,122.000,646.000,1343.80,1344.00,500.000,500.000,1347.50,1347.95,58.000,13.000,1343.75,1344.05,500.000,3500.000,1347.45,1348.00,291.000,1587.000,3000.000,5500.000,1343.677,1344.336,1347.292,1348.073,-3.450
