,stockVWAP,futureVWAP,basis,stockTopBidVol,stockTopAskVol,stockTopBidPrice,stockTopAskPrice,futureTopBidVol,futureTopAskVol,futureTopBidPrice,futureTopAskPrice,stockNextBidVol,stockNextAskVol,stockNextBidPrice,stockNextAskPrice,futureNextBidVol,futureNextAskVol,futureNextBidPrice,futureNextAskPrice,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,FairValue,benchmark_score
2017-01-06 09:17:00,707.879,709.639,-2.025,145,661,707.80,707.90,1100,3300,709.55,710.20,259,1500,707.75,708.05,1100,1100,709.50,710.30,954,2229,6600,14300,707.602,708.011,709.283,710.519,-1.560,0.000
2017-01-06 09:18:00,709.578,711.487,-1.700,55,20,709.60,709.90,1100,1100,710.95,711.95,97,160,709.55,710.05,1100,2200,710.20,712.30,403,1345,9900,7700,709.432,710.098,710.178,712.393,-1.615,465.000
2017-01-06 09:19:00,710.771,712.292,-1.575,284,19,710.55,710.90,1100,1100,711.80,712.80,501,217,710.50,710.95,1100,1100,711.70,712.85,871,467,6600,6600,710.501,710.991,711.558,712.967,-1.635,372.479
2017-01-06 09:20:00,711.055,712.580,-1.350,95,864,711.20,711.40,1100,1100,712.35,712.95,15,1100,711.00,711.55,1100,1100,712.30,713.00,383,3341,5500,5500,711.002,711.566,711.950,713.210,-1.710,313.484
2017-01-06 09:21:00,713.012,714.621,-1.375,5,320,713.00,713.25,3300,1100,714.35,714.65,85,500,712.95,713.40,1100,1100,714.30,714.90,802,3028,9900,5500,712.849,713.457,713.861,715.030,-1.630,272.522
2017-01-06 09:22:00,713.685,715.562,-1.800,13,33,713.60,713.80,1100,1100,715.05,715.95,25,2,713.55,713.90,1100,1100,715.00,716.00,210,220,8800,8800,713.287,713.980,714.788,716.438,-1.430,244.008
2017-01-06 09:23:00,714.718,716.662,-1.975,33,30,714.85,715.05,1100,1100,716.65,717.20,194,184,714.55,715.10,1100,1100,716.60,717.50,420,656,5500,8800,714.536,715.188,716.250,717.744,-1.310,228.983
2017-01-06 09:24:00,714.410,716.250,-1.675,295,256,714.40,714.75,1100,1100,716.10,716.40,216,100,714.25,714.80,1100,1100,716.05,716.50,573,1156,7700,5500,714.315,714.849,715.743,716.600,-1.285,241.313
2017-01-06 09:25:00,715.651,717.175,-1.725,104,134,715.35,715.60,1100,1100,716.95,717.45,141,5,715.10,715.65,1100,1100,716.90,717.50,1604,234,7700,7700,715.035,715.672,716.657,717.757,-1.175,257.421
2017-01-06 09:26:00,716.757,718.115,-0.975,90,194,717.00,717.15,1100,1100,717.80,718.30,23,100,716.70,717.20,1100,1100,717.75,718.40,261,1291,6600,7700,716.766,717.310,717.683,718.621,-1.315,301.173
2017-01-06 09:27:00,716.598,717.757,-0.800,6,2,716.85,716.95,1100,3300,717.60,717.80,88,713,716.65,717.00,1100,3300,717.55,718.00,309,2383,6600,9900,716.537,717.080,717.425,718.022,-1.450,302.584
2017-01-06 09:28:00,717.146,718.376,-1.375,130,13,717.00,717.20,2200,1100,718.25,718.70,182,134,716.85,717.40,1100,1100,718.20,718.85,830,698,8800,12100,716.793,717.463,717.994,718.968,-1.455,288.566
2017-01-06 09:29:00,716.721,718.361,-1.550,172,195,716.65,716.80,1100,3300,718.05,718.50,91,567,716.55,716.95,2200,1100,718.00,718.75,802,1228,7700,7700,716.493,716.977,717.921,718.693,-1.415,279.434
2017-01-06 09:30:00,716.965,718.295,-1.175,80,198,717.20,717.50,1100,1100,718.30,718.75,142,421,716.85,717.55,1100,2200,718.25,718.80,549,2068,5500,15400,716.806,717.607,718.050,719.004,-1.490,270.882
2017-01-06 09:31:00,717.641,719.055,-1.675,107,310,717.25,717.65,3300,1100,719.00,719.25,500,235,717.20,717.70,1100,2200,718.90,719.50,3197,968,8800,13200,716.923,717.718,718.856,719.721,-1.480,274.268
2017-01-06 09:32:00,716.631,718.318,-1.475,80,165,716.70,717.00,1100,1100,717.95,718.70,224,162,716.45,717.10,1100,1100,717.90,718.75,525,1041,5500,6600,716.339,717.134,717.770,719.033,-1.580,268.371
2017-01-06 09:33:00,716.911,718.488,-1.400,2,202,717.00,717.35,1100,1100,718.20,718.95,103,648,716.90,717.40,1100,4400,718.15,719.00,200,1716,5500,8800,716.871,717.443,718.010,719.106,-1.755,261.874
2017-01-06 09:34:00,716.061,717.456,-1.350,4,38,715.80,716.15,1100,2200,717.05,717.60,87,2,715.65,716.20,4400,1100,717.00,717.65,505,218,11000,6600,715.576,716.301,716.840,717.867,-1.880,264.269
2017-01-06 09:35:00,716.081,717.921,-1.550,17,257,716.05,716.45,2200,1100,717.50,718.10,117,1174,716.00,716.50,1100,1100,717.20,718.15,483,1892,12100,6600,715.791,716.537,717.141,718.283,-2.005,279.232
2017-01-06 09:36:00,715.420,717.035,-1.625,146,40,715.20,715.35,1100,2200,716.60,717.20,144,317,715.15,715.45,1100,1100,716.55,717.35,1622,534,6600,7700,715.023,715.486,716.492,717.600,-2.075,296.355
2017-01-06 09:37:00,714.848,717.023,-1.975,98,76,714.80,714.90,1100,1100,716.55,717.10,1,249,714.65,715.00,1100,1100,716.50,717.50,617,781,6600,5500,714.427,715.103,716.267,717.600,-2.035,318.019
