,stockVWAP,futureVWAP,basis,stockTopBidVol,stockTopAskVol,stockTopBidPrice,stockTopAskPrice,futureTopBidVol,futureTopAskVol,futureTopBidPrice,futureTopAskPrice,stockNextBidVol,stockNextAskVol,stockNextBidPrice,stockNextAskPrice,futureNextBidVol,futureNextAskVol,futureNextBidPrice,futureNextAskPrice,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,FairValue,benchmark_score
2017-01-06 09:17:00,590.925,595.062,-3.975,258,1476,590.75,591.00,1500,1500,594.75,594.95,470,100,590.70,591.10,1500,4500,594.70,595.00,1787,2114,19500,12000,590.641,591.090,594.196,595.144,-4.035,0.000
2017-01-06 09:18:00,592.215,596.343,-4.225,156,30,592.20,592.25,1500,3000,596.25,596.65,120,610,592.10,592.50,3000,1500,596.20,596.70,950,1713,10500,10500,592.047,592.567,595.857,596.857,-3.950,60.000
2017-01-06 09:19:00,592.614,596.929,-4.225,1300,165,592.40,592.75,1500,3000,596.70,596.90,1,548,592.35,592.80,1500,1500,596.55,597.30,2173,1394,10500,10500,592.336,592.848,596.479,597.300,-3.855,114.237
2017-01-06 09:20:00,591.682,596.015,-3.975,85,398,591.65,592.00,1500,1500,595.70,595.90,225,418,591.60,592.15,1500,1500,595.55,596.20,1491,3462,12000,7500,591.438,592.277,595.344,596.340,-3.790,189.981
2017-01-06 09:21:00,591.455,595.236,-3.825,228,40,591.20,591.45,1500,1500,595.00,595.30,27,408,591.15,591.55,1500,1500,594.80,595.55,3294,1642,7500,9000,590.887,591.685,594.750,595.908,-3.765,226.041
2017-01-06 09:22:00,591.597,595.929,-3.925,3903,100,591.50,591.60,1500,1500,595.35,595.60,13,251,591.45,591.90,1500,3000,595.30,595.90,4894,1817,16500,9000,591.469,591.966,595.159,596.142,-3.780,237.814
2017-01-06 09:23:00,593.477,597.454,-3.800,603,236,593.40,593.85,1500,4500,597.35,597.50,200,809,593.35,593.90,1500,1500,597.15,597.85,1607,4160,9000,12000,593.309,593.960,597.108,597.769,-3.830,240.764
2017-01-06 09:24:00,593.608,597.327,-3.750,138,118,593.55,593.60,1500,3000,597.15,597.50,2000,26,593.50,593.70,3000,1500,597.10,597.85,3522,1536,9000,13500,593.349,593.857,597.033,597.850,-3.870,227.471
2017-01-06 09:25:00,595.163,599.121,-3.650,3219,5,595.00,595.30,1500,1500,598.60,599.00,110,175,594.90,595.35,1500,1500,598.55,599.35,3556,1440,21000,7500,594.985,595.505,598.457,599.360,-3.925,212.846
2017-01-06 09:26:00,594.979,598.706,-3.700,3,65,594.95,595.00,1500,1500,598.60,598.75,45,424,594.90,595.20,12000,1500,598.50,598.80,2002,2265,19500,7500,594.546,595.267,598.365,599.020,-3.980,205.657
2017-01-06 09:27:00,593.805,597.708,-4.000,270,79,593.50,593.90,1500,1500,597.55,597.85,51,230,593.45,594.00,1500,1500,597.40,597.90,1815,1196,9000,9000,593.347,594.112,597.225,598.158,-3.990,206.610
2017-01-06 09:28:00,595.197,599.100,-4.050,1861,80,595.20,595.35,3000,1500,599.20,599.45,211,335,595.00,595.40,1500,1500,599.05,599.50,3411,2394,10500,15000,595.089,595.496,598.929,599.725,-3.855,206.921
2017-01-06 09:29:00,595.522,599.276,-3.950,170,79,595.50,595.85,1500,1500,599.45,599.80,245,327,595.45,595.90,1500,1500,599.40,599.85,725,2001,7500,18000,595.385,595.964,599.180,599.958,-3.865,198.243
2017-01-06 09:30:00,595.370,599.242,-3.925,93,79,595.35,595.55,1500,1500,599.25,599.50,48,403,595.30,595.60,3000,1500,599.00,599.55,752,1231,10500,7500,595.192,595.709,598.693,599.650,-3.865,190.471
2017-01-06 09:31:00,597.609,601.523,-3.975,4,234,597.40,597.70,3000,4500,601.40,601.65,31,455,597.30,597.75,1500,1500,601.35,601.80,2378,1826,9000,13500,597.156,597.820,601.242,601.994,-3.910,184.241
2017-01-06 09:32:00,599.518,603.674,-4.050,50,17,599.50,599.70,9000,4500,603.50,603.80,79,317,599.45,599.75,1500,6000,603.25,604.00,590,869,22500,21000,599.263,599.822,603.237,604.139,-3.810,178.909
2017-01-06 09:33:00,599.998,603.459,-3.375,200,54,600.00,600.15,1500,1500,603.30,603.60,234,100,599.65,600.20,1500,3000,603.15,603.70,2473,1577,13500,12000,599.509,600.290,603.017,603.837,-3.840,178.978
2017-01-06 09:34:00,599.835,603.917,-4.000,25,50,599.65,599.95,3000,3000,603.60,604.00,20,190,599.45,600.00,3000,1500,603.50,604.10,1741,1133,19500,15000,599.292,600.107,603.188,604.365,-3.730,173.672
2017-01-06 09:35:00,600.233,604.237,-3.925,639,187,600.10,600.45,1500,1500,604.05,604.35,100,606,600.05,600.55,1500,1500,604.00,604.40,2313,2945,12000,10500,600.014,600.631,603.812,604.586,-3.670,171.752
2017-01-06 09:36:00,600.008,604.258,-4.200,423,142,599.90,600.00,3000,1500,604.00,604.30,235,40,599.85,600.05,1500,1500,603.80,604.35,1273,635,19500,7500,599.831,600.183,603.700,604.430,-3.570,173.054
2017-01-06 09:37:00,601.527,605.145,-3.550,25,1097,601.45,601.70,1500,1500,605.05,605.20,95,219,601.35,601.75,1500,1500,605.00,605.35,1928,3023,7500,7500,601.187,601.779,604.790,605.500,-3.660,185.014
2017-01-06 09:38:00,601.467,605.321,-3.525,24,456,601.55,601.75,1500,1500,605.00,605.35,56,708,601.50,601.80,3000,1500,604.95,605.40,146,1944,16500,9000,601.442,601.841,604.859,605.508,-3.695,183.498
2017-01-06 09:39:00,601.447,604.979,-3.450,89,1016,601.50,601.60,3000,1500,604.85,605.15,62,100,601.40,601.70,1500,1500,604.70,605.20,295,2059,9000,9000,601.361,601.695,604.667,605.408,-3.715,181.925
2017-01-06 09:40:00,601.211,604.931,-3.625,34,2169,601.30,601.50,7500,1500,604.90,605.15,87,250,601.25,601.60,1500,1500,604.50,605.20,589,24061,16500,10500,601.206,601.642,604.582,605.400,-3.725,177.954
2017-01-06 09:41:00,601.600,605.393,-3.700,645,17290,601.60,601.65,1500,1500,605.20,605.45,180,60,601.55,601.70,4500,1500,605.05,605.50,1997,18612,13500,9000,601.488,601.661,604.950,605.767,-3.750,174.568
2017-01-06 09:42:00,601.547,605.682,-4.000,42,624,601.70,601.75,1500,1500,605.55,605.90,365,10,601.65,601.80,4500,3000,605.50,605.95,1870,6041,16500,16500,601.524,601.972,605.286,606.014,-3.800,174.789
2017-01-06 09:43:00,600.883,605.023,-3.700,150,40,600.90,601.00,1500,1500,604.50,604.80,405,80,600.75,601.15,3000,1500,604.30,604.85,924,1143,31500,7500,600.741,601.241,604.074,605.000,-3.955,173.580
2017-01-06 09:44:00,600.812,604.740,-3.550,139,617,600.90,600.95,1500,1500,604.30,604.65,3,525,600.80,601.00,1500,3000,604.05,604.80,307,1906,28500,10500,600.743,601.070,603.947,605.000,-4.130,177.532
2017-01-06 09:45:00,603.218,607.067,-3.675,94,100,603.25,603.30,1500,4500,606.90,607.00,4,416,603.20,603.40,1500,1500,606.55,607.45,1271,1701,12000,10500,602.950,603.450,606.500,607.314,-4.315,191.162
2017-01-06 09:46:00,604.357,608.093,-3.825,56,192,604.40,604.45,3000,3000,608.10,608.40,30,725,604.15,604.50,3000,1500,608.05,608.45,846,1268,16500,18000,604.042,604.543,607.941,608.533,-4.315,217.454
2017-01-06 09:47:00,604.542,608.813,-4.250,244,10,604.35,604.65,1500,4500,608.60,608.90,80,568,604.30,604.80,1500,1500,608.50,609.00,2674,2670,12000,16500,604.220,604.886,608.306,609.241,-4.250,237.383
2017-01-06 09:48:00,604.698,609.123,-4.475,200,199,604.50,604.65,1500,1500,608.90,609.20,80,100,604.45,604.95,1500,1500,608.85,609.40,3930,5413,9000,7500,604.339,605.008,608.742,609.420,-4.105,247.114
2017-01-06 09:49:00,607.125,611.467,-4.425,752,450,607.00,607.25,1500,1500,611.40,611.70,233,1,606.95,607.45,1500,21000,611.35,611.75,2092,2311,7500,28500,606.878,607.498,611.240,611.863,-3.995,244.664
2017-01-06 09:50:00,608.668,613.423,-4.600,50,1124,608.70,608.80,3000,3000,613.15,613.55,1221,4,608.55,608.85,4500,1500,613.10,613.60,9215,10389,22500,10500,608.470,608.976,612.947,613.700,-3.810,242.071
2017-01-06 09:51:00,609.921,613.646,-3.825,230,775,609.70,610.00,1500,1500,613.50,613.85,1681,166,609.60,610.10,1500,6000,613.45,613.90,2420,1654,9000,12000,609.569,610.086,613.308,613.944,-3.775,253.724
2017-01-06 09:52:00,607.864,611.886,-3.925,1294,686,607.80,608.00,1500,1500,611.70,611.95,80,35,607.65,608.05,1500,1500,611.65,612.10,2293,1911,7500,9000,607.661,608.125,611.540,612.317,-3.725,266.210
2017-01-06 09:53:00,609.145,613.242,-3.750,99,159,609.00,609.20,1500,1500,612.70,613.00,1084,278,608.80,609.25,7500,1500,612.65,613.35,2735,1292,27000,9000,608.730,609.334,612.283,613.408,-3.745,276.687
2017-01-06 09:54:00,609.847,613.823,-3.875,10,114,609.70,609.90,15000,1500,613.50,613.85,95,180,609.65,609.95,1500,3000,613.35,613.90,2336,1729,51000,12000,609.542,609.991,613.296,614.025,-3.740,279.266
2017-01-06 09:55:00,611.023,614.719,-3.675,489,50,610.75,611.15,1500,1500,614.55,614.70,349,727,610.65,611.20,1500,1500,614.50,614.95,4541,2331,9000,10500,610.611,611.259,614.317,615.143,-3.780,278.654
2017-01-06 09:56:00,611.672,615.265,-3.650,134,53,611.60,611.95,4500,7500,615.35,615.50,1388,3906,611.50,612.00,1500,3000,615.05,615.65,3785,6633,13500,25500,611.446,612.047,615.072,615.674,-3.835,275.100
2017-01-06 09:57:00,611.573,614.997,-3.675,332,255,611.20,611.65,1500,1500,614.90,615.30,79,212,611.15,611.70,1500,3000,614.75,615.35,2756,1223,10500,15000,611.007,611.758,614.636,615.520,-3.835,271.805
