,stockVWAP,futureVWAP,basis,stockTopBidVol,stockTopAskVol,stockTopBidPrice,stockTopAskPrice,futureTopBidVol,futureTopAskVol,futureTopBidPrice,futureTopAskPrice,stockNextBidVol,stockNextAskVol,stockNextBidPrice,stockNextAskPrice,futureNextBidVol,futureNextAskVol,futureNextBidPrice,futureNextAskPrice,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,FairValue
2017-01-06 09:17:00,55.641,55.706,-0.075,276428.000,216335.000,55.60,55.65,544000.000,612000.000,55.65,55.75,436480.000,191276.000,55.55,55.70,204000.000,680000.000,55.60,55.80,1504446.000,1003347.000,1564000.000,1632000.000,55.522,55.739,55.561,55.800,-0.065
2017-01-06 09:18:00,55.768,55.803,-0.050,63289.000,201661.000,55.70,55.75,136000.000,272000.000,55.75,55.80,406501.000,302019.000,55.65,55.80,544000.000,272000.000,55.70,55.85,1381976.000,813945.000,1836000.000,1428000.000,55.597,55.827,55.637,55.888,-0.065
2017-01-06 09:19:00,55.756,55.897,-0.075,77031.000,211311.000,55.75,55.80,340000.000,340000.000,55.80,55.90,524360.000,285775.000,55.70,55.85,680000.000,544000.000,55.75,55.95,1340763.000,1423654.000,2176000.000,1360000.000,55.666,55.915,55.698,55.970,-0.070
2017-01-06 09:20:00,55.632,55.766,-0.100,331718.000,32121.000,55.60,55.65,136000.000,544000.000,55.70,55.75,600084.000,293608.000,55.55,55.70,612000.000,612000.000,55.65,55.80,1562441.000,1042138.000,2108000.000,1564000.000,55.530,55.750,55.597,55.802,-0.060
2017-01-06 09:21:00,55.404,55.451,-0.050,165914.000,235422.000,55.35,55.40,204000.000,136000.000,55.40,55.45,323028.000,356600.000,55.30,55.45,408000.000,544000.000,55.35,55.50,1383751.000,853424.000,1632000.000,1496000.000,55.268,55.472,55.300,55.566,-0.060
2017-01-06 09:22:00,55.445,55.516,-0.050,37776.000,113302.000,55.40,55.45,204000.000,68000.000,55.45,55.50,321208.000,412849.000,55.35,55.50,544000.000,476000.000,55.40,55.55,1335782.000,945735.000,1904000.000,1156000.000,55.307,55.544,55.341,55.588,-0.070
2017-01-06 09:23:00,55.334,55.397,-0.050,94084.000,221696.000,55.30,55.35,272000.000,272000.000,55.35,55.40,458579.000,676175.000,55.25,55.40,748000.000,816000.000,55.30,55.45,1271439.000,1266801.000,2176000.000,1836000.000,55.214,55.419,55.255,55.470,-0.070
2017-01-06 09:24:00,55.227,55.359,-0.100,303784.000,62686.000,55.20,55.25,204000.000,408000.000,55.30,55.35,806533.000,310775.000,55.15,55.30,816000.000,340000.000,55.25,55.40,1703093.000,1268876.000,2176000.000,1428000.000,55.117,55.364,55.197,55.433,-0.060
2017-01-06 09:25:00,55.252,55.290,-0.050,146758.000,160067.000,55.20,55.25,408000.000,204000.000,55.25,55.30,532317.000,397391.000,55.15,55.30,272000.000,612000.000,55.20,55.35,1800193.000,1141779.000,1904000.000,1632000.000,55.101,55.351,55.145,55.394,-0.055
2017-01-06 09:26:00,55.197,55.258,-0.050,117895.000,103371.000,55.15,55.20,408000.000,68000.000,55.20,55.25,565410.000,468110.000,55.10,55.25,204000.000,612000.000,55.15,55.30,1725212.000,1165285.000,1972000.000,1360000.000,55.057,55.296,55.093,55.335,-0.060
2017-01-06 09:27:00,55.076,55.213,-0.100,455177.000,20374.000,55.05,55.10,68000.000,680000.000,55.15,55.20,827669.000,240813.000,55.00,55.15,408000.000,680000.000,55.10,55.25,1826359.000,1170730.000,2176000.000,1904000.000,54.988,55.208,55.033,55.257,-0.050
2017-01-06 09:28:00,55.204,55.272,-0.050,50450.000,189892.000,55.15,55.20,340000.000,272000.000,55.20,55.25,562482.000,758433.000,55.10,55.25,408000.000,680000.000,55.15,55.30,1803895.000,1351054.000,2652000.000,1700000.000,55.051,55.273,55.082,55.328,-0.060
2017-01-06 09:29:00,55.782,55.828,-0.050,5799.000,43752.000,55.70,55.75,68000.000,272000.000,55.75,55.80,328091.000,309748.000,55.65,55.80,204000.000,204000.000,55.70,55.85,1037093.000,463538.000,1632000.000,1020000.000,55.602,55.816,55.619,55.887,-0.055
2017-01-06 09:30:00,55.555,55.548,-0.025,67961.000,39729.000,55.50,55.55,476000.000,408000.000,55.50,55.60,75544.000,371204.000,55.45,55.60,204000.000,408000.000,55.45,55.65,1155950.000,847414.000,1360000.000,1496000.000,55.381,55.651,55.415,55.677,-0.070
2017-01-06 09:31:00,55.545,55.631,-0.075,97775.000,239031.000,55.50,55.55,204000.000,612000.000,55.55,55.65,343100.000,106488.000,55.45,55.60,408000.000,408000.000,55.50,55.70,1334043.000,964226.000,1564000.000,1360000.000,55.411,55.635,55.441,55.715,-0.065
2017-01-06 09:32:00,55.504,55.543,-0.050,109257.000,126402.000,55.45,55.50,136000.000,204000.000,55.50,55.55,334009.000,521881.000,55.40,55.55,272000.000,204000.000,55.45,55.60,1363638.000,998348.000,1496000.000,1360000.000,55.352,55.575,55.389,55.655,-0.070
2017-01-06 09:33:00,55.365,55.509,-0.100,281346.000,15645.000,55.35,55.40,68000.000,340000.000,55.45,55.50,572779.000,110369.000,55.30,55.45,340000.000,204000.000,55.40,55.55,1247822.000,940438.000,1700000.000,1428000.000,55.290,55.511,55.328,55.593,-0.065
2017-01-06 09:34:00,55.378,55.380,-0.025,42262.000,213137.000,55.30,55.35,476000.000,408000.000,55.30,55.40,242912.000,427205.000,55.25,55.40,476000.000,612000.000,55.25,55.45,1427463.000,955956.000,1836000.000,1428000.000,55.175,55.417,55.211,55.460,-0.075
