,stockVWAP,futureVWAP,basis,stockTopBidVol,stockTopAskVol,stockTopBidPrice,stockTopAskPrice,futureTopBidVol,futureTopAskVol,futureTopBidPrice,futureTopAskPrice,stockNextBidVol,stockNextAskVol,stockNextBidPrice,stockNextAskPrice,futureNextBidVol,futureNextAskVol,futureNextBidPrice,futureNextAskPrice,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,FairValue
2017-01-06 09:17:00,614.267,617.696,-2.900,70.000,272.000,614.20,614.60,700.000,700.000,617.05,617.55,82.000,183.000,614.15,614.65,700.000,2800.000,617.00,617.60,702.000,1585.000,21700.000,6300.000,614.020,614.716,616.523,617.772,-2.595
2017-01-06 09:18:00,614.369,617.127,-2.625,200.000,263.000,614.55,614.70,700.000,1400.000,617.05,617.45,111.000,100.000,614.35,614.75,700.000,700.000,617.00,617.75,378.000,2069.000,3500.000,5600.000,614.435,614.818,616.520,617.781,-2.630
2017-01-06 09:19:00,613.367,616.120,-2.275,10.000,148.000,613.55,613.65,700.000,1400.000,615.55,616.20,8.000,543.000,613.50,613.70,700.000,700.000,615.50,616.75,62.000,1786.000,7700.000,6300.000,613.344,613.754,615.214,616.767,-2.750
2017-01-06 09:20:00,613.248,615.913,-2.500,204.000,51.000,613.05,613.10,700.000,700.000,615.50,615.65,6055.000,271.000,613.00,613.35,700.000,700.000,615.40,615.80,7227.000,2391.000,7000.000,4200.000,612.985,613.435,615.105,616.125,-2.825
2017-01-06 09:21:00,613.420,616.275,-2.800,3614.000,374.000,613.40,613.45,700.000,700.000,616.15,616.30,807.000,3775.000,613.25,613.50,1400.000,700.000,616.00,616.50,6971.000,4965.000,4200.000,4200.000,613.291,613.532,615.942,616.658,-2.800
2017-01-06 09:22:00,613.691,616.625,-2.775,718.000,116.000,613.60,613.90,700.000,700.000,616.35,616.70,15.000,59.000,613.55,613.95,700.000,700.000,616.30,616.85,1165.000,1577.000,7000.000,4200.000,613.532,614.048,616.050,616.917,-2.760
2017-01-06 09:23:00,615.177,617.659,-2.800,201.000,68.000,614.90,615.10,3500.000,1400.000,617.70,617.90,131.000,7.000,614.85,615.15,700.000,700.000,617.05,617.95,1194.000,136.000,9100.000,6300.000,614.782,615.182,617.258,618.061,-2.745
2017-01-06 09:24:00,615.453,618.200,-2.875,260.000,155.000,615.20,615.45,700.000,700.000,618.10,618.30,50.000,13.000,615.15,615.55,700.000,700.000,618.05,618.40,2323.000,1067.000,4200.000,6300.000,615.056,615.643,617.900,618.900,-2.705
2017-01-06 09:25:00,615.345,618.230,-2.875,196.000,55.000,615.25,615.45,700.000,700.000,618.10,618.35,456.000,89.000,615.20,615.60,700.000,700.000,618.05,618.40,1431.000,1969.000,5600.000,4900.000,615.152,615.729,617.913,618.571,-2.735
2017-01-06 09:26:00,614.565,617.144,-2.675,143.000,47.000,614.55,614.90,700.000,700.000,617.25,617.55,50.000,141.000,614.45,614.95,700.000,700.000,617.20,617.60,441.000,765.000,3500.000,7700.000,614.416,615.052,617.040,617.900,-2.805
