,stockVWAP,futureVWAP,basis,stockTopBidVol,stockTopAskVol,stockTopBidPrice,stockTopAskPrice,futureTopBidVol,futureTopAskVol,futureTopBidPrice,futureTopAskPrice,stockNextBidVol,stockNextAskVol,stockNextBidPrice,stockNextAskPrice,futureNextBidVol,futureNextAskVol,futureNextBidPrice,futureNextAskPrice,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,FairValue
2017-01-06 09:17:00,126.771,127.636,-0.700,1321.000,15.000,126.80,126.85,9000.000,9000.000,127.50,127.55,3427.000,22453.000,126.75,126.90,9000.000,9000.000,127.40,127.70,26301.000,60586.000,72000.000,54000.000,126.680,126.965,127.231,127.842,-0.775
2017-01-06 09:18:00,126.470,127.313,-0.825,2389.000,2990.000,126.50,126.60,9000.000,9000.000,127.25,127.50,983.000,1137.000,126.45,126.65,18000.000,18000.000,127.20,127.55,16015.000,39943.000,63000.000,72000.000,126.372,126.733,127.043,127.612,-0.745
2017-01-06 09:19:00,126.516,127.132,-0.875,4161.000,441.000,126.40,126.50,18000.000,9000.000,127.20,127.45,693.000,1217.000,126.35,126.55,9000.000,36000.000,127.05,127.50,29493.000,14791.000,63000.000,90000.000,126.246,126.659,126.929,127.570,-0.715
2017-01-06 09:20:00,126.243,126.938,-0.750,3605.000,1663.000,126.25,126.35,9000.000,9000.000,126.90,127.20,1384.000,6087.000,126.20,126.40,27000.000,36000.000,126.85,127.25,12140.000,20538.000,72000.000,108000.000,126.159,126.474,126.694,127.300,-0.720
2017-01-06 09:21:00,126.592,127.247,-0.675,623.000,500.000,126.60,126.65,27000.000,9000.000,127.10,127.50,10160.000,9030.000,126.55,126.70,9000.000,36000.000,127.05,127.55,21831.000,26097.000,72000.000,90000.000,126.516,126.776,126.981,127.605,-0.705
2017-01-06 09:22:00,126.690,127.323,-0.750,53.000,3888.000,126.70,126.75,9000.000,18000.000,127.35,127.60,1398.000,554.000,126.65,126.80,27000.000,27000.000,127.20,127.65,24393.000,39043.000,72000.000,144000.000,126.543,126.895,127.162,127.703,-0.700
2017-01-06 09:23:00,127.142,127.878,-0.675,4385.000,1379.000,127.20,127.25,9000.000,9000.000,127.85,127.95,1920.000,1324.000,127.15,127.30,9000.000,18000.000,127.80,128.00,15818.000,41083.000,72000.000,90000.000,127.098,127.389,127.606,128.135,-0.710
2017-01-06 09:24:00,127.414,128.125,-0.725,2268.000,160.000,127.40,127.45,9000.000,27000.000,128.10,128.20,6911.000,10436.000,127.35,127.50,45000.000,9000.000,128.00,128.25,36389.000,45246.000,81000.000,81000.000,127.260,127.577,127.978,128.294,-0.715
2017-01-06 09:25:00,127.708,128.439,-0.775,7720.000,5182.000,127.70,127.80,9000.000,9000.000,128.40,128.65,1984.000,6565.000,127.65,127.85,18000.000,36000.000,128.35,128.70,53879.000,87769.000,72000.000,135000.000,127.554,127.937,128.269,128.760,-0.715
2017-01-06 09:26:00,127.419,128.168,-0.600,1099.000,5177.000,127.50,127.60,18000.000,18000.000,128.00,128.30,1374.000,2034.000,127.45,127.65,27000.000,18000.000,127.90,128.40,11600.000,42270.000,81000.000,72000.000,127.380,127.764,127.878,128.419,-0.755
2017-01-06 09:27:00,127.516,128.211,-0.725,4862.000,6171.000,127.50,127.60,9000.000,9000.000,128.25,128.30,11531.000,1799.000,127.45,127.65,18000.000,9000.000,128.20,128.40,41517.000,52428.000,54000.000,108000.000,127.396,127.733,128.133,128.467,-0.770
2017-01-06 09:28:00,127.609,128.335,-0.725,6551.000,4174.000,127.60,127.65,9000.000,9000.000,128.30,128.40,897.000,18919.000,127.55,127.70,27000.000,27000.000,128.20,128.45,41711.000,63747.000,81000.000,72000.000,127.465,127.756,128.139,128.550,-0.790
2017-01-06 09:29:00,127.562,128.323,-0.750,5117.000,4622.000,127.55,127.60,9000.000,9000.000,128.25,128.40,5165.000,1939.000,127.50,127.65,27000.000,36000.000,128.20,128.45,44866.000,49521.000,81000.000,99000.000,127.436,127.725,128.122,128.559,-0.795
2017-01-06 09:30:00,127.644,128.396,-0.775,11.000,3450.000,127.65,127.70,9000.000,9000.000,128.35,128.55,1978.000,5987.000,127.60,127.75,9000.000,18000.000,128.25,128.60,31232.000,45090.000,54000.000,72000.000,127.498,127.850,128.208,128.688,-0.790
2017-01-06 09:31:00,127.727,128.521,-0.800,953.000,11424.000,127.70,127.75,9000.000,18000.000,128.45,128.60,14453.000,1872.000,127.65,127.80,9000.000,36000.000,128.35,128.65,52362.000,53901.000,81000.000,90000.000,127.572,127.869,128.272,128.680,-0.780
2017-01-06 09:32:00,127.636,128.383,-0.800,2324.000,16.000,127.60,127.65,18000.000,18000.000,128.30,128.55,7598.000,4532.000,127.55,127.70,9000.000,54000.000,128.25,128.60,47416.000,39736.000,90000.000,126000.000,127.474,127.780,128.185,128.639,-0.770
2017-01-06 09:33:00,127.270,128.017,-0.825,48.000,1025.000,127.20,127.25,9000.000,9000.000,127.95,128.15,104.000,2313.000,127.15,127.30,27000.000,9000.000,127.90,128.20,33760.000,21527.000,90000.000,90000.000,127.045,127.391,127.775,128.260,-0.755
2017-01-06 09:34:00,127.024,127.659,-0.775,6110.000,5.000,126.90,126.95,9000.000,18000.000,127.60,127.80,5662.000,2803.000,126.85,127.00,9000.000,9000.000,127.55,127.85,49468.000,10159.000,63000.000,90000.000,126.769,127.100,127.493,127.915,-0.755
2017-01-06 09:35:00,126.970,127.655,-0.750,916.000,14010.000,126.95,127.00,9000.000,9000.000,127.65,127.80,3798.000,880.000,126.90,127.05,9000.000,18000.000,127.60,127.85,29891.000,40076.000,63000.000,108000.000,126.797,127.117,127.507,127.904,-0.760
2017-01-06 09:36:00,126.971,127.562,-0.750,1490.000,356.000,126.90,126.95,9000.000,18000.000,127.55,127.80,5754.000,8908.000,126.85,127.00,9000.000,45000.000,127.50,127.85,41500.000,26731.000,54000.000,162000.000,126.753,127.075,127.450,127.942,-0.775
2017-01-06 09:37:00,127.005,127.659,-0.750,1601.000,372.000,126.85,126.90,9000.000,9000.000,127.50,127.75,5090.000,975.000,126.80,126.95,9000.000,9000.000,127.45,127.80,39477.000,5734.000,90000.000,63000.000,126.704,127.027,127.350,127.864,-0.790
2017-01-06 09:38:00,126.868,127.560,-0.750,1500.000,4204.000,126.80,126.90,9000.000,9000.000,127.55,127.65,4760.000,4645.000,126.75,126.95,9000.000,9000.000,127.45,127.70,52618.000,42416.000,81000.000,99000.000,126.669,127.033,127.361,127.786,-0.790
2017-01-06 09:39:00,126.897,127.541,-0.775,1565.000,260.000,126.80,126.85,9000.000,18000.000,127.50,127.70,10795.000,991.000,126.75,126.90,9000.000,27000.000,127.45,127.75,56887.000,18941.000,72000.000,135000.000,126.669,127.004,127.362,127.817,-0.785
2017-01-06 09:40:00,126.858,127.576,-0.775,75.000,856.000,126.80,126.85,18000.000,9000.000,127.50,127.70,11045.000,1154.000,126.75,126.90,9000.000,18000.000,127.45,127.75,50766.000,31478.000,90000.000,117000.000,126.670,126.987,127.370,127.819,-0.780
2017-01-06 09:41:00,126.777,127.508,-0.825,1095.000,2668.000,126.70,126.75,9000.000,9000.000,127.45,127.65,1920.000,1156.000,126.65,126.80,9000.000,54000.000,127.40,127.70,47538.000,30389.000,90000.000,126000.000,126.527,126.901,127.280,127.761,-0.745
2017-01-06 09:42:00,126.749,127.526,-0.825,11019.000,2459.000,126.65,126.75,18000.000,18000.000,127.45,127.60,641.000,6769.000,126.60,126.80,18000.000,45000.000,127.40,127.65,63225.000,34603.000,108000.000,117000.000,126.530,126.871,127.312,127.681,-0.730
2017-01-06 09:43:00,126.551,127.275,-0.750,18865.000,355.000,126.50,126.55,9000.000,18000.000,127.20,127.35,1101.000,4418.000,126.45,126.60,72000.000,36000.000,127.10,127.40,64779.000,39227.000,171000.000,135000.000,126.386,126.686,127.045,127.463,-0.715
