,stockVWAP,futureVWAP,basis,stockTopBidVol,stockTopAskVol,stockTopBidPrice,stockTopAskPrice,futureTopBidVol,futureTopAskVol,futureTopBidPrice,futureTopAskPrice,stockNextBidVol,stockNextAskVol,stockNextBidPrice,stockNextAskPrice,futureNextBidVol,futureNextAskVol,futureNextBidPrice,futureNextAskPrice,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,FairValue
2017-01-06 09:17:00,122.869,123.017,-0.150,2615.000,6268.000,122.80,122.90,9000.000,18000.000,122.95,123.05,2667.000,9781.000,122.75,122.95,9000.000,9000.000,122.90,123.10,34914.000,33355.000,72000.000,63000.000,122.673,122.997,122.838,123.150,-0.230
2017-01-06 09:18:00,122.893,123.136,-0.225,135.000,242.000,122.90,122.95,9000.000,18000.000,123.10,123.20,150.000,5260.000,122.85,123.00,9000.000,9000.000,123.00,123.25,25260.000,37656.000,81000.000,81000.000,122.756,123.092,122.928,123.317,-0.230
2017-01-06 09:19:00,122.953,123.135,-0.225,1800.000,482.000,122.90,122.95,9000.000,18000.000,123.10,123.20,590.000,4674.000,122.85,123.00,27000.000,9000.000,123.05,123.25,33139.000,24551.000,90000.000,90000.000,122.754,123.090,122.965,123.315,-0.230
2017-01-06 09:20:00,122.848,123.116,-0.225,1354.000,230.000,122.80,122.90,9000.000,18000.000,123.00,123.15,1192.000,4492.000,122.75,122.95,9000.000,27000.000,122.95,123.20,25877.000,24627.000,90000.000,81000.000,122.670,123.044,122.860,123.228,-0.230
2017-01-06 09:21:00,122.935,123.146,-0.250,3707.000,5.000,122.85,122.90,18000.000,36000.000,123.05,123.20,995.000,108.000,122.80,122.95,18000.000,18000.000,122.95,123.25,47879.000,17412.000,117000.000,99000.000,122.724,123.064,122.892,123.273,-0.225
2017-01-06 09:22:00,123.053,123.328,-0.225,4165.000,138.000,123.00,123.10,9000.000,18000.000,123.20,123.35,3846.000,2551.000,122.95,123.15,9000.000,18000.000,123.15,123.40,45335.000,37135.000,90000.000,72000.000,122.879,123.252,123.065,123.444,-0.230
2017-01-06 09:23:00,123.139,123.305,-0.225,659.000,2013.000,123.10,123.15,18000.000,27000.000,123.30,123.40,629.000,2750.000,123.05,123.20,9000.000,18000.000,123.25,123.45,34786.000,31787.000,72000.000,108000.000,122.955,123.281,123.169,123.496,-0.235
2017-01-06 09:24:00,123.179,123.378,-0.225,3080.000,770.000,123.15,123.20,18000.000,18000.000,123.35,123.45,413.000,3095.000,123.10,123.25,9000.000,18000.000,123.30,123.50,37925.000,31191.000,72000.000,90000.000,123.020,123.354,123.250,123.560,-0.230
2017-01-06 09:25:00,123.168,123.407,-0.225,2491.000,382.000,123.15,123.20,18000.000,18000.000,123.35,123.45,1203.000,2955.000,123.10,123.25,36000.000,9000.000,123.30,123.50,35774.000,34902.000,108000.000,81000.000,123.017,123.350,123.263,123.567,-0.225
2017-01-06 09:26:00,123.231,123.445,-0.225,200.000,128.000,123.20,123.25,18000.000,18000.000,123.40,123.50,2439.000,7836.000,123.15,123.30,9000.000,18000.000,123.35,123.55,34472.000,35765.000,90000.000,99000.000,123.054,123.379,123.290,123.605,-0.230
2017-01-06 09:27:00,123.258,123.463,-0.250,1563.000,110.000,123.20,123.25,18000.000,9000.000,123.45,123.50,9979.000,2157.000,123.15,123.30,27000.000,27000.000,123.40,123.55,46513.000,29576.000,99000.000,108000.000,123.064,123.395,123.350,123.612,-0.220
2017-01-06 09:28:00,123.270,123.483,-0.250,1486.000,94.000,123.20,123.25,45000.000,9000.000,123.45,123.50,10218.000,2157.000,123.15,123.30,27000.000,9000.000,123.40,123.55,47925.000,25484.000,135000.000,81000.000,123.063,123.402,123.370,123.628,-0.205
2017-01-06 09:29:00,123.232,123.422,-0.200,1551.000,7900.000,123.20,123.25,27000.000,18000.000,123.40,123.45,741.000,7418.000,123.15,123.30,9000.000,9000.000,123.35,123.50,40278.000,44843.000,126000.000,99000.000,123.062,123.358,123.293,123.559,-0.195
2017-01-06 09:30:00,123.255,123.517,-0.200,1085.000,2122.000,123.25,123.30,18000.000,18000.000,123.40,123.55,1911.000,3402.000,123.20,123.35,36000.000,27000.000,123.35,123.60,23367.000,33151.000,126000.000,81000.000,123.104,123.430,123.304,123.633,-0.190
2017-01-06 09:31:00,123.239,123.461,-0.250,435.000,717.000,123.20,123.25,18000.000,27000.000,123.45,123.50,11752.000,5539.000,123.15,123.30,18000.000,9000.000,123.40,123.55,42178.000,34186.000,90000.000,108000.000,123.074,123.380,123.355,123.600,-0.185
2017-01-06 09:32:00,123.053,123.294,-0.200,60.000,708.000,123.05,123.10,18000.000,36000.000,123.20,123.35,3491.000,4930.000,123.00,123.15,9000.000,18000.000,123.15,123.40,28688.000,36482.000,108000.000,108000.000,122.903,123.250,123.088,123.446,-0.200
2017-01-06 09:33:00,123.035,123.244,-0.175,2980.000,3782.000,123.00,123.10,18000.000,54000.000,123.15,123.30,1236.000,4219.000,122.95,123.15,45000.000,9000.000,123.10,123.35,34938.000,43903.000,108000.000,108000.000,122.852,123.235,123.067,123.375,-0.220
2017-01-06 09:34:00,123.040,123.192,-0.150,3199.000,4381.000,123.00,123.05,9000.000,18000.000,123.15,123.20,1862.000,4758.000,122.95,123.10,45000.000,27000.000,123.10,123.25,49106.000,44987.000,126000.000,99000.000,122.858,123.176,123.050,123.295,-0.235
2017-01-06 09:35:00,123.075,123.250,-0.175,1039.000,4114.000,123.05,123.10,27000.000,18000.000,123.20,123.30,9635.000,4637.000,123.00,123.15,36000.000,9000.000,123.10,123.35,48255.000,46241.000,144000.000,99000.000,122.924,123.232,123.069,123.414,-0.245
2017-01-06 09:36:00,123.143,123.348,-0.225,3823.000,474.000,123.10,123.15,27000.000,18000.000,123.30,123.40,4559.000,4625.000,123.05,123.20,36000.000,9000.000,123.25,123.45,57810.000,45330.000,117000.000,108000.000,122.975,123.275,123.204,123.513,-0.255
2017-01-06 09:37:00,123.184,123.420,-0.275,1781.000,535.000,123.15,123.20,36000.000,27000.000,123.40,123.50,13530.000,3548.000,123.10,123.25,9000.000,18000.000,123.30,123.55,54700.000,42387.000,117000.000,126000.000,123.029,123.342,123.277,123.596,-0.240
2017-01-06 09:38:00,123.193,123.441,-0.275,12499.000,3688.000,123.15,123.25,36000.000,9000.000,123.45,123.50,5494.000,8075.000,123.10,123.30,45000.000,9000.000,123.30,123.55,54418.000,54372.000,144000.000,99000.000,123.047,123.367,123.297,123.618,-0.225
2017-01-06 09:39:00,123.006,123.286,-0.225,5621.000,1166.000,123.00,123.05,27000.000,18000.000,123.20,123.30,2772.000,4439.000,122.95,123.10,36000.000,9000.000,123.15,123.35,45197.000,54231.000,144000.000,81000.000,122.878,123.182,123.109,123.400,-0.225
2017-01-06 09:40:00,123.034,123.369,-0.225,680.000,848.000,123.05,123.10,18000.000,18000.000,123.25,123.35,6092.000,7371.000,123.00,123.15,36000.000,9000.000,123.20,123.40,33511.000,53145.000,153000.000,63000.000,122.931,123.232,123.147,123.436,-0.230
2017-01-06 09:41:00,123.099,123.392,-0.275,1956.000,1112.000,123.10,123.15,18000.000,27000.000,123.35,123.45,11507.000,1513.000,123.05,123.20,9000.000,27000.000,123.30,123.50,35433.000,42949.000,99000.000,117000.000,122.984,123.290,123.241,123.550,-0.235
2017-01-06 09:42:00,123.015,123.347,-0.200,3016.000,598.000,123.05,123.10,18000.000,9000.000,123.25,123.30,5438.000,17908.000,123.00,123.15,45000.000,27000.000,123.20,123.40,29608.000,60812.000,180000.000,99000.000,122.945,123.227,123.147,123.445,-0.250
2017-01-06 09:43:00,123.107,123.434,-0.200,991.000,1674.000,123.10,123.15,18000.000,9000.000,123.30,123.35,1435.000,14215.000,123.05,123.20,27000.000,18000.000,123.25,123.45,35407.000,51982.000,162000.000,63000.000,122.964,123.266,123.169,123.493,-0.255
2017-01-06 09:44:00,123.032,123.282,-0.225,5561.000,2706.000,123.00,123.05,36000.000,27000.000,123.20,123.30,6423.000,5769.000,122.95,123.10,45000.000,18000.000,123.15,123.35,49953.000,43665.000,171000.000,99000.000,122.882,123.173,123.121,123.386,-0.250
2017-01-06 09:45:00,123.031,123.304,-0.250,7638.000,1557.000,123.00,123.05,18000.000,27000.000,123.20,123.35,4107.000,3306.000,122.95,123.10,27000.000,36000.000,123.15,123.40,50360.000,38840.000,126000.000,99000.000,122.884,123.194,123.107,123.423,-0.245
2017-01-06 09:46:00,123.068,123.431,-0.300,2697.000,2013.000,123.05,123.10,36000.000,18000.000,123.30,123.45,17815.000,2536.000,123.00,123.15,18000.000,45000.000,123.25,123.50,49580.000,37662.000,144000.000,99000.000,122.948,123.260,123.194,123.527,-0.240
2017-01-06 09:47:00,123.047,123.394,-0.275,2116.000,591.000,123.05,123.10,45000.000,27000.000,123.30,123.40,18415.000,3536.000,123.00,123.15,18000.000,9000.000,123.25,123.45,44453.000,45350.000,153000.000,90000.000,122.952,123.252,123.200,123.485,-0.235
2017-01-06 09:48:00,123.005,123.262,-0.225,5815.000,1439.000,123.00,123.05,9000.000,63000.000,123.20,123.30,3906.000,5784.000,122.95,123.10,45000.000,18000.000,123.15,123.35,42298.000,54193.000,153000.000,144000.000,122.875,123.177,123.106,123.378,-0.245
2017-01-06 09:49:00,122.993,123.259,-0.200,5546.000,5382.000,123.00,123.05,9000.000,45000.000,123.20,123.25,4513.000,22560.000,122.95,123.10,27000.000,18000.000,123.15,123.30,43862.000,74149.000,144000.000,108000.000,122.876,123.164,123.094,123.321,-0.250
2017-01-06 09:50:00,122.894,123.180,-0.225,5529.000,1891.000,122.85,122.95,18000.000,18000.000,123.10,123.15,22732.000,13836.000,122.80,123.00,18000.000,9000.000,123.05,123.20,66299.000,60347.000,144000.000,63000.000,122.748,123.080,122.991,123.250,-0.255
2017-01-06 09:51:00,122.990,123.246,-0.275,4781.000,50.000,122.95,123.00,27000.000,18000.000,123.20,123.30,16035.000,1440.000,122.90,123.05,18000.000,18000.000,123.15,123.35,61573.000,40649.000,108000.000,99000.000,122.838,123.146,123.108,123.414,-0.265
2017-01-06 09:52:00,123.015,123.248,-0.250,3000.000,1440.000,123.00,123.05,9000.000,18000.000,123.25,123.30,15279.000,11136.000,122.95,123.10,9000.000,18000.000,123.20,123.35,49290.000,56996.000,72000.000,108000.000,122.878,123.171,123.131,123.417,-0.290
2017-01-06 09:53:00,123.027,123.287,-0.275,5047.000,231.000,123.00,123.05,18000.000,9000.000,123.25,123.35,14429.000,8006.000,122.95,123.10,9000.000,9000.000,123.20,123.40,54499.000,47901.000,72000.000,72000.000,122.880,123.185,123.162,123.463,-0.295
2017-01-06 09:54:00,123.023,123.255,-0.225,1265.000,1440.000,123.00,123.05,45000.000,9000.000,123.20,123.30,5992.000,11156.000,122.95,123.10,18000.000,9000.000,123.15,123.35,51812.000,59406.000,117000.000,81000.000,122.863,123.170,123.119,123.428,-0.305
2017-01-06 09:55:00,123.027,123.284,-0.250,329.000,858.000,123.00,123.05,18000.000,9000.000,123.25,123.30,15706.000,11711.000,122.95,123.10,27000.000,9000.000,123.20,123.35,58252.000,59379.000,99000.000,72000.000,122.872,123.171,123.145,123.431,-0.320
