,Bid Volume,Bid Price,Ask Price,Ask Volume,stockVWAP Last,stockVWAP High,stockVWAP Low,stockVWAP,totalTradedStockVolume,totalTradedFutureVolume,totalTradedStockValue,totalTradedFutureValue
2017-03-31 09:30:00,358.7692307692308,518.3346153846154,518.4961538461538,192.53846153846155,517.947,518.895,517.879,518.4926153846153,115314.0,508200.0,5981156500.0,26483835000.0
2017-03-31 10:00:00,695.8333333333334,522.7333333333332,522.8833333333333,155.2,526.131,526.695,518.112,522.8808,603808.0,3523800.0,31535098645.0,185218677000.0
2017-03-31 10:30:00,454.6333333333333,527.7666666666668,527.8883333333333,445.6,528.936,529.174,525.383,527.8416333333332,1011161.0,6008100.0,53039713245.0,317044906500.0
2017-03-31 11:00:00,697.0,527.2549999999999,527.3649999999999,224.93333333333334,527.93,528.564,526.2180000000002,527.3987666666666,1196607.0,6915300.0,62820079085.0,365141931000.0
2017-03-31 11:30:00,915.9,527.1899999999999,527.3183333333333,263.9,526.164,527.844,525.962,527.3321,1308022.0,7299600.0,68693123510.0,385510314000.0
2017-03-31 12:00:00,648.2,525.22,525.3349999999999,320.3,524.681,526.115,524.46,525.3265333333333,1472443.0,7801500.0,77329043400.0,412015884000.0
2017-03-31 12:30:00,2275.3,525.7599999999998,525.855,208.76666666666668,526.01,526.952,524.451,525.8955000000001,1602161.0,8164800.0,84144100525.0,431213989500.0
2017-03-31 13:00:00,370.06666666666666,525.9083333333334,525.98,418.56666666666666,526.852,526.852,525.467,525.9912333333333,1675140.0,8366400.0,87983077945.0,441877128000.0
2017-03-31 13:30:00,590.2333333333333,526.9350000000001,527.0500000000001,183.4,527.633,528.133,526.307,527.0554333333333,1807319.0,8727600.0,94952125850.0,461031826500.0
2017-03-31 14:00:00,685.1333333333333,527.2333333333333,527.3316666666666,254.8,527.638,528.119,526.818,527.3314333333333,1918804.0,9111900.0,100830695760.0,481418269500.0
2017-03-31 14:30:00,588.8333333333334,526.2516666666667,526.3399999999999,117.96666666666667,526.165,527.493,525.64,526.446,2043124.0,9443700.0,107373444360.0,498983845500.0
2017-03-31 15:00:00,1047.4666666666667,525.8050000000001,525.8866666666665,132.33333333333334,525.81,526.684,525.401,526.0137,2217195.0,10033800.0,116527457080.0,530195925000.0
2017-03-31 15:30:00,593.2,525.6333333333333,525.7283333333334,222.7,526.443,526.6659999999998,524.242,525.7813666666666,2711792.0,11484900.0,142525932415.0,606885048000.0
2017-04-03 09:30:00,513.9230769230769,522.4038461538462,522.7,191.15384615384616,523.521,523.9730000000002,521.216,522.5685384615383,139994.0,812700.0,7319499845.0,42723702000.0
2017-04-03 10:00:00,195.76666666666668,522.0616666666666,522.2733333333334,582.1,521.65,524.46,521.02,522.1103333333333,239501.0,1627500.0,12515944225.0,85474410000.0
2017-04-03 10:30:00,239.46666666666667,521.8766666666667,522.0633333333333,287.56666666666666,521.845,522.312,521.064,521.8902999999999,318991.0,1892100.0,16663586490.0,99350139000.0
2017-04-03 11:00:00,197.53333333333333,520.0616666666666,520.2566666666667,224.53333333333333,519.627,521.951,518.895,520.1257333333334,377719.0,2486400.0,19716193610.0,130387834500.0
2017-04-03 11:30:00,515.6666666666666,519.2533333333333,519.4316666666668,177.46666666666667,520.1419999999998,520.7230000000002,517.922,519.3891666666665,449749.0,2977800.0,23456245980.0,156033370500.0
2017-04-03 12:00:00,906.3666666666667,520.4250000000001,520.5116666666667,69.0,520.307,521.188,520.053,520.5550666666667,525943.0,3173100.0,27422274885.0,166250101500.0
