,Bid Volume,Bid Price,Ask Price,Ask Volume,stockVWAP Last,stockVWAP High,stockVWAP Low,stockVWAP,totalTradedStockVolume,totalTradedFutureVolume,totalTradedStockValue,totalTradedFutureValue
2017-03-31 09:30:00,1988.6153846153845,144.46538461538464,144.54230769230765,3052.3076923076924,144.97299999999996,145.108,143.937,144.47107692307688,650197.0,2586000.0,9393714510.0,37566810000.0
2017-03-31 10:00:00,2007.8,144.60333333333332,144.6783333333333,3244.0,144.683,145.2,144.154,144.6110333333333,1230550.0,4482000.0,17790008250.0,65133390000.0
2017-03-31 10:30:00,1899.5333333333333,144.98999999999998,145.05499999999998,4078.1666666666665,145.386,145.64700000000005,144.425,144.9895,1875385.0,6138000.0,27151067085.0,89247570000.0
2017-03-31 11:00:00,3892.366666666667,145.73666666666665,145.79666666666674,3954.6666666666665,145.753,145.847,145.563,145.68503333333328,2586638.0,8490000.0,37516902235.0,123685050000.0
2017-03-31 11:30:00,3386.233333333333,146.23166666666665,146.28333333333336,2507.1,146.29,146.505,145.894,146.2244,3366418.0,10782000.0,48917172000.0,157382550000.0
2017-03-31 12:00:00,3736.0,146.425,146.48666666666668,3611.1666666666665,146.93,147.05,146.03,146.4129333333334,4244202.0,12372000.0,61783782630.0,180820410000.0
2017-03-31 12:30:00,4052.3,146.74999999999994,146.80499999999998,4150.833333333333,146.624,146.93,146.624,146.72776666666667,4779453.0,13110000.0,69640770235.0,191711910000.0
2017-03-31 13:00:00,5214.433333333333,146.7183333333333,146.77499999999998,3914.366666666667,146.675,146.911,146.63,146.7158333333333,5198807.0,13584000.0,75795314115.0,198705900000.0
2017-03-31 13:30:00,3703.6666666666665,146.67166666666665,146.72833333333338,2593.8333333333335,146.921,146.921,146.51,146.6555,5515912.0,14226000.0,80448241075.0,208170180000.0
2017-03-31 14:00:00,3029.0666666666666,146.25499999999997,146.31666666666666,2553.9,145.928,146.907,145.795,146.2541,5998724.0,15084000.0,87506424540.0,220782570000.0
2017-03-31 14:30:00,3444.766666666667,146.03166666666667,146.09499999999997,2073.366666666667,145.63,146.296,145.38299999999995,146.03900000000004,6389310.0,15894000.0,93206981835.0,232665000000.0
2017-03-31 15:00:00,4357.3,145.86499999999995,145.92166666666668,3263.4333333333334,145.797,145.985,145.632,145.86733333333328,6693019.0,16458000.0,97637828770.0,240934620000.0
