,Bid Volume,Bid Price,Ask Price,Ask Volume,stockVWAP Last,stockVWAP High,stockVWAP Low,stockVWAP,totalTradedStockVolume,totalTradedFutureVolume,totalTradedStockValue,totalTradedFutureValue
2017-03-31 09:30:00,1310.0,280.50384615384615,280.59999999999997,698.5384615384615,280.769,281.146,279.657,280.5577692307692,537427.0,2505000.0,15072365875.0,70503212500.0
2017-03-31 10:00:00,1047.3666666666666,281.92833333333334,282.02833333333336,1049.7666666666667,281.831,282.696,281.003,282.0186666666667,1038060.0,5430000.0,29191777720.0,153317600000.0
2017-03-31 10:30:00,1509.3666666666666,281.92166666666674,282.0216666666666,609.2,281.757,282.318,281.757,282.00706666666673,1265736.0,6067500.0,35612482705.0,171363462500.0
2017-03-31 11:00:00,2825.3333333333335,280.87833333333333,280.97333333333336,4476.8,280.452,281.764,280.452,280.95736666666664,1705196.0,7130000.0,47953654870.0,201328312500.0
2017-03-31 11:30:00,3804.1,280.4333333333333,280.4883333333333,20042.133333333335,280.421,280.53,280.261,280.4342666666667,2805491.0,8632500.0,78815407340.0,243703375000.0
2017-03-31 12:00:00,1076.0333333333333,280.19666666666666,280.2633333333333,5912.533333333334,279.938,280.463,279.724,280.13790000000006,3272959.0,9355000.0,91914217870.0,264046500000.0
2017-03-31 12:30:00,1639.8333333333333,280.335,280.40833333333325,5995.466666666666,280.278,280.41200000000003,279.947,280.26353333333344,3833854.0,10720000.0,107642392590.0,302506250000.0
2017-03-31 13:00:00,1507.4333333333334,280.2916666666667,280.35166666666674,1819.3333333333333,280.257,280.347,280.153,280.2240333333333,4401691.0,11480000.0,123561540385.0,323925800000.0
2017-03-31 13:30:00,2001.5,280.0766666666666,280.13166666666655,5062.266666666666,279.886,280.369,279.771,280.0656666666666,5058465.0,12172500.0,141958795715.0,343424850000.0
2017-03-31 14:00:00,4699.533333333334,279.90166666666664,279.95666666666665,15737.166666666666,279.907,280.002,279.723,279.9046333333333,5733089.0,13045000.0,160844992690.0,367984362500.0
2017-03-31 14:30:00,2669.3333333333335,279.71,279.78,10480.866666666667,279.442,280.003,279.307,279.72253333333333,7295451.0,14837500.0,204552416820.0,418380475000.0
2017-03-31 15:00:00,1881.3666666666666,278.5133333333332,278.6166666666667,6491.133333333333,277.06,279.492,276.635,278.56703333333337,10225764.0,18697500.0,286055326240.0,526316625000.0
2017-03-31 15:30:00,2738.4333333333334,277.07166666666666,277.16166666666663,4375.833333333333,277.39,277.97700000000003,275.985,277.0516333333333,17464117.0,24810000.0,486465613665.0,696527812500.0
2017-04-03 09:30:00,571.6923076923077,278.2269230769231,278.31538461538463,4415.923076923077,278.213,278.73400000000004,277.658,278.17323076923077,690565.0,2337500.0,19220186470.0,65279987500.0
2017-04-03 10:00:00,1190.4,277.82166666666666,277.8883333333333,2853.7,278.341,278.47,276.94,277.7916666666667,1372379.0,4182500.0,38172617510.0,116713800000.0
2017-04-03 10:30:00,913.7333333333333,279.9533333333333,280.04166666666663,1975.7333333333333,279.769,280.589,278.525,279.92263333333335,2429532.0,7745000.0,67771932575.0,216753487500.0
2017-04-03 11:00:00,997.4333333333333,279.595,279.69,1777.4,279.296,279.833,279.296,279.60153333333335,2704647.0,8492500.0,75465132545.0,237722787500.0
2017-04-03 11:30:00,1491.6666666666667,279.5516666666666,279.62833333333333,1715.7333333333333,279.974,280.243,279.23400000000004,279.54806666666667,3761286.0,9267500.0,105047749000.0,259464325000.0
2017-04-03 12:00:00,2398.5666666666666,280.48666666666674,280.55500000000006,1831.1666666666667,281.356,281.356,279.98,280.47563333333335,4630945.0,11157500.0,129460528340.0,312689437500.0
2017-04-03 12:30:00,1380.7333333333333,282.01166666666666,282.08666666666664,2516.4333333333334,282.373,282.545,281.262,281.9635333333334,5834420.0,14372500.0,163408790215.0,403538575000.0
2017-04-03 13:00:00,1780.5333333333333,282.11333333333334,282.17500000000007,1601.5333333333333,281.9290000000001,282.518,281.9190000000001,282.08223333333336,6360372.0,15712500.0,178246499780.0,441412000000.0
2017-04-03 13:30:00,1313.2,282.9283333333334,282.99833333333333,2765.133333333333,283.205,283.2340000000001,282.0,282.8976666666667,7483244.0,18730000.0,210018816635.0,526920462500.0
2017-04-03 14:00:00,1325.2,284.05499999999995,284.13,4502.1,285.597,285.597,283.178,284.0599333333333,10319425.0,25412500.0,290667446825.0,717244487500.0
2017-04-03 14:30:00,1567.5,285.7766666666667,285.83666666666664,4960.366666666667,285.402,286.194,285.206,285.76460000000003,13263581.0,31285000.0,374810680375.0,885272937500.0
2017-04-03 15:00:00,2564.266666666667,285.83666666666676,285.915,3755.3333333333335,285.946,286.045,285.493,285.8036000000001,14842136.0,34070000.0,419934943345.0,964950762500.0
2017-04-03 15:30:00,4048.3333333333335,286.56499999999994,286.6433333333334,4529.733333333334,286.607,287.146,286.05,286.64166666666665,18664431.0,42457500.0,529511519015.0,1205568862500.0
2017-04-05 09:30:00,2696.230769230769,284.6038461538461,284.6769230769231,2570.769230769231,284.353,284.994,284.119,284.6066153846154,1136513.0,3547500.0,32360140480.0,101166700000.0
2017-04-05 10:00:00,1342.7333333333333,283.9683333333334,284.0516666666666,2620.8333333333335,283.68,284.348,283.527,283.99979999999994,1906422.0,5742500.0,54225178145.0,163648775000.0
2017-04-05 10:30:00,1663.2,283.265,283.33,1862.5333333333333,283.578,283.637,283.011,283.3129333333334,2671321.0,7667500.0,75895592380.0,218329487500.0
2017-04-05 11:00:00,1311.1666666666667,284.14166666666665,284.21500000000003,1380.7666666666667,284.317,284.516,283.709,284.1019,3410502.0,8895000.0,96897279145.0,253282925000.0
2017-04-05 11:30:00,3373.0666666666666,284.93999999999994,285.01166666666666,2567.233333333333,284.969,285.376,284.32,284.95619999999997,4218015.0,10420000.0,119911101760.0,296848525000.0
2017-04-05 12:00:00,4320.866666666667,284.96666666666664,285.0383333333333,2701.366666666667,285.074,285.44,284.541,284.9982333333334,4842670.0,12042500.0,137717395865.0,343242050000.0
2017-04-05 12:30:00,1042.4,284.6816666666666,284.75333333333333,1563.1333333333334,284.771,285.139,283.768,284.69089999999994,5381860.0,13295000.0,153061817245.0,378992062500.0
