,Bid Volume,Bid Price,Ask Price,Ask Volume,stockVWAP Last,stockVWAP High,stockVWAP Low,stockVWAP,totalTradedStockVolume,totalTradedFutureVolume,totalTradedStockValue,totalTradedFutureValue
2017-03-31 09:30:00,1632.8461538461538,149.86923076923077,149.95,1867.6153846153845,149.711,150.314,149.512,149.87246153846155,497944.0,1755000.0,7470108490.0,26444250000.0
2017-03-31 10:00:00,1929.9333333333334,149.3066666666667,149.39166666666668,1800.2,148.968,149.914,148.82,149.32470000000004,908165.0,3815000.0,13596079475.0,57334375000.0
2017-03-31 10:30:00,2209.0666666666666,148.67333333333332,148.76166666666666,1461.6333333333334,148.58100000000005,148.967,148.429,148.7122666666667,1130159.0,4925000.0,16896711180.0,73907200000.0
2017-03-31 11:00:00,1957.9333333333334,148.9316666666667,149.01333333333332,2276.266666666667,148.806,149.29,148.543,148.96496666666664,1369369.0,5750000.0,20461331525.0,86263200000.0
2017-03-31 11:30:00,2514.3333333333335,148.82000000000002,148.9083333333333,1642.3333333333333,149.119,149.296,148.547,148.88299999999995,1564102.0,6675000.0,23363949370.0,100118150000.0
2017-03-31 12:00:00,2559.866666666667,148.97166666666666,149.065,2869.4666666666667,148.951,149.232,148.776,148.9920666666667,1781514.0,7170000.0,26604107445.0,107531700000.0
2017-03-31 12:30:00,1944.6333333333334,148.89833333333334,148.9783333333333,759.7,148.747,149.042,148.747,148.9423666666667,1928877.0,7555000.0,28798915205.0,113292200000.0
2017-03-31 13:00:00,2197.9666666666667,148.73833333333334,148.81833333333333,1647.2333333333333,148.621,148.918,148.621,148.80913333333334,2058802.0,7840000.0,30731352920.0,117553025000.0
2017-03-31 13:30:00,3136.8,148.56666666666663,148.6583333333334,2340.0666666666666,149.037,149.037,148.135,148.63266666666667,2305401.0,9445000.0,34395836200.0,141533600000.0
2017-03-31 14:00:00,1925.5333333333333,149.03000000000003,149.09999999999997,1918.2333333333333,148.847,149.556,148.74200000000005,149.04680000000002,2707624.0,11020000.0,40398018240.0,165124000000.0
2017-03-31 14:30:00,2895.366666666667,148.8383333333333,148.92,2195.4,148.846,148.986,148.686,148.86289999999997,2857316.0,11570000.0,42626082350.0,173343250000.0
2017-03-31 15:00:00,5240.166666666667,148.88333333333333,148.96499999999997,2792.4,148.875,149.14,148.827,148.9398,3106991.0,12040000.0,46344402175.0,180369525000.0
2017-03-31 15:30:00,3468.8333333333335,148.61666666666665,148.7,3775.1666666666665,148.444,149.006,148.444,148.6543333333333,4053764.0,14810000.0,60418148120.0,221778875000.0
2017-04-03 09:30:00,1756.3076923076924,148.2076923076923,148.30769230769232,2228.4615384615386,148.141,148.683,147.739,148.25230769230774,395263.0,1715000.0,5859598510.0,25520000000.0
2017-04-03 10:00:00,1485.2333333333333,147.64333333333337,147.71499999999997,2557.1,147.517,148.188,147.254,147.6753333333333,808983.0,3895000.0,11968744065.0,57802275000.0
2017-04-03 10:30:00,1959.7333333333333,147.32166666666666,147.39833333333334,1712.4333333333334,146.969,147.713,146.586,147.36639999999997,1068627.0,5305000.0,15788240050.0,78603500000.0
2017-04-03 11:00:00,1898.9333333333334,147.25,147.32999999999998,2759.6666666666665,147.315,147.86,146.833,147.28923333333336,1372459.0,6555000.0,20265915115.0,97074625000.0
2017-04-03 11:30:00,3623.0666666666666,147.25833333333333,147.33666666666662,10389.066666666668,147.31,147.534,146.917,147.29453333333336,1523141.0,7355000.0,22485461550.0,108892200000.0
2017-04-03 12:00:00,4815.7,147.39499999999995,147.46500000000003,2815.8333333333335,147.52200000000005,147.626,147.08,147.45876666666666,1633164.0,8210000.0,24107357035.0,121545450000.0
2017-04-03 12:30:00,2489.633333333333,147.53333333333333,147.6166666666667,2616.8333333333335,147.555,147.792,147.40200000000004,147.54546666666667,1802125.0,9145000.0,26601804895.0,135399425000.0
2017-04-03 13:00:00,4933.433333333333,147.77166666666668,147.84666666666666,2498.9333333333334,147.8,148.025,147.524,147.8137666666667,2203152.0,10265000.0,32534280035.0,152024400000.0
2017-04-03 13:30:00,2549.8,147.84166666666667,147.90666666666667,2108.5666666666666,147.722,148.079,147.591,147.8514,2733376.0,12300000.0,40376979040.0,182230625000.0
2017-04-03 14:00:00,3471.866666666667,147.52666666666664,147.5983333333333,2036.7666666666667,147.32,147.91,147.255,147.6156,3039473.0,13460000.0,44893042180.0,199413525000.0
2017-04-03 14:30:00,2418.866666666667,147.17000000000002,147.235,2657.4333333333334,146.928,147.39,146.928,147.23369999999994,3160654.0,14135000.0,46676336040.0,209391750000.0
2017-04-03 15:00:00,2575.366666666667,146.82833333333332,146.90166666666667,2557.5666666666666,146.849,147.039,146.69,146.8906666666667,3408259.0,15490000.0,50311980305.0,229378225000.0
2017-04-03 15:30:00,4417.9,146.75999999999996,146.83666666666667,2072.766666666667,147.079,147.149,146.373,146.82576666666668,4353008.0,17620000.0,64180192405.0,260814925000.0
2017-04-05 09:30:00,4027.769230769231,147.43846153846152,147.53846153846155,4672.384615384615,147.496,147.811,147.04,147.4720769230769,659685.0,2095000.0,9732424970.0,31033675000.0
2017-04-05 10:00:00,2540.8333333333335,148.43166666666664,148.50666666666666,2090.9,149.387,149.387,147.359,148.47879999999998,2092570.0,9900000.0,31005569360.0,147525175000.0
2017-04-05 10:30:00,3384.5666666666666,149.03666666666672,149.11166666666665,1798.6,149.482,149.561,148.816,149.10693333333333,2579148.0,12485000.0,38269941410.0,186311050000.0
2017-04-05 11:00:00,3377.0,149.4366666666667,149.505,4261.0,149.738,149.816,149.2,149.4770333333333,2977993.0,14240000.0,44234771990.0,212688825000.0
2017-04-05 11:30:00,2769.9333333333334,149.99166666666667,150.06000000000003,2541.5,150.032,150.308,149.681,150.01116666666664,3616639.0,16450000.0,53816798975.0,246005125000.0
2017-04-05 12:00:00,4135.633333333333,150.15666666666664,150.23000000000002,2157.1666666666665,150.10299999999995,150.515,150.02,150.23376666666667,4017143.0,18595000.0,59835046810.0,278410500000.0
2017-04-05 12:30:00,4489.266666666666,150.03833333333338,150.11499999999995,4946.066666666667,149.928,150.268,149.873,150.1094,4370372.0,19840000.0,65135292920.0,297191600000.0
2017-04-05 13:00:00,2596.766666666667,149.42000000000002,149.48833333333332,1708.1333333333334,149.085,149.951,148.93,149.49659999999997,5015028.0,21810000.0,74757880250.0,326760050000.0
2017-04-05 13:30:00,861.4,149.32833333333338,149.39333333333335,2072.3333333333335,149.284,149.50799999999995,149.042,149.33029999999997,5325525.0,22880000.0,79395354550.0,342809125000.0
