,Bid Volume,Bid Price,Ask Price,Ask Volume,stockVWAP Last,stockVWAP High,stockVWAP Low,stockVWAP,totalTradedStockVolume,totalTradedFutureVolume,totalTradedStockValue,totalTradedFutureValue
2017-03-31 09:30:00,180.92307692307693,221.8653846153846,221.95,497.3076923076923,222.385,222.603,221.172,221.84723076923078,181138.0,708000.0,4019433145.0,15749020000.0
2017-03-31 10:00:00,546.8,223.435,223.52999999999994,733.8333333333334,223.472,225.069,222.512,223.48066666666665,867418.0,3112000.0,19382788505.0,69636220000.0
2017-03-31 10:30:00,1273.8666666666666,223.1616666666666,223.24166666666667,681.4666666666667,223.058,223.605,222.938,223.22143333333324,1038528.0,3756000.0,23204252600.0,84049600000.0
2017-03-31 11:00:00,564.3333333333334,223.17333333333337,223.30166666666665,458.1333333333333,223.335,223.62,222.933,223.21026666666668,1083194.0,3944000.0,24201722880.0,88260960000.0
2017-03-31 11:30:00,633.6666666666666,223.7116666666667,223.82333333333332,1348.8666666666666,224.543,224.626,223.294,223.74886666666666,1221888.0,4780000.0,27305898000.0,107071200000.0
2017-03-31 12:00:00,625.8333333333334,225.18333333333337,225.28,1115.7666666666667,225.643,225.643,224.608,225.2000666666667,1531965.0,6444000.0,34289530875.0,144703160000.0
2017-03-31 12:30:00,463.46666666666664,225.85333333333335,225.95999999999998,1299.7,225.775,226.029,225.55900000000003,225.88560000000004,1706940.0,7044000.0,38243210585.0,158305680000.0
2017-03-31 13:00:00,670.0333333333333,226.03833333333336,226.15833333333336,731.1333333333333,226.064,226.332,225.41,226.03479999999996,1855046.0,7708000.0,41591397275.0,173352080000.0
2017-03-31 13:30:00,543.0,225.80499999999998,225.90166666666659,627.6333333333333,225.669,226.218,225.489,225.81903333333332,2030036.0,8080000.0,45547478370.0,181769720000.0
2017-03-31 14:00:00,79.86666666666666,225.80666666666667,225.87166666666673,487.93333333333334,225.659,225.841,225.554,225.75870000000003,2078277.0,8276000.0,46636795925.0,186203040000.0
