,Bid Volume,Bid Price,Ask Price,Ask Volume,stockVWAP Last,stockVWAP High,stockVWAP Low,stockVWAP,totalTradedStockVolume,totalTradedFutureVolume,totalTradedStockValue,totalTradedFutureValue
2017-03-31 09:30:00,1083.1538461538462,140.16153846153844,140.2346153846154,3200.3846153846152,139.925,140.597,139.903,140.21446153846153,153394.0,649000.0,2149949250.0,9160229375.0
2017-03-31 10:00:00,1823.9,140.06,140.15,1652.4,139.857,140.362,139.846,140.11263333333335,328208.0,1703625.0,4599377535.0,24016318750.0
2017-03-31 10:30:00,1100.9,139.9466666666667,140.02666666666667,2835.9333333333334,139.778,140.174,139.778,139.94546666666668,429295.0,2330500.0,6014863605.0,32833205000.0
2017-03-31 11:00:00,745.4666666666667,139.8716666666667,139.94,1961.2333333333333,139.819,139.98,139.76,139.86426666666665,508302.0,2817250.0,7119889180.0,39672079375.0
2017-03-31 11:30:00,1403.7666666666667,139.98500000000004,140.06499999999997,4031.9333333333334,140.178,140.285,139.721,139.98533333333336,574076.0,3348250.0,8041294430.0,47151103750.0
2017-03-31 12:00:00,1170.4,140.24833333333336,140.31666666666666,2584.266666666667,140.218,140.47299999999998,140.085,140.23173333333335,726088.0,4159500.0,10175228495.0,58603151250.0
2017-03-31 12:30:00,1858.5333333333333,140.82999999999998,140.90000000000003,1735.9666666666667,141.562,141.569,140.257,140.806,1050268.0,6689125.0,14750256085.0,94530685000.0
2017-03-31 13:00:00,2439.1,141.88333333333333,141.95166666666668,1479.7,141.92700000000005,142.22299999999996,141.596,141.87389999999996,1494884.0,9668625.0,21063157790.0,137045863750.0
2017-03-31 13:30:00,1835.3666666666666,141.87333333333336,141.94,2344.0333333333333,141.83700000000005,141.982,141.74200000000005,141.87030000000001,1623701.0,10546250.0,22890722750.0,149561828750.0
2017-03-31 14:00:00,1608.5,141.79166666666663,141.85,1807.1333333333334,141.736,142.033,141.457,141.78656666666666,1745842.0,11305875.0,24622975110.0,160391463125.0
2017-03-31 14:30:00,1180.9333333333334,141.60333333333335,141.67,2262.0666666666666,141.22299999999996,141.96,141.014,141.59323333333333,1901214.0,15067125.0,26822172070.0,213993848125.0
2017-03-31 15:00:00,1947.8,141.07000000000005,141.12833333333336,2709.766666666667,140.789,141.296,140.752,141.07543333333336,2211471.0,15716125.0,31199707480.0,223189330000.0
2017-03-31 15:30:00,915.9333333333333,140.65833333333336,140.755,1574.2,140.589,140.94799999999995,140.41299999999998,140.6938333333333,2962618.0,17486125.0,41768392345.0,248191096250.0
2017-04-03 09:30:00,1057.3846153846155,141.26923076923077,141.36538461538458,1315.0,141.24200000000005,141.575,141.006,141.26238461538463,137820.0,907125.0,1948175490.0,12869596250.0
2017-04-03 10:00:00,1812.9,141.20333333333335,141.28666666666672,1139.6,141.215,141.658,140.85399999999996,141.24993333333336,244767.0,2013375.0,3458819255.0,28568463750.0
2017-04-03 10:30:00,867.9666666666667,141.37,141.44833333333332,870.2333333333333,141.42,141.49,141.255,141.39766666666668,304728.0,2264125.0,4306815330.0,32128892500.0
2017-04-03 11:00:00,1279.0666666666666,141.39333333333337,141.495,1147.2666666666667,141.421,141.592,141.30700000000004,141.42363333333336,338794.0,2581250.0,4788642465.0,36635091250.0
2017-04-03 11:30:00,1248.6666666666667,141.40666666666667,141.505,1824.7666666666667,141.259,141.52200000000005,141.259,141.42633333333333,400280.0,2846750.0,5658343425.0,40402351875.0
2017-04-03 12:00:00,1258.4666666666667,141.3366666666667,141.41500000000002,2172.5333333333333,141.297,141.428,141.27700000000004,141.34786666666668,436283.0,3045875.0,6167382555.0,43228415000.0
2017-04-03 12:30:00,1717.2333333333333,141.3650000000001,141.45666666666665,1713.9666666666667,141.373,141.537,141.282,141.3787,496956.0,3436750.0,7025459300.0,48781863750.0
2017-04-03 13:00:00,1123.2333333333333,141.38833333333335,141.485,2102.8,141.375,141.505,141.264,141.4025,548098.0,3694875.0,7748919965.0,52448566250.0
2017-04-03 13:30:00,1164.3333333333333,141.36833333333334,141.46166666666667,1525.7666666666667,141.315,141.501,141.298,141.39356666666666,599161.0,3938250.0,8471148515.0,55907146250.0
2017-04-03 14:00:00,1182.9666666666667,141.29833333333332,141.37,903.7333333333333,141.254,141.395,141.222,141.3096,672701.0,4137375.0,9510572215.0,58733098750.0
