,Bid Volume,Bid Price,Ask Price,Ask Volume,stockVWAP Last,stockVWAP High,stockVWAP Low,stockVWAP
2017-03-31 09:30:00,248.6153846153846,380.2346153846154,380.41923076923075,322.3076923076923,379.06,381.176,379.051,380.30223076923085
2017-03-31 10:00:00,327.1666666666667,379.4333333333333,379.6600000000001,135.3,378.576,380.849,378.281,379.5298666666667
2017-03-31 10:30:00,98.16666666666667,379.57166666666666,379.7233333333334,236.9,378.59,380.261,378.59,379.6028333333335
2017-03-31 11:00:00,178.63333333333333,377.3366666666668,377.4716666666666,421.93333333333334,376.888,378.615,376.765,377.4027333333334
2017-03-31 11:30:00,144.33333333333334,377.11166666666674,377.2833333333334,463.1666666666667,377.846,377.846,376.758,377.1744666666666
2017-03-31 12:00:00,96.83333333333333,377.5599999999999,377.70833333333326,256.1333333333333,377.299,377.974,377.202,377.5807333333334
2017-03-31 12:30:00,225.06666666666666,377.04333333333324,377.21000000000015,891.4333333333333,376.627,377.462,376.627,377.1177666666668
2017-03-31 13:00:00,160.2,376.2783333333334,376.42833333333334,459.8666666666667,375.78,376.779,375.661,376.27819999999997
2017-03-31 13:30:00,198.2,376.3766666666667,376.53833333333347,346.5,376.43300000000005,376.599,376.029,376.39149999999995
2017-03-31 14:00:00,143.03333333333333,376.27333333333337,376.4050000000001,250.06666666666666,376.16,376.705,375.544,376.3457666666667
2017-03-31 14:30:00,88.93333333333334,377.41166666666663,377.54666666666674,393.06666666666666,378.115,378.115,376.268,377.42433333333327
2017-03-31 15:00:00,182.7,377.56166666666655,377.74999999999994,596.7333333333333,376.783,378.679,376.783,377.61103333333335
2017-03-31 15:30:00,366.1333333333333,376.83500000000004,376.9816666666666,374.06666666666666,376.786,377.426,376.551,376.90160000000003
2017-04-03 09:30:00,537.6923076923077,379.86538461538464,380.0115384615384,1813.076923076923,381.576,381.84,377.992,379.872
2017-04-03 10:00:00,237.66666666666666,381.7416666666668,381.8283333333332,890.8666666666667,381.721,382.668,381.092,381.7045999999999
2017-04-03 10:30:00,577.6666666666666,381.81999999999994,381.88833333333326,5023.633333333333,382.081,382.088,381.288,381.76243333333326
2017-04-03 11:00:00,327.06666666666666,383.3633333333334,383.43999999999994,1362.1666666666667,385.708,385.708,381.99,383.29063333333346
2017-04-03 11:30:00,203.8,385.78833333333336,385.8733333333333,815.8333333333334,385.771,386.207,385.228,385.7638333333334
2017-04-03 12:00:00,55.63333333333333,385.54166666666674,385.6050000000001,670.4666666666667,385.495,385.844,385.231,385.4665333333334
2017-04-03 12:30:00,362.6,385.33500000000004,385.40500000000003,1414.9666666666667,385.05300000000005,385.728,384.903,385.2838
2017-04-03 13:00:00,186.63333333333333,386.2716666666667,386.3416666666666,949.0,386.889,387.135,385.225,386.21003333333334
2017-04-03 13:30:00,153.6,386.0849999999999,386.1733333333333,1342.3666666666666,385.32,386.999,385.32,386.0706333333334
2017-04-03 14:00:00,22.633333333333333,385.0183333333334,385.1116666666667,584.8666666666667,384.922,385.347,384.625,385.02979999999997
2017-04-03 14:30:00,59.6,384.84166666666664,384.92833333333334,565.4333333333333,385.532,385.599,384.502,384.83146666666664
2017-04-03 15:00:00,48.6,385.2633333333333,385.39000000000004,654.2333333333333,385.255,385.485,384.99300000000005,385.25579999999997
2017-04-03 15:30:00,452.5,384.8533333333334,384.95833333333326,822.7666666666667,385.062,385.86300000000006,383.496,384.9003000000001
2017-04-05 09:30:00,250.53846153846155,383.5576923076923,383.6807692307692,307.0,383.167,383.965,383.167,383.6637692307692
2017-04-05 10:00:00,345.6666666666667,381.57833333333326,381.6483333333334,442.1666666666667,381.35,383.231,380.997,381.5860666666667
2017-04-05 10:30:00,175.4,380.6933333333333,380.76500000000004,478.96666666666664,382.353,382.353,379.607,380.70080000000013
2017-04-05 11:00:00,352.43333333333334,382.4433333333334,382.5,435.43333333333334,384.023,384.023,380.906,382.44683333333336
2017-04-05 11:30:00,448.3666666666667,383.72666666666674,383.7949999999999,640.8333333333334,383.473,384.74,383.155,383.72260000000017
2017-04-05 12:00:00,446.03333333333336,383.20833333333337,383.26333333333304,1295.6333333333334,382.965,383.49300000000005,382.965,383.20653333333337
2017-04-05 12:30:00,462.3333333333333,382.9383333333334,382.9933333333334,2117.366666666667,382.81,383.06,382.741,382.97839999999997
2017-04-05 13:00:00,420.53333333333336,382.5799999999999,382.6366666666667,1036.8666666666666,382.305,383.076,382.096,382.5929
2017-04-05 13:30:00,1251.0,382.14833333333337,382.2033333333333,1035.0666666666666,382.268,382.381,381.811,382.10236666666674
2017-04-05 14:00:00,1185.0666666666666,382.16333333333324,382.225,1761.5,382.217,382.429,381.645,382.178
2017-04-05 14:30:00,4328.8,382.4233333333333,382.4883333333334,1228.4,383.499,383.6,381.818,382.4378666666667
